Column1,Block,NR/2025/26755/A/72961,NR/2025/26085/A/72958,NR/2025/26336/A/73123,NR/2025/26879/A/73121,NR/2025/25861/A/73412,NR/2025/25860/A/73414,NR/2025/26981/C,NR/2025/26335/A/73125,NR/2025/26265/A/73440,NR/2025/25967/A/73406,NR/2025/26982/C,NR/2025/26379/A/73405,NR/2025/26004/A/73017,NR/2025/25859/A/73415,NR/2025/26984/C,NR/2025/26202/A/73499,NR/2025/26825/A/73424,NR/2025/26985/C,NR/2025/26191/A/73015,NR/2025/26829/A/73421,NR/2025/27014/C,NR/2025/26232/A/73442,NR/2025/26233/A/73441,NR/2025/26153/A/72964,NR/2025/26978/C,NR/2025/26082/A/73500,NR/2025/26822/A/73427,NR/2025/26827/A/73423,NR/2025/26005/A/73018,NR/2025/27016/C,NR/2025/27053/C,NR/2025/26101/A/73170,NR/2025/26828/A/73422,NR/2025/26785/A/72968,NR/2025/26959/A/73396,NR/2025/27032/C,GNARE/NR/2024/12/20/3668,NR/2025/27052/C,NR/2025/27051/C,NR/2025/27041/C,NR/2025/27044/C,NR/2025/27045/C,NR/2025/27046/C,NR/2025/27047/C,NR/2025/27049/C,NR/2025/27040/C,NR/30092023/26122029/SH-06,GNA/NR/2025/05/16/9317,NR/2025/26289/A/73439,NR/2025/26980/C,NR/2025/26979/C,NR/2025/27110/C,GNA/NR/2025/05/01/5800,NR/2025/27081/C,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/9252,NR/2025/26291/A/73438,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/19/4843,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/6363,NR/30092023/31122025/SH-07,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/8068,Total
40,09:45-10:00,10.63,0.97,0,0,0,0,4.83,175,0,193.2,4.83,0,48.3,96.6,53.13,0,0,52.84,0,0,48.3,0,0,9.95,96.6,47.33,0,0,48.3,193.2,28.98,0,0,0,6.76,144.9,85.45,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.61,96.6,0,0,48.3,0,0,0,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,10.64,0,26.61,24.15,28.98,10.63,2178.19

41,10:00-10:15,12.56,0.97,0,0,0,0,4.83,182,0,193.2,4.83,0,48.3,96.6,53.13,0,0,52.84,0,0,48.3,0,0,9.95,96.6,47.33,0,0,48.3,193.2,28.98,0,0,0,6.76,144.9,90.57,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.61,96.6,0,0,48.3,0,0,0,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,12.76,0,26.61,24.15,28.98,10.63,2194.3600000000006

42,10:15-10:30,12.56,0.97,0,0,0,0,4.83,189,0,193.2,4.83,0,48.3,96.6,53.13,0,0,52.84,0,0,48.3,0,0,9.95,96.6,47.33,0,0,48.3,193.2,28.98,0,0,0,6.76,144.9,95.32,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.61,96.6,0,0,48.3,0,0,0,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,12.76,0,26.61,24.15,28.98,10.63,2206.1100000000006

43,10:30-10:45,12.56,0.97,0,0,0,0,4.83,196,0,193.2,4.83,0,48.3,96.6,53.13,0,0,52.84,0,0,48.3,0,0,9.95,96.6,47.33,0,0,48.3,193.2,28.98,0,0,0,6.76,144.9,99.57,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.61,96.6,0,0,48.3,0,0,0,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,12.76,0,26.61,24.15,28.98,10.63,2217.3600000000006

44,10:45-11:00,12.56,0.97,0,0,0,0,4.83,203,0,193.2,4.83,0,48.3,96.6,53.13,0,0,52.84,0,0,48.3,0,0,9.95,96.6,47.33,0,0,48.3,193.2,28.98,0,0,0,6.76,144.9,100,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.61,96.6,0,0,48.3,0,0,0,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,12.76,0,26.61,24.15,28.98,10.63,2224.7900000000004

45,11:00-11:15,13.52,0.97,0,0,0,0,4.83,210,0,193.2,4.83,0,48.3,96.6,53.13,0,0,52.84,0,0,48.3,0,0,9.95,96.6,47.33,0,0,48.3,193.2,28.98,0,0,0,8.69,144.9,100,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.61,96.6,0,0,48.3,0,0,0,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,12.76,0,26.61,24.15,28.98,10.63,2234.6800000000007

46,11:15-11:30,13.52,0.97,0,0,0,0,4.83,210,0,193.2,4.83,0,48.3,96.6,53.13,0,0,52.84,0,0,48.3,0,0,9.95,96.6,47.33,0,0,48.3,193.2,28.98,0,0,0,8.69,144.9,100,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.61,96.6,0,0,48.3,0,0,0,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,12.76,0,26.61,24.15,28.98,10.63,2234.6800000000007

47,11:30-11:45,13.52,0.97,0,0,0,0,4.83,210,0,193.2,4.83,0,48.3,96.6,53.13,0,0,52.84,0,0,48.3,0,0,9.95,96.6,47.33,0,0,48.3,193.2,28.98,0,0,0,8.69,144.9,100,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.61,96.6,0,0,48.3,0,0,0,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,12.76,0,26.61,24.15,28.98,10.63,2234.6800000000007

48,11:45-12:00,13.52,0.97,0,0,0,0,4.83,210,0,193.2,4.83,0,48.3,96.6,53.13,0,0,52.84,0,0,48.3,0,0,9.95,96.6,47.33,0,0,48.3,193.2,28.98,0,0,0,8.69,144.9,100,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.61,96.6,0,0,48.3,0,0,0,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,12.76,0,26.61,24.15,28.98,10.63,2234.6800000000007

49,12:00-12:15,13.52,0.97,0,0,0,0,4.83,210,0,193.2,4.83,0,48.3,96.6,53.13,0,0,52.84,0,0,48.3,0,0,9.95,96.6,47.33,0,0,48.3,193.2,28.98,0,0,0,8.69,144.9,100,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.7,96.6,0,0,48.3,0,0,0,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,24.15,28.98,10.63,2235.32

50,12:15-12:30,13.52,0.97,0,0,0,0,4.83,210,0,193.2,4.83,0,48.3,96.6,53.13,0,0,52.84,0,0,48.3,0,0,9.95,96.6,47.33,0,0,48.3,193.2,28.98,0,0,0,8.69,144.9,100,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.7,96.6,0,0,48.3,0,0,0,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,24.15,28.98,10.63,2235.32

51,12:30-12:45,13.52,0.97,0,0,0,0,4.83,210,0,193.2,4.83,0,48.3,96.6,53.13,0,0,52.84,0,0,48.3,0,0,9.95,96.6,47.33,0,0,48.3,193.2,28.98,0,0,0,8.69,144.9,100,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.7,96.6,0,0,48.3,0,0,0,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,24.15,28.98,10.63,2235.32

52,12:45-13:00,13.52,0.97,0,0,0,0,4.83,210,0,193.2,4.83,0,48.3,96.6,53.13,0,0,52.84,0,0,48.3,0,0,9.95,96.6,47.33,0,0,48.3,193.2,28.98,0,0,0,8.69,144.9,100,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.7,96.6,0,0,48.3,0,0,0,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,24.15,28.98,10.63,2235.32

53,13:00-13:15,13.52,0.97,0,0,0,0,4.83,210,0,193.2,4.83,0,48.3,96.6,53.13,0,0,52.84,0,0,48.3,0,0,9.95,96.6,47.33,0,0,48.3,193.2,28.98,0,0,0,8.69,144.9,100,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.7,96.6,0,0,41.18,0,0,0,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2224.65

54,13:15-13:30,13.52,0.97,0,0,0,0,4.83,210,0,193.2,4.83,0,48.3,96.6,53.13,0,0,52.84,0,0,48.3,0,0,9.95,96.6,47.33,0,0,48.3,193.2,28.98,0,0,0,8.69,144.9,100,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.7,96.6,0,0,41.18,0,0,0,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2224.65

55,13:30-13:45,13.52,0.97,0,0,0,0,4.83,210,0,193.2,4.83,0,48.3,96.6,53.13,0,0,52.84,0,0,48.3,0,0,9.95,96.6,47.33,0,0,48.3,193.2,28.98,0,0,0,8.69,144.9,100,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.7,96.6,0,0,41.18,0,0,0,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2224.65

56,13:45-14:00,13.52,0.97,0,0,0,0,4.83,210,0,193.2,4.83,0,48.3,96.6,53.13,0,0,52.84,0,0,48.3,0,0,9.95,96.6,47.33,0,0,48.3,193.2,28.98,0,0,0,8.69,144.9,100,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.7,96.6,0,0,41.18,0,0,0,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2224.65

57,14:00-14:15,11.59,0,0,0,111.09,0,4.83,203,0,193.2,4.83,0,48.3,96.6,53.13,0,0,62.79,0,0,48.3,0,0,0,96.6,0,0,0,39.61,193.2,28.98,33.81,0,0,9.66,144.9,100,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.7,96.6,0,0,41.18,0,0,3.86,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2308.4599999999996

58,14:15-14:30,11.59,0,0,0,111.09,0,4.83,200,0,193.2,4.83,0,48.3,96.6,53.13,0,0,62.79,0,0,48.3,0,0,0,96.6,0,0,0,39.61,193.2,28.98,33.81,0,0,9.66,144.9,100,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.7,96.6,0,0,41.18,0,0,3.86,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2305.4599999999996

59,14:30-14:45,11.59,0,0,0,111.09,0,4.83,193,0,193.2,4.83,0,48.3,96.6,53.13,0,0,62.79,0,0,48.3,0,0,0,96.6,0,0,0,39.61,193.2,28.98,33.81,0,0,9.66,144.9,98.32,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.7,96.6,0,0,41.18,0,0,3.86,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2296.7799999999997

60,14:45-15:00,11.59,0,0,0,111.09,0,4.83,186,0,193.2,4.83,0,48.3,96.6,53.13,0,0,62.79,0,0,48.3,0,0,0,96.6,0,0,0,39.61,193.2,28.98,33.81,0,0,9.66,144.9,94.44,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.7,96.6,0,0,41.18,0,0,3.86,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2285.8999999999996

61,15:00-15:15,8.69,0,0,0,111.09,0,4.83,175,0,193.2,4.83,0,48.3,96.6,53.13,0,0,62.79,0,0,48.3,0,0,0,96.6,0,0,0,39.61,193.2,28.98,33.81,0,0,11.59,144.9,90.14,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.7,96.6,0,0,41.18,0,0,1.93,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2267.7

62,15:15-15:30,8.69,0,0,0,111.09,0,4.83,165,0,193.2,4.83,0,48.3,96.6,53.13,0,0,62.79,0,0,48.3,0,0,0,96.6,0,0,0,39.61,193.2,28.98,33.81,0,0,11.59,67.62,85.53,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.7,96.6,0,0,41.18,0,0,1.93,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2175.8099999999995

63,15:30-15:45,8.69,0,222.18,0,111.09,0,4.83,154,0,193.2,4.83,0,48.3,96.6,53.13,0,0,62.79,0,0,48.3,0,0,0,96.6,0,0,0,39.61,193.2,28.98,33.81,0,0,11.59,67.62,80.18,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.7,96.6,0,0,41.18,0,0,1.93,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2381.6399999999994

64,15:45-16:00,8.69,0,222.18,0,111.09,0,4.83,140,0,193.2,4.83,0,48.3,96.6,53.13,0,0,62.79,0,0,48.3,0,0,0,96.6,0,0,0,39.61,193.2,28.98,33.81,0,0,11.59,67.62,74.85,54.27,96.6,0,14.63,43.9,43.9,14.63,37.33,0,26.7,96.6,0,0,41.18,0,0,1.93,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2362.3099999999995

65,16:00-16:15,5.8,0.82,222.18,0,111.09,0,0,116,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,28.98,33.81,14.63,53.13,11.59,67.62,62.54,54.27,0,0,0,0,0,0,0,0,26.7,96.6,41.18,0,0,0,0,1.93,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2379.9499999999994

66,16:15-16:30,5.8,0.82,222.18,0,111.09,0,0,102,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,28.98,33.81,14.63,53.13,11.59,67.62,55.27,54.27,0,0,0,0,0,0,0,0,26.7,96.6,41.18,0,0,0,0,1.93,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2358.6799999999994

67,16:30-16:45,5.8,0.82,222.18,0,111.09,0,0,91,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,28.98,33.81,14.63,53.13,11.59,0,48.93,54.27,0,0,0,0,0,0,0,0,26.7,96.6,41.18,0,0,0,0,1.93,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2273.7199999999993

68,16:45-17:00,5.8,0.82,222.18,0,111.09,0,0,77,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,28.98,33.81,14.63,53.13,11.59,0,42.46,54.27,0,0,0,0,0,0,0,0,26.7,96.6,41.18,0,0,0,0,1.93,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2253.2499999999995

69,17:00-17:15,0,0.68,222.18,33.81,111.09,0,0,63,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,28.98,33.81,14.63,0,11.59,0,36.1,108.54,0,0,0,0,0,0,0,0,26.7,96.6,41.18,0,0,0,0,1.93,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2261.899999999999

70,17:15-17:30,0,0.68,222.18,33.81,111.09,0,0,49,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,28.98,33.81,14.63,0,11.59,0,29.09,108.54,0,0,0,0,0,0,0,0,26.7,96.6,41.18,0,0,0,0,1.93,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2240.889999999999

71,17:30-17:45,0,0.68,222.18,33.81,111.09,0,0,35,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,28.98,33.81,14.63,0,11.59,0,22.88,108.54,0,0,0,0,0,0,0,0,26.7,96.6,41.18,0,0,0,0,1.93,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2220.6799999999994

72,17:45-18:00,0,0.68,222.18,33.81,111.09,0,0,21,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,28.98,33.81,14.63,0,11.59,0,16.97,108.54,0,0,0,0,0,0,0,0,26.7,96.6,41.18,0,0,0,0,1.93,0,0,0,0,29.1,13.52,0,0,14.49,193.2,0,0,13.22,0,26.7,20.6,28.98,10.63,2200.7699999999995

73,18:00-18:15,0,0.68,222.18,33.81,111.09,0,0,11,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,11.59,0,12.23,162.82,0,0,0,0,0,0,0,0,26.7,96.6,41.18,0,0,0,67.62,1.93,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,0,13.22,14.49,26.7,20.6,28.98,10.63,2353.3399999999992

74,18:15-18:30,0,0.68,222.18,33.81,111.09,0,0,6,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,11.59,0,8.44,162.82,0,0,0,0,0,0,0,0,26.7,96.6,41.18,0,0,0,67.62,1.93,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,0,13.22,14.49,26.7,20.6,28.98,10.63,2344.5499999999993

75,18:30-18:45,0,0.68,222.18,33.81,111.09,0,0,2,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,11.59,0,0.72,162.82,0,0,0,0,0,0,0,0,26.7,96.6,41.18,0,0,0,67.62,1.93,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,0,13.22,14.49,26.7,20.6,28.98,10.63,2332.829999999999

76,18:45-19:00,0,0.68,222.18,33.81,111.09,0,0,0,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,11.59,0,0.27,162.82,0,0,0,0,0,0,0,0,26.7,96.6,41.18,0,0,0,67.62,1.93,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,0,13.22,14.49,26.7,20.6,28.98,10.63,2330.379999999999

77,19:00-19:15,0,0.72,222.18,33.81,111.09,0,0,0,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,11.59,224.11,0.18,162.82,0,0,0,0,0,0,0,0,19.48,96.6,37.13,0,0,0,67.62,1.93,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,0,13.22,14.49,29,18.57,28.98,10.63,2543.4399999999996

78,19:15-19:30,0,0.72,222.18,33.81,111.09,0,0,0,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,11.59,224.11,0,162.82,0,0,0,0,0,0,0,0,15.28,96.6,37.13,0,0,0,67.62,1.93,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,0,13.22,14.49,29,18.57,28.98,10.63,2539.0599999999995

79,19:30-19:45,0,0.72,222.18,33.81,111.09,0,0,0,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,11.59,224.11,0,162.82,0,0,0,0,0,0,0,0,15.28,96.6,37.13,0,0,0,67.62,1.93,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,0,13.68,14.49,29,18.57,28.98,10.63,2539.5199999999995

80,19:45-20:00,0,0.72,222.18,33.81,111.09,0,0,0,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,11.59,224.11,0,162.82,0,0,0,0,0,0,0,0,15.28,96.6,37.13,0,0,0,67.62,1.93,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,0,13.68,14.49,29,18.57,28.98,10.63,2539.5199999999995

81,20:00-20:15,0,0.77,222.18,33.81,111.09,0,0,0,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,9.66,224.11,0,162.82,0,0,0,0,0,0,0,0,4.5,96.6,37.13,0,0,0,67.62,1.93,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,0,13.68,14.49,29.5,18.57,28.98,10.63,2527.36

82,20:15-20:30,0,0.77,222.18,33.81,111.09,0,0,0,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,9.66,224.11,0,162.82,0,0,0,0,0,0,0,0,4.5,96.6,37.13,0,0,0,67.62,1.93,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,0,13.68,14.49,29.5,18.57,28.98,10.63,2527.36

83,20:30-20:45,0,0.77,222.18,33.81,111.09,0,0,0,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,9.66,224.11,0,162.82,0,0,0,0,0,0,0,0,29.5,96.6,37.13,0,0,0,67.62,1.93,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,0,13.68,14.49,29.5,18.57,28.98,10.63,2552.3599999999997

84,20:45-21:00,0,0.77,222.18,33.81,111.09,0,0,0,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,9.66,224.11,0,162.82,0,0,0,0,0,0,0,0,29.5,96.6,37.13,0,0,0,67.62,1.93,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,0,13.68,14.49,29.5,18.57,28.98,10.63,2552.3599999999997

85,21:00-21:15,0,0.77,222.18,33.81,111.09,0,0,0,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,9.66,224.11,0,108.54,0,57.96,0,0,0,0,0,88.6,29.5,96.6,37.13,0,0,0,67.62,1.93,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,0,13.68,14.49,29.5,18.57,28.98,10.63,2644.64

86,21:15-21:30,0,0.77,222.18,33.81,111.09,0,0,0,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,9.66,224.11,0,108.54,0,57.96,0,0,0,0,0,88.6,29.5,96.6,37.13,0,0,0,67.62,1.93,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,0,13.68,14.49,29.5,18.57,28.98,10.63,2644.64

87,21:30-21:45,0,0.77,222.18,33.81,111.09,0,0,0,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,9.66,224.11,0,108.54,0,57.96,0,0,0,0,0,88.6,29.5,96.6,37.13,0,0,0,67.62,1.93,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,0,13.68,14.49,29.5,18.57,28.98,10.63,2644.64

88,21:45-22:00,0,0.77,222.18,33.81,111.09,0,0,0,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,9.66,224.11,0,108.54,0,57.96,0,0,0,0,0,88.6,29.5,96.6,37.13,0,0,0,67.62,1.93,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,0,13.68,14.49,29.5,18.57,28.98,10.63,2644.64

89,22:00-22:15,0,0.77,222.18,33.81,111.09,0,0,0,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,7.73,224.11,0,108.54,0,57.96,0,0,0,0,0,88.6,29.5,96.6,37.13,0,0,96.6,67.62,2.9,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,96.6,13.22,14.49,29.5,18.57,28.98,10.63,2836.4199999999996

90,22:15-22:30,0,0.77,222.18,33.81,111.09,0,0,0,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,7.73,224.11,0,108.54,0,57.96,0,0,0,0,0,88.6,29.5,96.6,37.13,0,0,96.6,67.62,2.9,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,96.6,13.22,14.49,29.5,18.57,28.98,10.63,2836.4199999999996

91,22:30-22:45,0,0.77,222.18,33.81,111.09,0,0,0,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,7.73,224.11,0,108.54,0,57.96,0,0,0,0,0,88.6,29.5,96.6,37.13,0,0,96.6,67.62,2.9,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,96.6,13.22,14.49,29.5,18.57,28.98,10.63,2836.4199999999996

92,22:45-23:00,0,0.77,222.18,33.81,111.09,0,0,0,96.6,193.2,0,193.2,48.3,96.6,0,96.6,43.9,0,48.3,37.33,0,4.83,4.83,62.79,0,47.33,14.63,43.9,48.3,0,0,33.81,14.63,0,7.73,224.11,0,108.54,0,57.96,0,0,0,0,0,88.6,29.5,96.6,37.13,0,0,96.6,67.62,2.9,0,5.8,19.32,0,29.1,13.52,0,5.8,14.49,193.2,28.98,96.6,13.22,14.49,29.5,18.57,28.98,10.63,2836.4199999999996

