Column1,Time,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/8128,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/8230,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/2786,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/01/2236,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/2997,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/3109,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05
74,18:15-18:30,8.52,135.71,12.66,-0,5.9,0,225.22,11.48,43.75,102.47,66.92,15.02,100.27,1.75,20.76,81.81,2.25,2.25,0,247.22,0,10.43,25.55,29,27.25,10.56,70.19,15.2,3,7.57,43.02,5,6.77,5,33.85,0,4,3,0,32.83,0,98.5,34.33,0,0,32.84,0

75,18:30-18:45,8.52,135.71,12.66,-0,5.9,0,225.22,11.48,43.75,102.47,66.92,15.02,100.27,1.21,20.76,81.81,1.58,1.58,0,247.22,0,10.43,25.55,29,27.25,10.56,70.19,10.46,1,4.12,43.02,3,4.48,2,22.43,0,3,1,0,32.17,0,96.5,34,0,0,32.16,0

76,18:45-19:00,8.52,135.71,12.66,-0,5.9,0,225.22,11.48,43.75,102.47,66.92,15.02,100.27,0.64,20.76,81.81,0.83,0.83,0,247.22,0,10.43,25.55,29,27.25,10.56,70.19,5.71,0,1.44,43.02,0,2.01,1,10.05,0,1,1,0,31.33,0,94,33.67,0,0,31.34,0

77,19:00-19:15,8.52,135.71,12.66,-0,5.9,0,225.22,11.48,43.75,130.23,86.82,15.29,100.27,0.21,20.76,81.81,0.28,0.28,0,270.7,0,10.43,25.55,29,28.26,10.56,115.46,3.21,0,0,43.02,0,0.3,0,1.48,0,1,0,0,30.67,0,92,33.33,0,0,30.66,0

78,19:15-19:30,8.52,135.71,12.66,-0,5.9,0,225.22,11.48,43.75,130.23,86.82,15.29,100.27,0,20.76,81.81,0,0,0,270.7,0,10.43,25.55,29,28.26,10.56,115.46,1.42,0,0,43.02,0,0,0,0.01,0,0,0,0,30.5,0,91.5,32.67,0,0,30.5,0

79,19:30-19:45,8.52,135.71,12.66,-0,5.9,0,225.22,11.48,43.75,130.23,86.82,15.29,100.27,0,20.76,81.81,0,0,0,270.7,0,10.43,25.55,29,28.26,10.56,115.46,0.36,0,0,43.02,0,0,0,0,0,0,0,0,30.17,0,90.5,32,0,0,30.16,0

80,19:45-20:00,8.52,135.71,12.66,-0,5.9,0,225.22,11.48,43.75,130.23,86.82,15.29,100.27,0,20.76,81.81,0,0,0,270.7,0,10.43,25.55,29,28.26,10.56,115.46,0,0,0,43.02,0,0,0,0,0,0,0,0,29.67,0,89,30.67,0,0,29.66,0

81,20:00-20:15,8.52,135.71,12.66,-0,5.9,0,225.22,11.48,43.75,130.23,86.82,15.66,100.27,0,20.76,81.81,0,0,0,270.7,0,10.43,19.48,29,27.25,10.56,115.46,0,0,0,43.02,0,0,0,0,0,0,0,0,26.33,0,79,30.33,0,0,26.34,0

82,20:15-20:30,8.52,135.71,12.66,-0,5.9,0,225.22,11.48,43.75,130.23,86.82,15.66,100.27,0,20.76,81.81,0,0,0,270.7,0,10.43,19.48,29,27.25,10.56,115.46,0,0,0,43.02,0,0,0,0,0,0,0,0,25.5,0,76.5,30,0,0,25.5,0

83,20:30-20:45,8.52,135.71,12.66,-0,5.9,0,225.22,11.48,43.75,130.23,86.82,15.66,100.27,0,20.76,81.81,0,0,0,270.7,0,10.63,19.48,29,27.25,10.56,115.46,0,0,0,43.02,0,0,0,0,0,0,0,0,25.33,0,76,29.67,0,0,25.34,0

84,20:45-21:00,8.52,135.71,12.66,-0,5.9,0,225.22,11.48,43.75,130.23,86.82,15.66,100.27,0,20.76,81.81,0,0,0,270.7,0,10.63,19.48,29,27.25,10.56,115.46,0,0,0,43.02,0,0,0,0,0,0,0,0,25.5,0,76.5,29,0,0,25.5,0

85,21:00-21:15,8.52,135.71,12.66,-0,5.9,0,225.22,10.26,43.75,130.23,86.82,15.94,100.27,0,20.76,81.81,0,0,0,270.7,0,10.63,25.55,29,26.75,10.56,115.46,0,0,0,43.02,0,0,0,0,0,0,0,0,25.5,0,76.5,25,0,0,25.5,0

86,21:15-21:30,8.52,135.71,12.66,-0,5.9,0,225.22,10.26,43.75,130.23,86.82,15.94,100.27,0,20.76,81.81,0,0,0,270.7,0,10.63,25.55,29,26.75,10.56,115.46,0,0,0,42.02,0,0,0,0,0,0,0,0,25.5,0,76.5,25,0,0,25.5,0

87,21:30-21:45,8.52,135.71,12.66,-0,5.9,0,225.22,10.26,43.75,130.23,86.82,15.94,100.27,0,20.76,81.81,0,0,0,270.7,0,10.63,25.55,29,26.24,10.56,115.46,0,0,0,41.02,0,0,0,0,0,0,0,0,25.17,0,75.5,25,0,0,25.16,0

88,21:45-22:00,8.52,135.71,12.66,-0,5.9,0,225.22,10.26,43.75,130.23,86.82,15.94,100.27,0,20.76,81.81,0,0,0,270.7,0,10.63,25.55,29,26.24,10.56,115.46,0,0,0,40.02,0,0,0,0,0,0,0,0,25,0,75,24.33,0,0,25,0

89,22:00-22:15,8.52,135.71,12.66,-0,5.9,0,225.22,9.34,43.75,130.23,86.82,15.94,100.27,0,20.76,81.81,0,0,0,270.7,0,10.63,19.48,29,26.24,10.48,115.46,0,0,0,38.62,0,0,0,0,0,0,0,0,22.67,0,68,23.67,0,0,22.66,0

90,22:15-22:30,8.52,135.71,12.66,-0,5.9,0,225.22,9.34,43.75,130.23,86.82,15.94,100.27,0,20.76,81.81,0,0,0,270.7,0,10.63,19.48,29,25.24,10.48,115.46,0,0,0,38.02,0,0,0,0,0,0,0,0,21.67,0,65,23.33,0,0,21.66,0

91,22:30-22:45,8.52,135.71,12.66,-0,5.9,0,225.22,9.34,43.75,130.23,86.82,15.94,100.27,0,20.76,81.81,0,0,0,270.7,0,10.63,19.48,29,26.25,10.48,115.46,0,0,0,38.02,0,0,0,0,0,0,0,0,21.33,0,64,23.33,0,0,21.34,0

92,22:45-23:00,8.52,135.71,12.66,-0,5.9,0,225.22,9.34,43.75,130.23,86.82,15.94,100.27,0,20.76,81.81,0,0,0,270.7,0,10.63,19.48,29,25.24,10.48,115.46,0,0,0,37.82,0,0,0,0,0,0,0,0,21.17,0,63.5,23,0,0,21.16,0

93,23:00-23:15,8.52,135.71,12.66,-0,5.9,0,225.22,8.4,43.75,130.23,86.82,15.48,100.27,0,20.76,81.81,0,0,0,270.7,0,10.63,13.2,29,25.24,10.48,115.46,0,0,0,37.62,0,0,0,0,0,0,0,0,21,0,63,22.67,0,0,21,0

94,23:15-23:30,8.52,135.71,12.66,-0,5.9,0,225.22,8.4,43.75,130.23,86.82,15.48,100.27,0,20.76,81.81,0,0,0,270.7,0,10.63,19.27,29,24.23,10.48,115.46,0,0,0,37.42,0,0,0,0,0,0,0,0,21,0,63,22,0,0,21,0

95,23:30-23:45,8.52,135.71,12.66,-0,5.9,0,225.22,8.4,43.75,130.23,86.82,15.48,100.27,0,20.76,81.81,0,0,0,270.7,0,10.63,19.27,29,24.23,10.48,115.46,0,0,0,38.02,0,0,0,0,0,0,0,0,20.83,0,62.5,21.33,0,0,20.84,0

96,23:45-24:00,8.52,135.71,12.66,-0,5.9,0,225.22,8.4,43.75,130.23,86.82,15.48,100.27,0,20.76,81.81,0,0,0,270.7,0,10.63,19.27,29,24.23,10.48,115.46,0,0,0,38.22,0,0,0,0,0,0,0,0,20.83,0,62.5,20.67,0,0,20.84,0

