Column1,Block,GNARE/NR/2024/12/20/3668,NR/2025/29985/A/86275,NR/2025/30334/A/86217,GNA/NR/2025/07/01/1192,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/2236,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/8139,NR/2025/30918/C,NR/2025/30884/C,GNA/NR/2025/07/01/3109,NR/2025/30966/C,NR/2025/30909/C,NR/2025/30966/C/Alternate/1,NR/2025/30910/C,GNA/NR/2025/07/01/2997,NR/2025/30907/C,GNA/NR/2025/07/01/8154,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/2025/30924/C,NR/2025/30870/C,NR/2025/30967/C,NR/2025/30911/C,NR/2025/30960/C,NR/30092023/26122029/SH-06,NR/2025/30947/C,NR/2025/30938/C,NR/2025/30949/C,NR/2025/30951/C,NR/2025/30941/C,NR/2025/30952/C,NR/2025/30953/C,NR/2025/29992/A/86261,NR/2025/30217/A/86591,NR/2025/29353/A/86555,NR/2025/30067/A/86627,NR/2025/27970/A/86590,NR/2025/30083/A/86600,NR/2025/29628/A/86607,NR/2025/29915/A/86370,NR/2025/27968/A/86589,NR/2025/30969/C,NR/2025/30492/A/86252,NR/2025/29440/A/86163,NR/2025/29986/A/86277,NR/2025/30086/A/86598,NR/2025/27978/A/86723,NR/2025/27964/A/86588,NR/2025/30084/A/86599,NR/2025/27963/A/86586,NR/2025/29352/A/86557,NR/2025/27962/A/86585,NR/2025/30101/A/86722,NR/2025/26975/A/86613,NR/2025/30121/A/86222,NR/2025/30082/A/86663,NR/2025/29167/A/86371,NR/2025/28725/A/86592,NR/2025/29439/A/86262,NR/2025/30191/A/86219,NR/2025/30105/A/86593,NR/2025/29910/A/86605,Total
47,11:30-11:45,90.47,179,5.24,0,26.96,43.71,81.75,224.82,134.89,44.24,48.09,19.24,163.75,0,0,0,15.24,143.07,20.75,16.01,0.96,48.09,27.89,96.18,32.7,26.96,14.57,76.58,43.71,29.03,16.58,7.69,37.16,0,0,81.75,0,0,0,0,0,0,1.21,13.47,0,0,0,0,0,0,0,28.61,0,0,5.77,0,0,0,0,0,0,0,0,1846.14

48,11:45-12:00,91.89,179,5.24,0,26.96,43.71,81.75,224.82,134.89,44.24,48.09,19.24,163.75,0,0,0,15.24,143.07,20.75,16.01,0.96,48.09,27.89,96.18,32.7,26.96,14.57,76.58,43.71,29.03,16.58,7.69,37.16,0,0,81.75,0,0,0,0,0,0,1.21,13.47,0,0,0,0,0,0,0,28.61,0,0,5.77,0,0,0,0,0,0,0,0,1847.56

49,12:00-12:15,98.19,179,5.24,0,26.97,43.71,81.75,224.82,134.89,44.24,48.09,19.24,163.75,0,0,0,15.24,143.07,20.75,15.93,0.96,48.09,27.89,96.18,32.7,26.97,14.57,76.58,43.71,29.03,16.58,7.69,37.16,0,0,81.75,0,0,0,0,0,0,1.45,13.47,0,0,0,0,0,0,0,28.61,0,0,5.77,0,0,0,0,0,0,0,0,1854.04

50,12:15-12:30,97.28,179,5.24,0,26.97,43.71,81.75,224.82,134.89,44.24,48.09,19.24,163.75,0,0,0,15.24,143.07,20.75,15.93,0.96,48.09,27.89,96.18,32.7,26.97,14.57,76.58,43.71,29.03,16.58,7.69,37.16,0,0,81.75,0,0,0,0,0,0,1.45,13.47,0,0,0,0,0,0,0,28.61,0,0,5.77,0,0,0,0,0,0,0,0,1853.13

51,12:30-12:45,96.45,168,5.24,0,26.97,43.71,81.75,224.82,134.89,44.24,48.09,19.24,163.75,0,0,0,15.24,143.07,20.75,15.93,0.96,48.09,27.89,96.18,32.7,26.97,14.57,76.58,43.71,29.03,16.58,7.69,37.16,0,0,81.75,0,0,0,0,0,0,0.97,13.47,0,0,0,0,0,0,0,28.61,0,0,5.77,0,0,0,0,0,0,0,0,1840.8200000000002

52,12:45-13:00,96.33,168,5.24,0,26.97,43.71,81.75,224.82,134.89,44.24,48.09,19.24,163.75,0,0,0,15.24,143.07,20.75,15.93,0.96,48.09,27.89,96.18,32.7,26.97,14.57,76.58,43.71,29.03,16.58,7.69,37.16,0,0,81.75,0,0,0,0,0,0,0.97,13.47,0,0,0,0,0,0,0,28.61,0,0,5.77,0,0,0,0,0,0,0,0,1840.7

53,13:00-13:15,96.33,161,5.24,0,26.97,43.71,81.75,224.82,134.89,44.24,48.09,19.24,163.75,0,0,0,15.24,143.07,20.75,15.83,0.96,48.09,27.89,96.18,32.7,26.97,14.57,76.58,43.71,29.03,16.58,7.69,37.16,0,0,81.75,0,0,0,0,0,0,0.97,13.47,0,0,0,0,0,0,0,28.61,0,0,5.77,0,0,0,0,0,0,0,0,1833.6

54,13:15-13:30,95,161,5.24,0,26.97,43.71,81.75,224.82,134.89,44.24,48.09,19.24,163.75,0,0,0,15.24,143.07,20.75,15.83,0.96,48.09,27.89,96.18,32.7,26.97,14.57,76.58,43.71,29.03,16.58,7.69,37.16,0,0,81.75,0,0,0,0,0,0,0.97,13.47,0,0,0,0,0,0,0,28.61,0,0,5.77,0,0,0,0,0,0,0,0,1832.27

55,13:30-13:45,100,161,5.24,0,26.97,43.71,81.75,224.82,134.89,44.24,48.09,19.24,163.75,0,0,0,15.24,143.07,20.75,15.83,0.96,48.09,27.89,96.18,32.7,26.97,14.57,76.58,43.71,29.03,16.58,7.69,37.16,0,0,81.75,0,0,0,0,0,0,0.97,13.47,0,0,0,0,0,0,0,28.61,0,0,5.77,0,0,0,0,0,0,0,0,1837.27

56,13:45-14:00,100,161,5.06,0,26.97,43.71,81.75,224.82,134.89,44.24,48.09,19.24,163.75,0,0,0,15.24,143.07,20.75,15.83,0.96,48.09,27.89,96.18,32.7,26.97,14.57,76.58,43.71,29.03,16.58,7.69,37.16,0,0,81.75,0,0,0,0,0,0,0.97,13.47,0,0,0,0,0,0,0,28.61,0,0,5.77,0,0,0,0,0,0,0,0,1837.09

57,14:00-14:15,98.33,105,4.82,0,26.97,43.71,81.75,224.82,134.89,44.24,48.09,19.24,163.75,144.27,0,144.27,15.24,143.07,20.75,15.74,0.96,48.09,27.89,96.18,32.7,26.97,14.57,76.58,43.71,29.03,16.58,7.69,37.16,0,0,81.75,0,0,0,0,0,0,0.97,13.47,0,134.65,0,0,0,0,0,28.61,0,0,5.77,0,0,0,0,0,0,0,0,2202.28

58,14:15-14:30,98.33,105,4.8,0,26.97,43.71,81.75,224.82,134.89,44.24,48.09,19.24,163.75,144.27,0,144.27,15.24,143.07,20.75,15.74,0.96,48.09,27.89,96.18,32.7,26.97,14.57,76.58,43.71,29.03,16.58,7.69,37.16,0,0,81.75,0,0,0,0,0,0,0.97,13.47,0,134.65,0,0,0,0,0,28.61,0,0,5.77,0,0,0,0,0,0,0,0,2202.26

59,14:30-14:45,95.67,105,4.1,0,26.97,43.71,81.75,224.82,134.89,44.24,48.09,19.24,163.75,144.27,0,144.27,15.24,143.07,20.75,15.74,0.96,48.09,27.89,96.18,32.7,26.97,14.57,76.58,43.71,29.03,16.58,7.69,37.16,0,0,81.75,0,0,0,0,0,0,0.97,13.47,0,134.65,0,0,0,0,0,28.61,0,0,5.77,0,0,0,0,0,0,0,0,2198.9

60,14:45-15:00,92.67,105,3.81,0,26.97,43.71,81.75,224.82,134.89,44.24,48.09,19.24,163.75,144.27,0,144.27,15.24,143.07,20.75,15.74,0.96,48.09,27.89,96.18,32.7,26.97,14.57,76.58,43.71,29.03,16.58,7.69,37.16,0,0,81.75,0,0,0,0,0,0,0.97,13.47,0,134.65,0,0,0,0,0,28.61,0,0,5.77,0,0,0,0,0,0,0,0,2195.61

61,15:00-15:15,66.67,102,3.85,0,26.97,43.71,81.75,224.82,134.89,44.24,48.09,19.24,163.75,144.27,0,144.27,15.24,143.07,20.75,16.01,0.96,48.09,27.89,96.18,32.7,26.97,14.57,76.58,43.71,29.03,16.58,7.69,37.16,0,0,81.75,0,0,0,0,0,0,0.97,13.47,0,134.65,0,0,0,0,0,28.61,0,0,5.77,0,0,0,0,0,0,0,0,2166.92

62,15:15-15:30,66.67,98,3.88,0,26.97,43.71,81.75,224.82,134.89,44.24,48.09,19.24,163.75,144.27,0,144.27,15.24,143.07,20.75,16.01,0.96,48.09,27.89,96.18,32.7,26.97,14.57,76.58,43.71,29.03,16.58,7.69,37.16,0,0,81.75,0,0,0,0,0,0,1.45,13.47,0,134.65,0,0,0,0,0,28.61,0,0,5.77,0,0,0,0,0,0,0,0,2163.4300000000003

63,15:30-15:45,65,102,2.88,0,26.97,43.71,81.75,224.82,134.89,44.24,48.09,19.24,163.75,144.27,0,144.27,15.24,143.07,20.75,16.01,0.96,48.09,27.89,96.18,32.7,26.97,14.57,76.58,43.71,29.03,16.58,7.69,37.16,0,0,81.75,0,0,0,0,0,0,1.45,13.47,0,134.65,0,0,0,0,0,28.61,0,0,5.77,0,0,0,0,0,0,0,0,2164.76

64,15:45-16:00,63.33,98,2.68,0,26.97,43.71,81.75,224.82,134.89,44.24,48.09,19.24,163.75,144.27,0,144.27,15.24,143.07,20.75,16.01,0.96,48.09,27.89,96.18,32.7,26.97,14.57,76.58,43.71,29.03,16.58,7.69,37.16,0,0,81.75,0,0,0,0,0,0,1.45,13.47,0,134.65,0,0,0,0,0,28.61,0,0,5.77,0,0,0,0,0,0,0,0,2158.8900000000003

65,16:00-16:15,60,98,0.64,0,26.97,43.71,81.75,224.82,134.89,0,0,19.24,163.75,0,0,0,15.24,0,20.75,16.39,0,0,27.89,0,0,26.97,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,1.45,13.47,0.96,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,5.77,6.73,48.09,0,143.07,25.08,48.09,29.14,16.58,2185.82

66,16:15-16:30,57.44,91,0.81,0,26.97,43.71,81.75,224.82,134.89,0,0,19.24,163.75,0,0,0,15.24,0,20.75,16.39,0,0,27.89,0,0,26.97,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,1.45,13.47,0.96,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,5.77,6.73,48.09,0,143.07,25.08,48.09,29.14,16.58,2176.4300000000003

67,16:30-16:45,47.1,63,0.96,0,26.97,43.71,81.75,224.82,134.89,0,0,19.24,163.75,0,0,0,15.24,0,20.75,16.39,0,0,27.89,0,0,26.97,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,1.45,13.47,0.96,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,5.77,6.73,48.09,0,143.07,25.08,48.09,29.14,16.58,2138.24

68,16:45-17:00,41.87,56,1.11,0,26.97,43.71,81.75,224.82,134.89,0,0,19.24,163.75,0,0,0,15.24,0,20.75,16.39,0,0,27.89,0,0,26.97,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,1.45,13.47,0.96,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,5.77,6.73,48.09,0,143.07,25.08,48.09,29.14,16.58,2126.16

69,17:00-17:15,36.57,42,0,0,26.97,43.71,81.75,224.82,134.89,0,0,19.24,163.75,0,0,0,15.24,0,20.75,16.84,0,0,27.89,0,0,26.97,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,1.1,13.47,0.87,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,5.77,6.73,48.09,0,143.07,25.08,48.09,29.14,16.58,2105.7599999999998

70,17:15-17:30,31.52,39,0,0,26.97,43.71,81.75,224.82,134.89,0,0,19.24,163.75,0,0,0,15.24,0,20.75,16.84,0,0,27.89,0,0,26.97,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,1.1,13.47,0.87,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,5.77,6.73,48.09,0,143.07,25.08,48.09,29.14,16.58,2097.7099999999996

71,17:30-17:45,26.8,32,0,0,26.97,43.71,81.75,224.82,134.89,0,0,19.24,163.75,0,0,0,15.24,0,20.75,16.84,0,0,27.89,0,0,26.97,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,1.1,13.47,0.87,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,5.77,6.73,48.09,0,143.07,25.08,48.09,29.14,16.58,2085.99

72,17:45-18:00,21.74,25,0,0,26.97,43.71,81.75,224.82,134.89,0,0,19.24,163.75,0,0,0,15.24,0,20.75,16.84,0,0,27.89,0,0,26.97,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,1.1,13.47,0.87,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,5.77,6.73,48.09,0,143.07,25.08,48.09,29.14,16.58,2073.93

73,18:00-18:15,16.56,21,0,0,26.49,43.71,81.75,224.82,134.89,0,0,0,163.75,0,0,0,0,0,20.75,17.3,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,0.85,13.47,0.87,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,5.77,6.73,48.09,0,143.07,25.08,48.09,29.14,16.58,2032.0299999999997

74,18:15-18:30,11.17,18,0,0,26.49,43.71,81.75,224.82,134.89,0,0,0,163.75,0,0,0,0,0,20.75,17.3,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,0.85,13.47,0.87,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,5.77,6.73,48.09,0,143.07,25.08,48.09,29.14,16.58,2023.6399999999996

75,18:30-18:45,6.72,11,0,0,26.8,43.71,81.75,224.82,134.89,0,0,0,163.75,0,0,0,0,0,20.75,17.3,0,0,27.89,0,0,26.8,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,0.85,13.47,0.87,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,5.77,6.73,48.09,0,143.07,25.08,48.09,29.14,19.24,2012.9599999999996

76,18:45-19:00,0,7,0,0,26.8,43.71,81.75,224.82,134.89,0,0,0,147.15,0,16.6,0,0,0,20.75,17.3,0,0,27.89,0,0,26.8,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,0.68,13.47,0.87,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,5.77,6.73,48.09,0,143.07,25.08,48.09,29.14,19.24,2002.07

77,19:00-19:15,0,5,0,0,25.53,43.71,81.75,224.82,134.89,0,0,0,163.75,0,0,0,0,0,20.75,17.76,0,0,27.89,0,0,25.53,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,0,13.47,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,5.77,6.73,48.09,0,143.07,25.08,48.09,29.14,19.24,1997.3500000000001

78,19:15-19:30,0,1,0,0,25.53,43.71,81.75,224.82,134.89,0,0,0,163.75,0,0,0,0,0,20.75,17.76,0,0,27.89,0,0,25.53,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,0,13.47,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,5.77,6.73,48.09,0,143.07,25.08,48.09,29.14,19.24,1993.3500000000001

79,19:30-19:45,0,0,0,0,17.28,43.71,81.75,224.82,134.89,0,0,0,163.75,0,0,0,0,0,20.75,17.76,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,0,13.47,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,5.77,6.73,48.09,0,143.07,25.08,48.09,29.14,19.24,1987.5700000000002

80,19:45-20:00,0,0,0,0,17.28,43.71,81.75,224.82,134.89,0,0,0,163.75,0,0,0,0,0,20.75,17.76,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,0,13.47,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,5.77,6.73,48.09,0,143.07,25.08,48.09,29.14,19.24,1987.5700000000002

81,20:00-20:15,0,0,0,0,29,43.71,81.75,224.82,134.89,0,0,0,163.75,0,0,0,0,0,20.75,17.76,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,0,13.47,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,25.97,6.73,48.09,54.1,143.07,25.08,48.09,29.14,19.24,2073.5899999999997

82,20:15-20:30,0,0,0,0,29,43.71,81.75,224.82,134.89,0,0,0,163.75,0,0,0,0,0,20.75,17.76,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,0,13.47,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,25.97,6.73,48.09,54.1,143.07,25.08,48.09,29.14,19.24,2073.5899999999997

83,20:30-20:45,0,0,0,0,29,43.71,81.75,224.82,134.89,0,0,0,163.75,0,0,0,0,0,20.75,17.76,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,0,13.47,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,25.97,6.73,48.09,54.1,143.07,25.08,48.09,29.14,19.24,2073.5899999999997

84,20:45-21:00,0,0,0,0,29,43.71,81.75,224.82,134.89,0,0,0,163.75,0,0,0,0,0,20.75,17.76,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,76.58,0,0,0,13.47,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,25.97,6.73,48.09,54.1,143.07,25.08,48.09,29.14,19.24,2073.5899999999997

85,21:00-21:15,0,0,0,0,9,43.71,81.75,224.82,134.89,0,0,0,163.75,0,0,0,0,0,20.75,17.76,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,105.8,0,0,0,13.47,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,25.97,6.73,48.09,54.1,143.07,25.08,48.09,29.14,19.24,2082.8099999999995

86,21:15-21:30,0,0,0,0,9,43.71,81.75,224.82,134.89,0,0,0,163.75,0,0,0,0,0,20.75,17.76,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,105.8,0,0,0,13.47,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,25.97,6.73,48.09,54.1,143.07,25.08,48.09,29.14,19.24,2082.8099999999995

87,21:30-21:45,0,0,0,0,29,43.71,81.75,224.82,134.89,0,0,0,163.75,0,0,0,0,0,20.75,17.76,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,105.8,0,0,0,13.47,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,25.97,6.73,48.09,54.1,143.07,25.08,48.09,29.14,19.24,2102.8099999999995

88,21:45-22:00,0,0,0,0,29,43.71,81.75,224.82,134.89,0,0,0,163.75,0,0,0,0,0,20.75,17.76,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,105.8,0,0,0,13.47,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,25.97,6.73,48.09,54.1,143.07,25.08,48.09,29.14,19.24,2102.8099999999995

89,22:00-22:15,0,0,0,0,29,43.71,81.75,224.82,134.89,0,0,0,163.75,0,0,0,0,0,20.75,17.58,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,105.8,0,0,0,13.47,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,25.97,6.73,48.09,54.1,143.07,25.08,48.09,29.14,19.24,2102.6299999999997

90,22:15-22:30,0,0,0,0,29,43.71,81.75,224.82,134.89,0,0,0,163.75,0,0,0,0,0,20.75,17.58,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,105.8,0,0,0,13.47,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,25.97,6.73,48.09,54.1,143.07,25.08,48.09,29.14,19.24,2102.6299999999997

91,22:30-22:45,0,0,0,0,29,43.71,81.75,224.82,134.89,0,0,0,53.62,0,110.13,0,0,0,20.75,17.58,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,105.8,0,0,0,12.5,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,25.97,6.73,48.09,54.1,143.07,25.08,48.09,29.14,19.24,2101.66

92,22:45-23:00,0,0,0,0,29,43.71,81.75,224.82,134.89,0,0,0,54.51,0,109.23,0,0,0,20.75,17.58,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,105.8,0,0,0,12.5,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,25.97,6.73,48.09,54.1,143.07,25.08,48.09,29.14,19.24,2101.6499999999996

93,23:00-23:15,0,0,0,0,29,43.71,81.75,224.82,134.89,0,0,0,52.11,0,111.64,0,0,0,20.75,17.3,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,105.8,0,0,0,12.5,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,25.97,6.73,48.09,54.1,143.07,25.08,48.09,29.14,19.24,2101.3799999999997

94,23:15-23:30,0,0,0,0,29,43.71,81.75,224.82,134.89,0,0,0,51.81,0,111.93,0,0,0,20.75,17.3,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,105.8,0,0,0,12.5,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,25.97,6.73,48.09,54.1,143.07,25.08,48.09,29.14,19.24,2101.37

95,23:30-23:45,0,0,0,0,29,43.71,81.75,224.82,134.89,0,0,0,50.62,0,113.13,0,0,0,20.75,17.3,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,105.8,0,0,0,12.5,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,25.97,6.73,48.09,54.1,143.07,25.08,48.09,29.14,19.24,2101.3799999999997

96,23:45-24:00,0,0,0,0,29,43.71,81.75,224.82,134.89,0,0,0,54.97,0,108.78,0,0,0,20.75,17.3,0,0,27.89,0,0,29,0,0,0,0,0,0,0,44.24,7.69,81.75,0,144.27,14.57,105.8,0,0,0,12.5,0.91,134.65,37.16,0,144.27,43.71,0,28.61,96.18,32.7,26.11,6.73,48.09,54.1,143.07,25.08,48.09,29.14,19.24,2101.5199999999995

