Column1,Time,GNA/NR/2024/10/03/7360,GNA/NR/2024/10/03/4066,GNA/NR/2024/10/03/4296,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/10/03/1276,GNA/NR/2024/10/01/4083,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/10/01/9072,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/9582,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/10/01/3642,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/10/01/8106,GNA/NR/2024/10/01/6101,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07
82,20:15-20:30,233.87,0,154.43,197.15,193.28,0,31.29,32,88.06,39.62,7.1,12.45,0,39.62,6.38,5.44,32,0,5.02,12.45,39.62,115.54,0,273.25,87.17,0,29,75.33,0,0,0,32.66,32.67,0,98,0,75.33,0,21.21,0,0,0,0,0

83,20:30-20:45,239.67,0,154.43,197.15,193.28,0,31.29,32,88.06,39.62,7.1,12.45,0,39.62,6.38,5.83,32,0,4.55,12.45,39.62,115.54,0,273.25,87.17,0,29,75.67,0,0,0,32.84,32.83,0,98.5,0,75.67,0,20.61,0,0,0,0,0

84,20:45-21:00,241.6,0,154.43,197.15,193.28,0,31.29,32,88.06,39.62,7.1,12.45,0,39.62,6.38,5.83,32,0,4.55,12.45,39.62,115.54,0,273.25,87.17,0,29.34,76,0,0,0,33,33,0,99,0,76,0,20.21,0,0,0,0,0

85,21:00-21:15,236.77,0,154.43,197.15,193.28,0,31.29,32,88.06,39.62,6.92,12.45,0,39.62,5.99,5.83,32,0,4.55,12.45,39.62,115.54,0,273.25,87.17,0,29.34,76.33,0,0,0,33.34,33.33,0,100,0,76.33,0,20.01,0,0,0,0,0

86,21:15-21:30,242.57,0,154.43,197.15,193.28,0,31.29,32,88.06,39.62,6.92,12.45,0,39.62,5.99,5.83,32,0,4.55,12.45,39.62,115.54,0,273.25,87.17,0,29,76.67,0,0,0,33.34,33.33,0,100,0,76.67,0,20.01,0,0,0,0,0

87,21:30-21:45,235.8,0,154.43,197.15,193.28,0,31.29,32,88.06,39.62,6.92,12.45,0,39.62,5.99,5.83,32,0,4.55,12.45,39.62,115.54,0,273.25,87.17,0,28.66,76.67,0,0,0,33.34,33.33,0,100,0,76.67,0,20.01,0,0,0,0,0

88,21:45-22:00,240.63,0,154.43,197.15,193.28,0,31.29,32,88.06,39.62,6.92,12.45,0,39.62,5.99,5.83,32,0,4.55,12.45,39.62,115.54,0,273.25,87.17,0,28.34,76.67,0,0,0,33.34,33.33,0,100,0,76.67,0,20.01,0,0,0,0,0

89,22:00-22:15,248.36,0,154.43,197.15,193.28,54.36,31.29,1.57,88.06,39.62,6.82,12.45,0,39.62,5.69,5.67,32,0,4.46,12.45,39.62,115.54,0,273.25,87.17,0,28,76.67,0,0,0,33.34,33.33,0,100,0,76.67,0,19.61,0,0,0,0,0

90,22:15-22:30,241.6,0,154.43,197.15,193.28,54.36,31.29,1.57,88.06,39.62,6.82,12.45,0,39.62,5.69,5.67,32,0,4.46,12.45,39.62,115.54,0,273.25,87.17,0,27.34,76.67,0,0,0,33.34,33.33,0,100,0,76.67,0,19.21,0,0,0,0,0

91,22:30-22:45,243.53,0,154.43,197.15,193.28,54.36,31.29,1.57,88.06,39.62,6.82,12.45,0,39.62,5.23,5.67,32,0,4.46,12.45,39.62,115.54,0,273.25,87.17,0,26.66,76.67,0,0,0,33.34,33.33,0,100,0,76.67,0,18.61,0,0,0,0,0

92,22:45-23:00,246.43,0,154.43,197.15,193.28,54.36,31.29,1.57,88.06,39.62,6.82,12.45,0,39.62,5.23,5.67,32,0,4.46,12.45,39.62,115.54,0,273.25,87.17,0,26.66,76.67,0,0,0,33.34,33.33,0,100,0,76.67,0,18.21,0,0,0,0,0

93,23:00-23:15,241.6,0,154.43,197.15,193.28,54.36,31.29,1.57,88.06,39.62,6.64,12.45,0,39.62,5,5.67,32,0,4.46,12.45,39.62,115.54,0,273.25,87.17,0,31,81.67,0,0,0,33.34,33.33,0,100,0,81.67,0,17.61,0,0,0,0,0

94,23:15-23:30,235.8,0,154.43,197.15,193.28,54.36,31.29,1.57,88.06,39.62,6.64,12.45,0,39.62,5,5.67,32,0,4.46,12.45,39.62,115.54,0,273.25,87.17,0,31,81.67,0,0,0,33.34,33.33,0,100,0,81.67,0,16.61,0,0,0,0,0

95,23:30-23:45,230.97,0,154.43,197.15,193.28,54.36,31.29,16.78,88.06,39.62,6.64,12.45,0,39.62,5,5.67,16.78,0,4.46,12.45,39.62,115.54,0,273.25,87.17,0,31,81.67,0,0,0,33.34,33.33,0,100,0,81.67,0,16.01,0,0,0,0,0

96,23:45-24:00,226.14,0,154.43,197.15,193.28,54.36,31.29,16.78,88.06,39.62,6.64,12.45,0,39.62,5,5.67,16.78,0,4.46,12.45,39.62,115.54,0,273.25,87.17,0,31,81.67,0,0,0,33.34,33.33,0,100,0,81.67,0,15.61,0,0,0,0,0

