Time,Block,NR/2024/19030/A/17099,NR/2024/19893/C,NR/2024/19245/A/17142,NR/2024/19290/A/17811,NR/2024/19862/C,NR/2024/19764/A/17810,NR/2024/18986/A/17094,NR/2024/18935/A/17038,NR/2024/19871/C,NR/2024/19483/A/17660,NR/2024/18934/A/17037,NR/2024/19677/A/17284,NR/2024/19469/A/17144,NR/2024/19075/A/17084,NR/2024/19787/A/17733,NR/2024/19679/A/17290,NR/2024/19121/A/17170,NR/2024/18977/A/17049,NR/2024/19172/A/17812,NR/2024/19024/A/17143,NR/2024/18919/A/17635,NR/2024/19884/C,NR/2024/19656/A/17174,NR/2024/19726/A/17575,NR/2024/19935/C,NR/2024/19622/A/17060,NR/2024/18936/A/17039,NR/2024/18855/A/17171,NR/2024/19888/C,NR/2024/19892/C,NR/2024/18996/A/17617,NR/2024/19485/A/17656,NR/2024/19043/A/17092,NR/2024/19115/A/17082,NR/2024/18976/A/17048,NR/2024/19877/C,NR/2024/19898/C,NR/2024/19739/A/17395,NR/2024/19337/A/17141,NR/2024/19861/C,NR/2024/19905/C,NR/2024/19890/C,NR/2024/19143/A/17080,NR/2024/19484/A/17658,NR/2024/19863/C,NR/2024/19727/A/17570,NR/2024/18978/A/17050,NR/2024/19609/A/17633,NR/2024/19901/C,Total
43,10:30-10:45,0.000000,0.000000,0.000000,67.650000,52.570000,72.480000,0.970000,5.800000,0.000000,12.450000,4.830000,0.000000,3.870000,0.000000,48.320000,0.000000,66.870000,57.980000,115.970000,4.830000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.760000,0.000000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,0.000000,0.000000,0.000000,0.000000,1.930000,0,0,0.000000,0.000000,37.330000,62.820000,0.000000,0.000000,0.000000,0.000000,803.79

44,10:45-11:00,0.000000,0.000000,0.000000,67.650000,52.570000,72.480000,0.970000,5.800000,0.000000,12.450000,4.830000,0.000000,3.870000,0.000000,48.320000,0.000000,66.870000,57.980000,115.970000,4.830000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.760000,0.000000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,0.000000,0.000000,0.000000,0.000000,1.930000,0,0,0.000000,0.000000,37.330000,62.820000,0.000000,0.000000,0.000000,0.000000,803.79

45,11:00-11:15,0.000000,0.000000,0.000000,67.650000,52.570000,72.480000,0.970000,5.800000,0.000000,12.450000,4.830000,0.000000,3.870000,0.000000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,0.000000,0.000000,0.000000,0.000000,1.930000,0,0,0.000000,0.000000,37.330000,62.820000,0.000000,0.000000,0.000000,0.000000,803.79

46,11:15-11:30,0.000000,0.000000,0.000000,67.650000,52.570000,72.480000,0.970000,5.800000,0.000000,12.450000,4.830000,0.000000,3.870000,0.000000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,0.000000,0.000000,0.000000,0.000000,1.930000,0,0,0.000000,0.000000,37.330000,62.820000,0.000000,0.000000,0.000000,0.000000,803.79

47,11:30-11:45,0.000000,0.000000,0.000000,67.650000,52.570000,72.480000,0.970000,5.800000,0.000000,12.450000,4.830000,0.000000,3.870000,0.000000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,0.000000,0.000000,0.000000,0.000000,1.930000,8,0,0.000000,0.000000,37.330000,62.820000,0.000000,0.000000,0.000000,0.000000,811.79

48,11:45-12:00,0.000000,0.000000,0.000000,67.650000,52.570000,72.480000,0.970000,5.800000,0.000000,12.450000,4.830000,0.000000,3.870000,0.000000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,0.000000,0.000000,0.000000,0.000000,1.930000,8.31,0,0.000000,0.000000,37.330000,62.820000,0.000000,0.000000,0.000000,0.000000,812.1

49,12:00-12:15,19.330000,0.000000,1.930000,67.650000,52.570000,72.480000,0.970000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,19.330000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,39.620000,0.000000,0.000000,0.000000,1.930000,8.5,0,0.000000,0.000000,37.330000,62.820000,0.000000,14.500000,0.000000,0.000000,906.99

50,12:15-12:30,19.330000,0.000000,1.930000,67.650000,52.570000,72.480000,0.970000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,19.330000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,39.620000,0.000000,0.000000,0.000000,1.930000,8.75,0,0.000000,0.000000,37.330000,62.820000,0.000000,14.500000,0.000000,0.000000,907.24

51,12:30-12:45,19.330000,0.000000,1.930000,67.650000,52.570000,72.480000,0.970000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,19.330000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,39.620000,0.000000,0.000000,0.000000,1.930000,8.84,0,0.000000,0.000000,37.330000,62.820000,0.000000,14.500000,0.000000,0.000000,907.33

52,12:45-13:00,19.330000,0.000000,1.930000,67.650000,52.570000,72.480000,0.970000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,19.330000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,39.620000,0.000000,0.000000,0.000000,1.930000,9.08,0,0.000000,0.000000,37.330000,62.820000,0.000000,14.500000,0.000000,0.000000,907.57

53,13:00-13:15,19.330000,0.000000,1.930000,67.650000,52.570000,72.480000,0.970000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,19.330000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,39.620000,0.000000,0.000000,0.000000,1.930000,9.34,0,0.000000,0.000000,37.330000,62.820000,0.000000,14.500000,0.000000,0.000000,907.83

54,13:15-13:30,19.330000,0.000000,1.930000,67.650000,52.570000,72.480000,0.970000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,19.330000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,39.620000,0.000000,0.000000,0.000000,1.930000,9.13,0,0.000000,0.000000,37.330000,62.820000,0.000000,14.500000,0.000000,0.000000,907.62

55,13:30-13:45,19.330000,0.000000,1.930000,67.650000,52.570000,72.480000,0.970000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,19.330000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,39.620000,0.000000,0.000000,0.000000,1.930000,8.99,0,0.000000,0.000000,37.330000,62.820000,0.000000,14.500000,0.000000,0.000000,907.48

56,13:45-14:00,19.330000,0.000000,1.930000,67.650000,52.570000,72.480000,0.970000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,19.330000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,39.620000,0.000000,0.000000,0.000000,1.930000,8.84,0,0.000000,0.000000,37.330000,62.820000,0.000000,14.500000,0.000000,0.000000,907.33

57,14:00-14:15,19.330000,0.000000,1.930000,67.650000,52.570000,72.480000,0.970000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,19.330000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,39.620000,0.000000,0.000000,0.000000,1.930000,8.5,0,0.000000,0.000000,37.330000,62.820000,0.000000,14.500000,0.000000,0.000000,906.99

58,14:15-14:30,19.330000,0.000000,1.930000,67.650000,52.570000,72.480000,0.970000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,19.330000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,39.620000,0.000000,0.000000,0.000000,1.930000,8.36,0,0.000000,0.000000,37.330000,62.820000,0.000000,14.500000,0.000000,0.000000,906.85

59,14:30-14:45,19.330000,0.000000,1.930000,67.650000,52.570000,72.480000,0.970000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,19.330000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,39.620000,0.000000,0.000000,0.000000,1.930000,8.12,0,0.000000,0.000000,37.330000,62.820000,0.000000,14.500000,0.000000,0.000000,906.61

60,14:45-15:00,19.330000,0.000000,1.930000,67.650000,52.570000,72.480000,0.970000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,19.330000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,39.620000,0.000000,0.000000,0.000000,1.930000,7.83,0,0.000000,0.000000,37.330000,62.820000,0.000000,14.500000,0.000000,0.000000,906.32

61,15:00-15:15,19.330000,0.000000,1.930000,67.650000,52.570000,72.480000,0.720000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,19.330000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,2.900000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,39.620000,0.000000,0.000000,0.000000,1.930000,7.34,0,0.000000,0.000000,37.330000,62.820000,0.000000,14.500000,0.000000,0.000000,906.55

62,15:15-15:30,19.330000,0.000000,1.930000,67.650000,52.570000,72.480000,0.720000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,19.330000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,2.900000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,39.620000,0.000000,0.000000,0.000000,1.930000,7.1,0,0.000000,0.000000,37.330000,62.820000,0.000000,14.500000,0.000000,0.000000,906.31

63,15:30-15:45,19.330000,0.000000,1.930000,67.650000,52.570000,72.480000,0.720000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,19.330000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,2.900000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,39.620000,0.000000,0.000000,0.000000,1.930000,6.57,0,0.000000,0.000000,37.330000,62.820000,0.000000,14.500000,0.000000,0.000000,905.78

64,15:45-16:00,19.330000,0.000000,1.930000,67.650000,52.570000,72.480000,0.720000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,19.330000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,2.900000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,39.620000,0.000000,0.000000,0.000000,1.930000,6.04,0,0.000000,0.000000,37.330000,62.820000,0.000000,14.500000,0.000000,0.000000,905.25

65,16:00-16:15,0.000000,0.000000,1.930000,67.650000,52.570000,72.480000,0.720000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,0.000000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,2.900000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,0.000000,0.000000,0.000000,0.000000,1.930000,5.61,0,0.000000,0.000000,37.330000,62.820000,0.000000,0.000000,0.000000,0.000000,812.04

66,16:15-16:30,0.000000,0.000000,1.930000,67.650000,52.570000,72.480000,0.720000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,0.000000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,2.900000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,0.000000,0.000000,0.000000,0.000000,1.930000,5.32,0,0.000000,0.000000,37.330000,62.820000,0.000000,0.000000,0.000000,0.000000,811.75

67,16:30-16:45,0.000000,0.000000,1.930000,67.650000,52.570000,72.480000,0.720000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,0.000000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,2.900000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,0.000000,0.000000,0.000000,0.000000,1.930000,4.49,0,0.000000,0.000000,37.330000,62.820000,0.000000,0.000000,0.000000,0.000000,810.92

68,16:45-17:00,0.000000,0.000000,1.930000,67.650000,52.570000,72.480000,0.720000,5.800000,0.000000,12.450000,4.830000,0.000000,1.930000,0.000000,48.320000,0.000000,0.000000,57.980000,115.970000,4.830000,0.000000,0.000000,2.900000,0.000000,0.000000,0.000000,6.760000,66.870000,0.000000,0.000000,48.320000,37.330000,46.390000,48.320000,0.000000,0.000000,0.000000,0.000000,1.930000,3.33,0,0.000000,0.000000,37.330000,62.820000,0.000000,0.000000,0.000000,0.000000,809.76

69,17:00-17:15,0.000000,0.000000,1.930000,67.650000,109.200000,72.480000,0.680000,0.000000,0.000000,12.450000,0.000000,0.000000,1.930000,0.000000,48.320000,0.000000,0.000000,0.000000,115.970000,4.830000,0.000000,0.000000,2.900000,0.000000,0.000000,0.000000,0.000000,66.870000,0.000000,0.000000,48.320000,37.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,2.42,0,0.000000,0.000000,37.330000,62.820000,0.000000,0.000000,0.000000,0.000000,695.36

70,17:15-17:30,0.000000,0.000000,1.930000,67.650000,109.200000,72.480000,0.680000,0.000000,0.000000,12.450000,0.000000,0.000000,1.930000,0.000000,48.320000,0.000000,0.000000,0.000000,115.970000,4.830000,0.000000,0.000000,2.900000,0.000000,0.000000,0.000000,0.000000,66.870000,0.000000,0.000000,48.320000,37.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,1.85,0,0.000000,0.000000,37.330000,62.820000,0.000000,0.000000,0.000000,0.000000,694.79

71,17:30-17:45,0.000000,0.000000,1.930000,67.650000,109.200000,72.480000,0.680000,0.000000,0.000000,12.450000,0.000000,0.000000,1.930000,0.000000,48.320000,0.000000,0.000000,0.000000,115.970000,4.830000,0.000000,0.000000,2.900000,0.000000,0.000000,0.000000,0.000000,66.870000,0.000000,0.000000,48.320000,37.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,1.21,0,0.000000,0.000000,37.330000,62.820000,0.000000,0.000000,0.000000,0.000000,694.15

72,17:45-18:00,0.000000,0.000000,1.930000,67.650000,109.200000,72.480000,0.680000,0.000000,0.000000,12.450000,0.000000,0.000000,1.930000,0.000000,48.320000,0.000000,0.000000,0.000000,115.970000,4.830000,0.000000,0.000000,2.900000,0.000000,0.000000,0.000000,0.000000,66.870000,0.000000,0.000000,48.320000,37.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,0.86,0,0.000000,0.000000,37.330000,62.820000,0.000000,0.000000,0.000000,0.000000,693.8

73,18:00-18:15,0.000000,48.320000,1.930000,67.650000,167.190000,0.000000,0.680000,0.000000,48.320000,12.450000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,115.970000,4.830000,0.000000,96.640000,1.930000,0.000000,0.000000,0.000000,0.000000,66.870000,96.640000,0.000000,0.000000,37.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,0.53,0,0.000000,0.000000,37.330000,26.090000,0.000000,0.000000,0.000000,0.000000,834.56

74,18:15-18:30,0.000000,48.320000,1.930000,67.650000,167.190000,0.000000,0.680000,0.000000,48.320000,12.450000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,115.970000,4.830000,0.000000,96.640000,1.930000,0.000000,0.000000,0.000000,0.000000,66.870000,96.640000,0.000000,0.000000,37.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,0.24,0,0.000000,0.000000,37.330000,26.090000,0.000000,0.000000,0.000000,0.000000,834.27

75,18:30-18:45,0.000000,48.320000,1.930000,67.650000,167.190000,0.000000,0.680000,0.000000,48.320000,12.450000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,115.970000,4.830000,0.000000,96.640000,1.930000,0.000000,0.000000,0.000000,0.000000,66.870000,96.640000,0.000000,0.000000,37.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,0.1,0,0.000000,0.000000,37.330000,26.090000,0.000000,0.000000,0.000000,0.000000,834.13

76,18:45-19:00,0.000000,48.320000,1.930000,67.650000,167.190000,0.000000,0.680000,0.000000,48.320000,12.450000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,115.970000,4.830000,0.000000,96.640000,1.930000,0.000000,0.000000,0.000000,0.000000,66.870000,96.640000,0.000000,0.000000,37.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,0,0,0.000000,0.000000,37.330000,26.090000,0.000000,0.000000,0.000000,0.000000,834.03

77,19:00-19:15,0.000000,48.320000,1.930000,67.650000,167.190000,0.000000,0.680000,0.000000,72.480000,12.450000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,115.970000,4.830000,0.000000,96.640000,1.930000,0.000000,0.000000,0.000000,0.000000,66.870000,96.640000,38.660000,0.000000,37.330000,0.000000,0.000000,0.000000,28.990000,0.000000,0.000000,1.930000,0,0,0.000000,2.000000,37.330000,26.090000,193.280000,0.000000,0.000000,0.000000,1121.12

78,19:15-19:30,0.000000,48.320000,1.930000,67.650000,167.190000,0.000000,0.680000,0.000000,72.480000,12.450000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,115.970000,4.830000,0.000000,96.640000,1.930000,0.000000,0.000000,0.000000,0.000000,66.870000,96.640000,68.610000,0.000000,37.330000,0.000000,0.000000,0.000000,28.990000,0.000000,0.000000,1.930000,0,0,0.000000,2.000000,37.330000,26.090000,193.280000,0.000000,0.000000,0.000000,1151.07

79,19:30-19:45,0.000000,48.320000,1.930000,67.650000,167.190000,0.000000,0.680000,0.000000,72.480000,12.450000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,115.970000,4.830000,0.000000,96.640000,1.930000,0.000000,0.000000,0.000000,0.000000,66.870000,96.640000,68.610000,0.000000,37.330000,0.000000,0.000000,0.000000,28.990000,0.000000,0.000000,1.930000,0,0,0.000000,2.000000,37.330000,26.090000,193.280000,0.000000,0.000000,0.000000,1151.07

80,19:45-20:00,0.000000,48.320000,1.930000,67.650000,167.190000,0.000000,0.680000,0.000000,72.480000,12.450000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,115.970000,4.830000,0.000000,96.640000,1.930000,0.000000,0.000000,0.000000,0.000000,66.870000,96.640000,68.610000,0.000000,37.330000,0.000000,0.000000,0.000000,28.990000,0.000000,0.000000,1.930000,0,0,0.000000,2.000000,37.330000,26.090000,193.280000,0.000000,0.000000,0.000000,1151.07

81,20:00-20:15,0.000000,48.320000,1.930000,67.650000,167.190000,0.000000,0.680000,0.000000,72.480000,12.450000,0.000000,96.640000,1.930000,0.000000,0.000000,96.640000,0.000000,0.000000,115.970000,4.830000,0.000000,96.640000,1.930000,0.000000,96.640000,96.640000,0.000000,66.870000,96.640000,58.950000,0.000000,37.330000,0.000000,0.000000,0.000000,28.990000,0.000000,0.000000,1.930000,0,0,0.000000,2.000000,37.330000,26.090000,193.280000,0.000000,96.640000,0.000000,1624.61

82,20:15-20:30,0.000000,48.320000,1.930000,67.650000,167.190000,0.000000,0.680000,0.000000,72.480000,12.450000,0.000000,96.640000,1.930000,0.000000,0.000000,96.640000,0.000000,0.000000,115.970000,4.830000,0.000000,96.640000,1.930000,0.000000,96.640000,96.640000,0.000000,66.870000,96.640000,58.950000,0.000000,37.330000,0.000000,0.000000,0.000000,28.990000,0.000000,0.000000,1.930000,0,0,0.000000,2.000000,37.330000,26.090000,193.280000,0.000000,96.640000,0.000000,1624.61

83,20:30-20:45,0.000000,48.320000,1.930000,67.650000,167.190000,0.000000,0.680000,0.000000,72.480000,12.450000,0.000000,96.640000,1.930000,0.000000,0.000000,96.640000,0.000000,0.000000,115.970000,4.830000,0.000000,96.640000,1.930000,0.000000,96.640000,96.640000,0.000000,66.870000,96.640000,58.950000,0.000000,37.330000,0.000000,0.000000,0.000000,28.990000,0.000000,0.000000,1.930000,0,0,0.000000,2.000000,37.330000,26.090000,193.280000,0.000000,96.640000,0.000000,1624.61

84,20:45-21:00,0.000000,48.320000,1.930000,67.650000,167.190000,0.000000,0.680000,0.000000,72.480000,12.450000,0.000000,96.640000,1.930000,0.000000,0.000000,96.640000,0.000000,0.000000,115.970000,4.830000,0.000000,96.640000,1.930000,0.000000,96.640000,96.640000,0.000000,66.870000,96.640000,58.950000,0.000000,37.330000,0.000000,0.000000,0.000000,28.990000,0.000000,0.000000,1.930000,0,0,0.000000,2.000000,37.330000,26.090000,193.280000,0.000000,96.640000,0.000000,1624.61

85,21:00-21:15,0.000000,96.640000,1.930000,67.650000,150.080000,0.000000,0.680000,0.000000,144.960000,12.450000,0.000000,96.640000,1.930000,0.000000,0.000000,96.640000,0.000000,0.000000,115.970000,4.830000,0.000000,96.640000,0.000000,0.000000,0.000000,96.640000,0.000000,66.870000,144.960000,58.950000,0.000000,37.330000,0.000000,0.000000,0.000000,28.990000,0.000000,0.000000,1.930000,0,43.58,0.000000,2.000000,37.330000,26.090000,193.280000,0.000000,96.640000,96.640000,1818.27

86,21:15-21:30,0.000000,96.640000,1.930000,67.650000,150.080000,0.000000,0.680000,0.000000,144.960000,12.450000,0.000000,96.640000,1.930000,0.000000,0.000000,96.640000,0.000000,0.000000,115.970000,4.830000,0.000000,96.640000,0.000000,0.000000,0.000000,96.640000,0.000000,66.870000,144.960000,58.950000,0.000000,37.330000,0.000000,0.000000,0.000000,28.990000,0.000000,0.000000,1.930000,0,45.23,0.000000,2.000000,37.330000,26.090000,193.280000,0.000000,96.640000,96.640000,1819.92

87,21:30-21:45,0.000000,96.640000,1.930000,67.650000,150.080000,0.000000,0.680000,0.000000,144.960000,12.450000,0.000000,96.640000,1.930000,0.000000,0.000000,96.640000,0.000000,0.000000,115.970000,4.830000,0.000000,96.640000,0.000000,0.000000,0.000000,96.640000,0.000000,66.870000,144.960000,58.950000,0.000000,37.330000,0.000000,0.000000,0.000000,28.990000,0.000000,0.000000,1.930000,0,46.87,0.000000,2.000000,37.330000,26.090000,193.280000,0.000000,96.640000,96.640000,1821.56

88,21:45-22:00,0.000000,96.640000,1.930000,67.650000,150.080000,0.000000,0.680000,0.000000,144.960000,12.450000,0.000000,96.640000,1.930000,0.000000,0.000000,96.640000,0.000000,0.000000,115.970000,4.830000,0.000000,96.640000,0.000000,0.000000,0.000000,96.640000,0.000000,66.870000,144.960000,58.950000,0.000000,37.330000,0.000000,0.000000,0.000000,28.990000,0.000000,0.000000,1.930000,0,48.51,0.000000,2.000000,37.330000,26.090000,193.280000,0.000000,96.640000,96.640000,1823.2

89,22:00-22:15,0.000000,96.640000,1.930000,67.650000,108.820000,0.000000,0.680000,0.000000,144.960000,12.450000,0.000000,96.640000,1.930000,0.000000,0.000000,96.640000,0.000000,0.000000,115.970000,4.830000,9.660000,96.640000,0.000000,0.000000,0.000000,96.640000,0.000000,66.870000,193.280000,58.950000,0.000000,37.330000,0.000000,0.000000,0.000000,28.990000,0.000000,0.970000,1.930000,0,49.29,193.280000,2.000000,37.330000,26.090000,193.280000,0.000000,96.640000,96.640000,2034.95

90,22:15-22:30,0.000000,96.640000,1.930000,67.650000,108.820000,0.000000,0.680000,0.000000,144.960000,12.450000,0.000000,96.640000,1.930000,0.000000,0.000000,96.640000,0.000000,0.000000,115.970000,4.830000,9.660000,96.640000,0.000000,0.000000,0.000000,96.640000,0.000000,66.870000,193.280000,58.950000,0.000000,37.330000,0.000000,0.000000,0.000000,28.990000,0.000000,0.970000,1.930000,0,49.29,193.280000,2.000000,37.330000,26.090000,193.280000,0.000000,96.640000,96.640000,2034.95

91,22:30-22:45,0.000000,96.640000,1.930000,67.650000,108.820000,0.000000,0.680000,0.000000,144.960000,12.450000,0.000000,96.640000,1.930000,0.000000,0.000000,96.640000,0.000000,0.000000,115.970000,4.830000,9.660000,96.640000,0.000000,0.000000,0.000000,96.640000,0.000000,66.870000,193.280000,58.950000,0.000000,37.330000,0.000000,0.000000,0.000000,28.990000,0.000000,0.970000,1.930000,0,49.29,193.280000,2.000000,37.330000,26.090000,193.280000,0.000000,96.640000,96.640000,2034.95

92,22:45-23:00,0.000000,96.640000,1.930000,67.650000,52.570000,0.000000,0.680000,0.000000,144.960000,12.450000,0.000000,96.640000,1.930000,0.000000,0.000000,96.640000,0.000000,0.000000,115.970000,4.830000,9.660000,96.640000,0.000000,0.000000,0.000000,96.640000,0.000000,66.870000,193.280000,58.950000,0.000000,37.330000,0.000000,0.000000,0.000000,28.990000,0.000000,0.970000,1.930000,0,49.29,193.280000,2.000000,37.330000,26.090000,193.280000,0.000000,96.640000,96.640000,1978.7

93,23:00-23:15,0.000000,96.640000,1.930000,67.650000,52.570000,0.000000,0.630000,0.000000,144.960000,12.450000,0.000000,96.640000,1.930000,0.000000,0.000000,96.640000,0.000000,0.000000,115.970000,4.830000,9.660000,96.640000,0.000000,0.000000,0.000000,96.640000,0.000000,66.870000,193.280000,58.950000,0.000000,37.330000,0.000000,0.000000,0.000000,28.990000,0.000000,0.970000,1.930000,0,49.29,193.280000,2.000000,37.330000,26.090000,193.280000,0.000000,96.640000,96.640000,1978.65

94,23:15-23:30,0.000000,96.640000,1.930000,67.650000,52.570000,0.000000,0.630000,0.000000,144.960000,12.450000,0.000000,96.640000,1.930000,0.000000,0.000000,96.640000,0.000000,0.000000,115.970000,4.830000,9.660000,96.640000,0.000000,0.000000,0.000000,96.640000,0.000000,66.870000,193.280000,58.950000,0.000000,37.330000,0.000000,0.000000,0.000000,28.990000,0.000000,0.970000,1.930000,0,49.29,193.280000,2.000000,37.330000,26.090000,193.280000,0.000000,96.640000,96.640000,1978.65

