Block,Time,CHAMERA1,JHAJJAR,RAPPB,ANTA_GF,DHAULIGNGA,DADRI_LF,RIHAND3,RAMPUR,DADRI_RF,TANDA2,CHAMERA2,BSIUL,SINGRAULI,KOTESHWR,SEWA2,AURY_GF,URI2,UNCHAHAR4,AURY_CRF,UNCHAHAR3,AURY_LF,PARBATI3,RIHAND1,SALAL,TANAKPUR,RAPPC,CHAMERA3,AURY_RF,DADRI_GF,ANTA_CRF,NJPC,DADRT2,DULHASTI,UNCHAHAR1,TEHRI,KISHANGANGA,NAPP,SINGRAULI_HYDRO,URI,UNCHAHAR2,DADRI_CRF,KOLDAM,ANTA_LF,RIHAND2,ANTA_RF,NTPL,MAPS,NLCIIST2,TALA,KHSTPP-I,SASAN,GANDHAR-RLNG,BRBCL,FSTPP I & II,VALLURNTECL,NLCEXP,KKNP,NNTPP,KGSU1AND2,TALST2,KUDGI,SIMHST2,NLCTS2EXP,RSTPSU7,KGSU3AND4,RSTPSU1TO6,NLCIIST1,SIPAT II,KHSTPP-II,KAWAS-NAPM,KAWAS-ComGas,TAPS-II,VSTPS IV,SIPAT I,GANDHAR-APM,LARA-I,KAWAS-zLIQ,KAWAS-RLNG,VSTPS III,GANDHAR-ComGas,KSTPS I&II,MOUDA_II,GANDHAR-NAPM,SOLAPUR,KAWAS-APM,KSTPS7,VSTPS I,KHARGONE-I,MOUDA,GADARWARA-I,KAPS,VSTPS II,VSTPS V,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
83,20:30-20:45,40.778267,388.709572,0.000000,0.000000,38.460553,0.000000,122.408100,2.789556,0.000000,2.144281,42.217017,12.771000,139.345891,8.738098,16.620742,0.000000,33.928512,1.344825,0.000000,17.875240,0.000000,52.543928,77.368016,79.820685,4.833533,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,13.470309,27.274907,2.524656,42.373051,1.001148,47.531340,42.130732,0.000000,4.117544,0.000000,58.386055,0.000000,1.30,0.22,0.43,0.000000,42.283620,405.159975,0.007118,14.512510,20.056275,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

84,20:45-21:00,40.778267,388.709572,0.000000,0.000000,38.460553,0.000000,122.408100,2.789556,0.000000,2.144281,42.217017,3.192750,139.345891,8.429695,16.620742,0.000000,33.928512,1.344825,0.000000,17.875240,0.000000,52.543928,77.368016,79.820685,4.833533,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,13.470309,27.274907,2.468554,42.373051,1.001148,47.531340,42.130732,0.000000,4.117544,0.000000,58.386055,0.000000,1.30,0.22,0.43,0.000000,42.283620,405.159975,0.007118,14.512510,20.056275,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

85,21:00-21:15,40.778267,388.709572,0.000000,0.000000,38.460553,0.000000,122.408100,2.789556,0.000000,2.313225,42.217017,3.192750,139.345891,8.429695,16.620742,0.000000,33.928512,1.344825,0.000000,17.875240,0.000000,17.469849,77.368016,79.820685,2.354798,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,13.470309,27.274907,2.468554,42.373051,1.001148,47.531340,42.130732,0.000000,4.117544,0.000000,58.386055,0.000000,1.30,0.22,0.43,0.000000,42.283620,405.159975,0.007263,14.512510,20.056275,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

86,21:15-21:30,40.778267,388.709572,0.000000,0.000000,38.460553,0.000000,122.408100,2.789556,0.000000,2.360797,42.217017,3.192750,139.345891,8.429695,16.620742,0.000000,33.928512,1.344825,0.000000,17.875240,0.000000,16.126013,77.368016,79.820685,2.354798,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,13.470309,27.274907,2.468554,42.373051,1.001148,47.531340,42.130732,0.000000,4.117544,0.000000,58.386055,0.000000,1.30,0.22,0.43,0.000000,42.283620,405.159975,0.007263,14.512510,20.056275,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

87,21:30-21:45,40.778267,388.709572,0.000000,0.000000,28.778681,0.000000,122.408100,2.789556,0.000000,2.360797,42.217017,3.192750,139.345891,8.429695,16.620742,0.000000,33.928512,1.344825,0.000000,17.875240,0.000000,17.201081,77.368016,79.820685,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,13.470309,27.274907,2.468554,42.373051,1.001148,47.531340,42.130732,0.000000,4.117544,0.000000,58.386055,0.000000,0.70,0.22,0.43,0.000000,42.283620,405.159975,0.007263,14.512510,20.056275,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.265259,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

88,21:45-22:00,40.778267,388.709572,0.000000,0.000000,28.778681,0.000000,122.408100,2.789556,0.000000,2.360797,42.217017,3.192750,139.345891,8.635297,16.620742,0.000000,33.928512,1.344825,0.000000,17.875240,0.000000,17.201081,77.368016,79.820685,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,13.470309,27.274907,2.468554,42.373051,1.001148,47.531340,42.130732,0.000000,4.117544,0.000000,58.386055,0.000000,0.70,0.22,0.43,0.000000,42.283620,405.159975,0.007263,14.512510,20.056275,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.265375,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

89,22:00-22:15,40.778267,388.709572,0.000000,0.000000,38.460553,0.000000,122.408100,2.789556,0.000000,2.360797,42.217017,12.681603,139.345891,16.859390,16.620742,0.000000,33.928512,1.344825,0.000000,17.875240,0.000000,17.201081,77.368016,79.820685,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,13.470309,27.274907,2.524656,42.373051,1.001148,47.531340,42.130732,0.000000,4.117544,0.000000,58.386055,0.000000,0.70,0.22,0.44,0.000000,41.109075,405.159975,0.007263,14.512510,20.056275,0.00,0.81,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.33,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009895,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.265375,3.427338,1.875115,4.154348,0.794612,1.769595,1.284386,0,0,0,0,0

90,22:15-22:30,40.778267,388.709572,0.000000,0.000000,38.460553,0.000000,122.408100,2.789556,0.000000,2.360797,42.217017,12.681603,139.345891,16.859390,16.620742,0.000000,33.928512,1.344825,0.000000,17.875240,0.000000,17.201081,77.368016,79.820685,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,13.470309,27.274907,2.524656,42.373051,1.001148,47.531340,42.130732,0.000000,4.117544,0.000000,58.386055,0.000000,0.70,0.22,0.44,0.000000,41.109075,405.159975,0.007263,14.512510,20.056275,0.00,0.81,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.33,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009895,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.265375,3.427338,1.875115,4.154348,0.794612,1.769595,1.284386,0,0,0,0,0

91,22:30-22:45,40.778267,388.709572,0.000000,0.000000,38.460553,0.000000,122.408100,2.789556,0.000000,2.360797,42.217017,12.681603,139.345891,16.859390,16.620742,0.000000,33.928512,1.344825,0.000000,17.875240,0.000000,3.359587,77.368016,79.820685,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,13.470309,27.274907,2.524656,42.373051,1.001148,47.531340,42.130732,0.000000,4.117544,0.000000,58.386055,0.000000,0.70,0.22,0.44,0.000000,41.109075,405.159975,0.007369,14.512510,20.056275,0.00,0.81,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.33,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009895,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.265375,3.427338,1.875115,4.154348,0.794612,1.769595,1.284386,0,0,0,0,0

92,22:45-23:00,40.778267,388.709572,0.000000,0.000000,38.460553,0.000000,122.408100,2.789556,0.000000,2.360797,42.217017,12.681603,139.345891,16.859390,16.620742,0.000000,33.928512,1.344825,0.000000,17.875240,0.000000,3.359587,77.368016,79.820685,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,13.470309,27.274907,2.524656,42.373051,1.001148,47.531340,42.130732,0.000000,4.117544,0.000000,58.386055,0.000000,0.70,0.22,0.43,0.000000,41.109075,405.159975,0.007369,14.512510,20.056275,0.00,0.81,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.29,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009895,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.265375,3.427338,1.875115,4.154348,0.794612,1.769595,1.284386,0,0,0,0,0

93,23:00-23:15,40.778267,388.709572,0.000000,0.000000,28.778681,0.000000,122.408100,2.789556,0.000000,2.360797,42.217017,0.000000,139.345891,16.859390,16.620742,0.000000,33.928512,1.344825,0.000000,17.875240,0.000000,3.359587,77.368016,79.820685,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,13.470309,26.659683,2.468554,42.373051,1.001148,47.531340,42.130732,0.000000,4.117544,0.000000,58.386055,0.000000,0.82,0.22,0.43,0.000000,41.109075,405.159975,0.007369,14.512510,20.056275,0.00,0.81,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.29,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009895,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.265375,3.427338,1.875115,4.154348,0.794612,1.769595,1.284386,0,0,0,0,0

94,23:15-23:30,40.778267,388.709572,0.000000,0.000000,19.185787,0.000000,122.408100,2.789556,0.000000,2.360797,42.217017,0.000000,139.345891,16.859390,16.620742,0.000000,33.928512,1.344825,0.000000,17.875240,0.000000,3.359587,77.368016,79.820685,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,13.470309,26.659683,2.468554,42.373051,1.001148,47.531340,42.130732,0.000000,4.117544,0.000000,58.386055,0.000000,0.98,0.22,0.43,0.000000,41.109075,405.159975,0.007369,14.512510,20.056275,0.00,0.81,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.29,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009895,1.895994,0.000000,2.810657,1.698781,0.000000,1.713669,0.000000,1.298234,2.265375,3.427338,1.875115,4.154348,0.794612,1.769595,1.284386,0,0,0,0,0

95,23:30-23:45,40.778267,388.709572,0.000000,0.000000,19.185787,0.000000,122.408100,2.789556,0.000000,2.360797,42.217017,0.000000,139.345891,16.859390,16.620742,0.000000,33.928512,1.344825,0.000000,17.875240,0.000000,3.359587,77.368016,79.820685,1.735114,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,13.470309,26.659683,2.468554,42.373051,1.001148,47.531340,42.130732,0.000000,4.117544,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,41.109075,405.159975,0.007369,14.512510,20.056275,0.00,0.81,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.29,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009895,1.895994,0.000000,2.751795,1.698781,0.000000,1.713669,0.000000,1.298234,2.265375,3.427338,1.875115,4.154348,0.794612,1.617915,1.284386,0,0,0,0,0

96,23:45-24:00,40.778267,388.709572,0.000000,0.000000,19.185787,0.000000,122.408100,2.789556,0.000000,2.360797,42.217017,0.000000,139.345891,16.859390,16.620742,0.000000,33.928512,1.344825,0.000000,17.875240,0.000000,3.359587,77.368016,79.820685,1.735114,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,13.470309,26.659683,2.468554,42.373051,1.001148,47.531340,42.130732,0.000000,4.117544,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,41.109075,405.159975,0.007369,14.044787,20.056275,0.00,0.81,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.29,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009895,1.895994,0.000000,2.692933,1.698781,0.000000,1.713669,0.000000,1.298234,2.265375,3.427338,1.875115,4.154348,0.794612,1.617915,1.284386,0,0,0,0,0

