Column1,Time,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/2236,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/2786,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,GNA/NR/2025/06/07/5932,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/8128,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/3109,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/8154,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/1192,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/1044,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/2952,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/2997,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06)
71,17:30-17:45,27.6,18.98,16.67,44.02,27.6,14.91,10,11.87,9,9,0,5,10.73,2.1,81.75,26.97,1.63,134.89,26.23,94.78,2.1,-0,100.2,224.82,6.54,26.97,19.24,70.13,20.75,72.46,0,24.73,3.24,38.47,2.02,17.3,10.47,5.6,15.24,49.99,18,59.35,24.98,0,25.8,16.67,25.3

72,17:45-18:00,27.6,18.98,16.67,44.02,27.6,11.81,8,9.63,8,9,0,4,10.73,1.4,81.75,26.97,1.08,134.89,26.23,114.01,1.4,-0,100.2,224.82,6.54,26.97,19.24,70.13,20.75,100.21,0,24.73,3.24,46.24,2.02,17.3,10.47,5.6,15.24,49.99,14,48.13,20.86,0,17.98,16.67,17.63

73,18:00-18:15,27.6,15,16.67,44.02,27.6,8.89,7,7.55,7,7,0,3,10.73,1.27,81.75,26.96,0.98,134.89,43.71,133.46,1.27,-0,100.2,224.82,6.54,26.96,0,70.13,20.75,78.27,0,25.24,3.24,48.97,6.53,17.76,10.47,5.6,0,49.99,8,37.76,17.04,0,0,16.67,0

74,18:15-18:30,27.6,15,16.67,44.02,27.6,6.2,5,5.75,5,6,0,3,10.73,0.93,81.75,26.96,0.72,134.89,43.71,133.46,0.93,-0,100.2,224.82,6.54,26.96,0,70.13,20.75,100.21,0,25.24,3.24,48.97,6.53,17.76,10.47,5.6,0,49.99,5,28.77,12.46,0,0,16.67,0

75,18:30-18:45,27.6,15,16.67,44.02,27.6,3.37,3,4.18,3,3,0,2,10.73,0,81.75,26.96,0,134.89,43.71,133.46,0,-0,100.2,224.82,6.83,26.96,0,70.13,20.75,100.21,0,25.24,3.24,48.97,7.89,17.76,0,5.6,0,49.99,2,20.9,7.44,0,0,16.67,0

76,18:45-19:00,27.6,14.45,16.67,44.02,27.6,1.14,1,2.93,1,2,0,0,10.73,0,81.75,26.96,0,134.89,43.71,133.46,0,-0,100.2,224.82,6.83,26.96,0,70.13,20.75,100.21,0,26.24,3.24,68.85,8.36,17.76,0,5.6,0,49.99,1,14.63,3.98,0,0,16.67,0

77,19:00-19:15,27.6,14.17,16.67,44.02,27.6,0,0,1.84,1,1,0,0,0,0,81.75,26.49,0,134.89,43.71,133.46,0,-0,100.2,224.82,6.83,29,0,78.62,20.75,129.06,0,27.25,3.24,86.75,8.36,16.84,0,5.88,0,49.99,0,9.2,3.01,0,0,16.67,0

78,19:15-19:30,27.6,14.17,16.67,44.02,27.6,0,0,1.06,0,0,0,0,0,0,81.75,26.49,0,134.89,43.71,133.46,0,-0,100.2,224.82,6.33,29,0,87.1,20.75,129.06,0,27.25,3.24,86.75,8.36,16.84,0,5.88,0,49.99,0,5.29,2.04,0,0,16.67,0

79,19:30-19:45,27.6,14.17,16.67,42.02,27.6,0,0,0.36,0,0,0,0,0,0,81.75,26.49,0,134.89,43.71,133.46,0,-0,100.2,224.82,6.33,29,0,95.58,20.75,129.06,0,27.25,3.24,86.75,8.36,16.84,0,5.88,0,49.99,0,1.77,0,0,0,16.67,0

80,19:45-20:00,27.6,14.17,16.67,42.02,27.6,0,0,0,0,0,0,0,0,0,81.75,25.35,0,134.89,43.71,133.46,0,-0,100.2,224.82,6.33,29,0,104.07,20.75,129.06,0,27.25,3.24,86.75,8.36,16.84,0,5.88,0,49.99,0,0,0,0,0,16.67,0

81,20:00-20:15,27.6,14.17,16.67,41.82,27.6,0,0,0,0,0,0,0,0,0,81.75,25.35,0,134.89,43.71,133.46,0,-0,100.2,224.82,6.33,29,0,112.55,20.75,129.06,0,27.25,3.24,86.75,8.36,17.12,0,5.88,0,49.99,0,0,0,0,0,16.67,0

82,20:15-20:30,27.6,14.17,16.67,41.62,27.6,0,0,0,0,0,0,0,0,0,81.75,25.35,0,134.89,43.71,133.46,0,-0,100.2,224.82,6.33,29,0,115.38,20.75,129.06,0,27.25,3.24,86.75,8.36,17.12,0,5.88,0,49.99,0,0,0,0,0,16.67,0

83,20:30-20:45,27.6,16.99,16.67,41.42,27.6,0,0,0,0,0,0,0,0,0,81.75,25.35,0,134.89,43.71,133.46,0,-0,100.2,224.82,9.12,29,0,115.38,20.75,129.06,0,27.25,3.24,86.75,8.36,17.12,0,5.88,0,49.99,0,0,0,0,0,16.67,0

84,20:45-21:00,27.6,16.99,16.67,41.42,27.6,0,0,0,0,0,0,0,0,0,81.75,25.35,0,134.89,43.71,133.46,0,-0,100.2,224.82,9.12,29,0,115.38,20.75,129.06,0,26.24,3.24,86.75,8.36,17.12,0,5.88,0,49.99,0,0,0,0,0,16.67,0

85,21:00-21:15,27.6,16.99,16.67,41.22,27.6,0,0,0,0,0,0,0,10.73,0,81.75,25.35,0,134.89,43.71,133.46,0,-0,100.2,224.82,9.12,29,0,115.38,20.75,129.06,0,26.24,3.24,86.75,8.36,17.3,0,5.88,0,49.99,0,0,0,0,0,16.67,0

86,21:15-21:30,27.6,16.99,16.67,41.02,27.6,0,0,0,0,0,0,0,10.73,0,81.75,25.35,0,134.89,43.71,133.46,0,-0,100.2,224.82,9.12,29,0,115.38,20.75,129.06,0,26.24,3.24,86.75,8.36,17.3,0,5.88,0,49.99,0,0,0,0,0,16.67,0

87,21:30-21:45,27.6,16.66,16.67,40.82,27.6,0,0,0,0,0,0,0,10.73,0,81.75,25.35,0,134.89,43.71,133.46,0,-0,100.2,224.82,9.12,29,0,115.38,20.75,129.06,0,25.24,3.24,86.75,8.36,17.3,9.31,5.88,0,49.99,0,0,0,0,0,16.67,0

88,21:45-22:00,27.6,16.66,16.67,40.62,27.6,0,0,0,0,0,0,0,10.73,0,81.75,25.35,0,134.89,43.71,133.46,0,-0,100.2,224.82,9.12,29,0,115.38,20.75,129.06,0,25.24,3.24,86.75,8.36,17.3,9.31,5.88,0,49.99,0,0,0,0,0,16.67,0

89,22:00-22:15,27.6,14.34,16.67,40.42,27.6,0,0,0,0,0,0,0,10.73,0,81.75,26.26,0,134.89,43.71,133.46,0,-0,100.2,224.82,9.12,26.26,0,115.38,20.75,129.06,0,25.24,3.24,86.75,8.36,17.3,9.69,5.88,0,49.99,0,0,0,0,0,16.67,0

90,22:15-22:30,27.6,14.15,16.67,40.22,27.6,0,0,0,0,0,0,0,10.73,0,81.75,26.26,0,134.89,43.71,133.46,0,-0,100.2,224.82,9.12,26.26,0,115.38,20.75,129.06,0,25.24,3.24,86.75,8.36,17.3,9.69,5.88,0,49.99,0,0,0,0,0,16.67,0

91,22:30-22:45,27.6,12.34,13.33,40.02,27.6,0,0,0,0,0,0,0,10.73,0,81.75,26.26,0,134.89,43.71,133.46,0,-0,100.2,224.82,9.12,26.26,0,115.38,20.75,129.06,0,26.25,3.24,86.75,8.36,17.3,10.08,5.88,0,40.01,0,0,0,0,0,13.33,0

92,22:45-23:00,27.6,12.15,14.17,40.02,27.6,0,0,0,0,0,0,0,10.73,0,81.75,26.26,0,134.89,43.71,133.46,0,-0,100.2,224.82,9.12,26.26,0,115.38,20.75,129.06,0,25.24,3.24,86.75,8.36,17.3,10.08,5.88,0,42.49,0,0,0,0,0,14.17,0

93,23:00-23:15,27.6,12.13,15,40.02,27.6,0,0,0,0,0,0,0,10.73,0,81.75,26.26,0,134.89,43.71,133.46,0,-0,100.2,224.82,9.12,26.26,0,115.38,20.75,129.06,0,25.24,3.24,86.75,8.36,17.3,10.4,5.6,0,45,0,0,0,0,0,15,0

94,23:15-23:30,27.6,12.19,15.83,40.02,27.6,0,0,0,0,0,0,0,10.73,0,81.75,26.26,0,134.89,43.71,133.46,0,-0,100.2,224.82,9.12,26.26,0,115.38,20.75,129.06,0,25.24,3.24,86.75,8.36,17.3,10.4,5.6,0,47.51,0,0,0,0,0,15.83,0

95,23:30-23:45,27.6,12.28,16.67,40.02,27.6,0,0,0,0,0,0,0,10.73,0,81.75,26.26,0,134.89,43.71,133.46,0,-0,100.2,224.82,9.12,26.26,0,115.38,20.75,129.06,0,25.24,3.24,86.75,8.36,17.3,10.4,5.6,0,49.99,0,0,0,0,0,16.67,0

96,23:45-24:00,27.6,12.44,16.67,40.02,27.6,0,0,0,0,0,0,0,10.73,0,81.75,26.26,0,134.89,43.71,133.46,0,-0,100.2,224.82,9.12,26.26,0,115.38,20.75,129.06,0,25.24,3.24,86.75,8.36,17.3,10.4,5.6,0,49.99,0,0,0,0,0,16.67,0

