Block,Time,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01102023/25122043/GNA_MEJA_DELHI,SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10
87,21:30-21:45,95.080000,4.220000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.860000,31.850000,4.270000,101.210000,0.000000,0.000000,10.2,26,0,6.66,0,27.63,27.63,8.66,0,0,0,8.67,0,0,0,0,0,0,0

88,21:45-22:00,95.080000,4.220000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.860000,31.850000,4.270000,101.210000,0.000000,0.000000,10.04,26.63,0,6.66,0,27.6,27.6,8.86,0,0,0,8.88,0,0,0,0,0,0,0

89,22:00-22:15,95.080000,4.080000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.810000,31.850000,4.120000,101.210000,0.000000,0.000000,10,27.5,0,6.66,0,27.56,27.56,9.16,0,0,0,9.17,0,0,0,0,0,0,0

90,22:15-22:30,95.080000,4.080000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.810000,31.850000,4.120000,101.210000,0.000000,0.000000,9.76,28.1,0,6.66,0,27.38,27.38,9.36,0,0,0,9.37,0,0,0,0,0,0,0

91,22:30-22:45,95.080000,4.080000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.810000,31.850000,4.120000,101.210000,0.000000,0.000000,9.49,29.13,0,6.66,0,33.36,33.36,9.7,0,0,0,9.71,0,0,0,0,0,0,0

92,22:45-23:00,95.080000,4.080000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.810000,31.850000,4.120000,101.210000,0.000000,0.000000,8.57,29.23,0,6.66,0,33.25,33.25,9.74,0,0,0,9.74,0,0,0,0,0,0,0

93,23:00-23:15,95.080000,4.080000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.760000,30.880000,4.120000,101.210000,0.000000,0.000000,7.74,29.33,0,6.66,0,33.66,33.66,9.76,0,0,0,9.78,0,0,0,0,0,0,0

94,23:15-23:30,95.080000,4.080000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.760000,30.880000,4.120000,101.210000,0.000000,0.000000,7.42,29.38,0,6.66,0,33.25,33.25,9.79,0,0,0,9.79,0,0,0,0,0,0,0

95,23:30-23:45,95.080000,4.080000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.760000,30.880000,4.120000,101.210000,0.000000,0.000000,7.31,29.63,0,6.66,0,33.03,33.03,9.86,0,0,0,9.88,0,0,0,0,0,0,0

96,23:45-24:00,95.080000,4.080000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.760000,30.880000,4.120000,101.210000,0.000000,0.000000,7.12,30.13,0,6.66,0,33.92,33.92,10.04,0,0,0,10.04,0,0,0,0,0,0,0

