Column1,Time,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,NR/01102023/05012040/L_NR_2020_02,GNA/SR/2024/12/01/6968,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/12/01/7739,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/12/01/1899,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/01/3428,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/1766,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2024/10/15/7089,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2024/11/01/4200,GNA/NR/2024/12/01/2197,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/1599,GNA/NR/2024/12/01/1475
80,19:45-20:00,0,0,22.41,0,19.99,16.33,6.67,0,0,0,6.67,16.34,6.67,0,0,0,0,0,0,0,1.57,150,134.03,130.43,0,0,1.22,13.45,0,100.1,13.45,0,65.92,25.94,0,0,1.65,86.66,150,26.24,50,25.94,0,0,38.43

81,20:00-20:15,0,0,22.81,0,19.99,17.33,6.67,0,0,0,6.67,17.34,6.67,0,0,0,0,0,0,0,1.57,150,134.03,130.43,0,0,1.22,13.45,0,100.1,13.45,0,65.92,25.94,0,0,1.65,86.66,250,26.24,50,25.94,0,0,38.43

82,20:15-20:30,0,0,23.41,0,19.99,18.33,6.67,0,0,0,6.67,18.34,6.67,0,0,0,0,0,0,0,1.57,150,134.03,130.43,0,0,1.22,13.45,0,100.1,13.45,0,65.92,25.94,0,0,1.65,86.66,250,26.24,50,25.94,0,0,38.43

83,20:30-20:45,0,0,24.01,0,19.99,19,6.67,0,0,0,6.67,19,6.67,0,0,0,0,0,0,0,1.57,150,134.03,130.43,0,0,1.22,13.45,0,100.1,13.45,0,65.92,25.94,0,0,1.65,86.66,250,26.24,50,25.94,0,0,38.43

84,20:45-21:00,0,0,24.61,0,19.99,19.33,6.67,0,0,0,6.67,19.34,6.67,0,0,0,0,0,0,0,1.57,150,134.03,130.43,0,0,1.22,13.45,0,100.1,13.45,0,65.92,25.94,0,0,1.65,86.66,250,26.24,50,25.94,0,0,26.2

85,21:00-21:15,0,0,25.61,0,19.99,19.33,6.67,0,0,0,6.67,19.34,6.67,0,0,0,0,0,0,0,1.57,150,134.03,130.43,0,0,1.14,13.45,0,100.1,13.45,0,65.92,25.94,0,0,1.65,86.66,250,25.74,50,25.94,0,0,26.2

86,21:15-21:30,0,0,26.41,0,19.99,20,6.67,0,0,0,6.67,20,6.67,0,0,0,0,0,0,0,1.57,150,134.03,130.43,0,0,1.14,13.45,0,100.1,13.45,0,65.92,25.94,0,0,1.65,86.66,250,25.74,50,25.94,0,0,26.2

87,21:30-21:45,0,0,27.01,0,19.99,19.33,6.67,0,0,0,6.67,19.34,6.67,0,0,0,0,0,0,0,1.57,150,134.03,130.43,0,0,1.14,13.45,0,100.1,13.45,0,65.92,25.94,0,0,1.65,86.66,250,25.23,50,25.94,0,0,26.2

88,21:45-22:00,0,0,27.41,0,19.99,18.33,6.67,0,0,0,6.67,18.34,6.67,0,0,0,0,0,0,0,1.57,150,134.03,130.43,0,0,1.14,13.45,0,100.1,13.45,0,65.92,25.94,0,0,1.65,86.66,250,25.23,50,25.94,0,0,26.2

89,22:00-22:15,0,0,27.81,0,19.99,17.33,6.67,0,0,0,6.67,17.34,6.67,0,0,0,0,0,0,0,1.57,150,134.03,130.43,47.56,0,1.14,13.45,0,100.1,13.45,0,65.92,25.94,0,0,1.65,86.66,250,25.23,50,25.94,0,142.69,26.2

90,22:15-22:30,0,0,28.21,0,19.99,15,6.67,0,0,0,6.67,15,6.67,0,0,0,0,0,0,0,1.57,150,134.03,130.43,47.56,0,1.14,8.73,0,100.1,8.73,0,65.92,24.02,0,0,1.65,86.66,250,25.23,50,24.02,0,142.69,26.2

91,22:30-22:45,0,0,28.01,0,19.99,15,6.67,0,0,0,6.67,15,6.67,0,0,0,0,0,0,0,1.57,150,134.03,130.43,47.56,0,1.14,8.73,0,100.1,8.73,0,65.92,24.02,0,0,1.65,86.66,250,25.23,50,24.02,0,142.69,26.2

92,22:45-23:00,0,0,28.01,0,19.99,15,6.67,0,0,0,6.67,15,6.67,0,0,0,0,0,0,0,1.57,150,134.03,112.2,47.56,0,1.14,8.73,0,100.1,8.73,0,65.92,24.02,0,0,1.65,74.49,250,25.23,50,24.02,0,142.69,26.2

93,23:00-23:15,0,0,28.01,0,19.99,15,6.67,0,0,0,6.67,15,6.67,0,0,0,0,0,0,0,1.57,150,115.3,112.2,47.56,0,1.14,8.73,0,100.1,8.73,0,65.92,24.02,0,0,1.65,74.49,250,25.23,50,24.02,0,142.69,26.2

94,23:15-23:30,0,0,28.01,0,19.99,15,6.67,0,0,0,6.67,15,6.67,0,0,0,0,0,0,0,1.57,150,96.08,112.2,47.56,0,1.14,8.73,0,100.1,8.73,0,65.92,24.02,0,0,1.65,74.49,250,25.23,50,24.02,0,142.69,26.2

95,23:30-23:45,0,0,28.41,0,19.99,15,6.67,0,0,0,6.67,15,6.67,0,0,0,0,0,0,0,1.57,150,96.08,112.2,47.56,0,1.14,8.73,0,100.1,8.73,0,65.92,24.02,0,0,1.65,74.49,250,25.23,50,24.02,0,142.69,26.2

96,23:45-24:00,0,0,28.61,0,19.99,15,6.67,0,0,0,6.67,15,6.67,0,0,0,0,0,0,0,1.57,150,74.71,112.2,47.56,0,1.14,8.73,0,100.1,8.73,0,65.92,24.02,0,0,1.65,74.49,250,25.23,50,24.02,0,142.69,26.2

