Block,Time Block,CHAMERA1,DADRT2,BSIUL,CHAMERA3,CHAMERA2,BRBCL,NJPC,NNTPP,NAPP,NLCIIST1,PARBATI3,NTPL,NLCIIST2,NLCEXP,NLCTS2EXP,RSTPSU1TO6,RSTPSU7,SALAL,SEWA2,RIHAND3,SIMHST2,SIMHST1,SASAN,KISHANGANGA,KOLDAM,KHSTPP-I,KUDGI,MAPS,KHSTPP-II,KKNP,KOTESHWR,KKNPPU2,RAPPB,RIHAND2,RIHAND1,RAPPC,TALA,UNCHAHAR3,VALLURNTECL,TEHRI,TANDA2,UNCHAHAR2,URI,URI2,TALST2,UNCHAHAR1,UNCHAHAR4,TANAKPUR,TelanganaSTPP,DULHASTI,KGSU3AND4,DHAULIGNGA,FSTPP I & II,KGSU1AND2,JHAJJAR,RAMPUR,SINGRAULI_HYDRO,SINGRAULI,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,254.1,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,119.82,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,114.46,88.67,50.02,0,22.83,0,0,0,36.27,2.13,4.4,0,17.68,0,7.4,0,15.88,0,8.78,17.74,0,214.37,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,253.13,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,119.82,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,114.46,88.67,50.02,0,22.83,0,0,0,36.27,2.13,4.4,0,17.68,0,7.4,0,15.88,0,8.78,17.74,0,207.22,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,259.88,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,22.83,0,0,0,36.27,2.13,4.4,0,17.68,0,7.4,0,15.88,0,8.78,17.74,0,207.22,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,261.81,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,22.83,0,0,0,36.27,2.13,4.4,0,17.68,0,7.4,0,15.88,0,8.78,20.05,0,207.22,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,248.31,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,22.83,0,0,0,36.27,2.13,4.4,0,17.68,0,7.4,0,15.88,0,8.78,20.05,0,233.64,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,230.97,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,22.83,0,0,0,36.27,2.13,4.4,0,17.68,0,7.4,0,15.88,0,8.78,20.05,0,200.35,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,224.22,0,0,2.31,14.46,38.34,0,40.14,0,0,0,0,0,0,0,0,12.32,0,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,22.83,0,14.39,0,40.87,1.28,4.4,0,17.68,0,7.4,0,15.88,0,8.78,20.05,0,223.95,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,230,0,9.33,2.31,14.46,38.34,0,40.14,0,0,0,0,0,0,0,0,12.32,2.57,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,22.83,0,14.39,0,40.87,1.28,4.4,0,17.68,0,7.4,0,15.88,0,8.78,20.05,0,243.22,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,236.75,0,9.33,2.31,14.46,59.33,0,40.14,0,0,0,0,0,0,0,0,2.25,2.57,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,22.83,0,14.39,0,40.87,1.28,4.4,0,17.68,0,6.17,0,31.77,0,8.78,20.05,0,243.22,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,11.42,255.16,1.06,9.33,7.71,14.46,77.58,0,40.14,0,0,0,0,0,0,0,0,2.25,2.57,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,28.79,0,40.87,1.28,4.4,0,19.82,0,6.17,0,31.77,0,17.57,20.05,0,255.75,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,27.08,275.97,6.28,18.66,11.57,14.46,95.83,0,40.14,0,0,0,0,0,0,0,0,2.25,6.93,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,45,0,40.87,1.28,4.4,0,19.82,0,6.17,0,47.64,0,26.49,20.05,0,276.96,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,40.62,303.92,18.85,28.01,38.08,14.46,135.26,0,40.14,0,0,0,0,0,0,0,0,2.25,15.24,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,9.5,0,0,114.46,88.67,50.02,0,25.43,0,59.99,0,40.87,1.28,4.4,0,19.82,0,6.17,0,47.64,0,36.29,20.05,0,276.96,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,40.62,329.21,18.85,28.01,38.08,14.46,135.26,0,40.14,0,0,0,0,0,0,0,0,25.76,15.24,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,9.5,0,0,114.46,88.67,50.02,0,25.43,0,59.99,0,40.87,4.25,4.4,0,19.82,0,6.17,0,47.64,0,36.29,20.05,0,315.51,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,40.62,329.21,18.85,28.01,38.08,14.46,135.26,0,40.14,0,0,0,0,0,0,0,0,76.51,15.24,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,9.5,0,0,114.46,88.67,50.02,0,25.43,0,59.99,0,40.87,37.77,4.4,0,19.82,0,6.17,0,47.64,0,36.29,20.05,0,310.69,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,40.62,329.21,18.85,28.01,38.08,14.46,135.26,0,40.14,0,0,0,0,0,0,0,0,76.51,15.24,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,9.5,0,0,114.46,88.67,50.02,0,25.43,0,59.99,0,40.87,37.77,4.4,0,19.82,0,11.48,0,47.64,0,36.29,20.05,0,301.05,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,40.62,329.21,18.85,28.01,38.08,14.46,135.26,0,40.14,0,2.46,0,0,0,0,0,0,76.51,15.24,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,9.5,0,0,114.46,88.67,50.02,0,25.43,0,59.99,0,40.87,4.25,4.4,0,19.82,0,11.48,0,47.64,0,36.29,20.05,0,296.23,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,40.62,329.21,18.85,28.01,38.08,14.46,135.26,0,40.14,0,6.13,0,0,0,0,0,0,76.51,15.24,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,9.5,0,0,114.46,88.67,50.02,0,25.43,0,59.99,0,40.87,1.6,4.4,0,19.82,0,6.17,0,47.64,0,36.29,20.05,0,296.23,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,40.62,329.21,18.85,28.01,38.08,14.46,135.26,0,40.14,0,31.9,0,0,0,0,0,0,25.76,15.24,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,9.5,0,0,114.46,88.67,50.02,0,25.43,0,59.99,0,40.87,1.6,4.4,0,19.82,0,6.17,0,47.64,0,36.29,20.05,0,301.05,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,40.62,329.21,18.85,28.01,38.08,14.46,135.26,0,40.14,0,31.9,0,0,0,0,0,0,12.32,15.24,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,9.5,0,0,114.46,88.67,50.02,0,25.43,0,59.99,0,40.87,1.6,4.4,0,19.82,0,6.17,0,47.64,0,36.29,20.05,0,291.41,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,27.08,329.21,1.06,18.66,25.39,14.46,101.31,0,40.14,0,31.9,0,0,0,0,0,0,2.25,7.71,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,59.99,0,40.87,1.6,4.4,0,19.82,0,6.17,0,47.64,0,26.49,20.05,0,296.23,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,27.08,329.21,0,9.33,12.59,14.46,77.58,0,40.14,0,31.9,0,0,0,0,0,0,2.25,7.71,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,59.99,0,40.87,1.6,4.4,0,19.82,0,6.17,0,31.77,0,17.57,20.05,0,301.05,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,11.58,329.21,0,9.33,2.31,14.46,59.33,0,40.14,0,31.9,0,0,0,0,0,0,2.25,7.71,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,45,0,40.87,1.6,4.4,0,19.82,0,6.17,0,31.77,0,8.78,20.05,0,305.87,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,11.58,329.21,0,9.33,2.31,14.46,38.34,0,40.14,0,31.9,0,0,0,0,0,0,2.25,7.71,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,45,0,40.87,3.19,4.4,0,19.82,0,7.4,0,31.77,0,8.78,20.05,0,301.05,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,329.21,0,9.33,2.31,14.46,38.34,0,40.14,0,4.91,0,0,0,0,0,0,2.25,7.71,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,45,0,40.87,37.77,4.4,0,19.82,0,7.4,0,31.77,0,8.78,20.05,0,296.23,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,329.21,0,9.33,2.31,14.46,38.34,0,40.14,0,2.46,0,0,0,0,0,0,2.25,7.59,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,45,0,40.87,37.77,4.4,0,19.82,0,7.4,0,31.77,0,8.78,20.05,0,291.41,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,329.21,0,9.33,2.31,14.46,38.34,0,40.14,0,0,0,0,0,0,0,0,2.25,2.57,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,45,0,40.87,3.19,4.4,0,19.82,0,7.4,0,31.77,0,8.78,20.05,0,291.41,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,329.21,0,0,2.31,14.46,38.34,0,40.14,0,0,0,0,0,0,0,0,2.25,0,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,29.69,0,40.87,1.6,4.4,0,19.82,0,7.4,0,31.77,0,8.78,20.05,0,296.23,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,329.21,0,0,2.31,14.46,38.34,0,40.14,0,0,0,0,0,0,0,0,2.25,0,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,28.79,0,40.87,1.6,4.4,0,19.82,0,7.4,0,31.77,0,8.78,20.05,0,291.41,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,327.17,0,0,2.31,14.46,38.34,0,40.14,0,0,0,0,0,0,0,0,2.25,0,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,28.79,0,40.87,1.6,4.4,0,19.82,0,7.4,0,31.77,0,8.78,20.05,0,254.79,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,327.17,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,2.25,0,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,28.79,0,40.87,1.6,4.4,0,19.82,0,7.4,0,31.77,0,8.78,20.05,0,245.15,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,327.17,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,2.25,0,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,28.79,0,40.87,37.77,18.15,0,19.82,0,8.03,0,31.77,0,8.78,20.05,0,245.15,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,327.17,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,2.25,0,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,28.79,0,40.87,37.77,18.15,0,19.82,0,8.03,0,31.77,0,8.78,20.05,0,245.15,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,327.17,0,0,2.31,14.46,22.45,0,40.14,0,0,0,0,0,0,0,0,2.25,0,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,28.79,0,40.87,5.32,18.15,0,19.82,0,8.03,0,31.77,0,8.78,20.05,0,245.15,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,327.17,0,0,2.31,14.46,20.99,0,40.14,0,0,0,0,0,0,0,0,2.25,0,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,28.79,0,40.87,3.19,18.15,0,19.82,0,8.03,0,31.77,0,8.78,20.05,0,245.15,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,327.17,0,0,2.31,14.46,20.99,0,40.14,0,0,0,0,0,0,0,0,2.25,0,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,28.79,0,40.87,3.19,18.15,0,19.82,0,6.17,0,31.77,0,8.78,20.05,0,245.15,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,327.17,0,0,2.31,14.46,20.99,0,40.14,0,0,0,0,0,0,0,0,2.25,0,119.82,0,0,403.61,0,0,42.71,0,0,142.93,0,8.55,0,0,114.46,88.67,50.02,0,25.43,0,28.79,0,40.87,3.19,18.15,0,19.82,0,6.17,0,31.77,0,8.78,20.05,0,240.33,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

