Column1,Time,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,GNARE/SR/2025/01/13/4532,NR/26072023/31072042/L_NR_2023_07,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/8738,L_NR_2019_19,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/02/1250,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/8058,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/3733,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/01/20/9333,GNA/NR/2025/01/20/2470,NR/01102023/31052040/LT-31,GNA/NR/2025/01/20/9046,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,GNA/NR/2025/01/01/6528,GNA/NR/2025/01/20/4698,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/01/3925,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/5531,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/20/5216,GNA/WR/2025/01/01/8625,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,GNA/NR/2025/01/20/4168
63,15:30-15:45,22,63,41.43,6.67,34,8.33,32.86,26,86.65,32.86,6.67,19.99,22,74,37,207.16,73,13.01,147,23.08,23.08,31.73,88.63,23.08,48.08,271.89,26.92,1.48,20.19,22.2,13.12,100.18,0,0,13.12,0,70.13,26.73,8.65,0,59.46,1.07,13.45,130.78,48.08,26.73,0.85,19.23,28.85,1.29,0,0,0,0,0

64,15:45-16:00,23.67,57,38.17,6.67,32,8.33,32.9,18,80.54,32.9,6.67,19.99,23.66,68,33,190.87,67,13.21,133,23.08,23.08,31.73,78.8,23.08,48.08,271.89,26.92,1.48,20.19,23.21,11.91,100.18,0,0,11.91,0,70.13,26.73,8.65,0,59.46,1.07,12.2,130.78,48.08,26.73,0.85,19.23,28.85,1.29,0,0,0,0,0

65,16:00-16:15,21.67,51,34.69,7.5,29,7.33,33,10,73.82,33,7.5,22.5,21.66,61,30,173.44,60,11,119,23.08,23.08,31.73,67.99,23.08,48.08,271.89,26.92,1.48,20.19,23.21,10.56,100.18,0,0,10.56,0,70.13,26.73,8.65,0,59.46,1.07,10.82,130.78,48.08,26.73,0,19.23,28.85,1.29,0,0,0,0,0

66,16:15-16:30,22.67,45,30.97,7.5,25,7.33,33,5,66.48,33,7.5,22.5,22.66,53,26,154.87,52,11,105,23.08,23.08,31.73,56.39,23.08,48.08,271.89,26.92,1.48,20.19,23.21,9.19,100.18,0,0,9.19,0,70.13,26.73,8.65,0,59.46,1.07,9.42,148.09,48.08,26.73,0,19.23,28.85,1.29,0,0,0,0,0

67,16:30-16:45,21.67,37,26.85,7.5,21,7.33,33,1,57.54,33,7.5,22.5,21.66,45,22,134.26,43,11.21,88,23.08,23.08,31.73,44.69,23.08,48.08,271.89,26.92,1.48,20.19,23.72,7.74,100.18,0,0,7.74,0,65.98,26.73,8.65,0,59.46,1.07,7.94,200.84,48.08,26.73,0.85,19.23,28.85,1.29,0,0,0,0,0

68,16:45-17:00,21.67,30,22.44,7.5,16,7.67,33,0,46.94,33,7.5,22.5,21.66,37,18,112.19,37,11.41,70,23.08,23.08,31.73,32.55,23.08,48.08,271.89,26.92,1.48,20.19,24.22,6.2,100.18,0,0,6.2,0,65.98,26.73,8.65,0,76.25,1.07,6.35,258.54,48.08,26.73,0.85,19.23,28.85,1.29,0,0,0,0,0

69,17:00-17:15,21.67,21,17.75,7.83,11,8,22.18,0,35.13,26.67,7.83,23.51,21.66,28,14,88.75,28,9.6,49,36.54,36.54,31.73,21.6,43.27,48.08,271.89,26.92,1.43,20.19,24.22,4.79,100.18,0,0,4.79,0,65.98,26.73,14.42,0,86.74,1.07,4.92,258.54,48.08,26.73,0.85,19.23,28.85,1.29,0,0,0,0,0

70,17:15-17:30,21.67,12,12.9,8.83,6,9,11.16,0,26.06,13.36,8.83,26.51,21.66,20,8,64.52,17,9.8,28,36.54,36.54,31.73,13.19,43.27,48.08,271.89,26.92,1.43,20.19,24.22,3.26,100.18,0,0,3.26,0,65.98,26.73,14.42,0,86.74,1.07,3.34,258.54,48.08,26.73,0.85,19.23,28.85,1.29,0,0,0,0,0

71,17:30-17:45,20,6,7.84,9.17,3,8,3.4,0,17.89,4.1,9.17,27.49,20,13,5,39.21,9,10,14,36.54,36.54,31.73,7.26,43.27,48.08,271.89,26.92,1.43,20.19,25.23,1.8,100.18,0,0,1.8,0,65.98,26.73,14.42,0,86.74,1.07,1.83,258.54,48.08,26.73,0.85,19.23,28.85,1.29,0,0,0,0,0

72,17:45-18:00,21.67,3,3.86,9.67,2,8.67,1.07,0,9.29,0.92,9.67,28.99,21.66,9,1,19.31,3,10,7,36.54,36.54,31.73,2.44,43.27,48.08,271.89,26.92,1.43,20.19,25.23,0.93,100.18,0,0,0.93,0,84.84,32,14.42,0,86.74,1.07,0.95,258.54,48.08,20.08,0.85,19.23,28.85,1.29,0,0,0,0,0

73,18:00-18:15,22.67,1,1.31,10.17,1,8,0,0,3.53,0,10.17,30.49,22.66,5,0,6.56,1,10,2,36.54,36.54,31.73,0,43.27,48.08,271.89,26.92,1.43,20.19,25.23,0.49,100.18,30.77,96.16,0.49,90.39,115.01,32,14.42,7.69,86.74,1.07,0.5,258.54,48.08,9.82,0,19.23,28.85,1.29,9.62,50,50,30,5.77

74,18:15-18:30,26,0,0.23,10.83,1,8.33,0,0,0.51,0,10.83,32.51,26,2,0,1.13,0,10,0,36.54,36.54,31.73,0,43.27,48.08,271.89,26.92,1.43,20.19,25.23,0.2,100.18,30.77,96.16,0.2,90.39,115.01,32,14.42,7.69,86.74,1.07,0.21,258.54,48.08,9.82,0,19.23,28.85,1.29,9.62,50,50,30,5.77

75,18:30-18:45,29.67,0,0,11,0,8.67,0,0,0.01,0,11,33,29.66,0,0,0,0,10,0,36.54,36.54,31.73,0,43.27,48.08,271.89,26.92,1.43,20.19,25.23,0.03,100.18,30.77,96.16,0.03,90.39,115.01,32,14.42,7.69,86.74,1.07,0.03,258.54,48.08,9.82,0.85,19.23,28.85,1.29,9.62,50,50,30,5.77

76,18:45-19:00,31.33,0,0,11.17,0,9.33,0,0,0,0,11.17,33.49,31.34,0,0,0,0,10,0,36.54,36.54,31.73,0,43.27,48.08,271.89,26.92,1.43,20.19,25.23,0,100.18,30.77,96.16,0,90.39,115.01,32,14.42,7.69,86.74,1.07,0,258.54,48.08,9.82,0.85,19.23,28.85,1.29,9.62,50,50,30,5.77

77,19:00-19:15,30.33,0,0,11.17,0,9.67,0,0,0,0,11.17,33.49,30.34,0,0,0,0,10,0,36.54,36.54,31.73,0,43.27,48.08,271.89,26.92,1.38,20.19,25.23,0,100.18,30.77,96.16,0,90.39,115.01,32,14.42,7.69,86.74,1.07,0,258.54,48.08,9.82,0.85,19.23,28.85,1.29,9.62,50,50,30,5.77

78,19:15-19:30,31,0,0,11.83,0,10,0,0,0,0,11.83,35.51,31,0,0,0,0,10,0,36.54,36.54,31.73,0,43.27,48.08,271.89,26.92,1.38,20.19,25.23,0,100.18,30.77,96.16,0,90.39,115.01,32,14.42,7.69,86.74,1.07,0,258.54,48.08,9.82,0.85,19.23,28.85,1.29,9.62,50,50,30,5.77

79,19:30-19:45,27,0,0,12.17,0,10,0,0,0,0,12.17,36.49,27,0,0,0,0,10,0,36.54,36.54,31.73,0,43.27,48.08,271.89,26.92,1.38,20.19,25.23,0,100.18,30.77,96.16,0,90.39,115.01,32,14.42,7.69,86.74,1.07,0,258.54,48.08,20.08,0.85,19.23,28.85,1.29,9.62,50,50,30,5.77

80,19:45-20:00,27.67,0,0,12.5,0,10,0,0,0,0,12.5,37.5,27.66,0,0,0,0,10,0,36.54,36.54,31.73,0,43.27,48.08,271.89,26.92,1.38,20.19,25.23,0,100.18,30.77,96.16,0,90.39,115.01,32,14.42,7.69,86.74,1.07,0,258.54,48.08,20.08,0.85,19.23,28.85,1.29,9.62,50,50,30,5.77

81,20:00-20:15,29.33,0,0,12.83,0,9.67,0,0,0,0,12.83,38.51,29.34,0,0,0,0,10,0,34.62,34.62,31.73,0,34.62,48.08,271.89,26.92,1.38,20.19,25.23,0,100.18,0,0,0,0,65.98,23.67,8.65,0,86.74,0.99,0,258.54,48.08,23.67,0,19.23,28.85,1.29,0,50,50,30,0

82,20:15-20:30,29.33,0,0,13,0,9.67,0,0,0,0,13,39,29.34,0,0,0,0,9.8,0,34.62,34.62,31.73,0,34.62,48.08,271.89,26.92,1.38,20.19,25.23,0,100.18,0,0,0,0,65.98,26.73,8.65,0,86.74,0.99,0,258.54,48.08,26.73,0,19.23,28.85,1.29,0,50,50,30,0

83,20:30-20:45,30.67,0,0,13.17,0,9.33,0,0,0,0,13.17,39.49,30.66,0,0,0,0,9.8,0,34.62,34.62,31.73,0,34.62,48.08,271.89,26.92,1.38,20.19,25.23,0,100.18,0,0,0,0,65.98,26.73,8.65,0,86.74,0.99,0,258.54,48.08,26.73,0.85,19.23,28.85,1.29,0,50,50,30,0

84,20:45-21:00,30.33,0,0,13.33,0,9.33,0,0,0,0,13.33,40.01,30.34,0,0,0,0,9.8,0,34.62,34.62,31.73,0,34.62,48.08,271.89,26.92,1.38,20.19,25.23,0,100.18,0,0,0,0,65.98,26.73,8.65,0,64.06,0.99,0,223.98,48.08,26.73,0.85,19.23,28.85,1.29,0,50,50,30,0

85,21:00-21:15,45,0,0,13.17,0,9.33,0,0,0,0,13.17,39.49,45,0,0,0,0,9.8,0,28.85,28.85,31.73,0,28.85,48.08,271.89,26.92,1.3,20.19,25.23,0,100.18,0,0,0,0,65.98,26.73,8.65,0,64.06,0.95,0,223.98,48.08,26.73,0.77,19.23,28.85,1.29,0,50,50,30,0

86,21:15-21:30,46,0,0,13,0,9,0,0,0,0,13,39,46,0,0,0,0,9.8,0,28.85,28.85,31.73,0,28.85,48.08,271.89,26.92,1.3,20.19,25.23,0,100.18,0,0,0,0,65.98,26.73,8.65,0,64.06,0.95,0,223.98,48.08,26.73,0.77,19.23,28.85,1.29,0,50,50,30,0

87,21:30-21:45,47.33,0,0,12.67,0,9,0,0,0,0,12.67,37.99,47.34,0,0,0,0,10,0,28.85,28.85,31.73,0,28.85,48.08,271.89,26.92,1.3,20.19,24.72,0,100.18,0,0,0,0,70.13,26.73,8.65,0,64.06,0.95,0,223.98,48.08,26.73,0.77,19.23,28.85,1.29,0,50,50,30,0

88,21:45-22:00,48.67,0,0,12.33,0,8.67,0,0,0,0,12.33,37.01,48.66,0,0,0,0,10,0,28.85,28.85,31.73,0,28.85,48.08,271.89,26.92,1.3,20.19,24.72,0,100.18,0,0,0,0,70.13,26.73,8.65,0,64.06,0.95,0,223.98,48.08,26.73,0.77,19.23,28.85,1.29,0,50,50,30,0

89,22:00-22:15,38.33,0,0,12.5,0,8.67,0,0,0,0,12.5,37.5,38.34,0,0,0,0,10,0,25.96,25.96,31.73,0,25.96,48.08,271.89,26.92,1.3,20.19,24.72,0,100.18,0,0,0,0,70.13,26.73,8.65,0,64.06,0.95,0,223.98,48.08,26.73,0,19.23,28.85,1.29,0,0,50,30,0

90,22:15-22:30,38.33,0,0,13,0,8.67,0,0,0,0,13,39,38.34,0,0,0,0,10.2,0,25.96,25.96,31.73,0,25.96,48.08,230.78,26.92,1.3,20.19,24.72,0,100.18,0,0,0,0,70.13,26.73,8.65,0,64.06,0.95,0,223.98,48.08,26.73,0,19.23,28.85,1.29,0,0,50,30,0

91,22:30-22:45,38.67,0,0,13.5,0,8.33,0,0,0,0,13.5,40.5,38.66,0,0,0,0,9,0,25.96,25.96,31.73,0,25.96,48.08,192.32,26.92,1.3,20.19,24.72,0,100.18,0,0,0,0,70.13,26.73,8.65,0,64.06,0.95,0,223.98,48.08,26.73,0.85,19.23,28.85,1.29,0,0,50,30,0

92,22:45-23:00,39.33,0,0,14,0,8.33,0,0,0,0,14,42,39.34,0,0,0,0,9,0,25.96,25.96,31.73,0,25.96,48.08,164.85,26.92,1.3,20.19,24.72,0,100.18,0,0,0,0,70.13,26.73,8.65,0,64.06,0.95,0,223.98,48.08,26.73,0.85,19.23,28.85,1.29,0,0,50,30,0

93,23:00-23:15,39.67,0,0,14.67,0,8,0,0,0,0,14.67,43.99,39.66,0,0,0,0,9,0,23.08,23.08,31.73,0,23.08,48.08,164.85,26.92,1.3,20.19,24.72,0,100.18,0,0,0,0,70.13,26.73,8.65,0,59.46,0.95,0,223.98,48.08,26.73,0.85,19.23,28.85,1.29,0,0,50,30,0

94,23:15-23:30,40,0,0,15.17,0,7.67,0,0,0,0,15.17,45.49,40,0,0,0,0,9,0,23.08,23.08,31.73,0,23.08,48.08,164.85,26.92,1.3,20.19,24.72,0,100.18,0,0,0,0,70.13,26.73,8.65,0,59.46,0.95,0,223.98,48.08,26.73,0.85,19.23,28.85,1.29,0,0,50,30,0

95,23:30-23:45,40,0,0,15.67,0,9.33,0,0,0,0,15.67,46.99,40,0,0,0,0,9,0,23.08,23.08,31.73,0,23.08,48.08,164.85,26.92,1.3,20.19,24.72,0,100.18,0,0,0,0,70.13,26.73,8.65,0,59.46,0.95,0,175.9,48.08,26.73,0,19.23,28.85,1.29,0,0,50,30,0

96,23:45-24:00,40,0,0,16.17,0,9.33,0,0,0,0,16.17,48.49,40,0,0,0,0,9,0,23.08,23.08,31.73,0,23.08,48.08,164.85,26.92,1.3,20.19,24.72,0,100.18,0,0,0,0,70.13,26.73,8.65,0,59.46,0.95,0,166.28,48.08,26.73,0,19.23,28.85,1.29,0,0,50,30,0

