Column1,Time,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,NR/30092023/31122025/SH-07,GNA/NR/2025/02/16/1676,GNA/NR/2025/02/01/2143,GNA/SR/2025/02/01/7432,WR/01102023/31032046/L_NR_2020_05,NR/01102023/19072037/LT-05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,WR/01102023/29112042/RUMS(L_NR_2019_07),GNA/WR/2025/01/01/8625,NR/01102023/31102037/L_NR_2019_11,GNA/SR/2025/02/01/6460,NR/01102023/31052040/LT-31,GNA/NR/2025/02/01/2594,GNA/NR/2025/02/01/9969,GNA/NR/2025/02/01/4863,GNA/NR/2025/02/01/5886,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/02/16/1380,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,GNARE/NR/2024/12/20/3668
77,19:00-19:15,0,12.5,0,8.33,35,0,35,14.61,0,0,0,32,271.78,0,0,50,200,32,0,36.53,50,37.5,114.98,12.5,0.62,0,86.7,0,0,0.92,75,0,36.53,43.25,13.46,13.46,260.1,0,1.25,0,1.19,0,0,0,0,0,0

78,19:15-19:30,0,13.33,0,8.33,34.34,0,34.33,14.61,0,0,0,32,271.78,0,0,50,200,32,0,36.53,50,40.01,114.98,13.33,0.62,0,86.7,0,0,0.92,75,0,36.53,43.25,13.46,13.46,260.1,0,1.25,0,1.19,0,0,0,0,0,0

79,19:30-19:45,0,14.17,0,9,33.34,0,33.33,14.21,0,0,0,32,271.78,0,0,50,200,32,0,36.53,50,42.49,114.98,14.17,0.62,0,86.7,0,0,0.92,75,0,36.53,43.25,13.46,13.46,260.1,0,1.25,0,1.19,0,0,0,0,0,0

80,19:45-20:00,0,14.67,0,10,32,0,32,13.21,0,0,0,32,271.78,0,0,50,200,32,0,36.53,50,43.99,84.83,14.67,0.62,0,86.7,0,0,0.92,75,0,36.53,43.25,13.46,13.46,260.1,0,1.25,0,1.19,0,0,0,0,0,0

81,20:00-20:15,0,15.17,0,10.67,32.34,0,32.33,13.41,0,0,0,32,271.78,0,0,50,150,25.84,0,23.07,50,45.49,65.98,15.17,0.62,0,86.7,0,0,0.92,75,0,23.07,23.07,8.65,8.65,260.1,0,1.25,0,1.29,0,0,0,0,0,0

82,20:15-20:30,0,15.5,0,11,31,0,31,13.01,0,0,0,32,271.78,0,0,50,150,25.84,0,23.07,50,46.5,65.98,15.5,0.62,0,86.7,0,0,0.92,75,0,23.07,23.07,8.65,8.65,260.1,0,1.25,0,1.29,0,0,0,0,0,0

83,20:30-20:45,0,15.83,0,11.67,29.34,0,29.33,10,0,0,0,32,271.78,0,0,50,150,25.84,0,23.07,50,47.51,65.98,15.83,0.62,0,86.7,0,0,0.92,75,0,23.07,23.07,8.65,8.65,260.1,0,1.25,0,1.29,0,0,0,0,0,0

84,20:45-21:00,0,16.33,0,12,27.34,0,27.33,10,0,0,0,32,271.78,0,0,50,150,25.84,0,23.07,50,49.01,65.98,16.33,0.62,0,86.7,0,0,0.92,75,0,23.07,23.07,8.65,8.65,260.1,0,1.25,0,1.29,0,0,0,0,0,0

85,21:00-21:15,0,16.17,0,12.67,39.66,0,39.67,10,0,0,0,32,271.78,0,0,50,150,25.84,0,23.07,50,48.49,65.98,16.17,0.62,0,86.7,0,0,0.92,75,0,23.07,23.07,8.65,8.65,260.1,0,1.25,0,1.29,0,0,0,0,0,0

86,21:15-21:30,0,16,0,12.67,41,0,41,10,0,0,0,32,271.78,0,0,50,150,25.84,0,23.07,50,48,70.12,16,0.62,0,86.7,0,0,0.92,75,0,23.07,23.07,8.65,8.65,260.1,0,1.25,0,1.29,0,0,0,0,0,0

87,21:30-21:45,0,15.5,0,12.67,41.66,0,41.67,11,0,0,0,26.99,271.78,0,0,50,150,26.99,0,23.07,50,46.5,70.12,15.5,0.62,0,86.7,0,0,0.92,75,0,23.07,23.07,8.65,8.65,260.1,0,1.25,0,1.29,0,0,0,0,0,0

88,21:45-22:00,0,15.17,0,12.33,41,0,41,11.61,0,0,0,26.99,271.78,0,0,50,150,26.99,0,23.07,50,45.49,70.12,15.17,0.62,0,86.7,0,0,0.92,75,0,23.07,23.07,8.65,8.65,260.1,0,1.25,0,1.29,0,0,0,0,0,0

89,22:00-22:15,0,14.5,0,11.67,39.66,0,39.67,12.41,0,0,0,26.99,271.78,0,0,50,150,26.99,23.78,23.07,50,43.5,70.12,14.5,0.62,0,74.52,0,0,0.92,75,0,23.07,23.07,8.65,8.65,229.64,0,1.25,7.93,1.19,0,0,0,0,0,0

90,22:15-22:30,0,13.83,0,11.33,39,0,39,13.01,0,0,0,26.99,271.78,0,0,50,150,26.99,23.78,23.07,50,41.51,70.12,13.83,0.62,0,74.52,0,0,0.92,75,0,23.07,23.07,8.65,8.65,229.64,0,1.25,7.93,1.19,0,0,0,0,0,0

91,22:30-22:45,0,13,0,10.67,38.34,0,38.33,13.01,0,0,0,26.99,271.78,0,0,50,150,26.99,23.78,23.07,50,39,70.12,13,0.62,0,74.52,0,0,0.92,75,0,23.07,23.07,8.65,8.65,229.64,0,1.25,7.93,1.19,0,0,0,0,0,0

92,22:45-23:00,0,12.33,0,10,35,0,35,13.01,0,0,0,26.99,271.78,0,0,50,150,26.99,23.78,23.07,50,37.01,70.12,12.33,0.62,0,74.52,0,0,0.92,75,0,23.07,23.07,8.65,8.65,229.64,0,1.25,7.93,1.19,0,0,0,0,0,0

93,23:00-23:15,0,12,0,9.67,31.66,0,31.67,13.01,0,0,0,26.99,271.78,0,0,50,150,26.99,23.78,23.07,50,36,70.12,12,0.62,0,64.13,0,0,0.92,75,0,23.07,23.07,8.65,8.65,229.64,0,1.2,7.93,1.19,0,0,0,0,0,0

94,23:15-23:30,0,12,0,9.33,30,0,30,13.41,0,0,0,26.99,230.69,0,0,50,150,26.99,23.78,23.07,50,36,70.12,12,0.62,0,64.13,0,0,0.92,75,0,23.07,23.07,8.65,8.65,229.64,0,1.2,7.93,1.19,0,0,0,0,0,0

95,23:30-23:45,0,12,0,9.33,28.34,0,28.33,13.61,0,0,0,26.99,230.69,0,0,50,150,26.99,23.78,23.07,50,36,70.12,12,0.62,0,64.13,0,0,0.92,75,0,23.07,23.07,8.65,8.65,229.64,0,1.2,7.93,1.19,0,0,0,0,0,0

96,23:45-24:00,0,12,0,9,26.66,0,26.67,13.61,0,0,0,26.99,271.78,0,0,50,150,26.99,23.78,23.07,50,36,70.12,12,0.62,0,64.13,0,0,0.92,75,0,23.07,23.07,8.65,8.65,229.64,0,1.2,7.93,1.19,0,0,0,0,0,0

