Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/30042024/PTC/OA/32001,NR/04042024/30042024/SJVN040424NR1694,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,SR/01102023/07102043/L_NR_2018_61,NR/01102023/30042040/GNA_LT_36,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/30042040/GNA_LT_35,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01042024/31072024/LT_MEJA_DELHI,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,NR/30092023/31122025/SH-07
73,18:00-18:15,57.490000,2.720000,2.690000,261.810000,25.500000,0.000000,40.980000,0,2.840000,100.460000,272.660000,0.000000,0,0,49.5,28.770000,6.900000,13,1.120000,4,20.63,1.090000,0,8.06,4.13,3,70.300000,1.090000,0,8,4,1,16.080000,35.33,5.375928,16,16.5,35.33,0,16.5,25.500000

74,18:15-18:30,57.490000,2.720000,2.690000,261.810000,25.500000,0.000000,40.980000,0,2.840000,100.460000,272.660000,0.000000,0,0,48,29.270000,6.900000,13,0.730000,2,13.21,0.710000,0,4.03,2.64,0,70.300000,0.710000,0,4,2,0,16.080000,34.67,2.395794,15.34,16,34.67,0,16,25.500000

75,18:30-18:45,76.460000,2.870000,2.690000,261.810000,25.500000,0.000000,40.980000,0,2.680000,71.530000,272.660000,0.000000,0,0,46.5,31.290000,6.900000,12.21,0.300000,1,7.43,0.290000,0,1.22,1.48,0,66.140000,0.290000,0,1,0,0,16.080000,33.33,0.58434,14.66,15.5,33.33,0,15.5,25.500000

76,18:45-19:00,76.460000,2.870000,2.690000,261.810000,25.500000,0.000000,40.980000,0,2.680000,54.000000,272.660000,0.000000,0,0,45,31.790000,6.900000,11.21,0.000000,0.5,3.18,0.000000,0,0.61,0.63,0,66.140000,0.000000,0,0,0,0,16.080000,32.33,0,14,15,32.33,0,15,25.500000

77,19:00-19:15,76.460000,2.870000,2.410000,261.810000,24.430000,0.000000,40.980000,0,2.680000,62.680000,272.660000,0.000000,0,0,42.5,31.790000,7.000000,14.4,0.000000,0,0.83,0.000000,0,0,0.16,0,74.650000,0.000000,0,0,0,0,16.080000,31.67,0,13.34,14.17,31.67,0,14.16,30.860000

78,19:15-19:30,76.460000,2.870000,2.410000,261.810000,24.430000,0.000000,40.980000,0,2.680000,91.610000,272.660000,0.000000,0,0,40,31.790000,7.000000,14.2,0.000000,0,0,0.000000,0,0,0,0,83.150000,0.000000,0,0,0,0,16.080000,31.33,0,12.66,13.33,31.33,0,13.34,30.860000

79,19:30-19:45,76.460000,2.870000,2.410000,261.810000,24.430000,0.000000,40.980000,0,2.460000,100.460000,272.660000,0.000000,0,0,40,31.790000,7.000000,14.2,0.000000,0,0,0.000000,0,0,0,0,91.660000,0.000000,0,0,0,0,16.080000,31.33,0,17,13.33,31.33,0,13.34,30.860000

80,19:45-20:00,76.460000,2.870000,2.410000,261.810000,24.430000,0.000000,40.980000,0,2.460000,100.460000,272.660000,0.000000,0,0,37.5,31.290000,7.000000,13.8,0.000000,0,0,0.000000,0,0,0,0,85.040000,0.000000,0,0,0,0,16.080000,31.33,0,16.34,12.5,31.33,0,12.5,30.860000

81,20:00-20:15,76.460000,2.870000,2.410000,261.810000,24.430000,0.000000,40.980000,0,2.460000,100.460000,272.660000,0.000000,0,0,48.5,30.280000,7.090000,16.2,0.000000,0,0,0.000000,0,0,0,0,85.040000,0.000000,0,0,0,0,16.080000,31.33,0,15.66,16.17,31.33,0,16.16,30.860000

82,20:15-20:30,76.460000,2.870000,2.410000,261.810000,24.430000,0.000000,40.980000,0,2.460000,100.460000,272.660000,0.000000,0,0,48.5,30.280000,7.090000,15.6,0.000000,0,0,0.000000,0,0,0,0,85.040000,0.000000,0,0,0,0,16.080000,31.33,0,15,16.17,31.33,0,16.16,30.860000

83,20:30-20:45,76.460000,2.870000,2.410000,261.810000,24.430000,0.000000,40.980000,0,2.460000,100.460000,272.660000,0.000000,0,0,48.5,30.280000,7.090000,17,0.000000,0,0,0.000000,0,0,0,0,85.040000,0.000000,0,0,0,0,16.080000,39.67,0,15.34,16.17,39.67,0,16.16,30.860000

84,20:45-21:00,76.460000,2.870000,2.410000,261.810000,24.430000,0.000000,40.980000,0,2.460000,100.460000,272.660000,0.000000,0,0,50.5,30.280000,7.090000,16.4,0.000000,0,0,0.000000,0,0,0,0,85.040000,0.000000,0,0,0,0,16.080000,39,0,15.66,16.83,39,0,16.84,30.860000

85,21:00-21:15,76.460000,2.320000,2.280000,261.810000,24.430000,0.000000,40.980000,0,2.380000,100.460000,272.660000,0.000000,0,0,69,31.290000,7.180000,16,0.000000,0,0,0.000000,0,0,0,0,115.280000,0.000000,0,0,0,0,16.080000,39,0,16,23,39,0,23,30.860000

86,21:15-21:30,76.460000,2.320000,2.280000,261.810000,24.430000,0.000000,40.980000,0,2.380000,100.460000,272.660000,0.000000,0,0,68,31.290000,7.180000,15.8,0.000000,0,0,0.000000,0,0,0,0,115.280000,0.000000,0,0,0,0,16.080000,39.33,0,16.66,22.67,39.33,0,22.66,30.860000

87,21:30-21:45,76.460000,2.560000,2.280000,261.810000,24.430000,0.000000,40.980000,0,2.380000,100.460000,272.660000,0.000000,0,0,67,30.280000,7.180000,21.61,0.000000,0,0,0.000000,0,0,0,0,115.280000,0.000000,0,0,0,0,16.080000,33,0,13.06,22.33,33,0,22.34,30.860000

88,21:45-22:00,76.460000,2.560000,2.280000,261.810000,24.430000,0.000000,40.980000,0,2.380000,100.460000,272.660000,0.000000,0,0,66,30.280000,7.180000,21.21,0.000000,0,0,0.000000,0,0,0,0,115.280000,0.000000,0,0,0,0,16.080000,34.33,0,13.4,22,34.33,0,22,30.860000

89,22:00-22:15,86.980000,2.560000,2.280000,261.810000,25.500000,0.000000,40.980000,0,2.300000,100.460000,272.660000,0.000000,0,0,65,30.280000,7.180000,20.6,0.000000,0,0,0.000000,0,0,0,0,115.280000,0.000000,0,0,0,0,16.080000,35,0,13.73,21.67,35,0,21.66,25.500000

90,22:15-22:30,86.980000,2.560000,2.280000,261.810000,25.500000,0.000000,40.980000,0,2.300000,100.460000,272.660000,0.000000,0,0,64,30.280000,7.180000,20.2,0.000000,0,0,0.000000,0,0,0,0,115.280000,0.000000,0,0,0,0,16.080000,35,0,14.06,21.33,35,0,21.34,25.500000

91,22:30-22:45,86.980000,2.560000,2.280000,261.810000,25.500000,0.000000,40.980000,0,2.300000,100.460000,272.660000,0.000000,0,0,51.5,30.280000,7.180000,27.41,0.000000,0,0,0.000000,0,0,0,0,115.280000,0.000000,0,0,0,0,16.080000,35,0,12.06,17.17,35,0,17.16,25.500000

92,22:45-23:00,86.980000,2.560000,2.280000,261.810000,22.500000,0.000000,40.980000,0,2.300000,100.460000,272.660000,0.000000,0,0,51.5,30.280000,7.180000,27.01,0.000000,0,0,0.000000,0,0,0,0,115.280000,0.000000,0,0,0,0,16.080000,35.33,0,12.4,17.17,35.33,0,17.16,22.500000

93,23:00-23:15,86.980000,2.560000,2.280000,261.810000,22.500000,0.000000,40.980000,0,2.300000,100.460000,272.660000,0.000000,0,0,51.5,30.280000,7.270000,26.61,0.000000,0,0,0.000000,0,0,0,0,115.280000,0.000000,0,0,0,0,16.080000,36,0,12.4,17.17,36,0,17.16,22.500000

94,23:15-23:30,86.980000,2.560000,2.280000,261.810000,22.500000,0.000000,40.980000,0,2.300000,100.460000,272.660000,0.000000,0,0,50.5,30.280000,7.270000,26.21,0.000000,0,0,0.000000,0,0,0,0,115.280000,0.000000,0,0,0,0,16.080000,36.67,0,12.4,16.83,36.67,0,16.84,22.500000

95,23:30-23:45,86.980000,2.560000,2.280000,261.810000,22.500000,0.000000,40.980000,0,2.300000,100.460000,272.660000,0.000000,0,0,50.5,30.280000,7.270000,25.61,0.000000,0,0,0.000000,0,0,0,0,115.280000,0.000000,0,0,0,0,16.080000,37,0,12.4,16.83,37,0,16.84,22.500000

96,23:45-24:00,86.980000,2.560000,2.280000,261.810000,22.500000,0.000000,40.980000,0,2.300000,100.460000,272.660000,0.000000,0,0,50,30.280000,7.270000,24.81,0.000000,0,0,0.000000,0,0,0,0,115.280000,0.000000,0,0,0,0,16.080000,37,0,12.4,16.67,37,0,16.66,22.500000

