Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01112023/30112023/HP-09,NR/01102023/15082037/GNA_NR_2012_01,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01112023/30112023/HP-10,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01102023/31052040/LT-31,NR/03112023/30112023/IEX-231101-05680,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/21112023/30112023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,SR/01112023/30112023/KSEB_BYPL-NOV23,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14
69,17:00-17:15,1.840000,86.960000,1.780000,0.000000,0.000000,100.980000,48.200000,271.150000,0.590000,2.230000,203.700000,25.070000,30.370000,0.570000,48.200000,117.620000,0.000000,96.410000,0.570000,260.890000,8.14,26.75,7,4.46,144.62,4.08,0,3,7.49,2,8.91,29.15,29.15,22.27,1.37,0,8.92,2.470658,5,0,18,1.53

70,17:15-17:30,1.840000,86.960000,1.780000,0.000000,0.000000,100.980000,48.200000,271.150000,0.180000,2.230000,203.700000,25.070000,30.370000,0.180000,48.200000,117.620000,0.000000,96.410000,0.180000,260.890000,7.94,30.6,7,2.51,144.62,1,0,1,7.52,1,10.2,34.6,34.6,12.53,1.14,0,10.2,0.700344,2,0,18,0.31

71,17:30-17:45,1.840000,86.960000,1.780000,0.000000,0.000000,100.980000,48.200000,271.150000,0.010000,2.230000,203.700000,26.030000,30.370000,0.010000,48.200000,117.620000,0.000000,96.410000,0.010000,260.890000,7.68,33.9,6,1.11,144.62,0.1,0,1,7.56,0,11.3,37.2,37.2,5.57,0.91,0,11.3,0,1,0,14,0

72,17:45-18:00,1.840000,86.960000,1.780000,0.000000,0.000000,100.980000,48.200000,271.150000,0.000000,2.230000,203.700000,26.030000,30.370000,0.000000,48.200000,117.620000,0.000000,96.410000,0.000000,260.890000,7.21,37.13,1,0.22,144.62,0,0,0,7.64,0,12.38,41.82,41.82,1.13,0.69,0,12.38,0,0,0,4,0

73,18:00-18:15,1.840000,86.960000,1.710000,0.000000,0.000000,100.980000,48.200000,271.150000,0.000000,2.280000,73.760000,26.030000,30.850000,0.000000,48.200000,117.620000,0.000000,96.410000,0.000000,260.890000,7.21,41.01,0,0,144.62,0,0,0,12.18,0,13.67,25.75,25.75,0,0,0,13.67,0,0,0,0,0

74,18:15-18:30,1.840000,86.960000,1.710000,0.000000,0.000000,100.980000,48.200000,271.150000,0.000000,2.280000,73.760000,26.030000,30.850000,0.000000,48.200000,117.620000,0.000000,96.410000,0.000000,260.890000,7.21,42.51,0,0,144.62,0,0,0,12.03,0,14.17,27.16,27.16,0,0,0,14.18,0,0,0,0,0

75,18:30-18:45,1.840000,86.960000,1.710000,0.000000,0.000000,100.980000,48.200000,271.150000,0.000000,2.280000,73.760000,26.030000,30.850000,0.000000,48.200000,117.620000,0.000000,96.410000,0.000000,260.890000,7.21,41.67,0,0,144.62,0,0,0,11.84,0,13.89,28.26,28.26,0,0,0,13.88,0,0,0,0,0

76,18:45-19:00,1.840000,86.960000,1.710000,0.000000,0.000000,100.980000,48.200000,271.150000,0.000000,2.280000,73.760000,26.030000,30.850000,0.000000,48.200000,117.620000,0.000000,96.410000,0.000000,260.890000,7.21,41.27,0,0,144.62,0,0,0,11.71,0,13.76,29.51,29.51,0,0,0,13.75,0,0,0,0,0

77,19:00-19:15,1.840000,86.960000,1.710000,0.000000,0.000000,100.980000,48.200000,271.150000,0.000000,2.280000,73.760000,26.030000,15.320000,0.000000,48.200000,117.620000,15.320000,96.410000,0.000000,260.890000,7.21,41.1,0,0,144.62,0,0,0,11.62,0,13.7,30.51,30.51,0,0,0,13.71,0,0,0,0,0

78,19:15-19:30,1.840000,86.960000,1.710000,0.000000,0.000000,100.980000,48.200000,271.150000,0.000000,2.280000,73.760000,26.030000,15.320000,0.000000,48.200000,117.620000,15.320000,96.410000,0.000000,260.890000,7.21,45.06,0,0,144.62,0,0,0,11.2,0,15.02,32.6,32.6,0,0,0,15.01,0,0,0,0,0

79,19:30-19:45,1.840000,86.960000,1.630000,0.000000,0.000000,100.980000,48.200000,271.150000,0.000000,2.280000,73.760000,25.070000,15.320000,0.000000,48.200000,117.620000,15.320000,96.410000,0.000000,260.890000,7.21,47.22,0,0,144.62,0,0,0,11.21,0,15.74,37.8,37.8,0,0,0,15.74,0,0,0,0,0

80,19:45-20:00,1.840000,86.960000,1.630000,0.000000,0.000000,100.980000,48.200000,271.150000,0.000000,2.280000,73.760000,26.030000,15.320000,0.000000,48.200000,117.620000,15.320000,96.410000,0.000000,260.890000,7.21,50.8,0,0,144.62,0,0,0,11.2,0,16.93,41.6,41.6,0,0,0,16.94,0,0,0,0,0

81,20:00-20:15,1.840000,86.960000,1.630000,0.000000,0.000000,100.980000,48.200000,271.150000,0.000000,2.230000,73.760000,26.030000,24.600000,0.000000,48.200000,117.620000,24.600000,96.410000,0.000000,260.890000,7.21,54.15,0,0,144.62,0,0,0,11.24,0,18.05,56.84,56.84,0,0,0,18.05,0,0,0,0,0

82,20:15-20:30,1.840000,86.960000,1.630000,0.000000,0.000000,100.980000,48.200000,271.150000,0.000000,2.230000,73.760000,26.030000,26.020000,0.000000,48.200000,117.620000,26.020000,96.410000,0.000000,260.890000,7.21,56.68,0,0,144.62,0,0,0,11.64,0,18.89,58.51,58.51,0,0,0,18.9,0,0,0,0,0

83,20:30-20:45,1.840000,86.960000,1.630000,0.000000,0.000000,100.980000,48.200000,271.150000,0.000000,2.230000,73.760000,26.030000,26.020000,0.000000,48.200000,117.620000,26.020000,96.410000,0.000000,260.890000,7.21,57.85,0,0,144.62,0,0,0,11.29,0,19.28,70.21,70.21,0,0,0,19.3,0,0,0,0,0

84,20:45-21:00,1.840000,86.960000,1.630000,0.000000,0.000000,100.980000,48.200000,271.150000,0.000000,2.230000,73.760000,26.030000,26.020000,0.000000,48.200000,117.620000,26.020000,96.410000,0.000000,260.890000,7.21,59.83,0,0,144.62,0,0,0,12.42,0,19.94,69.87,69.87,0,0,0,19.94,0,0,0,0,0

85,21:00-21:15,1.840000,86.960000,1.550000,0.000000,0.000000,77.130000,48.200000,271.150000,0.000000,2.230000,73.760000,26.030000,26.030000,0.000000,48.200000,108.940000,26.030000,96.410000,0.000000,260.890000,7.21,64.61,0,0,144.62,0,0,0,13.77,0,21.54,68.73,68.73,0,0,0,21.54,0,0,0,0,0

86,21:15-21:30,1.840000,86.960000,1.550000,0.000000,0.000000,48.200000,48.200000,271.150000,0.000000,2.230000,73.760000,26.030000,26.030000,0.000000,48.200000,100.270000,26.030000,96.410000,0.000000,260.890000,7.21,66.19,0,0,144.62,0,0,0,14.84,0,22.07,69.26,69.26,0,0,0,22.06,0,0,0,0,0

87,21:30-21:45,1.840000,86.960000,1.550000,0.000000,0.000000,48.200000,48.200000,271.150000,0.000000,2.230000,73.760000,25.070000,26.030000,0.000000,48.200000,91.590000,26.030000,96.410000,0.000000,260.890000,7.21,65.61,0,0,144.62,0,0,0,15.18,0,21.87,68.85,68.85,0,0,0,21.86,0,0,0,0,0

88,21:45-22:00,1.840000,86.960000,1.550000,0.000000,0.000000,48.200000,48.200000,271.150000,0.000000,2.230000,73.760000,25.070000,26.030000,0.000000,48.200000,82.910000,26.030000,96.410000,0.000000,260.890000,7.21,65.43,0,0,144.62,0,0,0,15.34,0,21.81,68.59,68.59,0,0,0,21.81,0,0,0,0,0

89,22:00-22:15,1.840000,68.000000,1.480000,0.000000,172.710000,100.980000,48.200000,271.150000,0.000000,2.180000,73.760000,25.070000,26.030000,0.000000,48.200000,74.240000,26.030000,96.410000,0.000000,260.890000,7.21,65.11,0,0,144.62,0,0,0,15.52,0,21.7,68.19,68.19,0,0,0,21.71,0,0,0,0,0

90,22:15-22:30,1.840000,68.000000,1.480000,0.000000,172.710000,100.980000,48.200000,271.150000,0.000000,2.180000,73.760000,25.070000,26.030000,0.000000,48.200000,71.730000,26.030000,96.410000,0.000000,260.890000,7.21,64.76,0,0,144.62,0,0,0,14.73,0,21.59,64.5,64.5,0,0,0,21.58,0,0,0,0,0

91,22:30-22:45,1.840000,68.000000,1.480000,0.000000,172.710000,97.370000,48.200000,271.150000,0.000000,2.180000,73.760000,25.070000,26.030000,0.000000,48.200000,71.730000,26.030000,96.410000,0.000000,260.890000,7.21,63.76,0,0,144.62,0,0,0,13.55,0,21.25,63.49,63.49,0,0,0,21.26,0,0,0,0,0

92,22:45-23:00,1.840000,68.000000,1.480000,0.000000,172.710000,97.370000,48.200000,271.150000,0.000000,2.180000,73.760000,25.070000,26.030000,0.000000,48.200000,71.730000,26.030000,96.410000,0.000000,260.890000,7.21,62.76,0,0,144.62,0,0,0,12.1,0,20.92,60.39,60.39,0,0,0,20.92,0,0,0,0,0

93,23:00-23:15,1.760000,68.000000,1.480000,0.000000,172.710000,68.450000,48.200000,271.150000,0.000000,2.180000,73.760000,24.100000,26.030000,0.000000,48.200000,71.730000,26.030000,96.410000,0.000000,260.890000,7.21,55.26,0,0,144.62,0,0,0,11.04,0,18.42,59.22,59.22,0,0,0,18.42,0,0,0,0,0

94,23:15-23:30,1.760000,68.000000,1.480000,0.000000,172.710000,53.030000,48.200000,271.150000,0.000000,2.180000,73.760000,24.100000,26.030000,0.000000,48.200000,71.730000,26.030000,96.410000,0.000000,260.890000,7.21,54.26,0,0,144.62,0,0,0,9.88,0,18.09,58.21,58.21,0,0,0,18.08,0,0,0,0,0

95,23:30-23:45,1.760000,60.370000,1.480000,0.000000,172.710000,48.200000,48.200000,231.380000,0.000000,2.180000,73.760000,24.100000,26.030000,0.000000,48.200000,71.730000,26.030000,96.410000,0.000000,260.890000,7.21,53.76,0,0,144.62,0,0,0,9.16,0,17.92,57.11,57.11,0,0,0,17.92,0,0,0,0,0

96,23:45-24:00,1.760000,55.550000,1.480000,0.000000,172.710000,48.200000,48.200000,183.180000,0.000000,2.180000,73.760000,24.100000,26.030000,0.000000,48.200000,71.730000,26.030000,96.410000,0.000000,260.890000,7.21,53.26,0,0,144.62,0,0,0,9.62,0,17.75,56.77,56.77,0,0,0,17.76,0,0,0,0,0

