Column1,Time,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/2952,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/4452,GNA/NR/2025/06/07/5932,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/5126,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/08/01/4125,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/6187,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/6209,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/08/01/2414,GNA/NR/2025/07/01/1044,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/8128,NR/30092023/31122025/SH-07
66,16:15-16:30,26.14,160.02,48,26.71,25,33,26.71,0,29.47,33,42,80.11,22,16,66,66,32.01,49,13.01,57.52,102.18,70,8.38,10.45,99.99,3.65,20.71,19.2,15.21,-186.34,26.96,20.4,66.73,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,3.19,28.77,10.71,10.3,7.95,10.3,6.2,26.96

67,16:30-16:45,24.05,137.03,43,26.64,23,30.5,26.64,0,29.33,33,37,79.9,18,8,66,66,27.41,45,17.01,58.85,102.18,63.98,8.38,10.45,99.99,3.65,20.71,19.2,15.21,-93.17,26.96,20.4,66.73,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,3.19,29.27,10.71,9.4,7.26,9.4,6.2,26.96

68,16:45-17:00,21.43,121.58,38,26.51,20,25.5,26.51,0,29.17,29.8,33,79.51,15,5,65,65,24.32,40,17.01,52.96,102.18,63.98,8.38,10.45,99.99,3.65,20.71,19.2,15.21,-0,26.96,20.4,66.73,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,3.19,29.27,10.71,7.95,6.15,7.95,6.2,26.96

69,17:00-17:15,18.67,98.27,33,27.03,13,20.5,27.03,0,28.59,24.3,24,81.1,12,2,64.67,64.66,19.66,27,23.01,40.4,102.18,63.98,8.38,10.45,99.99,3.99,20.71,19.2,15.21,-0,26.96,20.4,66.73,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,3.22,28.77,10.71,6.95,5.36,6.95,6.2,26.96

70,17:15-17:30,15.76,83.22,28,27.71,12,15.7,27.71,0,28.02,18.8,21,83.15,9,0,64.33,64.34,16.64,23,22.81,34.38,102.18,63.98,8.38,10.45,99.99,3.99,20.71,19.2,15.21,-0,26.96,20.4,66.73,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,3.22,28.77,10.71,5.95,4.6,5.95,6.2,26.96

71,17:30-17:45,11.95,68.6,20,28.38,8,10.6,28.38,0,27.33,13.2,18,85.13,6,0,66.33,66.34,13.72,17,16,28.16,129.86,80.73,8.38,10.45,99.99,3.99,20.71,19.2,15.21,-0,26.96,20.4,86.57,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,2.76,28.27,10.71,4.9,3.79,4.9,6.76,26.96

72,17:45-18:00,8.32,54.2,14,29.04,7,7,29.04,0,26.53,10.3,15,87.1,3,0,67.67,67.66,10.84,15,16,21.86,129.86,115.17,8.38,10.45,99.99,3.99,20.71,19.2,15.21,-0,26.96,20.4,86.57,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,2.76,28.77,10.71,3.57,2.77,3.57,6.76,26.96

73,18:00-18:15,5.16,43.22,10,26.72,5,0,26.72,0,25.28,0,12,80.14,5,0,64.33,64.34,8.64,10,13.61,15.89,129.86,115.17,9.77,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,3.22,28.77,10.71,2.87,2.22,2.87,6.76,23.94

74,18:15-18:30,3.24,32.95,7,25.5,4,0,25.5,0,23.77,0,7,76.47,3,0,62.33,62.34,6.59,7,14.41,10.36,129.86,115.17,9.77,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,3.22,28.77,10.71,2.21,1.71,2.21,6.76,23.94

75,18:30-18:45,1.59,19.55,3,24.16,2,0,24.16,0,22.21,0,4,72.46,1,0,58.67,58.66,3.91,5,11.61,6.02,129.86,115.17,9.77,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,3.22,28.77,10.71,0.86,0.66,0.86,6.76,18.84

76,18:45-19:00,0.05,11.2,2,22.92,1,0,22.92,0,20.65,0,3,68.78,1,0,59,59,2.24,2,12.21,3.75,129.86,115.17,9.77,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,3.22,28.77,10.71,0.43,0.34,0.43,6.76,18.84

77,19:00-19:15,0,5.52,1,26,0,0,26,0,30,0,1,78,0,0,62.67,62.66,1.11,1,7,2.14,129.86,115.17,9.77,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,2.76,28.77,0,0.26,0.2,0.26,12.62,29.5

78,19:15-19:30,0,1.72,0,24.5,0,0,24.5,0,29.33,0,0,73.5,0,0,61,61,0.35,0,7.4,0,129.86,115.17,9.77,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,2.76,28.77,0,0.11,0.1,0.11,12.62,29.5

79,19:30-19:45,0,0.26,0,22,0,0,22,0,24.07,0,0,66,0,0,59.67,59.66,0.05,0,8.4,0,129.86,115.17,0,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,2.76,28.77,0,0.04,0.03,0.04,12.62,29.5

80,19:45-20:00,0,0,0,21.67,0,0,21.67,0,22.12,0,0,64.99,0,0,57.67,57.66,0,0,10,0,129.86,115.17,0,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,2.76,28.77,0,0,0,0,12.62,29.5

81,20:00-20:15,0,0,0,19.5,0,0,19.5,0,15.41,0,0,58.5,0,0,53.33,53.34,0,0,9.01,0,129.86,115.17,0,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,2.76,28.77,0,0,0,0,12.62,29.5

82,20:15-20:30,0,0,0,19,0,0,19,0,15.35,0,0,57,0,0,52.67,52.66,0,0,9.01,0,129.86,115.17,0,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,2.76,28.77,0,0,0,0,12.62,29.5

83,20:30-20:45,0,0,0,14.48,0,0,14.48,0,15.41,0,0,43.46,0,0,43.33,43.34,0,0,7.4,0,129.86,115.17,0,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,2.76,27.76,10.71,0,0,0,12.62,29.5

84,20:45-21:00,0,0,0,14.5,0,0,14.5,0,15.52,0,0,43.5,0,0,42.33,42.34,0,0,7.4,0,129.86,115.17,0,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,2.76,27.76,10.71,0,0,0,12.62,29.5

85,21:00-21:15,0,0,0,17.83,0,0,17.83,0,15.62,0,0,53.51,0,0,48.33,48.34,0,0,7.4,0,129.86,115.17,0,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,2.76,27.76,10.71,0,0,0,12.62,29.5

86,21:15-21:30,0,0,0,17,0,0,17,0,15.73,0,0,51,0,0,47.67,47.66,0,0,7.4,0,129.86,115.17,0,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,2.76,27.25,10.71,0,0,0,12.62,29.5

87,21:30-21:45,0,0,0,17.17,0,0,17.17,0,15.86,0,0,51.49,0,0,46.67,46.66,0,0,7.4,0,129.86,115.17,0,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,2.76,27.76,10.71,0,0,0,12.62,29.5

88,21:45-22:00,0,0,0,17.5,0,0,17.5,0,15.98,0,0,52.5,0,0,46,46,0,0,7.4,0,129.86,115.17,0,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,2.76,27.76,10.71,0,0,0,12.62,29.5

89,22:00-22:15,0,0,0,15,0,0,15,0,15.94,0,0,45,0,0,45,45,0,0,7.4,0,129.86,115.17,0,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,2.76,27.76,10.71,0,0,0,12.62,29.5

90,22:15-22:30,0,0,0,15,0,0,15,0,15.84,0,0,45,0,0,45,45,0,0,7.4,0,129.86,115.17,0,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,2.76,27.76,10.71,0,0,0,12.62,29.5

91,22:30-22:45,0,0,0,16.83,0,0,16.83,0,15.7,0,0,50.51,0,0,45,45,0,0,7.4,0,129.86,115.17,0,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,2.76,28.26,10.71,0,0,0,12.62,29.5

92,22:45-23:00,0,0,0,17,0,0,17,0,15.57,0,0,51,0,0,44.33,44.34,0,0,7.4,0,129.86,115.17,0,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,2.76,27.76,10.71,0,0,0,12.62,29.5

93,23:00-23:15,0,0,0,20,0,0,20,0,15.93,0,0,60,0,0,44.33,44.34,0,0,7.4,0,129.86,115.17,0,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,3.23,27.76,10.71,0,0,0,12.62,29.5

94,23:15-23:30,0,0,0,20,0,0,20,0,16.5,0,0,60,0,0,44.33,44.34,0,0,7.4,0,129.86,115.17,0,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,3.23,27.76,10.71,0,0,0,12.62,29.5

95,23:30-23:45,0,0,0,20,0,0,20,0,17.19,0,0,60,0,0,44.33,44.34,0,0,7.4,0,129.86,115.17,9.31,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,3.22,27.25,10.71,0,0,0,12.62,29.5

96,23:45-24:00,0,0,0,20,0,0,20,0,17.9,0,0,60,0,0,45.67,45.66,0,0,7.4,0,129.86,115.17,9.31,10.45,99.99,3.99,20.71,0,0,-0,29.5,20.4,86.57,14.54,81.58,14.54,28.86,20.4,33.59,14.54,269.94,40.79,3.22,26.75,10.71,0,0,0,12.62,29.5

