Column1,Time,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/8128,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/23/7329,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/3109,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNARE/NR/2024/12/20/3668,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,GNARE/SR/2025/01/13/4532,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09
73,18:00-18:15,5.91,8.53,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,2.46,1.91,26.41,29.5,0,86.93,0,271.07,130.4,0,12.66,32.06,7,2.46,27.76,0,115.62,0,35.01,8.23,0,0,31.2,93.6,0,35,0,3,31.2,80,8,10,6.41,3,80

74,18:15-18:30,5.91,8.53,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,1.7,1.3,26.41,29.5,0,86.93,0,271.07,130.4,0,9.49,24.63,5,1.7,27.76,0,115.62,0,35.01,5.24,0,0,31.35,94.05,0,35.67,0,2,31.35,80,5,6,4.93,2,80

75,18:30-18:45,5.91,8.53,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0.28,0.22,19.94,29.5,0,86.93,0,271.07,130.4,0,5.06,17.2,3,0.28,27.76,0,115.62,0,35.01,2.51,0,0,28.33,85.01,0,30.49,0,1,28.33,70,2,3,3.44,2,70

76,18:45-19:00,5.91,8.53,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0.12,0.11,19.94,29.5,0,86.93,0,271.07,130.4,0,2.63,9.77,1,0.12,28.26,0,115.62,0,35.01,0.51,0,0,28.33,85.01,0,30.78,0,1,28.33,71.66,1,2,1.95,1,71.67

77,19:00-19:15,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,14.84,29.5,0,86.93,0,271.07,130.4,0,1.5,5.5,0,0,29.27,0,115.62,0,35.01,0,0,0,28.67,85.99,0,30.21,0,0,28.67,63.08,0,1,1.1,0,63.08

78,19:15-19:30,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,14.84,29.5,0,86.93,0,271.07,130.4,0,0.33,0.83,0,0,29.27,0,115.62,0,35.01,0,0,0,28.83,86.51,0,30.21,0,0,28.83,63.96,0,0,0.17,0,63.95

79,19:30-19:45,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,14.84,29.5,0,86.93,0,271.07,130.4,0,0,0.01,0,0,29.27,0,115.62,0,38.62,0,0,0,26.27,78.78,0,29.92,0,0,26.27,63.96,0,0,0,0,63.95

80,19:45-20:00,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,14.84,29.5,0,86.93,0,271.07,130.4,0,0,0,0,0,29.27,0,115.62,0,38.62,0,0,0,25.96,77.86,0,29.64,0,0,25.96,63.96,0,0,0,0,63.95

81,20:00-20:15,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,29.5,29.5,0,86.93,0,271.07,130.4,0,0,0,0,0,29.27,0,115.62,0,38.62,0,0,0,20,60,0,20,0,0,20,51.8,0,0,0,0,51.8

82,20:15-20:30,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,29.5,29.5,0,86.93,0,271.07,130.4,0,0,0,0,0,29.27,0,115.62,0,38.62,0,0,0,20.33,61.01,0,20.67,0,0,20.33,52.27,0,0,0,0,52.28

83,20:30-20:45,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,29.5,29.5,0,86.93,64.27,271.07,130.4,0,0,0,0,0,28.26,0,115.62,0,38.02,0,0,0,20.83,62.51,0,19.2,0,0,20.83,40.02,0,0,0,0,40.02

84,20:45-21:00,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,29.5,29.5,0,86.93,69.62,271.07,130.4,0,0,0,0,0,28.26,0,115.62,0,37.62,0,0,0,21.17,63.49,0,19.8,0,0,21.17,40.02,0,0,0,0,40.02

85,21:00-21:15,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,14.84,29.5,0,86.93,74.97,271.07,130.4,0,0,0,0,0,27.25,0,115.62,0,37.02,0,0,0,20,60,0,19.8,0,0,20,47.76,0,0,0,0,47.76

86,21:15-21:30,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,14.84,29.5,0,86.93,80.32,271.07,130.4,0,0,0,0,0,27.25,0,115.62,0,35.61,0,0,0,20,60,0,19.8,0,0,20,47.54,0,0,0,0,47.55

87,21:30-21:45,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,7.01,29.5,0,86.93,85.68,271.07,130.4,0,0,0,0,0,26.24,0,115.62,0,34.81,0,0,0,24.2,72.6,0,19.74,0,0,24.2,52.76,0,0,0,0,52.77

88,21:45-22:00,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,7.01,29.5,0,86.93,91.04,271.07,130.4,0,0,0,0,0,26.24,0,115.62,0,33.61,0,0,0,24.2,72.6,0,19.32,0,0,24.2,52.76,0,0,0,0,52.77

89,22:00-22:15,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,7.01,29.5,0,86.93,96.39,271.07,130.4,0,0,0,0,0,26.24,0,115.62,0,29.41,0,0,0,24.6,73.82,0,21.71,0,0,24.6,57.79,0,0,0,0,57.79

90,22:15-22:30,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,7.01,29.5,0,86.93,100.41,271.07,130.4,0,0,0,0,0,26.24,0,115.62,0,24.41,0,0,0,25.21,75.62,0,22.4,0,0,25.21,58.05,0,0,0,0,58.04

91,22:30-22:45,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,29.5,29.5,0,86.93,100.41,271.07,130.4,0,0,0,0,0,27.26,0,115.62,0,24.21,0,0,0,20,60,0,23.09,0,0,20,58.32,0,0,0,0,58.32

92,22:45-23:00,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,29.5,29.5,0,86.93,100.41,271.07,130.4,0,0,0,0,0,26.24,0,115.62,0,24.21,0,0,0,20.83,62.51,0,23.77,0,0,20.83,58.59,0,0,0,0,58.6

93,23:00-23:15,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,29.5,29.5,0,86.93,100.41,271.07,130.4,0,0,0,0,0,26.24,0,115.62,0,24.21,0,0,0,21.67,64.99,0,24.23,0,0,21.67,58.85,0,0,0,0,58.84

94,23:15-23:30,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,29.5,29.5,0,86.93,100.41,271.07,130.4,0,0,0,0,0,26.24,0,115.62,0,24.21,0,0,0,23.33,70.01,0,24.23,0,0,23.33,59.64,0,0,0,0,59.64

95,23:30-23:45,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,29.5,29.5,0,86.93,100.41,271.07,130.4,0,0,0,0,0,25.74,0,115.62,0,24.01,0,0,0,25,75,0,24.45,0,0,25,60.17,0,0,0,0,60.16

96,23:45-24:00,3.72,6.64,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,0,0,0,0,0,29.5,29.5,0,86.93,100.41,271.07,130.4,0,0,0,0,0,25.74,0,115.62,0,23.81,0,0,0,25.83,77.51,0,24.45,0,0,25.83,60.7,0,0,0,0,60.69

