Block,Time Block,RAPPB,RIHAND2,RSTPSU7,RIHAND1,NTPL,RAMPUR,RSTPSU1TO6,RAPPC,PARBATI3,RIHAND3,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,JHAJJAR,KGSU1AND2,KGSU3AND4,KOTESHWR,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,MAPS,NNTPP,NAPP,NLCEXP,DADRI_LF,AURY_GF,DADRI_GF,AURY_CRF,DADRI_CRF,DADRI_RF,AURY_LF,AURY_RF,BSIUL,CHAMERA3,FSTPP I & II,CHAMERA2,DHAULIGNGA,BRBCL,DULHASTI,DADRT2,CHAMERA1,KUDGI,ANTA_GF,ANTA_RF,ANTA_LF,VALLURNTECL,ANTA_CRF,URI,UNCHAHAR3,UNCHAHAR4,URI2,TelanganaSTPP,UNCHAHAR2,TEHRI,UNCHAHAR1,TALA,TALST2,SALAL,SEWA2,SINGRAULI_HYDRO,SIMHST2,TANDA2,SASAN,SINGRAULI,TANAKPUR,SIMHST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,528.48,0,0,0,0,0,0,0,1.28,25.39,0,4.27,0,40.78,0,19.78,0,0,1.35,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

64,15:45-16:00,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,528.48,0,0,0,0,0,0,0,1.28,25.39,0,4.27,0,40.78,0,19.78,0,0,1.35,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

65,16:00-16:15,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,599.83,0,0,0,0,0,0,0,1.28,25.39,0,4.15,0,40.78,14.97,19.78,0,0,7.82,0,0,0,0,335.72,121.17,3.08,0,0,0,0,0,0

66,16:15-16:30,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,625.48,0,0,0,0,0,0,0,1.28,25.39,0,4.15,0,40.78,29.94,19.78,0,0,7.82,0,0,0,0,335.72,121.17,3.08,0,0,0,0,0,0

67,16:30-16:45,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,17.08,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,657.18,0,0,0,0,0,0,0,1.28,25.39,0,4.15,0,40.78,44.91,19.78,0,0,7.82,0,0,0,0,335.72,121.17,3.08,0,0,0,0,0,0

68,16:45-17:00,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,17.08,0,22.5,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,656.83,0,0,0,0,0,0,0,1.28,25.39,0,4.15,0,40.78,44.91,19.78,0,0,7.82,0,0,0,0,335.72,121.17,3.08,0,0,0,0,0,0

69,17:00-17:15,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,17.08,0,45.01,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,15.85,656.84,0,0,0,0,0,0,0,1.28,25.39,0,4.15,0,40.78,59.87,19.78,0,0,7.82,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

70,17:15-17:30,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,25.62,0,67.5,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,3.2,7.62,14.43,31.7,656.84,11.7,0,0,0,0,0,0,1.28,25.39,0,4.15,0,40.78,59.87,19.78,0,0,7.82,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

71,17:30-17:45,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,25.62,0,90,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,6.13,11.26,7.7,7.75,14.43,31.7,656.84,13.52,0,0,0,0,0,0,0.85,25.39,0,4.15,0,40.78,59.87,19.78,0,0,7.82,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

72,17:45-18:00,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,38.32,0,112.52,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,27.97,11.26,38.01,15.37,14.43,31.7,656.84,26.98,0,0,0,0,0,0,0.85,25.39,0,4.15,0,40.78,59.87,19.78,0,0,7.82,10.13,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

73,18:00-18:15,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,38.32,0,112.52,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,27.97,11.26,38.01,30.88,14.43,31.7,656.84,26.98,0,0,0,0,0,0,0.85,25.39,0,4.15,0,40.78,59.87,19.78,0,0,8.94,10.13,0,0,0,335.72,121.17,0.24,0,0,0,0,0,0

74,18:15-18:30,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,38.32,0,112.52,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,27.97,11.26,38.01,32.16,14.43,31.7,656.84,26.98,0,0,0,0,0,0,0.85,25.39,0,4.15,0,40.78,59.87,19.78,0,0,40.24,10.13,0,0,0,335.72,121.17,0.24,0,0,0,0,0,0

75,18:30-18:45,0,114.24,0,88.5,0,0,0,51.27,0,119.6,99.74,0,0,0,0,43.5,629.44,0,0,38.32,0,112.52,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,27.97,11.26,38.01,32.16,14.43,31.7,656.84,26.98,0,0,0,0,0,0,0.85,25.39,0,4.15,0,40.78,59.87,19.78,0,0,40.24,10.13,0,0,0,335.72,121.17,0,0,0,0,0,0,0

76,18:45-19:00,0,114.24,0,88.5,0,0,0,51.27,0,119.6,102.8,0,0,0,0,43.5,629.44,0,0,38.32,0,112.52,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,27.97,11.26,38.01,32.16,14.43,31.7,656.84,26.98,0,0,0,0,0,0,1.6,25.39,0,4.15,0,40.78,59.87,19.78,0,0,40.24,10.13,0,0,0,335.72,121.17,0,0,0,0,0,0,0

77,19:00-19:15,0,114.24,0,88.5,0,0,0,51.27,3.67,119.6,95.11,0,0,0,0,43.5,629.44,0,0,38.32,0,91.1,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,27.97,11.26,38.01,15.37,14.43,31.7,656.84,23.56,0,0,0,0,0,0,25.48,25.39,0,4.15,0,40.78,59.87,19.78,0,0,40.24,10.13,0,0,0,335.72,121.17,0,0,0,0,0,0,0

78,19:15-19:30,0,114.24,0,88.5,0,0,0,51.27,15.92,119.6,95.11,0,0,0,0,43.5,629.44,0,0,25.62,0,90,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,1.84,11.26,3.2,15.37,14.43,31.7,656.84,11.55,0,0,0,0,0,0,25.48,25.39,0,4.15,0,40.78,59.87,19.78,0,0,40.24,0,0,0,0,335.72,121.17,0,0,0,0,0,0,0

79,19:30-19:45,0,114.24,0,88.5,0,0,0,51.27,15.92,119.6,95.11,0,0,0,0,43.5,629.44,0,0,17.08,0,45.01,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,7.62,14.43,15.85,657.18,11.55,0,0,0,0,0,0,25.48,25.39,0,4.15,0,40.78,59.87,19.78,0,0,40.24,0,0,0,0,335.72,121.17,0,0,0,0,0,0,0

80,19:45-20:00,0,114.24,0,88.5,0,0,0,51.27,15.92,119.6,95.11,0,0,0,0,43.5,543.33,0,0,17.08,0,21.95,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,15.85,652.99,0,0,0,0,0,0,0,3.18,25.39,0,4.15,0,40.78,59.87,19.78,0,0,8.94,0,0,0,0,335.72,121.17,0,0,0,0,0,0,0

81,20:00-20:15,0,114.24,0,88.5,0,0,0,51.27,15.92,119.6,95.11,0,0,0,0,43.5,456.75,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,15.85,652.99,0,0,0,0,0,0,0,1.6,25.39,0,4.15,0,40.78,59.87,19.78,0,0,1.35,0,0,0,0,335.72,121.17,0,0,0,0,0,0,0

82,20:15-20:30,0,114.24,0,88.5,0,0,0,51.27,15.92,119.6,95.11,0,0,0,0,43.5,456.75,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,15.85,652.99,0,0,0,0,0,0,0,1.6,25.39,0,4.15,0,40.78,59.87,19.78,0,0,1.35,0,0,0,0,335.72,121.17,0,0,0,0,0,0,0

83,20:30-20:45,0,114.24,0,88.5,0,0,0,51.27,15.92,119.6,95.11,0,0,0,0,43.5,543.33,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,15.85,652.99,0,0,0,0,0,0,0,1.6,25.39,0,4.15,0,40.78,59.87,19.78,0,0,1.35,0,0,0,0,335.72,121.17,0,0,0,0,0,0,0

84,20:45-21:00,0,114.24,0,88.5,0,0,0,51.27,3.42,119.6,95.11,0,0,0,0,43.5,543.33,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,15.85,652.99,0,0,0,0,0,0,0,1.6,25.39,0,4.15,0,40.78,59.87,19.78,0,0,1.35,0,0,0,0,335.72,121.17,0,0,0,0,0,0,0

85,21:00-21:15,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,485.61,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,15.85,595.63,0,0,0,0,0,0,0,4.24,25.39,0,4.15,0,40.78,59.87,19.78,0,0,1.35,0,0,0,0,335.72,121.17,1.97,0,0,0,0,0,0

86,21:15-21:30,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,475.99,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,15.85,547.53,0,0,0,0,0,0,0,4.24,25.39,0,4.15,0,40.78,59.87,19.78,0,0,1.35,0,0,0,0,335.72,121.17,1.97,0,0,0,0,0,0

87,21:30-21:45,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,475.99,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,15.85,499.43,0,0,0,0,0,0,0,25.48,25.39,0,4.15,0,40.78,44.91,19.78,0,0,1.35,0,0,0,0,335.72,121.17,1.97,0,0,0,0,0,0

88,21:45-22:00,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,466.37,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,15.85,468.49,0,0,0,0,0,0,0,25.48,25.39,0,4.15,0,40.78,44.91,19.78,0,0,1.35,0,0,0,0,335.72,121.17,1.97,0,0,0,0,0,0

89,22:00-22:15,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,433.23,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,15.85,370.37,0,0,0,0,0,0,0,25.48,18.09,0,10.35,0,32.49,44.91,13.98,0,0,1.35,0,0,0,0,335.72,121.17,1.97,0,0,0,0,0,0

90,22:15-22:30,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,413.99,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,15.85,360.75,0,0,0,0,0,0,0,3.18,18.09,0,10.35,0,32.49,29.94,13.98,0,0,1.35,0,0,0,0,335.72,121.17,1.97,0,0,0,0,0,0

91,22:30-22:45,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,375.51,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,15.85,360.75,0,0,0,0,0,0,0,1.39,18.09,0,10.35,0,32.49,29.94,13.98,0,0,1.35,0,0,0,0,335.72,121.17,2.46,0,0,0,0,0,0

92,22:45-23:00,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,375.51,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,15.85,360.75,0,0,0,0,0,0,0,1.28,18.09,0,10.35,0,28.99,18.06,13.98,0,0,1.35,0,0,0,0,335.72,121.17,2.46,0,0,0,0,0,0

93,23:00-23:15,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,375.51,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,15.85,360.75,0,0,0,0,0,0,0,1.28,14.57,0,10.35,0,26.86,15.04,11.55,0,0,1.35,0,0,0,0,335.72,121.17,2.46,0,0,0,0,0,0

94,23:15-23:30,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,375.51,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0,14.43,15.85,360.75,0,0,0,0,0,0,0,1.28,14.57,0,10.35,0,26.86,0,11.55,0,0,1.35,0,0,0,0,335.72,121.17,2.46,0,0,0,0,0,0

95,23:30-23:45,0,114.24,0,88.5,0,0,0,51.27,0,119.6,85.53,0,0,0,0,38.2,375.51,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0,14.43,15.85,333.81,0,0,0,0,0,0,0,1.28,14.57,0,4.15,0,26.86,0,11.55,0,0,1.35,0,0,0,0,335.72,121.17,2.46,0,0,0,0,0,0

96,23:45-24:00,0,114.24,0,88.5,0,0,0,51.27,0,119.6,81.98,0,0,0,0,37.5,375.51,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0,14.43,15.85,313.61,0,0,0,0,0,0,0,1.28,14.57,0,4.15,0,26.86,0,11.55,0,0,1.35,0,0,0,0,335.72,121.17,2.46,0,0,0,0,0,0

