Column1,Time,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/2563,GNA/NR/2025/03/01/5143,GNA/WR/2025/01/01/8625,GNARE/SR/2025/01/13/4532,GNA/WR/2025/01/01/9606,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,GNA/SR/2025/03/01/7500,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/9482,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/03/01/6406,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/3469,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,GNA/NR/2025/03/01/6891,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_35,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,GNARE/NR/2024/12/20/3668
77,19:00-19:15,8.67,36.62,36.62,0,100,10,50,2.64,31,50,115.26,0,2.3,17.35,86.93,0,1.87,36.62,6.75,272.49,31.29,260.78,0,0,0,31,5.44,0,7.5,0,7.5,24.77,22.5,0.25,0,24.76,6.66,0,0,0,0,0.05,0,0,0,0,0.03

78,19:15-19:30,8.67,36.62,36.62,0,100,9.8,50,2.64,31,50,115.26,0,2.3,17.35,86.93,0,1.87,36.62,6.75,272.49,31.29,260.78,0,0,0,31,5.44,0,7.5,0,7.5,23.44,22.5,0,0,23.44,6.66,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,8.67,36.62,36.62,0,100,9.6,50,2.64,31,50,115.26,0,2.3,17.35,86.93,0,1.87,36.62,6.75,272.49,31.29,260.78,0,0,0,31,6.18,0,7.5,0,7.5,16.67,22.5,0,0,16.66,6.66,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,8.67,36.62,36.62,0,100,9.4,50,2.64,31,50,115.26,0,2.3,17.35,86.93,0,1.87,36.62,6.75,272.49,31.29,260.78,0,0,0,31,6.18,0,7.5,0,7.5,16.67,22.5,0,0,16.66,6.66,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,8.67,36.62,36.62,0,100,9.2,75,2.72,31,50,115.26,0,2.23,17.35,86.93,0,1.77,36.62,6.75,272.49,31.29,260.78,0,0,0,31,6.36,0,7.83,0,7.83,16.67,23.51,0,0,16.66,6.66,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,8.67,36.62,36.62,0,100,8.8,75,2.72,31,50,115.26,0,2.23,17.35,86.93,0,1.77,36.62,6.75,272.49,31.29,260.78,0,0,0,31,6.36,0,8.33,0,8.33,16.67,25.01,0,0,16.66,6.66,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,8.67,36.62,36.62,0,100,8.2,75,2.72,31,50,115.26,0,2.23,17.35,86.93,0,1.77,36.62,6.75,272.49,31.29,260.78,0,0,0,31,6.36,0,8.5,0,8.5,16.67,25.5,0,0,16.66,6.66,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,8.67,36.62,36.62,0,100,7.8,75,2.72,31,50,115.26,0,2.23,17.35,86.93,0,1.77,36.62,6.75,272.49,31.29,260.78,0,0,0,31,6.36,0,8.67,0,8.67,16.67,25.99,0,0,16.66,6.66,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,8.67,36.62,36.62,0,100,12.01,75,1.71,31,50,115.26,0,2.15,17.35,86.93,0,1.77,36.62,6.75,272.49,31.29,260.78,0,0,0,31,6.55,0,8.83,0,8.83,16.67,26.51,0,0,16.66,6.66,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,8.67,36.62,36.62,0,100,11.81,75,1.95,31,50,115.26,0,2.15,17.35,86.93,0,1.77,36.62,6.75,272.49,31.29,260.78,0,0,0,31,6.55,0,9.17,0,9.17,15.67,27.49,0,0,15.66,7.34,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,8.67,36.62,36.62,0,100,11.61,75,2.56,31,50,115.26,0,2.53,17.35,86.93,0,1.77,36.62,6.75,272.49,31.29,260.78,0,0,0,31,6.55,0,8.33,0,8.33,15,25.01,0,0,15,6.66,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,8.67,36.62,36.62,0,100,11,75,2.56,31,50,115.26,0,2.53,17.35,86.93,0,1.77,36.62,6.75,272.49,31.29,260.78,0,0,0,31,6.55,0,8.5,0,8.5,15,25.5,0,0,15,6.66,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,8.67,36.62,36.62,237.82,100,7.4,75,2.56,31,50,115.26,0,2.53,17.35,86.93,0,1.77,36.62,6.75,272.49,31.29,260.78,0,0,79.27,31,6.55,0,8.5,0,8.5,15,25.5,0,0,15,7,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,8.67,36.62,36.62,237.82,100,7.4,75,2.56,31,50,115.26,0,2.53,17.35,86.93,0,1.77,36.62,6.75,272.49,31.29,260.78,0,0,79.27,31,6.55,0,8.67,0,8.67,15,25.99,0,0,15,7.34,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,8.67,36.62,36.62,237.82,100,7.4,75,2.56,31,50,115.26,0,2.53,17.35,86.93,0,1.77,36.62,6.75,272.49,31.29,260.78,0,0,79.27,31,6.55,0,8.83,0,8.83,15,26.51,0,0,15,7.66,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,8.67,36.62,36.62,237.82,100,7.4,75,2.56,31.41,50,115.26,0,2.53,17.35,86.93,0,1.77,36.62,6.75,272.49,31.29,260.78,0,0,79.27,31.41,6.55,0,8.83,0,8.83,15,26.51,0,0,15,8,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,8.67,36.62,36.62,237.82,0,7.4,75,2.56,31.41,50,115.26,0,2.46,17.35,86.93,0,1.77,36.62,6.75,272.49,31.29,260.78,0,0,79.27,31.41,6.55,0,9,0,9,15,27,0,0,15,8.34,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,8.67,36.62,36.62,237.82,0,7.4,75,2.56,31.41,50,115.26,0,2.46,17.35,86.93,0,1.77,36.62,6.75,272.49,31.29,260.78,0,0,79.27,31.41,6.55,0,9,0,9,15,27,0,0,15,8.34,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,8.67,36.62,36.62,237.82,0,7.4,75,2.56,31.41,50,115.26,0,2.46,17.35,86.93,0,1.77,36.62,6.75,272.49,31.29,260.78,0,0,79.27,31.41,6.55,0,9,0,9,15,27,0,0,15,8.34,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,8.67,36.62,36.62,237.82,0,7.4,75,2.56,31.41,50,115.26,0,2.46,17.35,86.93,0,1.77,36.62,6.75,272.49,31.29,260.78,0,0,79.27,31.41,6.55,0,9,0,9,15,27,0,0,15,8.34,0,0,0,0,0,0,0,0,0,0

