Column1,Block,NR/2025/31137/A/91340,NR/2025/31136/A/91328,NR/2025/29985/A/90989,NR/2025/31137/A/91339,NR/2025/31347/A/90869,GNARE/NR/2024/12/20/3668,NR/2025/31138/A/91341,NR/2025/31136/A/91330,NR/2025/31138/A/91342,NR/2025/32157/C,NR/2025/29352/A/91057,NR/2025/30082/A/91394,NR/2025/30086/A/91384,NR/2025/29992/A/90945,NR/2025/30121/A/90872,NR/2025/29915/A/90891,NR/2025/29167/A/90892,NR/2025/27975/A/91332,NR/2025/27973/A/91331,NR/2025/32148/C/Alternate/1,NR/2025/29439/A/90947,NR/2025/32149/C,NR/2025/32128/C,NR/2025/32150/C,NR/2025/27965/A/91327,NR/2025/27966/A/91329,NR/2025/29628/A/91395,NR/2025/32114/C,NR/2025/30067/A/91368,NR/2025/32172/C,NR/2025/32115/C,NR/2025/29353/A/91055,NR/2025/31870/A/90950,NR/2025/29440/A/90829,NR/2025/30084/A/91385,NR/2025/29910/A/91389,NR/2025/31419/A/91046,NR/2025/31420/A/91045,NR/2025/32171/C,NR/2025/32161/C,NR/2025/32162/C,NR/2025/32168/C,NR/2025/32169/C,NR/2025/30217/A/91382,NR/2025/32074/C,NR/2025/27978/A/91412,GNARE/SR/2025/07/24/1197,NR/2025/30083/A/91386,NR/2025/32062/C,NR/2025/31780/A/90987,NR/2025/32099/C,GNA/NR/2025/07/23/7329,GNA/NR/2025/07/01/8139,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/16/7255,NR/2025/32109/C,NR/2025/28728/A/91337,GNA/NR/2025/07/24/8741,NR/2025/30105/A/91383,GNA/NR/2025/07/01/2786,NR/2025/32059/C,NR/2025/30191/A/90870,GNA/NR/2025/07/01/8154,NR/2025/32148/C,NR/2025/30101/A/91408,NR/2025/32170/C,NR/2025/32151/C,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,Total
39,09:30-09:45,0.77,0.96,133,0.29,9.61,68.03,0.19,0.48,0.67,6.85,28.59,0,0,0,0,0,0,0,0,0,0,0,0.96,96.11,0,0,0,0,0,37.14,0,81.69,13.46,0,0,0,0,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.63,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,192.22,0,29.12,48.06,26.63,17.29,1604.7399999999998

40,09:45-10:00,0.77,0.96,144,0.29,9.61,72.91,0.19,0.48,0.67,7.82,28.59,0,0,0,0,0,0,0,0,0,0,0,0.96,96.11,0,0,0,0,0,37.14,0,81.69,13.46,0,0,0,0,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.63,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,192.22,0,29.12,48.06,26.63,17.29,1621.5899999999997

41,10:00-10:15,0.77,0.96,158,0.29,9.61,77.53,0.19,0.48,0.67,7.82,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,0,0,37.14,0,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.63,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.63,17.29,1641.21

42,10:15-10:30,0.77,0.96,168,0.29,9.61,81.74,0.19,0.48,0.67,7.82,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,0,0,37.14,0,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.63,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.63,17.29,1655.42

43,10:30-10:45,0.77,0.96,175,0.29,9.61,84.61,0.19,0.48,0.67,11.52,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,0,0,37.14,0,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.63,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.63,17.29,1668.9899999999998

44,10:45-11:00,0.77,0.96,182,0.29,9.61,86.28,0.19,0.48,0.67,12.8,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,0,0,37.14,0,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.63,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.63,17.29,1678.94

45,11:00-11:15,0.77,0.96,189,0.29,9.61,93.33,0.19,0.48,0.67,14.07,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,0,0,37.14,0,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.63,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.63,17.29,1694.2599999999998

46,11:15-11:30,0.75,0.93,189,0.29,9.61,93.33,0.19,0.48,0.65,15.51,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,0,0,37.14,0,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.63,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.63,17.29,1695.6299999999997

47,11:30-11:45,0.73,0.91,193,0.29,9.61,93.33,0.19,0.48,0.64,16.89,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,0,0,37.14,0,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.63,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.63,17.29,1700.96

48,11:45-12:00,0.72,0.9,193,0.29,9.61,92,0.19,0.48,0.63,18.16,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,0,0,37.14,0,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.63,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.63,17.29,1700.87

49,12:00-12:15,0.71,0.89,193,0.29,9.61,92,0.19,0.48,0.62,19.35,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,0,0,37.14,0,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.7,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.7,17.29,1702.1699999999998

50,12:15-12:30,0.72,0.9,193,0.29,9.61,92,0.19,0.48,0.63,19.64,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,0,0,37.14,0,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.7,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.7,17.29,1702.49

51,12:30-12:45,0.77,0.96,193,0.29,9.61,92,0.19,0.48,0.67,19.9,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,0,0,37.14,0,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.7,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.7,17.29,1702.8999999999999

52,12:45-13:00,0.77,0.96,193,0.29,9.61,91,0.19,0.48,0.67,20.18,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,0,0,37.14,0,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.7,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.7,17.29,1702.18

53,13:00-13:15,0.77,0.96,175,0.29,9.61,90.33,0.19,0.48,0.67,8.8,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,0,0,37.14,0,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.7,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.7,13.16,1668

54,13:15-13:30,0.77,0.96,175,0.29,9.61,90,0.19,0.48,0.67,8.8,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,0,0,37.14,0,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.7,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.7,13.16,1667.67

55,13:30-13:45,0.77,0.96,140,0.29,9.61,85,0.19,0.48,0.67,8.8,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,0,0,37.14,0,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.7,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.7,13.16,1627.67

56,13:45-14:00,0.77,0.96,140,0.29,9.61,85,0.19,0.48,0.67,8.8,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,0,0,37.14,0,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.7,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.7,13.16,1627.67

57,14:00-14:15,0.77,0.96,133,0.29,9.61,78.33,0.19,0.48,0.67,8.8,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,96.11,0,37.14,96.11,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.7,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.7,13.16,1806.2199999999998

58,14:15-14:30,0.77,0.96,133,0.29,9.61,77.67,0.19,0.48,0.67,8.8,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,96.11,0,37.14,96.11,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.7,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.7,13.16,1805.56

59,14:30-14:45,0.77,0.96,133,0.29,9.61,72.2,0.19,0.48,0.67,8.8,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,96.11,0,37.14,96.11,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.7,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.7,13.16,1800.0900000000001

60,14:45-15:00,0.77,0.96,133,0.29,9.61,70.46,0.19,0.48,0.67,8.8,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,96.11,0,37.14,96.11,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.7,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.7,13.16,1798.35

61,15:00-15:15,0.77,0.96,130,0.29,9.61,67.72,0.19,0.48,0.67,10.75,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,96.11,0,37.14,96.11,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.7,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.7,13.16,1794.56

62,15:15-15:30,0.77,0.96,130,0.29,9.61,64.01,0.19,0.48,0.67,10.75,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,96.11,0,37.14,96.11,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.7,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.7,13.16,1790.85

63,15:30-15:45,0.77,0.96,116,0.29,9.61,65.77,0.19,0.48,0.67,10.75,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,96.11,0,37.14,96.11,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.7,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.7,13.16,1778.6100000000001

64,15:45-16:00,0.77,0.96,105,0.29,9.61,60.83,0.19,0.48,0.67,10.75,28.59,0,0,0,0,0,0,0,0,0,0,29.79,0.96,96.11,0,0,0,96.11,0,37.14,96.11,81.69,13.46,0,0,0,1.44,1.63,7.69,76.52,16.57,14.56,43.68,0,44.21,0,0,0,6.73,0,48.06,134.79,0,26.7,19.22,0,40.62,15.23,163.39,40.62,0,0,0,43.68,48.06,0,20.73,161.99,0,29.12,48.06,26.7,13.16,1762.67

65,16:00-16:15,0.77,0.96,98,0.29,9.61,56.31,0.19,0.48,0.67,10.75,28.59,48.06,37.14,44.21,6.73,0,0,96.11,0,0,25.07,29.79,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.96,43.68,16.57,0,0,0,0,0,0,0,7.69,0,96.11,0,14.56,0,134.55,0,134.79,0,26.7,19.22,0,40.62,15.23,163.39,0,40.62,0,29.12,43.68,0,48.06,20.73,161.99,31.18,0,0,26.7,13.16,1890.82

66,16:15-16:30,0.77,0.96,88,0.29,9.61,51.91,0.19,0.48,0.67,10.75,28.59,48.06,37.14,44.21,6.73,0,0,96.11,0,0,25.07,29.79,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.96,43.68,16.57,0,0,0,0,0,0,0,7.69,0,96.11,0,14.56,0,134.55,0,134.79,0,26.7,19.22,0,40.62,15.23,163.39,0,40.62,0,29.12,43.68,0,48.06,20.73,161.99,31.18,0,0,26.7,13.16,1876.4200000000003

67,16:30-16:45,0.77,0.96,84,0.29,9.61,50.23,0.19,0.48,0.67,10.75,28.59,48.06,37.14,44.21,6.73,0,0,96.11,0,0,25.07,29.79,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.96,43.68,16.57,0,0,0,0,0,0,0,7.69,0,96.11,0,14.56,0,134.55,0,134.79,0,26.7,19.22,0,40.62,15.23,163.39,0,40.62,0,29.12,43.68,0,48.06,20.73,161.99,31.18,0,0,26.7,13.16,1870.74

68,16:45-17:00,0.71,0.89,74,0.29,9.61,46.15,0.19,0.48,0.62,8.8,28.59,48.06,37.14,44.21,6.73,0,0,96.11,0,0,25.07,29.79,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.96,43.68,16.57,0,0,0,0,0,0,0,7.69,0,96.11,0,14.56,0,134.55,0,134.79,0,26.7,19.22,0,40.62,15.23,163.39,0,40.62,0,29.12,43.68,0,48.06,20.73,161.99,31.18,0,0,26.7,13.16,1854.53

69,17:00-17:15,0.59,0.74,63,0.29,0,40.54,0.19,0.48,0.52,8.15,28.59,48.06,37.14,44.21,6.73,0,0,96.11,0,0,25.07,29.79,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.86,43.68,16.57,0,0,0,0,0,0,0,7.69,0,96.11,0,14.56,0,134.55,0,134.79,0,26.7,19.22,0,40.62,15.23,163.39,0,40.62,0,29.12,43.68,0,48.06,20.73,161.99,31.18,0,0,26.7,18.67,1832.6999999999998

70,17:15-17:30,0.5,0.62,53,0.29,0,34.73,0.19,0.48,0.43,7.87,28.59,48.06,37.14,44.21,6.73,0,0,96.11,0,0,25.07,29.79,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.86,43.68,16.57,0,0,0,0,0,0,0,7.69,0,96.11,0,14.56,0,134.55,0,134.79,0,26.7,19.22,0,40.62,15.23,163.39,0,40.62,0,29.12,43.68,0,48.06,20.73,161.99,31.18,0,0,26.7,18.67,1816.31

71,17:30-17:45,0.25,0.32,42,0.29,0,31.71,0.19,0.48,0.22,7.69,28.59,48.06,37.14,44.21,6.73,0,0,96.11,0,0,25.07,29.79,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.86,43.68,16.57,0,0,0,0,0,0,0,7.69,0,96.11,0,14.56,0,134.55,0,134.79,0,26.7,19.22,0,40.62,15.23,163.39,0,40.62,0,29.12,43.68,0,48.06,20.73,161.99,31.18,0,0,26.7,18.67,1801.35

72,17:45-18:00,0.21,0.26,35,0.29,0,24.82,0.19,0.48,0.15,7.76,28.59,48.06,37.14,44.21,6.73,0,0,96.11,0,0,25.07,29.79,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.86,43.68,16.57,0,0,0,0,0,0,0,7.69,0,96.11,0,14.56,0,134.55,0,134.79,0,26.7,19.22,0,40.62,15.23,163.39,0,40.62,0,29.12,43.68,0,48.06,20.73,161.99,31.18,0,0,26.7,18.67,1787.3600000000001

73,18:00-18:15,0.14,0.18,28,0.26,0,19.28,0.17,0.43,0.11,8.57,28.59,48.06,37.14,44.21,6.73,0,0,96.11,0,0,25.07,29.79,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.86,43.68,16.57,0,0,0,0,0,0,0,7.69,0,96.11,0,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,0,29.12,43.68,0,48.06,20.73,161.99,31.18,0,0,25.6,18.67,1742.59

74,18:15-18:30,0.06,0.08,18,0.18,0,13.85,0.12,0.3,0.05,6.23,28.59,48.06,37.14,44.21,6.73,0,0,96.11,0,0,25.07,29.79,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.86,43.68,16.57,0,0,0,0,0,0,0,7.69,0,96.11,0,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,0,29.12,43.68,0,48.06,20.73,161.99,31.18,0,0,25.6,18.67,1724.32

75,18:30-18:45,0.02,0.03,7,0.11,0,8.97,0.07,0.17,0.02,4.07,28.59,48.06,37.14,44.21,6.73,0,0,96.11,0,0,25.07,29.79,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.86,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,0,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,0,29.12,43.68,0,48.06,20.73,161.99,31.18,0,0,17.76,18.67,1700.7199999999998

76,18:45-19:00,0,0,5,0.06,0,3.08,0.04,0.09,0,2.6,28.59,48.06,37.14,44.21,6.73,0,0,96.11,0,0,25.07,29.79,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.86,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,0,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,0,29.12,43.68,0,48.06,20.73,161.99,31.18,0,0,10.6,18.67,1683.9699999999996

77,19:00-19:15,0,0,1,0,0,1.73,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,0,96.11,0,0,25.07,0,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,0,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,0,29.12,43.68,0,48.06,20.73,192.22,31.18,0,0,29.5,18.67,1695.22

78,19:15-19:30,0,0,0,0,0,0.77,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,0,96.11,0,0,25.07,0,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,0,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,0,29.12,43.68,0,48.06,20.73,192.22,31.18,0,0,29.5,18.67,1693.26

79,19:30-19:45,0,0,0,0,0,0.1,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,0,96.11,0,0,25.07,0,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,0,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,0,29.12,43.68,0,48.06,20.73,192.22,31.18,0,0,29.5,18.67,1692.59

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,0,96.11,0,0,25.07,0,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,0,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,0,29.12,43.68,0,48.06,20.73,192.22,31.18,0,0,29.5,18.67,1692.49

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,54.06,96.11,0,0,25.07,0,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,70,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,144.16,29.12,43.68,0,48.06,20.73,192.22,31.18,0,0,29.5,18.67,1960.71

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,54.06,96.11,0,0,25.07,0,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,70,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,144.16,29.12,43.68,0,48.06,20.73,192.22,31.18,0,0,29.5,18.67,1960.71

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,54.06,96.11,0,0,25.07,0,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,70,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,144.16,29.12,43.68,0,48.06,20.73,192.22,31.18,0,0,29.5,18.67,1960.71

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,54.06,96.11,0,0,25.07,0,0,0,0,96.11,76.52,0,0,0,0,81.69,13.46,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,70,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,144.16,29.12,43.68,0,48.06,20.73,192.22,31.18,0,0,29.5,18.67,1960.71

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,54.06,96.11,0,0,25.07,0,0,0,0,96.11,105.72,0,0,0,0,81.69,13.46,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,70,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,144.16,29.12,43.68,0,48.06,20.73,192.22,31.18,0,0,29.5,18.21,1989.4499999999998

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,54.06,96.11,0,0,25.07,0,0,0,0,96.11,105.72,0,0,0,0,81.69,13.46,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,70,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,144.16,29.12,43.68,0,48.06,20.73,192.22,31.18,0,0,29.5,18.21,1989.4499999999998

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,54.06,96.11,0,0,25.07,0,0,0,0,96.11,105.72,0,0,0,0,81.69,13.46,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,70,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,144.16,29.12,43.68,0,48.06,20.73,192.22,31.18,0,0,29.5,18.21,1989.4499999999998

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,54.06,96.11,0,0,25.07,0,0,0,0,96.11,105.72,0,0,0,0,81.69,13.46,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,70,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,144.16,29.12,43.68,0,48.06,20.73,192.22,31.18,0,0,29.5,18.21,1989.4499999999998

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,54.06,96.11,0,0,25.07,0,0,0,0,96.11,105.72,0,0,0,0,81.69,13.46,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,70,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,144.16,29.12,43.68,0,48.06,20.73,192.22,31.18,0,0,29.5,18.03,1989.2699999999998

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,54.06,96.11,0,0,25.07,0,0,0,0,96.11,105.72,0,0,0,0,81.69,13.46,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,70,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,144.16,29.12,43.68,0,48.06,20.73,192.22,31.18,0,0,29.5,18.03,1989.2699999999998

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,54.06,96.11,0,13.77,25.07,0,0,0,0,96.11,105.72,0,0,0,0,81.69,12.49,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,70,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,144.16,29.12,43.68,0,48.06,20.73,178.45,31.18,0,0,29.5,18.03,1988.3

