Column1,Time,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,GNARE/SR/2025/01/13/4532,L_NR_2019_19,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/2868,GNA/NR/2025/04/01/8456,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/7786,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/06/01/5280,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/01/9719,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/07/5932,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/01/9257,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8964,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/14/1761,GNA/NR/2025/06/14/5424,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/2569,NR/01102023/06022042/L_NR_2012_02
66,16:15-16:30,38.51,3,37,31.72,12.83,0,22,33,20,12.71,0,43,9,33,12.83,0,41.62,21.46,32,28.99,5.81,7.19,193.26,48.32,87.16,5.56,10.78,8.62,11.91,13.04,24.16,7.19,15.35,-0,31.29,100.67,24.16,0,273.22,0,63.56,17,48.32,11.9,24.16,0,0,57.96,10.28,48.32,62.81,130.74

67,16:30-16:45,42,3.67,37,27.84,14,0,18,33,10,6.67,0,37,9,33,14,0,41.02,21.46,32,28.99,5.81,6.43,193.26,48.32,87.16,4.97,10.78,9.08,11.91,13.04,24.16,6.43,15.35,-0,31.29,100.67,24.16,0,273.22,0,33.33,23,48.32,11.9,24.16,0,0,57.96,10.45,48.32,62.81,130.74

68,16:45-17:00,44.51,4.33,33,27.64,14.83,0,17,33,5,6.67,0,33,8,33,14.83,0,40.22,21.46,32,28.99,5.81,5.66,193.26,48.32,87.16,4.38,10.78,9.08,11.91,13.04,24.16,5.66,15.35,-0,31.29,100.67,24.16,0,273.22,0,33.33,23,48.32,11.9,24.16,0,0,57.96,10.45,48.32,62.81,130.74

69,17:00-17:15,49.01,5,28,13.33,16.33,0,15,33,2,6.56,0,30,7,33,16.33,0,37.42,18.59,32,28.99,5.81,4.94,193.26,48.32,87.16,3.82,10.78,9.56,11.91,13.5,24.16,4.94,15.35,-0,31.29,100.67,24.16,32,273.22,0,32.79,24,48.32,11.9,24.16,0,0,57.96,10.6,48.32,62.81,130.74

70,17:15-17:30,53.51,6.67,22,13.33,17.83,0,12,33,0,5.61,0,25,6,33,17.83,0,36.01,15.49,32,28.99,5.81,4.21,193.26,48.32,87.16,3.26,10.78,9.56,11.91,13.5,24.16,4.21,15.35,-0,31.29,100.67,24.16,32,273.22,0,28.04,21,48.32,11.9,24.16,0,0,57.96,10.6,48.32,62.81,130.74

71,17:30-17:45,58.5,8.33,19,13.33,19.5,0,7,30.4,0,4.66,0,15,5,30.37,19.5,0,41.02,12.3,32,28.99,5.81,3.48,193.26,48.32,87.16,2.69,10.78,10.02,11.91,13.5,24.16,3.48,15.35,-0,31.29,100.67,24.16,32,273.22,0,23.29,13,48.32,11.9,24.16,0,0,57.96,10.6,48.32,62.81,130.74

72,17:45-18:00,63,10,13,12.77,21,0,7,20.17,0,3.71,0,13,4,20.45,21,0,39.22,9.26,32,28.99,5.81,2.75,193.26,48.32,87.16,2.13,10.78,10.02,11.91,13.5,24.16,2.75,15.35,-0,31.29,100.67,24.16,32,273.22,0,18.54,10,48.32,11.9,24.16,0,0,57.96,10.6,48.32,62.81,130.74

73,18:00-18:15,70.5,13.33,9,10.26,23.5,0,3,0,0,2.99,0,7,3,0,23.5,0,43.02,13.56,32,28.99,10.34,2.23,193.26,48.32,87.16,1.73,10.78,10.49,11.91,13.96,24.16,2.23,15.35,-0,31.29,100.67,24.16,32,273.22,0,14.95,8,48.32,11.9,24.16,48.32,40.29,57.96,10.6,48.32,62.81,130.74

74,18:15-18:30,73.99,16.67,4,7.83,24.67,0,2,0,0,2.27,0,3,2,0,24.67,0,43.02,9.74,32,28.99,10.34,1.72,193.26,48.32,87.16,1.33,10.78,10.49,11.91,13.96,24.16,1.72,15.35,-0,31.29,100.67,24.16,32,273.22,0,11.35,3,48.32,11.9,24.16,48.32,40.29,57.96,10.6,48.32,62.81,130.74

75,18:30-18:45,77.51,20,2,5.51,25.83,0,1,0,0,1.55,0,2,1,0,25.83,0,43.02,6.49,32,28.99,10.34,0.67,193.26,48.32,87.16,0.52,10.78,10.96,11.91,13.96,24.16,0.67,15.35,-0,31.29,100.67,24.16,32,273.22,0,7.76,2,48.32,11.9,24.16,48.32,40.29,57.96,10.6,48.32,62.81,130.74

76,18:45-19:00,80.51,19.67,1,3.27,26.83,0,0,0,0,0.83,0,1,0,0,26.83,0,41.62,3.27,32,28.99,10.34,0,193.26,48.32,87.16,0,10.78,10.96,11.91,13.96,24.16,0,15.35,-0,31.29,100.67,24.16,32,273.22,0,4.16,0,48.32,11.9,24.16,48.32,40.29,57.96,10.6,48.32,62.81,130.74

77,19:00-19:15,80.51,21.67,0,1.85,26.83,0,0,0,0,0.63,0,0,0,0,26.83,0,41.01,0.79,32,28.99,7.77,0,193.26,48.32,69.17,0,10.78,11.33,11.91,14.43,24.16,0,11.07,-0,31.29,100.67,24.16,32,273.22,0,3.12,0,48.32,11.9,24.16,48.32,40.29,57.96,10.6,48.32,62.81,98.75

78,19:15-19:30,79.99,21.33,0,0.67,26.67,0,0,0,0,0.42,0,0,0,0,26.67,0,40.61,0,32,28.99,7.77,0,193.26,48.32,69.17,0,10.78,11.33,11.91,14.43,24.16,0,11.07,-0,31.29,100.67,24.16,32,273.22,0,2.09,0,48.32,11.9,24.16,48.32,40.29,57.96,10.6,48.32,62.81,98.75

79,19:30-19:45,95.51,29.33,0,0,31.83,0,0,0,0,0.21,0,0,0,0,31.83,0,41.42,0,32,28.99,10.34,0,193.26,48.32,87.16,0,10.78,11.57,11.91,14.43,24.16,0,15.35,-0,31.29,100.67,24.16,32,273.22,0,1.06,0,48.32,11.9,24.16,48.32,40.29,57.96,10.6,48.32,62.81,130.74

80,19:45-20:00,94.01,29,0,0,31.33,0,0,0,0,0,0,0,0,0,31.33,0,41.02,0,32,28.99,10.34,0,193.26,48.32,87.16,0,10.78,11.57,11.91,14.43,24.16,0,15.35,-0,31.29,100.67,24.16,32,273.22,0,0,0,48.32,11.9,24.16,48.32,40.29,57.96,10.6,48.32,62.81,130.74

81,20:00-20:15,93.49,28.67,0,0,31.17,0,0,0,0,0,0,0,0,0,31.17,0,42.62,0,32,28.99,10.34,0,0,48.32,87.16,0,10.78,11.57,11.91,15.07,24.16,0,15.35,-0,31.29,100.67,24.16,32,273.22,0,0,0,48.32,11.9,24.16,48.32,40.29,57.96,10.6,48.32,62.81,130.74

82,20:15-20:30,93,27.33,0,0,31,0,0,0,0,0,0,0,0,0,31,0,39.62,0,32,28.99,10.34,0,0,48.32,87.16,0,10.78,11.57,11.91,15.07,24.16,0,15.35,-0,31.29,100.67,24.16,32,273.22,0,0,0,48.32,11.9,24.16,48.32,40.29,57.96,10.6,48.32,62.81,130.74

83,20:30-20:45,92.51,27.33,0,0,30.83,0,0,0,0,0,0,0,0,0,30.83,0,34.61,0,32,28.99,10.34,0,0,48.32,87.16,0,10.78,11.57,11.91,15.07,24.16,0,15.35,-0,31.29,100.67,24.16,32,273.22,0,0,0,48.32,11.9,24.16,48.32,40.29,57.96,10.6,48.32,62.81,130.74

84,20:45-21:00,91.99,27,0,0,30.67,0,0,0,0,0,0,0,0,0,30.67,0,29.21,0,32,28.99,10.34,0,0,48.32,87.16,0,10.78,11.57,11.91,15.07,24.16,0,15.35,-0,31.29,100.67,24.16,32,273.22,0,0,0,48.32,11.9,24.16,48.32,40.29,57.96,10.6,48.32,62.81,130.74

85,21:00-21:15,91.01,26,0,0,30.33,0,0,0,0,0,0,0,0,0,30.33,0,28.41,0,32,28.99,10.34,0,0,48.32,87.16,0,10.78,11.57,11.91,15.54,24.16,0,15.35,-0,31.29,100.67,24.16,32,273.22,0,0,0,48.32,11.9,24.16,48.32,88.61,57.96,10.6,48.32,62.81,130.74

86,21:15-21:30,90.49,25.67,0,0,30.17,0,0,0,0,0,0,0,0,0,30.17,0,25.61,0,32,28.99,10.34,0,0,48.32,87.16,0,10.78,11.57,11.91,15.54,24.16,0,15.35,-0,31.29,100.67,24.16,32,273.22,0,0,0,48.32,11.9,24.16,48.32,88.61,57.96,10.6,48.32,62.81,130.74

87,21:30-21:45,90.49,25.33,0,0,30.17,0,0,0,0,0,0,0,0,0,30.17,0,26.81,0,32,28.99,10.34,0,0,48.32,87.16,0,10.78,11.57,11.91,15.54,24.16,0,15.35,-0,31.29,100.67,24.16,32,273.22,0,0,0,48.32,11.9,24.16,48.32,88.61,57.96,10.6,48.32,62.81,130.74

88,21:45-22:00,90,23.67,0,0,30,0,0,0,0,0,0,0,0,0,30,0,23.61,0,32,28.99,10.34,0,0,48.32,87.16,0,10.78,11.57,11.91,15.54,24.16,0,15.35,-0,31.29,100.67,24.16,32,273.22,0,0,0,48.32,11.9,24.16,48.32,88.61,57.96,10.6,48.32,62.81,130.74

89,22:00-22:15,81,23.33,0,0,27,0,0,0,0,0,0,0,0,0,27,0,20.81,0,32,28.99,10.34,0,0,48.32,87.16,0,10.78,11.57,11.91,15.54,24.16,0,15.35,-0,31.29,100.67,24.16,32,273.22,0,0,0,48.32,11.9,24.16,48.32,88.61,57.96,10.6,48.32,62.81,130.74

90,22:15-22:30,79.99,23.33,0,0,26.67,0,0,0,0,0,0,0,0,0,26.67,0,19.01,0,32,28.99,10.34,0,0,48.32,87.16,0,10.78,11.57,11.91,15.54,24.16,0,15.35,-0,31.29,100.67,24.16,32,273.22,0,0,0,48.32,11.9,24.16,48.32,88.61,57.96,10.6,48.32,62.81,130.74

91,22:30-22:45,78,22.33,0,0,26,0,0,0,0,0,0,0,0,0,26,0,25.01,0,32,28.99,10.34,0,0,48.32,87.16,0,10.78,11.57,11.91,15.54,24.16,0,15.35,-0,31.29,100.67,24.16,32,273.22,0,0,0,48.32,11.9,24.16,48.32,88.61,57.96,10.6,48.32,62.81,130.74

92,22:45-23:00,76.5,21.33,0,0,25.5,0,0,0,0,0,0,0,0,0,25.5,0,24.01,0,32,28.99,10.34,0,0,48.32,87.16,0,10.78,11.57,11.91,15.54,24.16,0,15.35,-0,31.29,100.67,24.16,32,273.22,0,0,0,48.32,11.9,24.16,48.32,88.61,57.96,10.6,48.32,62.81,130.74

93,23:00-23:15,75,21,0,0,25,0,0,0,0,0,0,0,0,0,25,0,36.01,0,32,28.99,10.34,0,0,48.32,87.16,0,10.78,10.77,11.91,15.54,24.16,0,15.35,-0,31.29,100.67,24.16,32,273.22,0,0,0,48.32,11.9,24.16,48.32,88.61,57.96,10.6,48.32,62.81,130.74

94,23:15-23:30,73.99,19.67,0,0,24.67,0,0,0,0,0,0,0,0,0,24.67,0,33.01,0,32,28.99,10.34,0,0,48.32,87.16,0,10.78,10.77,11.91,15.54,24.16,0,15.35,-0,30.28,100.67,24.16,32,273.22,0,0,0,48.32,11.9,24.16,48.32,88.61,57.96,10.6,48.32,62.81,130.74

95,23:30-23:45,72.49,18.33,0,0,24.17,0,0,0,0,0,0,0,0,0,24.17,0,40.02,0,32,28.99,10.34,0,0,48.32,0,0,10.78,10.77,11.91,15.54,24.16,0,15.35,-0,30.28,100.67,24.16,32,273.22,0,0,0,48.32,11.9,24.16,48.32,88.61,57.96,10.6,48.32,62.81,130.74

96,23:45-24:00,70.99,21.67,0,0,23.67,0,0,0,0,0,0,0,0,0,23.67,0,40.02,0,32,28.99,10.34,0,0,48.32,0,0,10.78,10.77,11.91,15.54,24.16,0,15.35,-0,30.28,100.67,24.16,32,273.22,0,0,0,48.32,12.18,24.16,48.32,88.61,57.96,10.6,48.32,62.81,130.74

