Block,Time,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01112023/30112023/HP-10,NR/03112023/30112023/IEX-231101-05680,NR/01102023/06022042/L_NR_2012_07,NR/01112023/30112023/HP-09,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/26072023/25122043/L_NR_2023_10,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01112023/30112023/KSEB_BYPL-NOV23,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02012046/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/21112023/30112023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13
69,17:00-17:15,0.000000,19.660000,1.630000,0.590000,24.100000,271.150000,117.620000,1.840000,0.600000,100.980000,30.850000,48.200000,176.100000,48.200000,86.960000,0.000000,0.590000,260.890000,2.040000,6,7.43,0.88,144.62,21.81,0,28.97,9,9.66,0,15.48,10.3,0,96.410000,9.64,1.448727,4,14,5,21.81,1.31,1.22,3.09

70,17:15-17:30,0.000000,15.800000,1.630000,0.350000,24.100000,271.150000,117.620000,1.840000,0.360000,100.980000,30.850000,48.200000,176.100000,48.200000,86.960000,0.000000,0.350000,260.890000,2.040000,3,11.01,0,144.62,22.47,0,29.66,7,9.89,0,8.7,10.66,0,96.410000,9.88,0.427812,3,7,3,22.47,0.26,0.58,1.74

71,17:30-17:45,0.000000,0.000000,1.630000,0.150000,25.070000,271.150000,117.620000,1.840000,0.160000,100.980000,30.850000,48.200000,176.100000,48.200000,86.960000,0.000000,0.150000,260.890000,2.040000,1,11.08,0,144.62,23.18,0,29,3,9.67,0,3.87,10.6,0,96.410000,9.65,0,2,4,2,23.18,0,0,0.77

72,17:45-18:00,0.000000,0.000000,1.630000,0.010000,25.070000,271.150000,117.620000,1.840000,0.010000,100.980000,30.850000,48.200000,176.100000,48.200000,86.960000,0.000000,0.010000,260.890000,2.040000,0,10.72,0,144.62,23.54,0,28.6,0,9.53,0,0.97,10.18,0,96.410000,9.55,0,0,0,0,23.54,0,0,0.19

73,18:00-18:15,0.000000,15.800000,1.550000,0.010000,25.070000,271.150000,117.620000,1.690000,0.010000,100.980000,30.850000,48.200000,98.350000,48.200000,86.960000,0.000000,0.010000,260.890000,2.040000,0,10.3,0,144.62,20.66,0,28.5,0,9.5,0,0,10.21,0,96.410000,9.49,0,0,0,0,20.66,0,0,0

74,18:15-18:30,0.000000,19.660000,1.550000,0.000000,25.070000,271.150000,117.620000,1.690000,0.000000,100.980000,30.850000,48.200000,98.350000,48.200000,86.960000,0.000000,0.000000,260.890000,2.040000,0,9.9,0,144.62,21.61,0,28.67,0,9.56,0,0,10.12,0,96.410000,9.55,0,0,0,0,21.61,0,0,0

75,18:30-18:45,0.000000,25.030000,1.550000,0.000000,25.070000,271.150000,117.620000,1.690000,0.000000,100.980000,30.850000,48.200000,98.350000,48.200000,86.960000,0.000000,0.000000,260.890000,2.040000,0,9.1,0,144.62,22.36,0,28.83,0,9.61,0,0,10.32,0,96.410000,9.6,0,0,0,0,22.36,0,0,0

76,18:45-19:00,0.000000,25.030000,1.550000,0.000000,25.070000,271.150000,117.620000,1.690000,0.000000,100.980000,30.850000,48.200000,98.350000,48.200000,86.960000,0.000000,0.000000,260.890000,2.040000,0,8.63,0,144.62,22.34,0,28.3,0,9.43,0,0,9.95,0,96.410000,9.44,0,0,0,0,22.34,0,0,0

77,19:00-19:15,0.000000,25.670000,1.550000,0.000000,25.070000,271.150000,117.620000,1.690000,0.000000,100.980000,25.670000,48.200000,98.350000,48.200000,86.960000,0.000000,0.000000,260.890000,2.040000,0,8.42,0,144.62,22.59,0,30.1,0,10.03,0,0,9.77,0,96.410000,10.05,0,0,0,0,22.59,0,0,0

78,19:15-19:30,0.000000,25.670000,1.550000,0.000000,25.070000,271.150000,117.620000,1.690000,0.000000,100.980000,25.670000,48.200000,98.350000,48.200000,86.960000,0.000000,0.000000,260.890000,2.040000,0,8.23,0,144.62,22.44,0,32.62,0,10.87,0,0,9.4,0,96.410000,10.88,0,0,0,0,22.44,0,0,0

79,19:30-19:45,0.000000,25.670000,1.550000,0.000000,25.070000,271.150000,117.620000,1.690000,0.000000,100.980000,25.670000,48.200000,98.350000,48.200000,86.960000,0.000000,0.000000,260.890000,2.040000,0,7.93,0,144.62,21.79,0,34.91,0,11.64,0,0,9.27,0,96.410000,11.63,0,0,0,0,21.79,0,0,0

80,19:45-20:00,0.000000,25.670000,1.550000,0.000000,25.070000,271.150000,117.620000,1.690000,0.000000,100.980000,25.670000,48.200000,98.350000,48.200000,86.960000,0.000000,0.000000,260.890000,2.040000,0,7.48,0,144.62,20.51,0,38.4,0,12.8,0,0,9.03,0,96.410000,12.81,0,0,0,0,20.51,0,0,0

81,20:00-20:15,0.000000,25.670000,1.480000,0.000000,25.070000,271.150000,117.620000,1.690000,0.000000,100.980000,25.670000,48.200000,98.350000,48.200000,86.960000,0.000000,0.000000,260.890000,2.000000,0,7.42,0,144.62,31.75,0,39.18,0,13.06,0,0,9.01,0,96.410000,13.06,0,0,0,0,31.75,0,0,0

82,20:15-20:30,0.000000,25.670000,1.480000,0.000000,25.070000,271.150000,96.410000,1.690000,0.000000,100.980000,25.670000,48.200000,98.350000,48.200000,86.960000,0.000000,0.000000,260.890000,2.000000,0,7.36,0,144.62,31.38,0,40.02,0,13.34,0,0,9,0,96.410000,13.34,0,0,0,0,31.38,0,0,0

83,20:30-20:45,0.000000,25.670000,1.480000,0.000000,24.100000,271.150000,71.730000,1.690000,0.000000,100.980000,25.670000,48.200000,98.350000,48.200000,86.960000,0.000000,0.000000,260.890000,2.000000,0,7.38,0,144.62,30.83,0,41.55,0,13.85,0,0,9.1,0,96.410000,13.85,0,0,0,0,30.83,0,0,0

84,20:45-21:00,0.000000,25.670000,1.480000,0.000000,24.100000,271.150000,71.730000,1.690000,0.000000,86.770000,25.670000,48.200000,98.350000,48.200000,68.000000,0.000000,0.000000,260.890000,2.000000,0,7.45,0,144.62,30.09,0,44.39,0,14.8,0,0,9.62,0,96.410000,14.79,0,0,0,0,30.09,0,0,0

85,21:00-21:15,0.000000,26.020000,1.480000,0.000000,24.100000,271.150000,71.730000,1.610000,0.000000,77.130000,26.020000,48.200000,98.350000,48.200000,68.000000,0.000000,0.000000,260.890000,2.000000,0,7.56,0,144.62,30.4,0,43.81,0,14.6,0,0,7.34,0,96.410000,14.62,0,0,0,0,30.4,0,0,0

86,21:15-21:30,0.000000,26.020000,1.480000,0.000000,24.100000,271.150000,71.730000,1.610000,0.000000,77.130000,26.020000,48.200000,98.350000,48.200000,68.000000,0.000000,0.000000,234.190000,2.000000,0,7.74,0,144.62,29.83,0,42.04,0,14.01,0,0,7.34,0,96.410000,14.03,0,0,0,0,29.83,0,0,0

87,21:30-21:45,0.000000,26.020000,1.480000,0.000000,23.140000,271.150000,71.730000,1.610000,0.000000,65.070000,26.020000,48.200000,98.350000,48.200000,68.000000,0.000000,0.000000,234.190000,2.000000,0,8.03,0,144.62,28.77,0,39.05,0,13.02,0,0,7.34,0,96.410000,13.01,0,0,0,0,28.77,0,0,0

88,21:45-22:00,0.000000,26.020000,1.480000,0.000000,23.140000,271.150000,71.730000,1.610000,0.000000,57.850000,26.020000,48.200000,98.350000,48.200000,68.000000,0.000000,0.000000,234.190000,2.000000,0,8.28,0,144.62,28.3,0,36.9,0,12.3,0,0,7.34,0,96.410000,12.31,0,0,0,0,28.3,0,0,0

89,22:00-22:15,0.000000,26.020000,1.400000,0.000000,23.140000,271.150000,71.730000,1.610000,0.000000,79.010000,26.020000,48.200000,98.350000,48.200000,68.000000,76.640000,0.000000,205.270000,2.000000,0,8.45,0,144.62,50.12,0,37.68,0,12.56,0,0,7.34,0,96.410000,12.56,0,0,0,0,50.12,0,0,0

90,22:15-22:30,0.000000,26.020000,1.400000,0.000000,23.140000,271.150000,71.730000,1.610000,0.000000,65.070000,26.020000,48.200000,98.350000,48.200000,68.000000,76.640000,0.000000,205.270000,2.000000,0,8.55,0,144.62,49.45,0,39.18,0,13.06,0,0,7.34,0,96.410000,13.06,0,0,0,0,49.45,0,0,0

91,22:30-22:45,0.000000,26.020000,1.400000,0.000000,23.140000,271.150000,71.730000,1.610000,0.000000,57.620000,26.020000,48.200000,98.350000,48.200000,68.000000,76.640000,0.000000,205.270000,2.000000,0,8.52,0,144.62,48.45,0,40.16,0,13.39,0,0,7.34,0,96.410000,13.38,0,0,0,0,48.45,0,0,0

92,22:45-23:00,0.000000,26.020000,1.400000,0.000000,23.140000,271.150000,71.730000,1.610000,0.000000,43.380000,26.020000,48.200000,98.350000,48.200000,68.000000,76.640000,0.000000,205.270000,2.000000,0,8.43,0,144.62,46.21,0,40.49,0,13.49,0,0,7.34,0,96.410000,13.5,0,0,0,0,46.21,0,0,0

93,23:00-23:15,0.000000,26.020000,1.400000,0.000000,23.140000,271.150000,71.730000,1.530000,0.000000,48.330000,26.020000,48.200000,98.350000,48.200000,43.900000,76.640000,0.000000,205.270000,2.000000,0,8.4,0,144.62,43.43,0,41.92,0,13.97,0,0,7.34,0,96.410000,13.98,0,0,0,0,43.43,0,0,0

94,23:15-23:30,0.000000,26.020000,1.400000,0.000000,23.140000,271.150000,71.730000,1.530000,0.000000,48.330000,26.020000,48.200000,98.350000,48.200000,31.820000,76.640000,0.000000,205.270000,2.000000,0,8.61,0,144.62,40.12,0,42.92,0,14.31,0,0,7.34,0,96.410000,14.31,0,0,0,0,40.12,0,0,0

95,23:30-23:45,0.000000,26.020000,1.400000,0.000000,23.140000,231.380000,71.730000,1.530000,0.000000,48.330000,26.020000,48.200000,98.350000,48.200000,31.820000,76.640000,0.000000,157.060000,2.000000,0,8.77,0,144.62,35.12,0,40.99,0,13.66,0,0,7.34,0,96.410000,13.67,0,0,0,0,35.12,0,0,0

96,23:45-24:00,0.000000,26.020000,1.400000,0.000000,23.140000,192.820000,71.730000,1.530000,0.000000,48.330000,26.020000,48.200000,98.350000,48.200000,31.820000,76.640000,0.000000,108.860000,2.000000,0,8.97,0,144.62,33.33,0,40,0,13.33,0,0,7.34,0,96.410000,13.34,0,0,0,0,33.33,0,0,0

