Block,Time,CHAMERA1,KHSTPP-II,ANTA_RF,AURY_GF,BSIUL,DHAULIGNGA,DULHASTI,JHAJJAR,KKNP,KKNPPU2,KUDGI,NAPP,NLCIIST2,NNTPP,RIHAND3,RSTPSU1TO6,TEHRI,DADRI_GF,CHAMERA3,NLCEXP,PARBATI3,RAPPB,TALA,TANAKPUR,ANTA_CRF,ANTA_GF,DADRI_LF,DADRT2,KHSTPP-I,KOLDAM,NLCIIST1,RAPPC,SIMHST1,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,AURY_LF,NJPC,RIHAND1,RIHAND2,SEWA2,SINGRAULI,TANDA2,UNCHAHAR4,URI,BRBCL,CHAMERA2,KISHANGANGA,MAPS,NTPL,RSTPSU7,SASAN,SIMHST2,TelanganaSTPP,VALLURNTECL,NLCTS2EXP,RAMPUR,SALAL,SINGRAULI_HYDRO,AURY_RF,FSTPP I & II,KGSU1AND2,KGSU3AND4,KOTESHWR,TALST2,URI2,ANTA_LF,AURY_CRF,DADRI_CRF,DADRI_RF
65,16:00-16:15,0,98.87,40.95,0,0,0,16.48,654.31,0,0,0,42.29,0,0,124.32,0,16.38,0,0,0,0,0,0,3.85,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,23.39,92,118.76,0,139.68,0,0,3.86,20,0,0,0,0,0,418.77,0,0,0,0,0,12.78,0,70.37,20.8,0,0,8.87,0,4.57,0,0,0,66.85

66,16:15-16:30,0,98.87,40.95,0,0,0,16.48,654.31,0,0,0,42.29,0,0,124.32,0,16.38,0,0,0,0,0,0,3.85,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,46.78,92,118.76,0,139.68,0,0,3.86,20,0,0,0,0,0,418.77,0,0,0,0,0,12.78,0,70.37,20.8,0,0,8.87,0,4.57,0,0,0,66.85

67,16:30-16:45,0,98.87,40.95,0,0,0,16.48,654.31,0,0,0,42.29,0,0,124.32,0,30.87,0,0,0,0,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,46.78,92,118.76,0,133.5,0,0,3.86,20,0,0,0,0,0,418.77,0,0,0,0,0,12.78,0,70.37,20.8,0,0,8.87,0,4.57,0,0,0,66.85

68,16:45-17:00,0,98.87,40.95,0,0,0,16.48,654.31,0,0,0,42.29,0,0,124.32,0,30.87,0,0,0,0,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,46.78,92,118.76,0,133.5,0,0,3.86,20,0,0,0,0,0,418.77,0,0,0,0,0,12.78,0,70.37,20.8,0,0,8.87,0,4.57,0,0,0,66.85

69,17:00-17:15,0,98.87,41.16,0,0,9.13,16.48,654.31,0,0,0,42.29,0,0,124.32,0,46.31,0,0,0,0,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,70.17,92,118.76,0,133.5,0,0,1.11,20,1.6,0,0,0,0,418.77,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,4.57,0,0,0,66.85

70,17:15-17:30,12.29,98.87,41.16,0,1.1,18.27,16.48,654.31,0,0,0,42.29,0,0,124.32,0,46.31,0,9.68,0,0,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,93.56,92,118.76,0,133.5,0,0,1.11,20,4,0,0,0,0,418.77,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,4.57,0,0,0,66.85

71,17:30-17:45,28.1,98.87,41.16,0,6.52,27.4,32.96,654.31,0,0,0,42.29,0,0,124.32,0,62.24,0,19.36,0,0,0,0,5.13,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,116.95,92,118.76,5.27,133.5,0,0,4.41,20,8,0,0,0,0,418.77,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,4.57,0,0,0,66.85

72,17:45-18:00,42.15,98.87,41.58,0,13.04,36.55,49.43,654.31,0,0,0,42.29,0,0,124.32,0,62.24,0,29.06,0,0,0,0,11.53,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,140.34,92,118.76,10.54,133.5,0,0,4.41,20,39.51,0,0,0,0,418.77,0,0,0,0,0,2.33,0,70.37,20.8,0,0,9.86,0,4.57,0,0,0,66.85

73,18:00-18:15,42.15,98.87,41.58,0,13.04,36.55,49.43,654.31,0,0,0,42.29,0,0,124.32,0,62.24,0,29.06,0,0,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,140.34,92,118.76,10.54,133.5,0,0,35.33,20,39.51,0,0,0,0,418.77,0,0,0,0,0,13.95,0,70.37,20.8,0,0,9.86,0,4.57,0,0,0,66.85

74,18:15-18:30,42.15,98.87,41.58,0,13.04,36.55,49.43,654.31,0,0,0,42.29,0,0,124.32,0,62.24,0,29.06,0,0,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,140.34,92,118.76,10.54,133.5,0,0,35.33,20,39.51,0,0,0,0,418.77,0,0,0,0,0,69.72,0,70.37,20.8,0,0,9.86,0,4.57,0,0,0,66.85

75,18:30-18:45,42.15,98.87,41.58,0,13.04,36.55,49.43,654.31,0,0,0,42.29,0,0,124.32,0,62.24,0,29.06,0,0,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,140.34,92,118.76,10.54,133.5,0,0,4.41,20,39.51,0,0,0,0,418.77,0,0,0,0,0,69.72,0,70.37,20.8,0,0,9.86,0,4.57,0,0,0,66.85

76,18:45-19:00,42.15,98.87,41.58,0,13.04,36.55,49.43,654.31,0,0,0,42.29,0,0,124.32,0,62.24,0,29.06,0,2.55,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,140.34,92,118.76,10.54,133.5,0,0,4.41,20,39.51,0,0,0,0,418.77,0,0,0,0,0,69.72,0,70.37,20.8,0,0,9.86,0,4.57,0,0,0,66.85

77,19:00-19:15,42.15,98.87,41.79,0,13.04,36.55,49.43,654.31,0,0,0,42.29,0,0,124.32,0,62.24,0,29.06,0,6.36,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,140.34,92,118.76,10.54,133.5,0,0,4.41,20,39.51,0,0,0,0,409.5,0,0,0,0,0,69.72,0,70.37,20.8,0,0,9.86,0,4.57,0,0,0,66.85

78,19:15-19:30,28.09,98.87,41.79,0,13.04,36.55,49.43,654.31,0,0,0,42.29,0,0,124.32,0,62.24,0,29.06,0,33.1,0,0,11.53,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,140.34,92,118.76,10.54,133.5,0,0,4.41,20,39.51,0,0,0,0,409.5,0,0,0,0,0,13.95,0,70.37,20.8,0,0,9.86,0,4.57,0,0,0,66.85

79,19:30-19:45,12.41,98.87,41.79,0,3.3,27.4,32.96,654.31,0,0,0,42.29,0,0,124.32,0,62.24,0,9.68,0,33.1,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,116.95,92,118.76,5.27,133.5,0,0,3.31,20,12,0,0,0,0,409.5,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,4.57,0,0,0,66.85

80,19:45-20:00,0,98.87,41.79,0,0,18.27,16.48,654.31,0,0,0,42.29,0,0,124.32,0,62.24,0,0,0,33.1,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,93.56,92,118.76,0,133.5,0,0,3.31,20,2.67,0,0,0,0,409.5,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,4.57,0,0,0,66.85

81,20:00-20:15,0,98.87,42.21,0,0,9.13,16.48,654.31,0,0,0,42.29,0,0,124.32,0,62.24,0,0,0,33.1,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,93.56,92,118.76,0,133.5,0,0,11.04,20,0,0,0,0,0,409.5,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,4.57,0,0,0,66.85

82,20:15-20:30,0,98.87,42.21,0,0,9.13,16.48,654.31,0,0,0,42.29,0,0,124.32,0,46.31,0,0,0,33.1,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,70.17,92,118.76,0,133.5,0,0,11.04,20,0,0,0,0,0,409.5,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,4.57,0,0,0,66.85

83,20:30-20:45,0,98.87,42.21,0,0,9.13,16.48,654.31,0,0,0,42.29,0,0,124.32,0,46.31,0,0,0,33.1,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,70.17,92,118.76,0,120,0,0,9.93,20,0,0,0,0,0,409.5,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,6.06,0,0,0,66.85

84,20:45-21:00,0,98.87,42.21,0,0,9.13,16.48,654.31,0,0,0,42.29,0,0,124.32,0,46.31,0,0,0,5.09,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,46.78,92,118.76,0,120,0,0,9.93,20,0,0,0,0,0,409.5,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,6.06,0,0,0,66.85

85,21:00-21:15,0,98.87,42.63,0,0,9.13,16.48,654.31,0,0,0,42.29,0,0,124.32,0,30.87,0,0,0,2.55,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,46.78,92,118.76,0,120,0,0,12.15,20,0,0,0,0,0,409.5,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,6.06,0,0,0,66.85

86,21:15-21:30,0,98.87,42.63,0,0,9.13,16.48,654.31,0,0,0,42.29,0,0,124.32,0,30.87,0,0,0,0,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,46.78,92,118.76,0,120,0,0,12.15,20,0,0,0,0,0,409.5,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,6.06,0,0,0,66.85

87,21:30-21:45,0,98.87,42.63,0,0,9.13,16.48,654.31,0,0,0,42.29,0,0,124.32,0,30.87,0,0,0,0,0,0,11.53,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,46.78,92,118.76,0,120,0,0,12.15,20,0,0,0,0,0,409.5,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,6.99,0,0,0,66.85

88,21:45-22:00,0,98.87,42.63,0,0,9.13,16.48,654.31,0,0,0,42.29,0,0,124.32,0,16.38,0,0,0,0,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,23.39,92,118.76,0,120,0,0,12.15,20,0,0,0,0,0,409.5,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,6.99,0,0,0,66.85

89,22:00-22:15,0,98.87,42.63,0,0,9.13,16.48,654.31,0,0,0,42.29,0,0,124.32,0,16.38,0,0,0,0,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,0,92,118.76,0,120,0,0,19.87,20,0,0,0,0,0,409.5,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,9.42,0,0,0,66.85

90,22:15-22:30,0,98.87,42.63,0,0,9.13,16.48,654.31,0,0,0,42.29,0,0,124.32,0,0,0,0,0,0,0,0,4.48,0,0,22.47,683.14,44.31,0,0,52.66,0,20.56,21.19,26.39,0,0,92,118.76,0,120,0,0,19.87,20,0,0,0,0,0,409.5,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,9.42,0,0,0,66.85

91,22:30-22:45,0,98.87,42.63,0,0,9.13,16.48,654.31,0,0,0,42.29,0,0,124.32,0,0,0,0,0,0,0,0,3.85,0,0,22.47,683.14,45.22,0,0,52.66,0,20.56,21.19,26.39,0,0,92,118.76,0,125.97,0,0,15.45,20,0,0,0,0,0,409.5,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,9.42,0,0,0,66.85

92,22:45-23:00,0,98.87,42.63,0,0,9.13,16.48,654.31,0,0,0,42.29,0,0,124.32,0,0,0,0,0,0,0,0,3.85,0,0,22.47,683.14,45.22,0,0,52.66,0,20.56,21.19,26.39,0,0,92,118.76,0,125.97,0,0,15.45,20,0,0,0,0,0,409.5,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,9.42,0,0,0,66.85

93,23:00-23:15,0,98.87,42.84,0,0,0,16.48,654.31,0,0,0,42.29,0,0,124.32,0,0,0,0,0,0,0,0,3.85,0,0,22.47,683.14,45.22,0,0,52.66,0,20.56,21.19,26.39,0,0,92,118.76,0,125.97,0,0,15.45,20,0,0,0,0,0,409.5,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,10.09,0,0,0,66.85

94,23:15-23:30,0,98.87,42.84,0,0,0,16.48,654.31,0,0,0,42.29,0,0,124.32,0,0,0,0,0,0,0,0,3.85,0,0,22.47,683.14,45.22,0,0,52.66,0,20.56,21.19,26.39,0,0,92,118.76,0,125.97,0,0,15.45,20,0,0,0,0,0,409.5,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,10.09,0,0,0,66.85

95,23:30-23:45,0,98.87,42.84,0,0,0,16.48,654.31,0,0,0,42.29,0,0,124.32,0,0,0,0,0,0,0,0,3.85,0,0,22.47,683.14,45.22,0,0,52.66,0,20.56,21.19,26.39,0,0,92,118.76,0,133.5,0,0,11.04,20,0,0,0,0,0,409.5,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,10.09,0,0,0,66.85

96,23:45-24:00,0,98.87,42.84,0,0,0,16.48,654.31,0,0,0,42.29,0,0,124.32,0,0,0,0,0,0,0,0,3.85,0,0,22.47,683.14,45.22,0,0,52.66,0,20.56,21.19,26.39,0,0,92,118.76,0,135.75,0,0,11.04,20,0,0,0,0,0,409.5,0,0,0,0,0,2.33,0,70.37,20.8,0,0,8.87,0,10.09,0,0,0,66.85

