Block,Time Block,DHAULIGNGA,DADRT2,DULHASTI,JHAJJAR,KGSU1AND2,KHSTPP-I,KISHANGANGA,KGSU3AND4,KHSTPP-II,DADRI_RF,FSTPP I & II,TEHRI,UNCHAHAR1,UNCHAHAR2,TelanganaSTPP,UNCHAHAR3,DADRI_GF,ANTA_LF,DADRI_LF,VALLURNTECL,AURY_GF,UNCHAHAR4,DADRI_CRF,ANTA_GF,URI2,AURY_CRF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,URI,BSIUL,BRBCL,CHAMERA1,CHAMERA3,CHAMERA2,NLCTS2EXP,RAMPUR,NAPP,RAPPC,NNTPP,NTPL,PARBATI3,NLCEXP,RAPPB,NLCIIST1,NJPC,NLCIIST2,RIHAND1,TANDA2,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,TALST2,SALAL,SEWA2,SINGRAULI,TANAKPUR,RIHAND3,TALA,RIHAND2,SASAN,KOTESHWR,KUDGI,MAPS,KKNP,KKNPPU2,KOLDAM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,39.1,365.23,52.06,111.41,0,24.51,2.79,0,69.42,0,9.88,74.43,15,30.75,0,19.4,0,0,0,0,0,0,0,0,31.47,0,0,0,0,0,42.74,6.31,19.36,12.23,20.68,28.53,0,3.43,43.65,58.3,0,0,17,0,0,0,161.74,0,43.82,0,0,0,0,0,0,0,77.04,0,135.71,11.4,123.5,11.92,117.8,402.89,28.05,0,0,0,0,2.03,0,0,0,0,0

58,14:15-14:30,39.1,365.23,52.06,111.41,0,24.51,2.79,0,69.42,0,9.88,74.43,15,30.75,0,19.4,0,0,0,0,0,0,0,0,31.47,0,0,0,0,0,42.74,6.31,19.36,27.2,20.68,28.53,0,3.43,43.65,58.3,0,0,3.81,0,0,0,161.74,0,43.82,0,0,0,0,0,0,0,77.04,0,135.71,11.4,123.5,11.92,117.8,402.89,28.05,0,0,0,0,2.35,0,0,0,0,0

59,14:30-14:45,39.1,365.23,52.06,111.41,0,24.51,2.79,0,69.42,0,9.88,74.43,15,30.75,0,19.4,0,0,0,0,0,0,0,0,31.47,0,0,0,0,0,42.74,6.31,19.36,27.2,20.68,28.53,0,3.43,43.65,58.3,0,0,3.81,0,0,0,161.74,0,43.82,0,0,0,0,0,0,0,77.04,0,135.71,11.4,123.5,11.92,117.8,402.89,28.05,0,0,0,0,3.52,0,0,0,0,0

60,14:45-15:00,39.1,365.23,52.06,111.41,0,28.1,2.79,0,82.48,0,10.82,74.43,15,30.75,0,19.4,0,0,0,0,0,0,0,0,31.47,0,0,0,0,0,42.74,6.31,19.36,27.2,20.68,28.53,0,3.43,43.65,58.3,0,0,3.81,0,0,0,161.74,0,43.82,0,0,0,0,0,0,0,77.04,0,135.71,11.4,123.5,11.92,117.8,402.89,28.05,0,0,0,0,3.52,0,0,0,0,0

61,15:00-15:15,39.1,365.23,52.06,111.41,0,32.61,2.79,0,95.7,0,10.82,74.43,15,30.75,0,19.4,0,0,0,0,0,0,0,0,31.47,0,0,0,0,0,42.74,6.31,19.36,27.2,20.68,28.53,0,3.43,43.65,58.3,0,0,3.81,0,0,0,161.74,0,43.82,0,0,0,0,0,0,0,77.04,5.6,137.23,11.4,123.5,9.17,117.8,402.89,28.05,0,0,0,0,3.52,0,0,0,0,0

62,15:15-15:30,39.1,365.23,52.06,111.41,0,32.61,2.79,0,95.7,0,10.82,74.43,15,30.75,0,19.4,0,0,0,0,0,0,0,0,31.47,0,0,0,0,0,42.74,6.31,19.36,27.2,20.68,28.53,0,3.43,43.65,58.3,0,0,17,0,0,0,161.74,0,43.82,0,0,0,0,0,0,0,77.04,11.21,137.23,11.4,123.5,9.17,117.8,402.89,28.05,0,0,0,0,3.52,0,0,0,0,0

63,15:30-15:45,39.1,365.23,52.06,111.41,0,28.19,2.79,0,83.01,0,10.82,74.43,15,30.75,0,19.4,0,0,0,0,0,0,0,0,32.89,0,0,0,0,0,42.74,6.31,19.36,27.2,20.68,28.53,0,3.43,43.65,58.3,0,0,17,0,0,0,161.74,0,43.82,0,0,0,0,0,0,0,77.61,16.81,137.23,11.16,123.5,9.17,117.8,402.89,28.05,0,0,0,0,3.52,0,0,0,0,0

64,15:45-16:00,39.1,365.23,52.06,111.41,0,28.19,2.79,0,83.01,0,10.82,74.43,15,30.75,0,19.4,0,0,0,0,0,0,0,0,32.89,0,0,0,0,0,42.74,6.31,19.36,27.2,20.68,28.53,0,3.43,43.65,58.3,0,0,17,0,0,0,161.74,0,43.82,0,0,0,0,0,0,0,77.61,16.81,137.23,11.16,123.5,9.17,117.8,402.89,28.05,0,0,0,0,3.52,0,0,0,0,0

65,16:00-16:15,39.1,421.16,52.06,111.41,0,28.19,2.79,0,83.01,0,10.82,74.43,15,30.75,0,19.4,0,0,0,0,0,0,0,0,32.89,0,0,0,0,0,42.74,12.62,19.36,27.2,20.68,27.43,0,3.43,43.65,58.3,0,0,17,0,0,0,161.74,0,43.82,0,0,0,0,0,0,0,77.61,16.81,136,11.16,123.5,9.27,117.8,402.89,28.05,0,0,0,0,3.52,0,0,0,0,0

66,16:15-16:30,39.1,459.88,52.06,111.41,0,28.19,2.79,0,83.01,0,10.82,74.43,15,30.75,0,19.4,0,0,0,0,0,0,0,0,32.89,0,0,0,0,0,42.74,12.62,19.36,40.8,20.68,27.43,0,3.43,43.65,58.3,0,0,17,0,0,0,161.74,0,43.82,0,0,0,0,0,0,0,77.61,16.81,136,11.16,123.5,9.24,117.8,402.89,28.05,0,0,0,0,3.52,0,0,0,0,0

67,16:30-16:45,39.1,479.24,52.06,111.41,0,28.19,2.79,0,83.01,0,11.32,74.43,17.75,36.42,0,22.93,0,0,0,0,0,0,0,0,32.89,0,0,0,0,0,42.74,12.62,19.36,40.8,20.68,27.43,0,3.43,43.65,58.3,0,0,17,0,0,0,161.74,0,43.82,0,0,0,0,0,0,0,77.61,16.81,136,11.16,123.5,9.2,117.8,402.89,28.05,0,0,0,0,3.52,0,0,0,0,0

68,16:45-17:00,39.1,479.24,52.06,111.41,0,28.19,2.79,0,83.01,0,11.32,74.43,17.75,36.42,0,22.93,0,0,0,0,0,0,0,0,32.89,0,0,0,0,0,42.74,12.62,19.36,40.8,20.68,27.43,0,3.43,43.65,58.3,0,0,17,0,0,0,161.74,0,43.82,0,0,0,0,0,0,0,77.61,16.81,136,11.16,123.5,9.11,117.8,402.89,28.05,0,0,0,0,4.69,0,0,0,0,0

69,17:00-17:15,39.1,508.27,52.06,111.41,0,28.19,2.79,0,83.01,0,11.32,74.43,17.75,36.42,0,22.93,0,0,0,0,0,0,0,0,32.89,0,0,0,0,0,42.74,12.62,19.36,40.8,20.68,27.43,0,3.43,43.65,58.3,0,0,17,0,0,0,161.74,0,43.82,0,0,0,0,0,0,0,77.61,16.81,136,11.16,123.5,9.01,117.8,402.89,28.05,0,0,0,0,4.69,0,0,0,0,0

70,17:15-17:30,39.1,574.63,52.06,111.41,0,31.95,2.79,0,95.7,0,11.32,74.43,17.75,36.42,0,22.93,0,0,0,0,0,0,0,0,32.89,0,0,0,0,0,42.74,12.62,19.36,40.8,20.68,27.43,0,3.43,43.65,58.3,0,0,17,0,0,0,161.74,0,43.82,0,0,0,0,0,0,0,77.61,16.81,136,11.16,123.5,8.88,117.8,402.89,28.05,0,0,0,0,4.69,0,0,0,0,0

71,17:30-17:45,39.1,585.33,52.06,111.41,0,32.61,2.79,0,95.7,0,11.32,74.43,17.75,36.42,0,22.93,0,0,0,0,0,0,0,0,32.89,0,0,0,0,0,42.74,6.31,19.36,40.8,20.68,27.43,0,3.43,43.65,58.3,0,0,17,0,0,0,161.74,0,43.82,0,0,0,0,0,0,0,77.61,16.81,136,11.16,123.5,8.33,117.8,402.89,37.4,0,0,0,0,4.69,0,0,0,0,0

72,17:45-18:00,39.1,585.33,52.06,111.41,0,32.61,2.79,0,95.7,0,11.32,74.43,17.75,36.42,0,22.93,0,0,0,0,0,0,0,0,32.89,0,0,0,0,0,42.74,6.31,19.36,40.8,20.68,27.43,0,3.43,43.65,58.3,0,0,17,0,0,0,161.74,0,43.82,0,0,0,0,0,0,0,77.61,16.81,136,11.16,123.5,8.22,117.8,402.89,37.4,0,0,0,0,4.69,0,0,0,0,0

73,18:00-18:15,39.1,585.34,52.06,197.75,0,32.61,2.79,0,95.7,0,11.32,74.43,17.75,36.42,0,22.93,0,0,0,0,0,0,0,0,32.89,0,0,0,0,0,42.74,6.31,19.36,40.8,20.68,27.43,0,3.43,43.65,58.3,0,0,8.16,0,0,0,161.74,0,43.82,0,0,0,0,0,0,0,77.61,16.81,136,11.16,123.5,8.1,117.8,402.89,37.4,0,0,0,0,4.69,0,0,0,0,0

74,18:15-18:30,39.1,589.39,52.06,313.51,0,32.61,2.79,0,95.7,0,11.32,74.43,19.9,39.8,0,25.55,0,0,0,0,0,0,0,0,32.89,0,0,0,0,0,42.74,12.62,19.36,40.8,21.78,27.43,0,3.43,43.65,58.3,0,0,52.37,0,0,0,161.74,0,43.82,0,0,0,0,0,0,0,77.61,16.81,136,11.16,123.5,7.91,117.8,402.89,37.4,0,0,0,0,4.69,0,0,0,0,0

75,18:30-18:45,40.09,589.39,53.31,377.33,0,32.61,4.18,0,95.7,0,11.32,74.43,19.9,40.41,0,14.93,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,18.93,19.36,40.8,32.66,44.18,0,3.5,43.65,58.3,0,0,52.37,0,0,0,163.25,0,43.82,1.49,0,0,0,0,0,0,77.61,16.81,136,12.03,123.5,7.85,117.8,402.89,41.56,0,0,0,0,5.18,0,0,0,0,0

76,18:45-19:00,40.09,590.93,53.31,372.49,0,32.61,4.18,0,95.7,0,11.32,74.43,16.24,40.41,0,14.42,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,18.93,19.13,40.8,32.66,44.18,0,3.5,43.65,58.3,0,0,52.37,0,0,0,163.25,0,43.82,1.49,0,0,0,0,0,0,77.61,16.81,136,12.03,123.5,7.83,117.8,402.89,41.56,0,0,0,0,5.18,0,0,0,0,0

77,19:00-19:15,40.09,629.47,53.31,372.49,0,32.61,4.18,0,95.7,0,11.32,74.43,15.49,40.41,0,14.42,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,18.93,19.36,40.8,32.66,44.18,0,3.5,43.65,58.3,0,0,52.37,0,0,0,163.25,0,43.82,1.49,0,0,0,0,0,0,77.61,16.81,136,12.03,123.5,7.83,117.8,402.89,41.56,0,0,0,0,5.18,0,0,0,0,0

78,19:15-19:30,40.09,589.14,53.31,362.81,0,32.61,4.18,0,95.7,0,11.32,74.43,15.84,40.42,0,14.42,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,18.93,19.36,40.8,32.66,44.18,0,3.5,43.65,58.3,0,0,52.37,0,0,0,163.25,0,43.82,1.49,0,0,0,0,0,0,77.61,16.81,136,10.04,123.5,7.91,117.8,402.89,41.56,0,0,0,0,5.18,0,0,0,0,0

79,19:30-19:45,40.09,589.14,53.31,362.81,0,32.61,4.18,0,95.7,0,11.32,74.43,16.13,40.42,0,14.42,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,18.93,19.36,40.8,32.66,44.18,0,3.5,43.65,58.3,0,0,52.37,0,0,0,163.25,0,43.82,1.49,0,0,0,0,0,0,77.61,16.81,136,2.97,123.5,7.97,117.8,402.89,41.56,0,0,0,0,5.18,0,0,0,0,0

80,19:45-20:00,40.09,589.14,53.31,367.65,0,32.61,4.18,0,95.7,0,11.32,74.43,17.3,40.41,0,14.42,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,18.93,19.36,40.8,32.66,44.18,0,3.5,43.65,58.3,0,0,20.4,0,0,0,163.25,0,43.82,1.49,0,0,0,0,0,0,77.61,16.81,136,2.97,123.5,8.08,117.8,402.89,41.56,0,0,0,0,5.18,0,0,0,0,0

81,20:00-20:15,40.09,643.91,53.31,367.65,0,32.61,4.18,0,95.7,0,11.89,74.43,17.46,40.41,0,14.42,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,18.93,19.36,40.8,32.66,44.18,0,3.5,43.65,58.3,0,0,20.4,0,0,0,163.25,0,43.82,1.49,0,0,0,0,0,0,77.61,16.81,136,2.97,123.5,8.22,117.8,402.89,41.56,0,0,0,0,5.18,0,0,0,0,0

82,20:15-20:30,40.09,660.85,53.31,391.45,0,32.61,4.18,0,95.7,0,12.54,74.43,17.58,40.42,0,14.42,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,18.93,19.36,40.8,32.66,44.18,0,3.5,43.65,58.3,0,0,20.4,0,0,0,163.25,0,43.82,1.49,0,0,0,0,0,0,77.61,16.81,136,10.04,123.5,8.42,117.8,402.89,41.56,0,0,0,0,5.18,0,0,0,0,0

83,20:30-20:45,39.1,660.85,52.06,391.45,0,32.61,3.17,0,95.7,0,12.65,74.43,18.69,40.42,0,14.42,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,12.62,19.36,40.8,31.05,42.8,0,3.43,43.65,58.3,0,0,20.4,0,0,0,161.74,0,43.82,1.49,0,0,0,0,0,0,77.61,16.81,136,9.18,123.5,8.59,117.8,402.89,37.4,0,0,0,0,5.18,0,0,0,0,0

84,20:45-21:00,39.1,660.85,52.06,391.45,0,32.61,3.17,0,95.7,0,13.22,74.43,18.76,40.41,0,14.42,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,3.19,19.36,40.8,31.05,42.8,0,3.43,43.65,58.3,0,0,20.4,0,0,0,161.74,0,43.82,1.49,0,0,0,0,0,0,77.61,16.81,136,9.18,123.5,8.79,117.8,402.89,37.4,0,0,0,0,5.18,0,0,0,0,0

85,21:00-21:15,39.1,603.57,52.06,362.81,0,32.61,3.17,0,95.7,0,13.32,74.43,18.81,40.42,0,14.42,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,3.19,19.36,40.8,31.05,42.8,0,3.43,43.65,58.3,0,0,20.4,0,0,0,161.74,0,43.82,1.49,0,0,0,0,0,0,77.61,16.81,136,9.18,123.5,8.82,117.8,402.89,37.4,0,0,0,0,5.18,0,0,0,0,0

86,21:15-21:30,39.1,589.14,52.06,365.71,0,32.61,3.17,0,95.7,0,13.77,74.43,18.88,40.42,0,14.42,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,3.19,19.36,40.8,31.05,42.8,0,3.43,43.65,58.3,0,0,20.4,0,0,0,161.74,0,43.82,1.49,0,0,0,0,0,0,77.61,16.81,136,9.18,123.5,8.86,117.8,402.89,37.4,0,0,0,0,5.18,0,0,0,0,0

87,21:30-21:45,39.1,589.14,52.06,367.65,0,32.61,3.17,0,95.7,0,13.84,74.43,18.96,40.42,0,14.42,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,3.19,19.36,40.8,31.05,42.8,0,3.43,43.65,58.3,0,0,20.4,0,0,0,161.74,0,43.82,1.49,0,0,0,0,0,0,77.61,16.81,136,9.18,123.5,8.86,117.8,402.89,37.4,0,0,0,0,5.18,0,0,0,0,0

88,21:45-22:00,39.1,589.14,52.06,367.65,0,32.61,3.17,0,95.7,0,13.84,74.43,19.09,40.42,0,14.42,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,3.19,19.36,40.8,31.05,42.8,0,3.43,43.65,58.3,0,0,20.4,0,0,0,161.74,0,43.82,1.49,0,0,0,0,0,0,77.61,16.81,136,9.18,123.5,8.88,117.8,402.89,37.4,0,0,0,0,5.18,0,0,0,0,0

89,22:00-22:15,40.09,589.14,53.31,372.49,0,32.61,4.18,0,95.7,0,13.84,74.43,18.22,40.42,0,14.42,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,18.93,19.36,40.8,32.66,44.18,0,3.5,43.65,58.3,0,0,20.4,0,0,0,163.25,0,43.82,1.49,0,0,0,0,0,0,77.61,16.81,136,11.16,123.5,8.45,117.8,402.89,41.56,0,0,0,0,5.18,0,0,0,0,0

90,22:15-22:30,40.09,589.14,53.31,375.39,0,32.61,4.18,0,95.7,0,13.84,74.43,18.32,40.41,0,14.42,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,18.93,19.36,40.8,32.66,44.18,0,3.5,43.65,58.3,0,0,20.4,0,0,0,163.25,0,43.82,1.49,0,0,0,0,0,0,77.61,16.81,136,11.16,123.5,8.4,117.8,402.89,41.56,0,0,0,0,5.18,0,0,0,0,0

91,22:30-22:45,40.09,589.14,53.31,379.26,0,32.61,4.18,0,95.7,0,13.84,74.43,18.41,40.41,0,14.42,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,18.93,19.36,40.8,32.66,44.18,0,3.5,43.65,58.3,0,0,20.4,0,0,0,163.25,0,37.84,1.49,0,0,0,0,0,0,77.61,16.81,136,11.16,123.5,8.42,117.8,402.89,41.56,0,0,0,0,5.18,0,0,0,0,0

92,22:45-23:00,40.09,589.14,53.31,380.23,0,32.61,4.18,0,95.7,0,13.84,74.43,18.42,40.42,0,14.42,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,18.93,19.36,40.8,32.66,44.18,0,3.5,43.65,58.3,0,0,20.4,0,0,0,163.25,0,37.84,1.49,0,0,0,0,0,0,77.61,16.81,136,11.16,123.5,8.42,117.8,402.89,41.56,0,0,0,0,5.18,0,0,0,0,0

93,23:00-23:15,39.1,589.39,52.06,375.39,0,32.61,2.79,0,95.7,0,13.84,74.43,19.46,40.46,0,14.4,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,12.62,19.36,40.8,31.05,42.8,0,3.43,43.65,58.3,0,0,20.4,0,0,0,161.74,0,37.84,1.49,0,0,0,0,0,0,77.61,16.81,136,11.16,123.5,9.17,117.8,402.89,37.4,0,0,0,0,5.18,0,0,0,0,0

94,23:15-23:30,39.1,589.39,52.06,380.23,0,32.61,1.39,0,95.7,0,13.84,74.43,19.48,40.45,0,14.4,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,12.62,19.36,40.8,31.05,42.8,0,3.43,43.65,58.3,0,0,20.4,0,0,0,161.74,0,37.84,1.49,0,0,0,0,0,0,77.61,16.81,136,11.16,123.5,9.31,117.8,402.89,37.4,0,0,0,0,5.18,0,0,0,0,0

95,23:30-23:45,39.1,589.39,52.06,372.49,0,32.61,1.39,0,95.7,0,13.84,74.43,19.9,40.43,0,25.55,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,12.62,18.96,40.8,31.05,42.8,0,3.43,43.65,58.3,0,0,20.4,0,0,0,161.74,0,27.38,1.49,0,0,0,0,0,0,77.61,16.81,136,11.16,123.5,9.45,117.8,402.89,37.4,0,0,0,0,5.18,0,0,0,0,0

96,23:45-24:00,39.1,589.39,52.06,362.81,0,32.61,1.39,0,95.7,0,13.84,74.43,19.9,40.43,0,25.55,0,0,0,0,0,0.86,0,0,32.89,0,0,0,0,0,42.74,12.62,16.48,40.8,31.05,42.8,0,3.43,43.65,58.3,0,0,20.4,0,0,0,161.74,0,27.38,1.49,0,0,0,0,0,0,77.61,16.81,136,11.16,123.5,9.48,117.8,402.89,37.4,0,0,0,0,5.18,0,0,0,0,0

