Time,Block,NR/2023/11954/A,NR/2023/11654/A,NR/2023/15158/C,NR/2023/11328/A,NR/2023/11325/A,NR/2023/15157/C,NR/2023/13573/A,NR/2023/11458/A,NR/2023/15195/C,ER/2023/9283/C,NR/2023/15162/C,NR/2023/15163/C,NR/2023/11315/A,NR/2023/13859/A,NR/2023/15134/D,NR/2023/11739/A,NR/2023/15149/C,NR/2023/15156/C,NR/2023/13983/F,NR/2023/11697/A,NR/2023/14688/F,NR/2023/11470/A,NR/2023/15125/D,NR/2023/12646/A,NR/2023/14187/F,NR/2023/13283/A,NR/2023/13983/F/II,NR/2023/15136/D,NR/2023/11469/A,NR/2023/14688/F/II,NR/2023/13858/A,NR/2023/15169/C,NR/2023/13284/A,NR/2023/15159/C,NR/2023/15122/D,NR/2023/15127/D,NR/2023/15121/D,NR/2023/11203/A,Total
59,14:30-14:45,0.000000,152.630000,0.000000,48.300000,24.150000,0.000000,62.790000,106.260000,0.000000,30.000000,0.000000,0.000000,22.220000,188.370000,15.940000,42.490000,9.660000,0.000000,0.970000,0.000000,0.000000,21.240000,51,23.120000,0.970000,24.150000,0.000000,8.210000,84.990000,24.150000,84.520000,0.000000,0.000000,6.760000,2.56,119,193.200000,63.030000,1410.68

60,14:45-15:00,0.000000,152.630000,0.000000,48.300000,24.150000,0.000000,62.790000,106.260000,0.000000,30.000000,0.000000,0.000000,22.220000,188.370000,15.940000,42.490000,9.660000,0.000000,0.970000,0.000000,0.000000,21.240000,50.4,23.120000,0.970000,24.150000,0.000000,8.210000,84.990000,24.150000,84.520000,0.000000,0.000000,6.760000,3.18,117.6,193.200000,63.030000,1409.3

61,15:00-15:15,0.000000,152.630000,0.000000,48.300000,24.150000,0.000000,62.790000,106.260000,0.000000,30.000000,0.000000,0.000000,22.220000,188.370000,15.940000,42.490000,9.660000,0.000000,0.970000,0.000000,0.000000,21.240000,49.5,23.120000,0.970000,24.150000,0.000000,8.210000,84.990000,24.150000,84.520000,0.000000,0.000000,6.760000,2.97,115.5,193.200000,63.030000,1406.09

62,15:15-15:30,0.000000,152.630000,0.000000,48.300000,24.150000,0.000000,62.790000,106.260000,0.000000,30.000000,0.000000,0.000000,22.220000,188.370000,15.940000,42.490000,9.660000,0.000000,0.970000,0.000000,0.000000,21.240000,48,23.120000,0.970000,24.150000,0.000000,8.210000,84.990000,24.150000,84.520000,0.000000,0.000000,6.760000,2.95,112,193.200000,63.030000,1401.07

63,15:30-15:45,0.000000,152.630000,0.000000,48.300000,24.150000,0.000000,62.790000,106.260000,0.000000,30.000000,0.000000,0.000000,22.220000,188.370000,15.940000,42.490000,9.660000,0.000000,0.970000,0.000000,0.000000,21.240000,46.5,23.120000,0.970000,24.150000,0.000000,8.210000,84.990000,24.150000,84.520000,0.000000,0.000000,6.760000,2.81,108.5,193.200000,63.030000,1395.93

64,15:45-16:00,0.000000,152.630000,0.000000,48.300000,24.150000,0.000000,62.790000,106.260000,0.000000,30.000000,0.000000,0.000000,22.220000,188.370000,15.940000,42.490000,9.660000,0.000000,0.970000,0.000000,0.000000,21.240000,43.5,23.120000,0.970000,24.150000,0.000000,8.210000,84.990000,24.150000,84.520000,0.000000,0.000000,6.760000,2.08,101.5,193.200000,63.030000,1385.2

65,16:00-16:15,0.000000,152.630000,0.000000,48.300000,24.150000,0.000000,62.790000,106.260000,0.000000,30.000000,0.000000,0.000000,22.220000,188.370000,15.940000,42.490000,6.760000,0.000000,0.820000,0.000000,0.000000,21.240000,42,23.120000,3.860000,24.150000,0.000000,8.210000,84.990000,24.150000,84.520000,0.000000,0.000000,6.760000,1.22,98,193.200000,63.030000,1379.18

66,16:15-16:30,0.000000,152.630000,0.000000,48.300000,24.150000,0.000000,62.790000,106.260000,0.000000,30.000000,0.000000,0.000000,22.220000,188.370000,15.940000,42.490000,6.760000,0.000000,0.820000,0.000000,0.000000,21.240000,37.5,23.120000,3.860000,24.150000,0.000000,8.210000,84.990000,24.150000,84.520000,0.000000,0.000000,6.760000,1.61,87.5,193.200000,63.030000,1364.57

67,16:30-16:45,0.000000,152.630000,0.000000,48.300000,24.150000,0.000000,62.790000,106.260000,0.000000,30.000000,0.000000,0.000000,22.220000,188.370000,15.940000,42.490000,6.760000,0.000000,0.820000,0.000000,0.000000,21.240000,33,23.120000,3.860000,24.150000,0.000000,8.210000,84.990000,24.150000,84.520000,0.000000,0.000000,6.760000,1.72,77,193.200000,63.030000,1349.68

68,16:45-17:00,0.000000,152.630000,0.000000,48.300000,24.150000,0.000000,62.790000,106.260000,0.000000,30.000000,0.000000,0.000000,22.220000,188.370000,15.940000,42.490000,6.760000,0.000000,0.820000,0.000000,0.000000,21.240000,25.2,23.120000,3.860000,24.150000,0.000000,8.210000,84.990000,24.150000,84.520000,0.000000,0.000000,6.760000,1.02,58.8,193.200000,63.030000,1322.98

69,17:00-17:15,0.000000,152.630000,0.000000,48.300000,24.150000,0.000000,62.790000,48.300000,0.000000,0.000000,0.000000,0.000000,22.220000,188.370000,0.000000,42.490000,6.090000,0.000000,0.820000,0.000000,0.000000,21.240000,21,0.000000,3.860000,24.150000,0.000000,0.000000,84.990000,24.150000,84.520000,0.000000,0.000000,6.760000,1.37,49,193.200000,63.030000,1173.43

70,17:15-17:30,0.000000,152.630000,0.000000,48.300000,24.150000,0.000000,62.790000,48.300000,0.000000,0.000000,0.000000,0.000000,22.220000,188.370000,0.000000,42.490000,6.090000,0.000000,0.820000,0.000000,0.000000,21.240000,18,0.000000,3.860000,24.150000,0.000000,0.000000,84.990000,24.150000,84.520000,0.000000,0.000000,6.760000,1.52,42,193.200000,63.030000,1163.58

71,17:30-17:45,0.000000,152.630000,0.000000,48.300000,24.150000,0.000000,62.790000,48.300000,0.000000,0.000000,0.000000,0.000000,22.220000,188.370000,0.000000,42.490000,6.090000,0.000000,0.820000,0.000000,0.000000,21.240000,16.5,0.000000,3.860000,24.150000,0.000000,0.000000,84.990000,24.150000,84.520000,0.000000,0.000000,6.760000,1.06,38.5,193.200000,63.030000,1158.12

72,17:45-18:00,0.000000,152.630000,0.000000,48.300000,24.150000,0.000000,62.790000,48.300000,0.000000,0.000000,0.000000,0.000000,22.220000,188.370000,0.000000,42.490000,6.090000,0.000000,0.820000,0.000000,0.000000,21.240000,13.5,0.000000,3.860000,24.150000,0.000000,0.000000,84.990000,24.150000,84.520000,0.000000,0.000000,6.760000,0.67,31.5,193.200000,63.030000,1147.73

73,18:00-18:15,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,48.300000,0.000000,0.000000,0.000000,0.000000,22.220000,188.370000,0.000000,42.490000,6.090000,0.000000,0.870000,0.000000,0.000000,21.240000,12,0.000000,3.860000,0.000000,0.000000,0.000000,84.990000,24.150000,84.520000,8.210000,0.000000,6.760000,0.38,28,193.200000,63.030000,1201.64

74,18:15-18:30,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,48.300000,0.000000,0.000000,0.000000,0.000000,22.220000,188.370000,0.000000,42.490000,6.090000,0.000000,0.870000,0.000000,0.000000,21.240000,10.5,0.000000,3.860000,0.000000,0.000000,0.000000,84.990000,24.150000,84.520000,8.210000,0.000000,6.760000,0.18,24.5,193.200000,63.030000,1196.44

75,18:30-18:45,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,48.300000,0.000000,0.000000,0.000000,28.980000,22.220000,188.370000,0.000000,42.490000,6.090000,0.000000,0.870000,0.000000,0.000000,21.240000,9,0.000000,3.860000,0.000000,0.000000,0.000000,84.990000,24.150000,84.520000,8.210000,0.000000,6.760000,0,21,193.200000,63.030000,1220.24

76,18:45-19:00,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,48.300000,0.000000,0.000000,0.000000,48.300000,22.220000,188.370000,0.000000,42.490000,6.090000,0.000000,0.870000,0.000000,0.000000,21.240000,6,0.000000,3.860000,0.000000,0.000000,0.000000,84.990000,24.150000,84.520000,8.210000,0.000000,6.760000,0,14,193.200000,63.030000,1229.56

77,19:00-19:15,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,48.300000,0.000000,0.000000,0.000000,58.930000,22.220000,188.370000,0.000000,42.490000,6.090000,0.000000,0.920000,0.000000,0.000000,21.240000,3,0.000000,3.860000,0.000000,0.000000,0.000000,84.990000,24.150000,84.520000,8.210000,0.000000,6.760000,0,7,193.200000,63.030000,1230.24

78,19:15-19:30,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,48.300000,0.000000,0.000000,0.000000,102.400000,22.220000,188.370000,0.000000,42.490000,6.090000,0.000000,0.920000,0.000000,0.000000,21.240000,1.8,0.000000,3.860000,0.000000,0.000000,0.000000,84.990000,24.150000,84.520000,8.210000,0.000000,6.760000,0,4.2,193.200000,63.030000,1269.71

79,19:30-19:45,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,48.300000,0.000000,0.000000,0.000000,142.000000,22.220000,188.370000,0.000000,42.490000,6.090000,0.000000,0.920000,0.000000,0.000000,21.240000,0.6,0.000000,3.860000,0.000000,0.000000,0.000000,84.990000,24.150000,84.520000,8.210000,0.000000,6.760000,0,1.4,193.200000,63.030000,1305.31

80,19:45-20:00,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,48.300000,0.000000,0.000000,0.000000,194.170000,22.220000,188.370000,0.000000,42.490000,6.090000,0.000000,0.920000,0.000000,0.000000,21.240000,0,0.000000,3.860000,0.000000,0.000000,0.000000,84.990000,24.150000,84.520000,8.210000,0.000000,6.760000,0,0,193.200000,63.030000,1355.48

81,20:00-20:15,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,48.300000,0.000000,0.000000,0.000000,284.970000,22.220000,188.370000,0.000000,42.490000,6.090000,0.000000,0.920000,0.000000,0.000000,21.240000,0,0.000000,3.860000,0.000000,0.000000,0.000000,84.990000,24.150000,84.520000,8.210000,0.000000,6.760000,0,0,193.200000,63.030000,1446.28

82,20:15-20:30,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,48.300000,0.000000,0.000000,0.000000,327.470000,22.220000,188.370000,0.000000,42.490000,6.090000,0.000000,0.920000,0.000000,0.000000,21.240000,0,0.000000,3.860000,0.000000,0.000000,0.000000,84.990000,24.150000,84.520000,8.210000,0.000000,6.760000,0,0,193.200000,63.030000,1488.78

83,20:30-20:45,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,48.300000,0.000000,0.000000,0.000000,376.740000,22.220000,188.370000,0.000000,42.490000,6.090000,0.000000,0.920000,0.000000,0.000000,21.240000,0,0.000000,3.860000,0.000000,0.000000,0.000000,84.990000,24.150000,84.520000,8.210000,0.000000,6.760000,0,0,193.200000,63.030000,1538.05

84,20:45-21:00,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,48.300000,0.000000,0.000000,0.000000,442.430000,22.220000,188.370000,0.000000,42.490000,6.090000,0.000000,0.920000,0.000000,0.000000,21.240000,0,0.000000,3.860000,0.000000,0.000000,0.000000,84.990000,24.150000,84.520000,8.210000,0.000000,6.760000,0,0,193.200000,63.030000,1603.74

85,21:00-21:15,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,91.770000,0.000000,0.000000,0.000000,484.930000,22.220000,188.370000,0.000000,42.490000,6.090000,22.220000,0.920000,0.000000,3.870000,21.240000,0,0.000000,3.860000,0.000000,0.000000,0.000000,84.990000,20.280000,84.520000,8.210000,0.000000,6.760000,0,0,193.200000,63.030000,1711.93

86,21:15-21:30,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,91.770000,0.000000,0.000000,0.000000,499.420000,22.220000,188.370000,0.000000,42.490000,6.090000,22.220000,0.920000,0.000000,3.870000,21.240000,0,0.000000,3.860000,0.000000,0.000000,0.000000,84.990000,20.280000,84.520000,8.210000,0.000000,6.760000,0,0,193.200000,63.030000,1726.42

87,21:30-21:45,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,91.770000,0.000000,0.000000,28.980000,521.640000,22.220000,188.370000,0.000000,42.490000,6.090000,22.220000,0.920000,0.000000,3.870000,21.240000,0,0.000000,3.860000,0.000000,0.000000,0.000000,84.990000,20.280000,84.520000,8.210000,0.000000,6.760000,0,0,193.200000,63.030000,1777.62

88,21:45-22:00,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,91.770000,0.000000,0.000000,28.980000,532.270000,22.220000,188.370000,0.000000,42.490000,4.150000,22.220000,0.920000,0.000000,3.870000,21.240000,0,0.000000,3.860000,0.000000,0.000000,0.000000,84.990000,20.280000,84.520000,8.210000,0.000000,6.760000,0,0,193.200000,63.030000,1786.31

89,22:00-22:15,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,91.770000,38.640000,0.000000,28.980000,532.270000,22.220000,188.370000,0.000000,42.490000,4.150000,22.220000,0.920000,35.070000,3.860000,21.240000,0,23.120000,3.860000,0.000000,0.000000,0.000000,84.990000,20.290000,84.520000,8.210000,81.820000,6.760000,0,0,193.200000,63.030000,1964.96

90,22:15-22:30,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,91.770000,38.640000,0.000000,28.980000,544.820000,22.220000,188.370000,0.000000,42.490000,4.150000,22.220000,0.920000,35.070000,3.860000,21.240000,0,23.120000,3.860000,0.000000,0.000000,0.000000,84.990000,20.290000,84.520000,8.210000,81.820000,6.760000,0,0,193.200000,63.030000,1977.51

91,22:30-22:45,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,91.770000,38.640000,0.000000,28.980000,568.970000,22.220000,188.370000,0.000000,42.490000,4.150000,22.220000,0.920000,35.070000,3.860000,21.240000,0,23.120000,3.860000,0.000000,0.000000,0.000000,84.990000,20.290000,84.520000,8.210000,81.820000,6.760000,0,0,193.200000,63.030000,2001.66

92,22:45-23:00,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,91.770000,38.640000,0.000000,28.980000,594.090000,22.220000,188.370000,0.000000,42.490000,4.150000,22.220000,0.920000,35.070000,3.860000,21.240000,0,23.120000,3.860000,0.000000,0.000000,0.000000,84.990000,20.290000,84.520000,8.210000,81.820000,6.760000,0,0,193.200000,63.030000,2026.78

93,23:00-23:15,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,91.770000,38.640000,0.000000,28.980000,609.550000,22.220000,188.370000,0.000000,42.490000,3.190000,22.220000,0.870000,35.070000,3.860000,21.240000,0,23.120000,3.860000,0.000000,0.000000,0.000000,84.990000,20.290000,84.520000,8.210000,81.820000,6.760000,0,0,193.200000,63.030000,2041.23

94,23:15-23:30,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,91.770000,38.640000,0.000000,28.980000,609.550000,22.220000,188.370000,0.000000,42.490000,3.190000,22.220000,0.870000,35.070000,3.860000,21.240000,0,23.120000,3.860000,0.000000,0.000000,0.000000,84.990000,20.290000,84.520000,8.210000,81.820000,6.760000,0,0,193.200000,63.030000,2041.23

95,23:30-23:45,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,91.770000,38.640000,0.000000,28.980000,609.550000,22.220000,188.370000,0.000000,42.490000,3.190000,22.220000,0.870000,35.070000,3.860000,21.240000,0,23.120000,3.860000,0.000000,0.000000,0.000000,84.990000,20.290000,84.520000,8.210000,81.820000,6.760000,0,0,193.200000,63.030000,2041.23

96,23:45-24:00,36.450000,152.630000,38.640000,48.300000,24.150000,0.000000,62.790000,91.770000,38.640000,0.000000,28.980000,609.550000,22.220000,188.370000,0.000000,42.490000,3.190000,22.220000,0.870000,35.070000,3.860000,21.240000,0,23.120000,3.860000,0.000000,0.000000,0.000000,84.990000,20.290000,84.520000,8.210000,81.820000,6.760000,0,0,193.200000,63.030000,2041.23

