Column1,Time,GNA/SR/2025/02/01/7432,GNA/SR/2025/02/01/6460,GNA/NR/2025/02/01/4863,GNA/NR/2025/02/01/5886,GNA/NR/2025/02/01/2143,GNA/NR/2025/02/01/9969,GNA/NR/2025/02/01/2594,NR/01102023/05012040/L_NR_2020_02,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,GNA/WR/2025/01/01/8625,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,GNA/NR/2025/02/16/1380,GNA/NR/2025/02/16/1676,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,GNA/WR/2025/01/01/9606,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/11/01/4200,NR/30092023/31122025/SH-07
78,19:15-19:30,50,75,13.46,13.46,36.53,43.25,36.53,1.25,0,0,0,0,0,0,0,10,0,0,0,0,31,0,0,20.33,0,20.33,20.33,47.66,61.01,0,0,0,47.67,0,86.7,0.62,260.1,132.65,0.92,200,0,114.98,1.19,29.78,0,50,31

79,19:30-19:45,50,75,13.46,13.46,36.53,43.25,36.53,1.25,0,0,0,0,0,0,0,10,0,0,0,0,31,0,0,19.67,0,21.67,21.67,47.66,64.99,0,0,0,47.67,0,86.7,0.62,260.1,132.65,0.92,200,0,114.98,1.19,29.78,0,50,31

80,19:45-20:00,50,75,13.46,13.46,36.53,43.25,36.53,1.25,0,0,0,0,0,0,0,10,0,0,0,0,31,0,0,19,0,21.33,21.33,46.66,64.01,0,0,0,46.67,0,86.7,0.62,260.1,132.65,0.92,200,0,114.98,1.19,29.78,0,50,31

81,20:00-20:15,50,75,8.65,8.65,23.07,23.07,23.07,1.25,0,0,0,0,0,0,0,10.2,0,0,0,0,32,0,0,18.33,0,21.17,21.17,46.34,63.49,0,0,0,46.33,0,86.7,0.62,260.1,132.65,0.92,150,0,106.5,1.29,29.27,0,50,32

82,20:15-20:30,50,75,8.65,8.65,23.07,23.07,23.07,1.25,0,0,0,0,0,0,0,10,0,0,0,0,32,0,0,17.67,0,21.17,21.17,49,63.49,0,0,0,49,0,86.7,0.62,260.1,132.65,0.92,150,0,98.01,1.29,29.27,0,50,32

83,20:30-20:45,50,75,8.65,8.65,23.07,23.07,23.07,1.25,0,0,0,0,0,0,0,8,0,0,0,0,32,0,0,17,0,21,21,50,63,0,0,0,50,0,86.7,0.62,260.1,132.65,0.92,150,0,89.54,1.29,28.77,0,50,32

84,20:45-21:00,50,75,8.65,8.65,23.07,23.07,23.07,1.25,0,0,0,0,0,0,0,7.6,0,0,0,0,32,0,0,16.67,0,21,21,49,63,0,0,0,49,0,86.7,0.62,260.1,132.65,0.92,150,0,81.05,1.29,28.26,0,50,32

85,21:00-21:15,50,75,8.65,8.65,23.07,23.07,23.07,1.25,0,0,0,0,0,0,0,7,0,0,0,0,32,0,0,18,0,21.17,21.17,51.66,63.49,0,0,0,51.67,0,86.7,0,260.1,132.65,0.92,150,0,72.57,1.29,28.26,0,50,32

86,21:15-21:30,50,75,8.65,8.65,23.07,23.07,23.07,1.25,0,0,0,0,0,0,0,7,0,0,0,0,32,0,0,19,0,21.33,21.33,53,64.01,0,0,0,53,0,86.7,0.62,260.1,132.65,0.92,150,0,70.12,1.29,28.26,0,50,32

87,21:30-21:45,50,75,8.65,8.65,23.07,23.07,23.07,1.25,0,0,0,0,0,0,0,7,0,0,0,0,25.87,0,0,18.33,0,21.83,21.83,54.66,65.51,0,0,0,54.67,0,86.7,0.62,260.1,132.65,0.92,150,0,70.12,1.29,28.26,0,50,32

88,21:45-22:00,50,75,8.65,8.65,23.07,23.07,23.07,1.25,0,0,0,0,0,0,0,7,0,0,0,0,25.87,0,0,18.33,0,22.17,22.17,55.66,66.49,0,0,0,55.67,0,86.7,0.62,260.1,132.65,0.92,150,0,70.12,1.29,28.26,0,50,32

89,22:00-22:15,50,75,8.65,8.65,23.07,23.07,23.07,1.25,0,0,0,0,0,0,0,7,0,0,0,0,25.87,7.93,23.78,18.33,0,22.5,22.5,66.66,67.5,0,0,0,66.67,0,76.21,0.62,260.1,132.65,0.92,150,0,70.12,1.19,28.26,0,50,32

90,22:15-22:30,50,75,8.65,8.65,23.07,23.07,23.07,1.25,0,0,0,0,0,0,0,7,0,0,0,0,25.87,7.93,23.78,19,0,23,23,66.66,69,0,0,0,66.67,0,76.21,0.62,260.1,132.65,0.92,150,0,70.12,1.19,27.76,0,50,32

91,22:30-22:45,50,75,8.65,8.65,23.07,23.07,23.07,1.25,0,0,0,0,0,0,0,7.2,0,0,0,0,25.87,7.93,23.78,25,0,25,25,66.66,75,0,0,0,66.67,0,76.21,0.62,225.81,132.65,0.92,150,0,70.12,1.19,28.26,0,50,32

92,22:45-23:00,50,75,8.65,8.65,23.07,23.07,23.07,1.25,0,0,0,0,0,0,0,7,0,0,0,0,25.87,7.93,23.78,25,0,25,25,66.66,75,0,0,0,66.67,0,76.21,0.62,225.81,132.65,0.92,150,0,70.12,1.19,28.26,0,50,32

93,23:00-23:15,50,75,8.65,8.65,23.07,23.07,23.07,1.2,0,0,0,0,0,0,0,7,0,0,0,0,25.87,7.93,23.78,25,0,30,30,71.66,90,0,0,0,71.67,0,76.21,0.62,165.99,132.65,0.92,150,0,70.12,1.19,28.26,0,50,32

94,23:15-23:30,50,75,8.65,8.65,23.07,23.07,23.07,1.2,0,0,0,0,0,0,0,7,0,0,0,0,25.87,7.93,23.78,25,0,30,30,71.66,90,0,0,0,71.67,0,76.21,0.62,165.99,132.65,0.92,150,0,70.12,1.19,28.26,0,50,32

95,23:30-23:45,50,75,8.65,8.65,23.07,23.07,23.07,1.2,0,0,0,0,0,0,0,7,0,0,0,0,25.87,7.93,23.78,25,0,30,30,71.66,90,0,0,0,71.67,0,76.21,0.62,165.99,132.65,0.92,150,0,70.12,1.19,28.26,0,50,32

96,23:45-24:00,50,75,8.65,8.65,23.07,23.07,23.07,1.2,0,0,0,0,0,0,0,6.8,0,0,0,0,25.87,7.93,23.78,25,0,30,30,71.66,90,0,0,0,71.67,0,76.21,0.62,165.99,132.65,0.92,150,0,70.12,1.19,27.76,0,50,32

