Block,Time,NR/01042024/30042024/PTC/OA/32001,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/19072037/LT-05,NR/01042024/31072024/LT_MEJA_DELHI,NR/16042024/30042024/IEX_240323_06617,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/16042024/31052024/IEX_240323_06618,NR/01102023/02012046/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/04042024/30042024/SJVN040424NR1694,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/30092023/31122025/SH-07,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06)
68,16:45-17:00,48.240000,261.920000,5.610000,76.490000,25.280000,28.770000,0.000000,11.140000,115.330000,16.090000,9.650000,0.000000,5.470000,5.470000,0.000000,48.240000,0,32.66,18,87,272.770000,42.494604,43.21,3.990000,32,74,18.24,0,4.030000,100.500000,65,112.88,19,32,31,22.57,0,29,35,65,25.280000,29,32

69,17:00-17:15,48.240000,261.920000,3.630000,87.020000,25.280000,29.280000,0.000000,11.420000,115.330000,16.090000,9.650000,0.000000,3.540000,3.540000,3.990000,48.240000,0,32.66,14,95,272.770000,33.26893,35.84,4.080000,32,60,14.04,0,4.260000,100.500000,65,96.89,14.4,32,25,19.38,0,31.66,29,65,25.280000,31.67,32

70,17:15-17:30,48.240000,261.920000,3.190000,87.020000,25.280000,29.780000,0.000000,11.420000,115.330000,16.090000,9.650000,0.000000,3.110000,3.110000,3.990000,48.240000,0,32.66,10,95,272.770000,24.218612,29.07,4.080000,19.7,46,12,0,4.260000,100.500000,65,78.72,14.4,22,19,15.74,0,31.66,20,65,25.280000,31.67,33

71,17:30-17:45,48.240000,261.920000,2.310000,87.020000,25.280000,29.780000,0.000000,11.420000,115.330000,16.090000,9.650000,0.000000,2.250000,2.250000,3.990000,48.240000,0,32.66,7,95,272.770000,16.41527,22.31,4.080000,10.87,28,9,0,4.260000,100.500000,65,59,14.4,7,12,11.8,0,31.66,15,65,25.280000,31.67,26.21

72,17:45-18:00,48.240000,261.920000,1.610000,87.020000,25.280000,29.780000,0.000000,11.420000,115.330000,16.090000,9.650000,0.000000,1.580000,1.580000,3.990000,48.240000,0,32.66,5,95,272.770000,10.61878,15.78,4.080000,4.43,14,6,0,4.260000,100.500000,65,43.15,13.8,1,6,8.63,0,31.66,10,65,25.280000,31.67,15.83

73,18:00-18:15,48.240000,261.920000,1.010000,87.020000,30.870000,29.780000,0.000000,11.610000,115.330000,16.090000,9.650000,0.000000,0.990000,0.990000,4.070000,48.240000,0,29.53,4,94,272.770000,6.069266,9.97,4.080000,0,7,4,0,4.510000,100.500000,61.67,30.53,15.4,0,3,6.1,0,31.34,8,61.67,24.150000,31.33,0

74,18:15-18:30,48.240000,261.920000,0.560000,87.020000,30.870000,29.780000,0.000000,11.610000,115.330000,16.090000,9.650000,0.000000,0.550000,0.550000,4.070000,48.240000,0,29.2,2,92,272.770000,3.322022,5.39,4.080000,0,2,2,0,4.510000,100.500000,61.67,22.67,15.2,0,1,4.53,0,30.66,5,61.67,24.150000,30.67,0

75,18:30-18:45,48.240000,261.920000,0.180000,68.040000,30.870000,30.280000,0.000000,11.610000,85.080000,16.090000,9.650000,0.000000,0.170000,0.170000,4.070000,48.240000,0,28.53,0,90,272.770000,1.285944,2.34,4.080000,0,1,1,0,5.280000,100.500000,61.67,10.81,15.2,0,0,2.16,0,30,1,61.67,30.870000,30,0

76,18:45-19:00,48.240000,225.310000,0.030000,68.040000,30.870000,30.280000,0.000000,11.610000,85.080000,16.090000,9.650000,0.000000,0.030000,0.030000,4.070000,48.240000,0,27.86,0,87.5,272.770000,0,0,4.080000,0,0,0.5,0,5.280000,100.500000,61,3.43,15,0,0,0.68,0,29.16,0,61,30.870000,29.17,0

77,19:00-19:15,48.240000,261.920000,0.000000,87.020000,30.870000,30.280000,0.000000,11.790000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,4.070000,48.240000,0,27.2,0,87.5,272.770000,0,0,4.080000,0,0,0,0,4.660000,100.500000,61,1.63,13,0,0,0.32,0,29.16,0,61,30.870000,29.17,0

78,19:15-19:30,48.240000,261.920000,0.000000,87.020000,30.870000,30.280000,0.000000,11.790000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,4.070000,48.240000,0,26.53,0,86.5,272.770000,0,0,4.080000,0,0,0,0,4.660000,100.500000,61,0.73,12.41,0,0,0.14,0,28.84,0,61,30.870000,28.83,0

79,19:30-19:45,48.240000,261.920000,0.000000,87.020000,30.870000,30.280000,0.000000,11.790000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,4.070000,48.240000,0,25.86,0,83.5,272.770000,0,0,4.080000,0,0,0,0,4.660000,100.500000,61,0.18,14.2,0,0,0.04,0,27.84,0,61,30.870000,27.83,0

80,19:45-20:00,48.240000,261.920000,0.000000,87.020000,30.870000,30.280000,0.000000,11.790000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,4.070000,48.240000,0,25.53,0,80.5,272.770000,0,0,4.080000,0,0,0,0,4.660000,100.500000,59.67,0,13.4,0,0,0,0,26.84,0,59.67,30.870000,26.83,0

81,20:00-20:15,48.240000,261.920000,0.000000,68.040000,30.870000,29.780000,0.000000,11.890000,85.080000,16.090000,9.650000,0.000000,0.000000,0.000000,4.070000,48.240000,0,25.53,0,78,272.770000,0,0,3.990000,0,0,0,0,4.660000,100.500000,58.33,0,12.6,0,0,0,0,26,0,58.33,30.870000,26,0

82,20:15-20:30,48.240000,261.920000,0.000000,87.020000,30.870000,29.280000,0.000000,11.890000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,4.070000,48.240000,0,25.2,0,76,272.770000,0,0,3.990000,0,0,0,0,4.660000,100.500000,57.33,0,11.81,0,0,0,0,25.34,0,57.33,30.870000,25.33,0

83,20:30-20:45,48.240000,261.920000,0.000000,87.020000,30.870000,29.280000,0.000000,11.890000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,4.070000,48.240000,0,24.53,0,73.5,272.770000,0,0,3.990000,0,0,0,0,4.660000,100.500000,51,0,7.21,0,0,0,0,24.5,0,51,30.870000,24.5,0

84,20:45-21:00,48.240000,261.920000,0.000000,87.020000,30.870000,29.280000,0.000000,11.890000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,4.070000,48.240000,0,24.53,0,71,272.770000,0,0,3.990000,0,0,0,0,4.660000,100.500000,50.67,0,7.21,0,0,0,0,23.66,0,50.67,30.870000,23.67,0

85,21:00-21:15,48.240000,261.920000,0.000000,87.020000,30.870000,29.280000,0.000000,11.970000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.920000,48.240000,0,24.53,0,82.5,272.770000,0,0,3.990000,0,0,0,0,4.660000,100.500000,54,0,7.21,0,0,0,0,27.5,0,54,30.870000,27.5,0

86,21:15-21:30,48.240000,261.920000,0.000000,87.020000,30.870000,29.280000,0.000000,11.970000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.920000,48.240000,0,24.2,0,81.5,272.770000,0,0,3.990000,0,0,0,0,4.660000,100.500000,53,0,7.01,0,0,0,0,27.16,0,53,30.870000,27.17,0

87,21:30-21:45,48.240000,261.920000,0.000000,87.020000,30.870000,29.280000,0.000000,11.970000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.920000,48.240000,0,23.86,0,79.5,272.770000,0,0,3.990000,0,0,0,0,4.340000,100.500000,52.33,0,7.01,0,0,0,0,26.5,0,52.33,30.870000,26.5,0

88,21:45-22:00,48.240000,261.920000,0.000000,87.020000,30.870000,29.280000,0.000000,11.970000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.920000,48.240000,0,24.86,0,78,272.770000,0,0,3.990000,0,0,0,0,4.340000,100.500000,51.33,0,7.01,0,0,0,0,26,0,51.33,30.870000,26,0

89,22:00-22:15,48.240000,261.920000,0.000000,87.020000,30.870000,28.270000,0.000000,12.070000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.920000,48.240000,0,20.66,0,68.5,272.770000,0,0,3.900000,0,0,0,0,4.340000,100.500000,48.33,0,7.01,0,0,0,0,22.84,0,48.33,30.870000,22.83,0

90,22:15-22:30,48.240000,261.920000,0.000000,87.020000,30.870000,28.270000,0.000000,12.070000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.920000,48.240000,0,20.53,0,69,272.770000,0,0,3.900000,0,0,0,0,4.340000,100.500000,48.33,0,7.01,0,0,0,0,23,0,48.33,30.870000,23,0

91,22:30-22:45,48.240000,261.920000,0.000000,87.020000,30.870000,27.760000,0.000000,12.070000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.920000,48.240000,0,17.86,0,62.5,272.770000,0,0,3.900000,0,0,0,0,4.030000,100.500000,44.67,0,7.01,0,0,0,0,20.84,0,44.67,30.870000,20.83,0

92,22:45-23:00,48.240000,261.920000,0.000000,87.020000,30.870000,27.760000,0.000000,12.070000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.920000,48.240000,0,18.2,0,62.5,272.770000,0,0,3.900000,0,0,0,0,4.030000,100.500000,44.67,0,7.01,0,0,0,0,20.84,0,44.67,30.870000,20.83,0

93,23:00-23:15,48.240000,261.920000,0.000000,87.020000,30.870000,27.250000,0.000000,12.070000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.840000,48.240000,0,18.34,0,63,272.770000,0,0,3.900000,0,0,0,0,4.030000,100.500000,45.67,0,7.01,0,0,0,0,21,0,45.67,30.870000,21,0

94,23:15-23:30,48.240000,261.920000,0.000000,87.020000,30.870000,27.250000,0.000000,12.070000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.840000,48.240000,0,18.86,0,63,272.770000,0,0,3.900000,0,0,0,0,4.030000,100.500000,46.33,0,7.01,0,0,0,0,21,0,46.33,30.870000,21,0

95,23:30-23:45,48.240000,261.920000,0.000000,87.020000,30.870000,27.250000,0.000000,12.070000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.840000,48.240000,0,19,0,63,272.770000,0,0,3.900000,0,0,0,0,3.720000,100.500000,47,0,7.01,0,0,0,0,21,0,47,30.870000,21,0

96,23:45-24:00,48.240000,261.920000,0.000000,87.020000,30.870000,27.250000,0.000000,12.070000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.840000,48.240000,0,19.34,0,63,272.770000,0,0,3.900000,0,0,0,0,3.720000,100.500000,47.67,0,7.01,0,0,0,0,21,0,47.67,30.870000,21,0

