Column1,Time,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/09/01/2171,GNA/NR/2024/09/01/7119,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/09/01/7908,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/22/5523,NR/30092023/26122029/SH-06,GNA/NR/2024/09/01/6566,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/9821,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,GNA/NR/2024/09/16/2535,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/01/8090,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/22/2364,NR/01102023/06022042/L_NR_2012_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,GNARE/SR/2024/09/22/6595,SR/01102023/07102043/L_NR_2018_61,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07
80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,11.11,102.74,30.5,20.6,0,82.38,0,115.84,0,0,0,28.25,232.61,8.81,0,30.5,100.97,42.06,77.54,0,49.5,16.5,25,44.02,13.66,0,46.67,46.67,16.5

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,11.11,69.78,30.5,20.6,0,82.38,0,115.84,0,0,0,28.25,232.61,8.81,0,30.5,100.97,42.06,77.54,0,49,16.34,25,44.02,13.66,0,46,46,16.33

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,11.11,72.69,30.5,20.6,0,82.38,0,115.84,0,0,0,28.25,232.61,8.81,0,30.5,100.97,42.06,77.54,0,48,16,25,44.02,13.66,0,45,45,16

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,11.11,80.44,30.5,20.6,0,82.38,0,115.84,0,0,0,28.25,232.61,8.81,0,30.5,100.97,42.06,77.54,0,37.5,12.5,25,43.62,11.66,0,36.67,36.67,12.5

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,11.11,85.29,30.5,20.6,0,82.38,0,115.84,0,0,0,28.25,232.61,8.81,0,30.5,100.97,42.06,77.54,0,37.5,12.5,25,43.02,12,0,37.33,37.33,12.5

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.91,64.94,30.5,20.6,0,82.38,0,115.84,0,0,0,28.25,232.61,8.81,0,30.5,100.97,42.06,77.54,0,37.5,12.5,25,42.22,12.34,0,37,37,12.5

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.91,58.15,30.5,20.6,0,82.38,0,115.84,0,0,0,28.25,232.61,8.81,0,30.5,100.97,42.06,77.54,0,37.5,12.5,25,41.42,11.66,0,36.67,36.67,12.5

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.91,64.94,30.5,20.6,0,82.38,0,115.84,0,0,0,28.25,232.61,8.81,0,30.5,100.97,42.06,77.54,0,30.5,10.16,25,41.02,9,0,36.33,36.33,10.17

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.91,74.63,30.5,20.6,0,82.38,0,115.84,0,0,0,28.25,232.61,8.81,0,30.5,100.97,42.06,77.54,0,31,10.34,25,40.82,9.34,0,35,35,10.33

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.73,68.81,30.5,20.6,0,82.38,0,115.84,0,145.38,0,28.26,232.61,8.81,0,30.5,100.97,42.06,77.54,0,32,10.66,25,40.62,10,0,35,35,10.67

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.73,71.72,30.5,20.6,0,82.38,0,115.84,0,145.38,0,28.26,232.61,8.81,0,30.5,100.97,42.06,77.54,0,32.5,10.84,25,40.42,10.34,0,35,35,10.83

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.73,77.54,30.5,20.6,0,82.38,0,115.84,0,145.38,0,29.27,232.61,8.81,0,30.5,92.63,42.06,77.54,0,32.5,10.84,25,40.22,10.34,0,35,35,10.83

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.73,79.47,30.5,20.6,0,82.38,0,115.84,0,145.38,0,29.27,232.61,8.81,0,30.5,92.63,42.06,77.54,0,32.5,10.84,25,40.02,10.34,0,35,35,10.83

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.54,84.32,30.5,20.6,0,82.38,0,115.84,0,145.38,0,29.77,232.61,8.81,0,30.5,92.63,0,77.54,0,32,10.66,0,40.02,10,0,34,34,10.67

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.54,78.51,30.5,20.6,0,82.38,0,115.84,0,145.38,0,29.77,232.61,8.81,0,30.5,92.63,0,77.54,0,31.5,10.5,0,40.02,10,0,33.67,33.67,10.5

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.54,0,30.5,20.6,0,82.38,0,115.84,0,145.38,0,29.77,232.61,8.81,0,30.5,92.63,0,77.54,0,31,10.34,0,40.02,9,0,32,32,10.33

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.54,0,30.5,20.6,0,82.38,0,115.84,0,145.38,0,29.77,232.61,8.81,0,30.5,92.63,0,77.54,0,30.5,10.16,0,40.02,9,0,31,31,10.17

