Column1,Time,NR/01102023/08032047/L_NR_2021_14,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/01102023/22052037/LT-59,NR/01102023/13082046/L_NR_2021_12,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/1899,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/12/01/3428,GNA/SR/2024/12/01/6968,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/12/01/1475,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/01/1766,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/31/7325,GNA/NR/2024/12/01/1599,GNA/NR/2024/12/01/2197,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10
78,19:15-19:30,0,17.01,0,0,0,0,50,150,0,0,0,0,0,0,26.24,1.22,1.57,14.41,130.43,1.65,14.41,150,86.66,0,43.24,0,0,0,100.1,36.51,114.88,0,134.03,0,72.06,0,36.51,22.5,0,7.67,7.5,0,0,7.5,20.67,20.66

79,19:30-19:45,0,17.01,0,0,0,0,50,150,0,0,0,0,0,0,26.24,1.22,1.57,14.41,130.43,1.65,14.41,150,86.66,0,43.24,0,0,0,100.1,36.51,114.88,0,134.03,0,72.06,0,36.51,22.5,0,7.67,7.5,0,0,7.5,21.67,21.66

80,19:45-20:00,0,17.01,0,0,0,0,50,150,0,0,0,0,0,0,26.24,1.22,1.57,14.41,130.43,1.65,14.41,150,86.66,0,43.24,0,0,0,100.1,36.51,114.88,0,134.03,0,72.06,0,36.51,22.5,0,8,7.5,0,0,7.5,21.67,21.66

81,20:00-20:15,0,17.01,0,0,0,0,50,250,0,0,0,0,0,0,26.24,1.22,1.57,14.41,130.43,1.65,14.41,150,86.66,0,43.24,0,0,0,100.1,28.82,114.88,0,134.03,0,72.06,0,28.82,22.5,0,10,7.5,0,0,7.5,26.67,26.66

82,20:15-20:30,0,17.81,0,0,0,0,50,250,0,0,0,0,0,0,26.24,1.22,1.57,14.41,130.43,1.65,14.41,150,86.66,0,43.24,0,0,0,100.1,28.82,114.88,0,134.03,0,72.06,0,28.82,22.5,0,10,7.5,0,0,7.5,28.33,28.34

83,20:30-20:45,0,18.21,0,0,0,0,50,250,0,0,0,0,0,0,26.24,1.22,1.57,14.41,130.43,1.65,14.41,150,86.66,0,43.24,0,0,0,100.1,28.82,114.88,0,134.03,0,72.06,0,28.82,32.51,0,10,10.83,0,0,10.83,35,35

84,20:45-21:00,0,18.61,0,0,0,0,50,250,0,0,0,0,0,0,26.24,1.22,1.57,14.41,130.43,1.65,14.41,150,86.66,0,43.24,0,0,0,100.1,28.82,114.88,0,134.03,0,72.06,0,28.82,32.51,0,11.67,10.83,0,0,10.83,35,35

85,21:00-21:15,0,19.21,0,0,0,0,50,250,0,0,0,0,0,0,25.74,1.14,1.57,14.41,130.43,1.65,14.41,150,86.66,0,43.24,0,0,0,100.1,28.82,106.41,0,134.03,0,72.06,0,28.82,32.51,0,12,10.83,0,0,10.83,36.67,36.66

86,21:15-21:30,0,20.01,0,0,0,0,50,250,0,0,0,0,0,0,25.74,1.14,1.57,14.41,130.43,1.65,14.41,150,86.66,0,43.24,0,0,0,100.1,28.82,70.06,0,134.03,0,72.06,0,28.82,35.51,0,12,11.83,0,0,11.83,38.33,38.34

87,21:30-21:45,0,20.41,0,0,0,0,50,250,0,0,0,0,0,0,25.23,1.14,1.57,14.41,130.43,1.65,14.41,150,86.66,0,43.24,0,0,0,100.1,28.82,70.06,0,134.03,0,72.06,0,28.82,57.49,0,12,19.17,0,0,19.17,49,49

88,21:45-22:00,0,20.41,0,0,0,0,50,250,0,0,0,0,0,0,25.23,1.14,1.57,14.41,130.43,1.65,14.41,150,86.66,0,43.24,0,0,0,100.1,28.82,70.06,0,134.03,0,72.06,0,28.82,58.5,0,12.33,19.5,0,0,19.5,50,50

89,22:00-22:15,0,20.61,0,0,0,0,50,250,0,0,0,0,0,0,25.23,1.14,1.57,13.45,130.43,1.65,13.45,150,86.66,0,28.82,0,0,0,100.1,25.94,70.06,0,134.03,47.56,72.06,142.69,25.94,60,0,16.67,20,0,0,20,60,60

90,22:15-22:30,0,20.81,0,0,0,0,50,250,0,0,0,0,0,0,25.23,1.14,1.57,8.73,130.43,1.65,8.73,150,86.66,0,26.2,0,0,0,100.1,24.02,70.06,0,134.03,47.56,72.06,142.69,24.02,60.49,0,16.67,20.17,0,0,20.17,59.33,59.34

91,22:30-22:45,0,20.81,0,0,0,0,50,250,0,0,0,0,0,0,25.23,1.14,1.57,8.73,130.43,1.65,8.73,150,86.66,0,26.2,0,0,0,100.1,24.02,70.06,0,134.03,47.56,72.06,142.69,24.02,63,0,20,21,0,0,21,58.33,58.34

92,22:45-23:00,0,21.01,0,0,0,0,50,250,0,0,0,0,0,0,25.23,1.14,1.57,8.73,130.43,1.65,8.73,150,86.66,0,26.2,0,0,0,100.1,24.02,70.06,0,134.03,47.56,72.06,142.69,24.02,61.99,0,21.67,20.67,0,0,20.67,56,56

93,23:00-23:15,0,30.41,0,0,0,0,50,250,0,0,0,0,0,0,24.73,1.14,1.57,8.73,130.43,1.65,8.73,150,86.66,0,26.2,0,0,0,100.1,24.02,70.06,0,134.03,47.56,72.06,142.69,24.02,75,0,22.33,25,0,0,25,65,65

94,23:15-23:30,0,30.41,0,0,0,0,50,250,0,0,0,0,0,0,24.73,1.14,1.57,8.73,130.43,1.65,8.73,150,86.66,0,26.2,0,0,0,100.1,24.02,70.06,0,134.03,47.56,72.06,142.69,24.02,77.51,0,23.33,25.83,0,0,25.83,65,65

95,23:30-23:45,0,30.21,0,0,0,0,50,250,0,0,0,0,0,0,24.73,1.14,1.57,8.73,130.43,1.65,8.73,150,86.66,0,26.2,0,0,0,100.1,24.02,70.06,0,134.03,47.56,72.06,142.69,24.02,79.99,0,23.33,26.67,0,0,26.67,64.67,64.66

96,23:45-24:00,0,29.81,0,0,0,0,50,250,0,0,0,0,0,0,24.73,1.14,1.57,8.73,130.43,1.65,8.73,150,86.66,0,26.2,0,0,0,100.1,24.02,70.06,0,134.03,47.56,72.06,142.69,24.02,82.5,0,23.33,27.5,0,0,27.5,64.67,64.66

