Block,Time,CHAMERA1,KISHANGANGA,KKNPPU2,NLCIIST1,PARBATI2,UNCHAHAR4,AURY_GF,DADRT2,NLCEXP,RAPPC,RAPPD,RIHAND3,SALAL,TALA,TANDA2,ANTA_LF,FSTPP I & II,NJPC,RSTPSU1TO6,TALST2,ANTA_RF,AURY_LF,DHAULIGNGA,KKNP,KOTESHWR,NNTPP,NTPL,DADRI_RF,KHSTPP-I,KHSTPP-II,MAPS,RIHAND1,RIHAND2,RSTPSU7,SIMHST2,TANAKPUR,UNCHAHAR1,UNCHAHAR3,ANTA_GF,AURY_RF,DADRI_CRF,DADRI_LF,KGSU1AND2,KGSU3AND4,RAPPB,SASAN,SINGRAULI,TelanganaSTPP,URI,VALLURNTECL,ANTA_CRF,AURY_CRF,BSIUL,CHAMERA2,CHAMERA3,DULHASTI,KOLDAM,KUDGI,NAPP,NLCIIST2,NLCTS2EXP,RAMPUR,SEWA2,SIMHST1,UNCHAHAR2,URI2,BRBCL,JHAJJAR,PARBATI3,SINGRAULI_HYDRO,TEHRI,DADRI_GF
57,14:00-14:15,0,8.63,0,0,0,3.2,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,0,0,0,47.24,0,0,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,11.67,59.5,0,0,26.03,0,0,0,0,0,45,38.1,20,670.67,16.88,0.95,0,0

58,14:15-14:30,0,8.63,0,0,0,3.2,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,0,0,0,47.24,0,0,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,23.33,59.5,0,0,26.03,0,0,0,0,0,45,38.1,20,670.67,16.88,0.95,0,0

59,14:30-14:45,0,8.63,0,0,0,3.2,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,0,0,0,47.24,0,0,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,23.33,59.5,0,0,26.03,0,0,0,0,0,45,38.1,20,670.67,16.88,0.95,0,0

60,14:45-15:00,0,8.63,0,0,0,3.2,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,0,0,0,47.24,0,0,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,23.33,59.5,0,0,26.03,0,0,0,0,0,45,38.1,20,670.67,16.88,0.95,0,0

61,15:00-15:15,0,8.63,0,0,0,3.2,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,0,0,0,47.24,0,0,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,23.33,59.5,0,0,26.03,0,0,0,0,0,45,38.1,20,670.67,16.88,0.95,0,0

62,15:15-15:30,0,8.63,0,0,0,3.2,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,27.66,0,0,47.24,0,0,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,23.33,59.5,0,0,26.03,0,0,1.1,0,0,45,38.1,20,670.67,16.88,0.95,0,0

63,15:30-15:45,0,8.63,0,0,0,3.2,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,55.33,0,0,47.24,0,0,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,23.33,59.5,0,0,26.03,0,0,2.19,0,0,45,38.1,20,670.67,16.88,0.95,0,0

64,15:45-16:00,0,8.63,0,0,0,3.2,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,82.99,0,0,47.24,0,0,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,23.33,59.5,0,0,26.03,0,0,3.3,0,0,45,38.1,20,670.67,16.88,0.95,0,0

65,16:00-16:15,0,8.63,0,0,0,3.2,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,110.67,0,0,47.24,0,0,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,23.33,59.5,0,0,26.03,0,0,4.4,0,0,45,38.1,20,670.67,16.88,0.95,11.48,0

66,16:15-16:30,12.64,8.63,0,0,0,3.2,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,138.33,0,0,47.24,0,0,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,23.33,59.5,0,0,26.03,0,0,5.42,0,0,45,38.1,20,670.67,16.88,0.95,11.48,0

67,16:30-16:45,12.64,8.63,0,0,0,3.2,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,138.33,0,0,47.24,0,0,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,23.33,59.5,0,0,26.03,0,0,5.42,6.3,0,45,38.1,20,670.67,16.88,0.95,22.95,0

68,16:45-17:00,12.64,8.63,0,0,0,3.2,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,138.33,0,0,47.24,0,0,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,23.33,59.5,0,0,26.03,0,0,5.42,6.3,0,45,38.1,20,670.67,16.88,0.95,34.43,0

69,17:00-17:15,12.64,8.63,0,0,7.52,3.2,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,138.33,0,0,47.24,0,0,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,23.33,59.5,0,0,26.03,0,0,5.42,6.3,0,45,38.1,20,670.67,16.88,0.95,34.43,0

70,17:15-17:30,12.64,8.63,0,0,15.02,2.22,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,138.33,0,0,47.89,0,0,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,23.33,59.5,0,0,26.03,0,0,5.42,12.61,0,45,38.1,20,670.67,16.88,0.95,34.43,0

71,17:30-17:45,14.05,8.63,0,0,22.54,2.22,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,138.33,0,0,47.89,0,0,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,23.33,59.5,2.18,0,26.03,0,0,5.42,12.61,0,45,38.1,20,670.67,16.88,0.95,34.43,0

72,17:45-18:00,25.28,8.63,0,0,22.54,2.22,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,138.33,0,0,47.89,0,10.95,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,23.33,59.5,2.18,0,26.03,0,0,5.42,18.9,0,45,38.1,20,670.67,16.88,0.95,34.43,0

73,18:00-18:15,26.07,8.63,0,0,30.06,2.3,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,138.33,0,0,47.89,0,21.88,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,23.33,59.5,4.36,0,26.03,0,0,5.42,18.9,0,45,38.1,20,670.67,16.88,0.95,34.43,0

74,18:15-18:30,28.1,8.63,0,0,37.57,2.3,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,138.33,0,0,47.89,0,21.88,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,23.33,59.5,4.51,0,26.03,0,0,5.42,18.9,0,45,38.1,20,670.67,19.64,0.95,34.43,0

75,18:30-18:45,42.15,8.63,0,0,37.57,2.3,0,548.92,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,138.33,0,0,47.89,0,43.78,0,20.85,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,23.33,59.5,7.19,0,26.03,0,0,5.42,18.9,0,45,38.1,20,670.67,24.55,0.95,34.43,0

76,18:45-19:00,43.05,8.68,0,0,44.33,2.3,0,292.13,0,69.07,22.02,130.79,79.38,0,5.7,0,20.8,138.33,0,0,47.89,0,43.78,0,34.76,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,20.46,50.39,36.84,60.23,9.59,0,26.03,0,0,5.42,20.09,0,45,40.16,20,670.67,59.84,0.95,34.43,0

77,19:00-19:15,43.05,8.68,0,0,44.33,2.3,0,246.5,0,69.07,22.02,130.79,79.38,0,5.7,0,20.8,138.33,0,0,48.55,0,43.78,0,34.76,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,20.46,50.39,36.84,60.23,9.59,0,26.03,0,0,5.42,20.09,0,45,40.16,20,445.67,59.84,0.95,34.43,0

78,19:15-19:30,43.05,8.68,0,0,44.33,2.3,0,246.5,0,69.07,22.02,130.79,79.38,0,5.7,0,20.8,138.33,0,0,48.55,0,43.78,0,34.76,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,20.46,50.39,36.84,60.23,9.59,0,26.03,0,0,5.42,20.09,0,45,40.16,20,445.67,59.84,0.95,34.43,0

79,19:30-19:45,43.05,8.68,0,0,44.33,2.3,0,246.5,0,69.07,22.02,130.79,79.38,0,5.7,0,20.8,138.33,0,0,48.55,0,43.78,0,34.76,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,20.46,50.39,36.84,60.23,9.59,0,26.03,0,0,5.42,20.09,0,45,40.16,20,445.67,59.84,0.95,34.43,0

80,19:45-20:00,43.05,8.68,0,0,44.33,2.3,0,246.5,0,69.07,22.02,130.79,79.38,0,5.7,0,20.8,138.33,0,0,48.55,0,43.78,0,34.76,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,20.46,50.39,36.84,60.23,9.59,0,26.03,0,0,5.42,20.09,0,45,40.16,20,445.67,59.84,0.95,34.43,0

81,20:00-20:15,43.05,8.68,0,0,44.33,2.3,0,246.5,0,69.07,22.02,130.79,79.38,0,5.7,0,20.8,138.33,0,0,48.55,0,43.78,0,34.76,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,20.46,50.39,36.84,60.23,9.59,0,26.03,0,0,5.42,20.09,0,45,40.16,20,445.67,59.84,0.95,34.43,0

82,20:15-20:30,43.05,8.68,0,0,44.33,2.3,0,246.5,0,69.07,22.02,130.79,53.45,0,5.7,0,20.8,138.33,0,0,48.55,0,43.78,0,34.76,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,20.46,50.39,36.84,60.23,9.59,0,26.03,0,0,5.42,20.09,0,45,40.16,20,445.67,59.84,0.95,34.43,0

83,20:30-20:45,42.15,8.63,0,0,30.06,2.3,0,246.5,0,69.07,22.02,130.79,53.45,0,5.7,0,20.8,138.33,0,0,48.55,0,21.88,0,31.28,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,35.03,59.5,9.59,0,26.03,0,0,5.42,18.9,0,45,38.1,20,445.67,42.96,0.95,34.43,0

84,20:45-21:00,42.15,8.63,0,0,30.06,2.3,0,246.5,0,69.07,22.02,130.79,53.45,0,5.7,0,20.8,138.33,0,0,48.55,0,21.88,0,31.28,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,35.03,59.5,9.59,0,26.03,0,0,5.42,18.9,0,45,38.1,20,478.17,42.96,0.95,34.43,0

85,21:00-21:15,42.15,8.63,0,0,30.06,2.3,0,246.5,0,69.07,22.02,130.79,53.45,0,5.7,0,20.8,138.33,0,0,49.2,0,21.88,0,31.28,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,13.04,48.81,35.03,59.5,9.59,0,26.03,0,0,5.42,18.9,0,45,38.1,20,478.17,42.96,0.95,34.43,0

86,21:15-21:30,43.05,8.68,0,0,44.33,2.3,0,246.5,0,69.07,22.02,130.79,53.45,0,5.7,0,20.8,138.33,0,0,49.2,0,32.83,0,34.76,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,20.46,50.39,36.84,60.23,9.59,0,26.03,0,0,5.42,20.09,0,45,40.16,20,478.17,59.84,0.95,34.43,0

87,21:30-21:45,43.05,8.68,0,0,44.33,2.3,0,246.5,0,69.07,22.02,130.79,53.45,0,5.7,0,20.8,138.33,0,0,49.2,0,43.78,0,34.76,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,20.46,50.39,36.84,60.23,9.59,0,26.03,0,0,5.42,20.09,0,45,40.16,20,478.17,59.84,0.95,34.43,0

88,21:45-22:00,43.05,8.68,0,0,44.33,2.3,0,246.5,0,69.07,22.02,130.79,53.45,0,5.7,0,20.8,138.33,0,0,49.2,0,43.78,0,34.76,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,20.46,50.39,36.84,60.23,9.59,0,26.03,0,0,5.42,20.09,0,45,40.16,20,478.17,59.84,0.95,34.43,0

89,22:00-22:15,43.05,8.68,0,0,44.33,2.3,0,246.5,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,138.33,0,0,49.2,0,43.78,0,34.76,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,20.46,50.39,36.84,60.23,9.59,0,26.03,0,0,5.42,20.09,0,45,40.16,20,478.17,59.84,0.95,34.43,0

90,22:15-22:30,43.05,8.68,0,0,44.33,2.3,0,246.5,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,138.33,0,0,49.2,0,43.78,0,34.76,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,20.46,50.39,36.84,60.23,9.59,0,26.03,0,0,5.42,20.09,0,45,40.16,20,478.17,59.84,0.95,34.43,0

91,22:30-22:45,42.15,8.63,0,0,30.06,2.3,0,246.5,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,138.33,0,0,49.2,0,43.78,0,20.85,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,19.56,48.81,35.03,59.5,9.59,0,26.03,0,0,5.42,18.9,0,45,38.1,20,478.17,36.83,0.95,34.43,0

92,22:45-23:00,42.15,8.63,0,0,22.54,2.3,0,246.5,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,138.33,0,0,49.2,0,43.78,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,19.56,48.81,35.03,59.5,9.59,0,26.03,0,0,5.42,18.9,0,45,38.1,20,478.17,36.83,0.95,34.43,0

93,23:00-23:15,42.15,8.63,0,0,22.54,2.3,0,246.5,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,138.33,0,0,49.86,0,43.78,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,19.56,48.81,35.03,59.5,9.59,0,26.03,0,0,5.42,18.9,0,45,38.1,20,478.17,36.83,0.95,34.43,0

94,23:15-23:30,42.15,8.63,0,0,22.54,2.3,0,246.5,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,138.33,0,0,49.86,0,43.78,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,19.56,48.81,35.03,59.5,9.59,0,26.03,0,0,5.42,18.9,0,45,38.1,20,478.17,36.83,0.95,34.43,0

95,23:30-23:45,42.15,8.63,0,0,22.54,2.3,0,246.5,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,138.33,0,0,49.86,0,43.78,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,19.56,48.81,35.03,59.5,9.59,0,26.03,0,0,5.42,18.9,0,45,38.1,20,478.17,36.83,0.95,34.43,0

96,23:45-24:00,42.15,8.63,0,0,22.54,2.3,0,246.5,0,69.07,22.02,130.79,66.82,0,5.7,0,20.8,138.33,0,0,49.86,0,43.78,0,10.43,0,0,98.41,45.53,148.3,0,97.23,124.58,0,0,0.51,21.94,27.68,0,80.77,0,0,0,0,0,418.77,112.11,0,50.23,0,0,0,19.56,48.81,35.03,59.5,9.59,0,26.03,0,0,5.42,18.9,0,45,38.1,20,478.17,36.83,0.95,34.43,0

