Block,Time,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01112023/30112023/HP-10,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01112023/30112023/HP-09,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,SR/01112023/30112023/KSEB_BYPL-NOV23,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61
83,20:30-20:45,0.000000,2.230000,237.830000,74.130000,2.780000,271.910000,29.970000,0.000000,101.260000,0.000000,30.940000,118.340000,0.000000,0.000000,0.000000,2.330000,30.940000,18.97,0,0,0,6.34,0,0,0,0,13.78,13.78,3.14,0,6.32,145.02,0,2.95

84,20:45-21:00,0.000000,2.230000,237.830000,74.130000,2.780000,271.910000,29.970000,0.000000,101.260000,0.000000,30.940000,118.340000,0.000000,0.000000,0.000000,2.330000,30.940000,18.6,0,0,0,6.21,0,0,0,0,12.67,12.67,3.12,0,6.2,145.02,0,2.95

85,21:00-21:15,0.000000,2.230000,237.830000,74.130000,2.750000,271.910000,29.970000,0.000000,101.260000,0.000000,30.940000,118.340000,0.000000,0.000000,0.000000,2.330000,30.940000,18.25,0,0,0,6.08,0,0,0,0,11.44,11.44,3.06,0,6.08,145.02,0,2.95

86,21:15-21:30,0.000000,2.230000,237.830000,74.130000,2.750000,271.910000,29.970000,0.000000,101.260000,0.000000,30.940000,118.340000,0.000000,0.000000,0.000000,2.330000,30.940000,17.78,0,0,0,5.92,0,0,0,0,10.6,10.6,2.97,0,5.93,145.02,0,2.95

87,21:30-21:45,0.000000,2.230000,237.830000,74.130000,2.750000,271.910000,29.970000,0.000000,101.260000,0.000000,30.940000,65.790000,0.000000,0.000000,0.000000,2.330000,30.940000,17.5,0,0,0,5.85,0,0,0,0,10.32,10.32,2.95,0,5.83,145.02,0,2.95

88,21:45-22:00,0.000000,2.230000,237.830000,74.130000,2.750000,271.910000,29.970000,0.000000,101.260000,0.000000,30.940000,118.340000,0.000000,0.000000,0.000000,2.330000,30.940000,17.22,0,0,0,5.74,0,0,0,0,10.06,10.06,2.92,0,5.74,145.02,0,2.95

89,22:00-22:15,0.000000,2.230000,237.830000,74.130000,2.750000,271.910000,29.000000,0.000000,101.260000,0.000000,30.940000,65.790000,0.000000,0.000000,0.000000,2.250000,30.940000,17.36,0,0,0,5.78,0,0,0,0,9.66,9.66,2.92,0,5.79,145.02,0,2.95

90,22:15-22:30,0.000000,2.230000,237.830000,74.130000,2.750000,271.910000,29.000000,0.000000,101.260000,0.000000,30.940000,118.340000,0.000000,0.000000,0.000000,2.250000,30.940000,17.5,0,0,0,5.83,0,0,0,0,9.44,9.44,2.92,0,5.83,145.02,0,2.95

91,22:30-22:45,0.000000,2.230000,237.830000,74.130000,2.750000,271.910000,29.000000,0.000000,101.260000,0.000000,30.940000,118.340000,0.000000,0.000000,0.000000,2.250000,30.940000,17.65,0,0,0,5.89,0,0,0,0,9.44,9.44,2.92,0,5.88,145.02,0,2.95

92,22:45-23:00,0.000000,2.230000,237.830000,74.130000,2.750000,271.910000,29.000000,0.000000,101.260000,0.000000,30.940000,118.340000,0.000000,0.000000,0.000000,2.250000,30.940000,17.78,0,0,0,5.92,0,0,0,0,9.44,9.44,2.92,0,5.93,145.02,0,2.95

93,23:00-23:15,0.000000,2.160000,237.830000,74.130000,2.750000,271.910000,29.000000,0.000000,101.260000,0.000000,30.940000,65.790000,0.000000,0.000000,0.000000,2.250000,30.940000,17.86,0,0,0,5.97,0,0,0,0,9.47,9.47,2.96,0,5.95,145.02,0,2.95

94,23:15-23:30,0.000000,2.160000,237.830000,74.130000,2.750000,271.910000,29.000000,0.000000,101.260000,0.000000,30.940000,65.790000,0.000000,0.000000,0.000000,2.250000,30.940000,18.11,0,0,0,6.04,0,0,0,0,9.5,9.5,2.95,0,6.04,145.02,0,2.95

95,23:30-23:45,0.000000,2.160000,237.830000,74.130000,2.750000,271.910000,29.000000,0.000000,101.260000,0.000000,30.940000,65.790000,0.000000,0.000000,0.000000,2.250000,30.940000,18.23,0,0,0,6.08,0,0,0,0,9.4,9.4,2.96,0,6.07,145.02,0,2.95

96,23:45-24:00,0.000000,2.160000,237.830000,74.130000,2.750000,271.910000,29.000000,0.000000,101.260000,0.000000,30.940000,65.790000,0.000000,0.000000,0.000000,2.250000,30.940000,18.47,0,0,0,6.15,0,0,0,0,9.42,9.42,2.97,0,6.16,145.02,0,2.95

