Block,Time Block,KGSU3AND4,NLCIIST1,NLCIIST2,TALA,RAPPD,SINGRAULI_HYDRO,RSTPSU7,SALAL,SEWA2,SIMHST2,RIHAND3,RAPPC,SINGRAULI,RIHAND2,SASAN,RIHAND1,SIMHST1,RSTPSU1TO6,UNCHAHAR3,TEHRI,TelanganaSTPP,TANDA2,UNCHAHAR2,URI,UNCHAHAR1,TALST2,UNCHAHAR4,VALLURNTECL,TANAKPUR,TEHRIPSP,URI2,KGSU1AND2,JHAJJAR,NLCEXP,NJPC,NAPP,RAMPUR,NNTPP,NTPL,PARBATI3,PARBATI2,RAPPB,FSTPP I & II,NLCTS2EXP,MAPS,DHAULIGNGA,DADRT2,DULHASTI,KUDGI,KOTESHWR,KKNPPU2,KOLDAM,KISHANGANGA,KKNP,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,DADRI_GF,BRBCL,CHAMERA1,BSIUL,CHAMERA2,CHAMERA3,ANTA_GF,AURY_CRF,ANTA_CRF,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,KHSTPP-II,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,0,0,21.06,23.58,0.92,0,79.35,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,17.1,0,0,5.34,28.27,40.35,12.81,0,2.22,0,9.48,0,37.48,0,166.46,0,169.07,22.08,5.48,0,0,17.87,0,0,16.61,0,0,0,8.14,53.26,0,9.75,0,8.29,6.78,0,0,0,0,0,0,20.44,0,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

55,13:30-13:45,0,0,0,21.13,23.58,0.92,0,78.79,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,17.1,0,0,5.34,28.27,25.48,12.81,0,2.22,0,1.72,0,37.48,0,195.31,0,169.07,22.08,5.48,0,0,17.87,0,0,16.61,0,0,0,8.14,53.26,0,9.75,0,8.29,6.78,0,0,0,0,0,0,20.91,0,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

56,13:45-14:00,0,0,0,21.18,23.58,0.92,0,78.79,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,17.1,0,0,5.34,28.27,25.48,12.81,0,2.22,0,1.72,0,37.48,0,195.31,0,169.07,22.08,5.48,0,0,17.87,0,0,16.61,0,0,0,8.14,53.26,0,9.75,0,8.29,6.78,0,0,0,0,0,0,19.78,0,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

57,14:00-14:15,0,0,0,21.21,23.58,0.92,0,78.79,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,23.06,13.49,0,5.34,37.74,25.48,17.66,0,3.1,0,1.72,0,19.5,0,181.85,0,169.07,22.08,5.48,0,0,17.87,0,0,18.72,0,0,0,50.46,53.26,0,9.75,0,8.29,6.78,0,0,0,0,0,0,21.29,0,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

58,14:15-14:30,0,0,0,21.21,23.58,0.92,0,78.79,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,23.06,40.49,0,5.34,37.74,25.48,17.66,0,3.1,0,9.48,0,19.5,0,152.99,0,169.07,22.08,5.48,0,0,17.87,0,0,18.72,0,0,0,50.46,53.26,0,9.75,0,8.29,6.78,0,0,0,0,0,0,23.43,0,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

59,14:30-14:45,0,0,0,21.8,23.58,0.92,0,78.79,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,23.06,53.99,0,5.34,37.74,29.73,17.66,0,3.1,0,0,0,19.5,0,127.02,0,169.07,22.08,5.48,0,0,17.87,0,0,18.72,0,0,0,120.19,53.26,0,9.75,0,8.29,6.78,0,0,0,0,0,0,19.31,0,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

60,14:45-15:00,0,0,0,21.83,23.58,0.92,0,78.79,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,23.06,53.99,0,5.34,37.74,29.73,17.66,0,3.1,0,0,0,19.5,0,127.02,0,169.07,22.08,5.48,0,0,17.87,0,0,18.72,0,0,0,205.31,53.26,0,9.75,0,8.29,6.78,0,0,0,0,0,0,18.44,0,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

61,15:00-15:15,0,0,0,20.42,23.58,0.92,0,78.79,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.63,53.99,0,5.34,43.28,29.73,20.82,0,3.1,0,0,0,22.49,0,127.02,0,169.07,22.08,5.48,0,0,17.87,0,0,18.72,0,0,0,282.25,53.26,0,19.51,0,8.29,6.78,0,0,0,0,0,0,18.13,0,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

62,15:15-15:30,0,0,0,20.42,23.58,0.92,0,78.79,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.63,53.99,0,5.34,43.28,29.73,20.82,0,3.1,0,0,0,22.49,0,127.02,0,169.07,22.08,5.48,0,0,17.87,0,0,18.72,0,0,0,359.19,53.26,0,19.51,0,8.29,6.78,0,0,0,0,0,0,20.65,0,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

63,15:30-15:45,0,0,0,19.85,23.58,0.92,0,78.79,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.37,53.99,0,4.77,43.28,25.48,20.68,0,3.1,0,0,0,19.5,0,127.02,0,169.07,22.08,5.48,0,0,17.87,0,0,18.72,0,0,0,416.9,53.26,0,19.51,0,8.29,6.78,0,0,0,0,0,0,21.35,0,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

64,15:45-16:00,0,0,0,19.85,23.58,0.92,0,78.79,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.37,53.99,0,4.77,43.28,25.48,20.68,0,3.1,0,0,0,19.5,0,127.02,0,169.07,22.08,5.48,0,0,17.87,0,0,18.72,0,0,0,416.9,53.26,0,19.51,0,8.29,6.78,0,0,0,0,0,0,19.67,0,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

65,16:00-16:15,0,0,0,19.85,23.58,0.92,0,78.79,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.37,53.99,0,4.16,43.28,29.73,20.68,0,3.1,0,0,0,19.5,0,152.22,0,169.07,22.08,5.48,0,0,17.87,0,0,18.72,0,0,0,338.64,53.26,0,19.51,0,8.29,6.78,0,0,0,0,0,0,19.61,0,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

66,16:15-16:30,0,0,0,19.79,23.58,0.92,0,78.79,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.37,53.99,0,4.16,43.28,29.73,20.68,0,3.1,0,0,0,19.5,0,181.08,0,169.07,22.08,5.48,0,0,17.87,0,0,18.72,0,0,0,325.3,53.26,0,19.51,0,8.29,6.78,0,0,0,0,0,0,18.67,0,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

67,16:30-16:45,0,0,0,19.68,23.58,0.92,0,78.79,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.37,53.99,0,4.16,43.28,29.73,20.68,0,3.1,0,0,0,19.5,0,207.05,0,169.07,22.08,5.48,0,0,20.02,0,0,18.72,0,0,0,290.55,53.26,0,19.51,0,8.29,6.78,0,0,0,0,0,0,20.37,13.51,6.27,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

68,16:45-17:00,0,0,0,19.56,23.58,0.92,0,78.79,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.37,53.99,0,4.16,43.28,29.73,20.68,0,3.1,0,0,0,19.5,0,207.05,0,169.07,22.08,5.48,0,0,20.02,0,0,18.72,0,0,0,290.55,53.26,0,19.51,0,8.29,6.78,0,0,0,0,0,0,19.32,27.03,6.27,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

69,17:00-17:15,0,0,0,18.41,23.58,0.92,0,78.79,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.37,53.99,0,4.16,42.76,6.38,20.68,0,3.1,0,0,0,12,0,236.34,0,169.07,22.08,5.48,0,0,20.02,0,0,18.72,0,0,0,290.55,53.26,0,29.27,0,8.29,6.78,0,0,0,0,0,0,21.84,27.03,6.27,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

70,17:15-17:30,0,0,0,18.26,23.58,0.92,0,78.79,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.37,53.99,0,4.16,42.76,6.38,20.68,0,3.1,0,0,0,12,0,245.96,0,169.07,22.08,5.48,0,0,20.02,0,0,18.72,0,0,0,290.55,53.26,0,29.27,0,8.29,6.78,0,0,0,0,0,0,21.86,40.54,6.27,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

71,17:30-17:45,0,0,0,18.12,23.58,0.92,0,78.79,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.37,53.99,0,4.16,42.76,6.38,20.68,0,3.1,0,0,0,12,0,258.58,0,169.07,22.08,5.48,0,0,20.02,0,0,18.72,0,0,0,311.71,53.26,0,29.27,0,8.29,6.78,0,0,0,0,0,0,20.28,40.54,6.27,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

72,17:45-18:00,0,0,0,18,23.58,0.92,0,78.79,0,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.37,53.99,0,4.16,42.76,6.38,20.68,0,3.1,0,0,0,12,0,258.58,0,169.07,22.08,5.48,0,0,20.02,0,0,18.72,0,0,0,333.83,53.26,0,29.27,0,8.29,6.78,0,0,0,0,0,0,21.02,40.54,6.27,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

73,18:00-18:15,0,0,0,17.85,23.58,0.92,0,78.79,5.89,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.37,53.99,0,4.16,42.76,6.38,20.68,0,2.43,0,0,0,12,0,258.58,0,169.07,22.08,5.48,0,0,18.58,0,0,18.72,0,0,0,371.49,53.26,0,29.27,0,8.29,6.78,0,0,0,0,0,0,22.88,40.54,6.27,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

74,18:15-18:30,0,0,0,17.7,23.58,0.92,0,78.79,11.75,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.37,53.99,0,4.16,42.76,6.38,20.68,0,2.43,0,0,0,12,0,258.58,0,169.07,22.08,5.48,0,0,18.58,0,0,18.72,0,0,0,407.91,53.26,0,29.27,0,8.29,6.78,0,0,0,0,0,0,19.98,40.54,6.27,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

75,18:30-18:45,0,0,0,16.4,23.58,0.92,0,78.79,17.64,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.37,53.99,0,4.16,42.76,6.38,20.68,0,2.43,0,0,0,12,0,306.67,0,169.07,22.08,5.48,0,0,20.02,0,0,18.72,0,0,0,407.91,53.26,0,29.27,0,8.29,6.78,0,0,0,0,0,0,20.36,40.54,6.27,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

76,18:45-19:00,0,0,0,16.31,23.58,0.92,0,78.79,17.64,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.37,53.99,0,4.16,42.76,6.38,20.68,0,2.43,0,0,0,12,0,354.76,0,169.07,22.08,5.48,0,0,20.02,0,0,18.72,0,0,0,407.91,53.26,0,39.02,0,8.29,6.78,0,0,0,0,0,0,17.82,40.54,6.27,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

77,19:00-19:15,0,0,0,16.28,23.58,0.92,0,78.79,17.64,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.63,53.99,0,5.34,43.28,6.38,19.97,0,3.09,0,0,72.01,12,0,357.98,0,169.07,22.08,5.48,0,0,31.46,0,0,18.72,0,0,0,466.91,53.26,0,39.02,0,8.29,6.78,0,0,0,0,0,0,21.87,40.54,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

78,19:15-19:30,0,0,0,16.31,23.58,0.92,0,78.79,18.75,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.63,54.58,0,5.34,43.28,6.38,19.97,0,3.1,0,0,72.01,12,0,367.6,0,170.66,22.08,5.62,0,0,37.17,0,0,18.72,0,0,0,524.61,55.47,0,42.93,0,8.29,6.91,0,0,0,0,0,0,24.04,40.66,19.68,47.7,34.33,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

79,19:30-19:45,0,0,0,14.14,23.58,0.92,0,78.79,18.75,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.63,54.58,0,5.34,43.28,6.38,19.97,0,3.1,0,0,72.01,12,0,367.6,0,170.66,22.08,5.62,0,0,37.17,0,0,18.72,0,0,0,528.39,55.47,0,42.93,0,8.29,6.91,0,0,0,0,0,0,23.07,40.66,19.68,47.7,34.33,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

80,19:45-20:00,0,0,0,14.25,23.58,0.92,0,78.79,18.75,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.63,54.58,0,5.34,43.28,6.38,19.97,0,3.1,0,0,72.01,12,0,396.45,0,170.66,22.08,5.62,0,0,37.17,0,0,18.72,0,0,0,528.39,55.47,0,42.93,0,8.29,6.91,0,0,0,0,0,0,23.42,40.66,19.68,47.7,34.33,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

81,20:00-20:15,0,0,0,14.42,23.58,0.92,0,78.79,18.75,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.63,54.58,0,5.34,43.28,10.62,19.97,0,3.1,0,0,72.01,12,0,415.69,0,170.66,22.08,5.62,0,0,37.17,0,0,18.72,0,0,0,528.39,55.47,0,42.93,0,8.29,6.91,0,0,38.68,45.92,0,0,22.92,40.66,19.68,47.7,34.33,0,0,0,28.93,0,0,0,142.63,43.79,0,0,0,0,0

82,20:15-20:30,0,0,0,14.57,23.58,0.92,0,78.79,18.75,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.63,54.58,0,5.34,43.28,10.62,19.97,0,3.1,0,0,72.01,12,0,415.69,0,170.66,22.08,5.62,0,0,37.17,0,0,18.72,0,0,0,528.39,55.47,0,42.93,0,8.29,6.91,0,0,50.69,61.49,0,0,24.04,40.66,19.68,47.7,34.33,0,0,0,44.99,0,0,0,142.63,43.79,0,0,0,0,0

83,20:30-20:45,0,0,0,14.71,23.58,0.92,0,78.79,18.75,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.63,54.58,0,5.34,43.28,38.23,19.97,0,3.1,0,0,72.01,18,0,444.54,0,170.66,22.08,5.62,0,0,21.45,0,0,18.72,0,0,0,528.39,55.47,0,42.93,0,8.29,6.91,0,0,50.69,61.49,0,0,24.04,40.66,19.68,47.7,34.33,0,0,0,44.99,0,0,0,142.63,43.79,0,0,0,0,0

84,20:45-21:00,0,0,0,14.91,23.58,0.92,0,78.79,18.75,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.63,54.58,0,5.34,43.28,38.23,19.97,0,3.1,0,0,72.01,18,0,444.54,0,170.66,22.08,5.62,0,0,21.45,0,0,18.72,0,0,0,528.39,55.47,0,42.93,0,8.29,6.91,0,0,50.69,61.49,0,0,24.04,40.66,19.68,47.7,34.33,0,0,0,44.99,0,0,0,142.63,43.79,0,0,0,0,0

85,21:00-21:15,0,0,0,15.04,23.58,0.92,0,78.79,18.75,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.63,54.58,0,5.34,43.28,50.36,19.97,0,3.1,0,0,72.01,22.49,0,468.59,0,170.66,22.08,5.62,0,0,37.17,0,0,18.72,0,0,0,528.39,55.47,0,42.93,0,8.29,6.91,0,0,50.69,61.49,0,0,23.3,40.66,19.68,47.7,34.33,0,0,0,45.6,0,0,0,142.63,43.79,0,0,0,0,0

86,21:15-21:30,0,0,0,15.16,23.58,0.92,0,78.79,17.64,0,125.84,62.92,123.09,120.48,335.65,94.56,0,0,26.63,54.58,0,5.34,43.28,50.36,19.97,0,3.1,0,0,72.01,22.49,0,492.63,0,169.07,22.08,5.48,0,0,7.15,0,0,18.72,0,0,0,528.39,53.26,0,39.02,0,8.29,6.78,0,0,50.69,61.49,0,0,24.04,40.54,6.27,45.32,32.64,0,0,0,45.6,0,0,0,142.63,43.79,0,0,0,0,0

87,21:30-21:45,0,0,0,15.29,23.58,0.92,0,78.79,17.64,0,125.84,62.92,123.09,120.48,335.65,94.56,0,0,26.63,54.58,0,5.34,43.28,50.36,19.97,0,3.1,0,0,72.01,25.49,0,492.63,0,169.07,22.08,5.48,0,0,31.46,0,0,18.72,0,0,0,528.39,53.26,0,39.02,0,8.29,6.78,0,0,16.61,20.58,0,0,21.31,40.54,6.27,45.32,32.64,0,0,0,17.67,0,0,0,142.63,43.79,0,0,0,0,0

88,21:45-22:00,0,0,0,15.44,23.58,0.92,0,78.79,18.75,0,125.84,62.92,123.09,120.48,335.65,94.56,0,0,26.63,54.58,0,5.34,43.28,50.36,19.97,0,3.1,0,0,72.01,25.49,0,511.87,0,170.66,22.08,5.62,0,0,37.17,0,0,18.72,0,0,0,528.39,55.47,0,42.93,0,8.29,6.91,0,0,0,0,0,0,20.09,40.66,19.68,47.7,34.33,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

89,22:00-22:15,0,0,0,15.61,23.58,0.92,0,78.79,18.75,0,125.84,62.92,123.09,120.48,335.65,94.56,0,0,24.6,54.58,0,5.34,38.8,25.48,19,0,3.1,0,0,72.01,22.49,0,511.87,0,170.66,22.08,5.62,0,0,37.17,0,0,17.38,0,0,0,528.39,55.47,0,42.93,0,8.29,6.91,0,0,0,0,0,0,19.81,40.66,19.68,47.7,34.33,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

90,22:15-22:30,0,0,0,15.74,23.58,0.92,0,78.79,18.75,0,125.84,62.92,123.09,120.48,335.65,94.56,0,0,24.6,54.58,0,5.34,37.74,25.48,19,0,3.1,0,0,72.01,22.49,0,531.11,0,170.66,22.08,5.62,0,0,37.17,0,0,17.38,0,0,0,528.39,55.47,0,42.93,0,8.29,6.91,0,0,0,0,0,0,22.42,40.66,19.68,47.7,34.33,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

91,22:30-22:45,0,0,0,19.36,23.58,0.92,0,78.79,18.75,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.63,54.58,0,5.34,43.28,25.48,19.97,0,3.1,0,0,72.01,22.49,0,550.34,0,170.66,22.08,5.62,0,0,37.17,0,0,17.38,0,0,0,528.39,55.47,0,42.93,0,8.29,6.91,0,0,0,0,0,0,21.2,40.66,19.68,47.7,34.33,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

92,22:45-23:00,0,0,0,19.46,23.58,0.92,0,78.79,17.64,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.63,54.28,0,5.34,43.28,25.48,19.97,0,3.1,0,0,72.01,22.49,0,569.58,0,169.07,22.08,5.48,0,0,21.45,0,0,17.38,0,0,0,528.39,53.26,0,39.24,0,8.29,6.78,0,0,0,0,0,0,21.52,40.54,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

93,23:00-23:15,0,0,0,19.54,23.58,0.92,0,78.79,17.64,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.63,54.28,0,5.34,43.28,27.61,19.97,0,3.1,0,1.72,72.01,20.99,0,598.43,0,169.07,22.08,5.48,0,0,31.46,0,0,17.38,0,0,0,528.39,53.26,0,39.02,0,8.29,6.78,0,0,0,0,0,0,22.53,40.54,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

94,23:15-23:30,0,0,0,19.59,23.58,0.92,0,78.79,17.64,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.63,54.28,0,5.34,43.28,27.61,19.97,0,3.1,0,1.72,0,20.99,0,627.29,0,169.07,22.08,5.48,0,0,31.46,0,0,17.38,0,0,0,528.39,53.26,0,39.02,0,8.29,6.78,0,0,0,0,0,0,17.17,40.54,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

95,23:30-23:45,0,0,0,19.62,23.58,0.92,0,78.79,17.64,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.63,54.28,0,5.34,43.28,27.61,19.97,0,3.1,0,5.42,0,20.99,0,627.29,0,169.07,22.08,5.48,0,0,21.45,0,0,17.38,0,0,0,528.39,53.26,0,39.02,0,8.29,6.78,0,0,0,0,0,0,17,40.54,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

96,23:45-24:00,0,0,0,19.66,23.58,0.92,0,78.79,17.64,0,125.84,62.92,141.01,120.48,335.65,94.56,0,0,26.63,54.28,0,5.34,43.28,27.61,19.97,0,3.1,0,9.48,0,20.99,0,627.29,0,169.07,22.08,5.48,0,0,21.45,0,0,17.38,0,0,0,528.39,53.26,0,39.02,0,8.29,6.78,0,0,0,0,0,0,17.53,40.54,12.54,45.32,32.64,0,0,0,0,0,0,0,142.63,43.79,0,0,0,0,0

