Column1,Block,NR/01082024/31082024/jitpl,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/30092023/31122025/SH-07,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug24,NR/16082024/31082024/APL-Raigarh_august,NR/01082024/31082024/SKS-Raigarh,NR/16082024/31082024/MPL/24-25/STOA/128,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/2024/22827/C,NR/2024/22610/A/34298,NR/2024/22611/A/34299,NR/2024/21911/A/34535,NR/2024/21814/A/34579,NR/2024/22010/A/34637,NR/2024/22814/C,NR/2024/21860/A/34521,NR/2024/21966/A/34510,NR/2024/21968/A/34575,NR/2024/22042/A/34277,NR/2024/21983/A/34287,NR/2024/21938/A/34547,NR/2024/22498/A/34638,NR/2024/21974/A/34578,NR/2024/22279/A/34274,NR/2024/21971/A/34577,NR/2024/21933/A/34288,NR/2024/22014/A/34278,NR/30092023/26122029/SH-06,NR/2024/22623/A/34317,NR/2024/21943/A/34582,NR/2024/22828/C,NR/2024/21961/A/34550,NR/2024/21956/A/34590,NR/2024/21918/A/34635,NR/2024/22829/C,NR/2024/21954/A/34583,SR/2024/14005/C,NR/2024/21940/A/34585,NR/2024/21658/A/34243,NR/2024/21970/A/34576,Total
63,15:30-15:45,24.77,0,23.365,0,0,12.48,0,0,0,0,15.36,3.34,42.63,10.66,96.89,48.44,11.76,242.22,48.44,96.89,37.43,3.88,48.44,0,21.32,37.43,4.84,37.43,24.22,1.94,23.365,12.6,38.76,131.96,0,24.22,91.08,61.04,24.14,0,84.47,0.97,12.48,1399.26

64,15:45-16:00,24.77,0,23.365,0,0,12.48,0,0,0,0,15.36,4.25,42.63,10.66,96.89,48.44,11.76,242.22,48.44,96.89,37.43,3.88,48.44,0,21.32,37.43,4.84,37.43,24.22,1.94,23.365,12.6,38.76,131.96,0,24.22,91.08,61.04,24.14,0,84.47,0.97,12.48,1400.1699999999998

65,16:00-16:15,24.77,0,23.365,0,0,12.48,0,0,0,0,15.36,4.01,42.63,10.66,96.89,48.44,11.76,242.22,48.44,96.89,37.43,3.88,48.44,0,21.32,37.43,4.84,37.43,24.22,1.94,23.365,12.6,38.76,131.96,0,24.22,91.08,61.04,24.14,0,84.47,0.82,12.48,1399.78

66,16:15-16:30,24.77,0,23.365,0,0,12.48,0,0,0,0,15.36,2.28,42.63,10.66,96.89,48.44,11.76,242.22,48.44,96.89,37.43,3.88,48.44,0,21.32,37.43,4.84,37.43,24.22,1.94,23.365,12.6,38.76,131.96,0,24.22,91.08,61.04,24.14,0,84.47,0.82,12.48,1398.05

67,16:30-16:45,24.77,0,23.365,0,0,12.48,0,0,0,0,15.36,1.02,42.63,10.66,96.89,48.44,11.76,242.22,48.44,96.89,37.43,3.88,48.44,0,21.32,37.43,4.84,37.43,24.22,1.94,23.365,12.6,38.76,131.96,0,24.22,91.08,61.04,24.14,0,84.47,0.82,12.48,1396.79

68,16:45-17:00,24.77,0,23.365,0,0,12.48,0,0,0,0,15.36,0.84,42.63,10.66,96.89,48.44,11.76,242.22,48.44,96.89,37.43,3.88,48.44,0,21.32,37.43,4.84,37.43,24.22,1.94,23.365,12.6,38.76,131.96,0,24.22,91.08,61.04,24.14,0,84.47,0.82,12.48,1396.61

69,17:00-17:15,24.77,48.44,23.365,96.89,96.89,12.48,21.32,0,24.22,0,15.36,1.01,0,0,0,48.44,11.76,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,23.365,12.6,38.76,164.96,0,24.22,91.08,28.1,24.14,0,84.47,0.78,12.48,1343.51

70,17:15-17:30,24.77,48.44,23.365,96.89,96.89,12.48,21.32,0,24.22,0,15.36,1.26,0,0,0,48.44,11.76,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,23.365,12.6,38.76,164.96,0,24.22,91.08,28.1,24.14,0,84.47,0.78,12.48,1343.76

71,17:30-17:45,24.77,48.44,23.365,96.89,96.89,12.48,21.32,0,24.22,0,15.36,1.17,0,0,0,48.44,11.76,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,23.365,12.6,38.76,164.96,0,24.22,91.08,28.1,24.14,0,84.47,0.78,12.48,1343.67

72,17:45-18:00,24.77,48.44,23.365,96.89,96.89,12.48,21.32,0,24.22,0,15.36,0.68,0,0,0,48.44,11.76,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,23.365,12.6,38.76,164.96,0,24.22,91.08,28.1,24.14,0,84.47,0.78,12.48,1343.18

73,18:00-18:15,24.77,48.44,26.8708,96.89,96.89,12.48,21.32,0,24.22,0,15.36,0.42,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,26.8708,11.63,38.76,164.96,0,24.22,91.08,28.1,24.14,0,84.47,0.78,12.48,1337.2015999999999

74,18:15-18:30,24.77,48.44,26.8708,96.89,96.89,12.48,21.32,0,24.22,0,15.36,0.14,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,26.8708,11.63,38.76,164.96,0,24.22,91.08,28.1,24.14,0,84.47,0.78,12.48,1336.9216

75,18:30-18:45,24.77,48.44,26.8708,96.89,96.89,12.48,21.32,0,24.22,0,15.36,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,26.8708,11.63,38.76,164.96,0,43.6,91.08,28.1,24.14,0,84.47,0.78,12.48,1356.1615999999997

76,18:45-19:00,24.77,48.44,26.8708,96.89,96.89,12.48,21.32,0,24.22,0,15.36,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,26.8708,11.63,38.76,164.96,0,43.6,91.08,28.1,24.14,0,84.47,0.78,12.48,1356.1615999999997

77,19:00-19:15,24.77,48.44,32,96.89,96.89,12.48,21.32,0,24.22,0,15.36,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,25.5616,11.63,38.76,164.96,0,43.6,91.08,28.1,24.14,0,84.47,0.78,12.48,1359.9815999999998

78,19:15-19:30,24.77,48.44,32,96.89,96.89,12.48,21.32,0,24.22,0,15.36,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,25.5616,11.63,38.76,164.96,0,43.6,91.08,28.1,24.14,0,84.47,0.78,12.48,1359.9815999999998

79,19:30-19:45,24.77,48.44,32,96.89,96.89,12.48,21.32,0,24.22,0,15.36,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,25.5616,11.63,38.76,164.96,0,43.6,91.08,28.1,24.14,0,84.47,0.78,12.48,1359.9815999999998

80,19:45-20:00,24.77,48.44,32,96.89,96.89,12.48,21.32,0,24.22,0,15.36,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,25.5616,11.63,38.76,164.96,0,43.6,91.08,28.1,24.14,0,84.47,0.78,12.48,1359.9815999999998

81,20:00-20:15,24.77,48.44,32,96.89,96.89,12.48,21.32,0,24.22,0,15.08,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,25.5616,11.63,38.76,164.96,0,43.6,91.08,28.1,24.14,0,84.47,0.78,12.48,1359.7015999999999

82,20:15-20:30,24.77,48.44,32,96.89,96.89,12.48,21.32,0,24.22,0,15.08,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,25.5616,11.63,38.76,164.96,0,43.6,91.08,28.1,24.14,0,84.47,0.78,12.48,1359.7015999999999

83,20:30-20:45,24.77,48.44,32,96.89,96.89,12.48,21.32,0,24.22,0,15.08,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,25.5616,11.63,38.76,164.96,0,43.6,91.08,28.1,24.14,0,84.47,0.78,12.48,1359.7015999999999

84,20:45-21:00,24.77,48.44,32,96.89,96.89,12.48,21.32,0,24.22,0,15.08,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,21.5632,11.63,38.76,164.96,0,43.6,91.08,28.1,24.14,0,84.47,0.78,12.48,1355.7032

85,21:00-21:15,24.77,48.44,32,96.89,96.89,12.48,21.32,0,24.22,0,15.08,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,21.5632,11.63,38.76,164.96,0,43.6,91.08,28.1,24.14,0,84.47,0.78,12.48,1355.7032

86,21:15-21:30,24.77,48.44,32,96.89,96.89,12.48,21.32,0,24.22,0,15.08,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,21.5632,11.63,38.76,164.96,0,43.6,91.08,28.1,24.14,0,84.47,0.78,12.48,1355.7032

87,21:30-21:45,24.77,48.44,26.8708,96.89,96.89,12.48,21.32,0,24.22,0,15.08,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,26.8708,11.63,38.76,164.96,0,43.6,91.08,28.1,24.14,0,84.47,0.78,12.48,1355.8815999999997

88,21:45-22:00,24.77,48.44,26.8708,96.89,96.89,12.48,21.32,0,24.22,0,15.08,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,0,0,37.43,4.84,37.43,0,1.94,26.8708,11.63,38.76,164.96,0,43.6,91.08,28.1,24.14,0,84.47,0.78,12.48,1355.8815999999997

89,22:00-22:15,24.77,48.44,26.8708,96.89,96.89,12.48,21.32,0,24.22,0,15.08,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,32.7,0,37.43,4.84,37.43,0,1.94,26.8708,10.66,38.76,164.96,98.1,43.6,91.08,28.1,24.14,0,84.47,0.78,12.48,1485.7115999999996

90,22:15-22:30,24.77,48.44,26.8708,96.89,96.89,12.48,21.32,0,24.22,0,15.08,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,32.7,0,37.43,4.84,37.43,0,1.94,26.8708,10.66,38.76,164.96,98.1,43.6,91.08,28.1,24.14,0,84.47,0.78,12.48,1485.7115999999996

91,22:30-22:45,24.77,48.44,26.8708,96.89,96.89,12.48,21.32,0,24.22,0,15.08,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,32.7,0,37.43,4.84,37.43,0,1.94,26.8708,9.69,38.76,164.96,98.1,67.82,91.08,28.1,24.14,0,84.47,0.78,12.48,1508.9615999999999

92,22:45-23:00,24.77,48.44,26.8708,96.89,96.89,12.48,21.32,0,24.22,0,15.08,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,32.7,0,37.43,4.84,37.43,0,1.94,26.8708,9.69,38.76,164.96,98.1,67.82,91.08,28.1,24.14,0,84.47,0.78,12.48,1508.9615999999999

93,23:00-23:15,24.77,48.44,26.8708,96.89,96.89,12.48,21.32,0,24.22,0,15.08,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,32.7,0,37.43,4.84,37.43,0,1.94,26.8708,9.69,38.76,164.96,98.1,67.82,91.08,28.1,24.14,0,84.47,0.73,12.48,1508.9116

94,23:15-23:30,24.77,48.44,26.8708,96.89,96.89,12.48,21.32,0,24.22,0,15.08,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,32.7,0,37.43,4.84,37.43,0,1.94,26.8708,9.69,38.76,164.96,98.1,67.82,91.08,28.1,24.14,0,84.47,0.73,12.48,1508.9116

95,23:30-23:45,24.77,48.44,26.8708,96.89,96.89,12.48,21.32,0,24.22,0,15.08,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,32.7,0,37.43,4.84,37.43,0,1.94,26.8708,9.69,38.76,164.96,98.1,67.82,91.08,28.1,24.14,0,84.47,0.73,12.48,1508.9116

96,23:45-24:00,24.77,48.44,26.8708,96.89,96.89,12.48,21.32,0,24.22,0,15.08,0,0,0,0,48.44,0,242.22,48.44,0,37.43,3.88,0,32.7,0,37.43,4.84,37.43,0,1.94,26.8708,9.69,38.76,164.96,98.1,67.82,91.08,28.1,24.14,0,84.47,0.73,12.48,1508.9116

