Column1,Time,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/08/2627,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,GNA/NR/2024/10/08/5028,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,GNA/NR/2024/10/01/9072,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/10/08/6977,GNA/NR/2024/10/08/8234,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/01/9582,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/10/01/8106,NR/01102023/19072037/LT-05,GNA/NR/2024/10/01/3642,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07)
82,20:15-20:30,6.63,48.5,0,0,0,97.01,87.5,263.38,31,4.06,31,39.77,4.21,4.09,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7.84,0,0,23.5,0,0,0,0,0,16.67,0,0,16.67,7.83,8,0

83,20:30-20:45,6.63,48.5,0,0,0,97.01,87.5,263.38,31,3.82,31,39.77,3.51,3.86,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,8.66,0,0,26,0,0,0,0,0,18.33,0,0,18.33,8.67,8,0

84,20:45-21:00,6.63,48.5,0,0,0,97.01,87.5,263.38,31,3.82,31,39.77,3.51,3.86,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,9.34,0,0,28,0,0,0,0,0,22,0,0,22,9.33,8,0

85,21:00-21:15,6.63,48.5,0,0,0,97.01,87.5,263.38,31,3.82,31,39.77,3.9,3.86,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7.5,0,0,22.5,0,0,0,0,0,17,0,0,17,7.5,6.66,0

86,21:15-21:30,6.63,48.5,0,0,0,97.01,87.5,263.38,31,3.82,31,39.77,3.9,3.86,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7.5,0,0,22.5,0,0,0,0,0,17.67,0,0,17.67,7.5,6.66,0

87,21:30-21:45,6.63,48.5,0,0,0,97.01,87.5,263.38,31,3.82,31,39.77,3.9,3.86,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7.5,0,0,22.5,0,0,0,0,0,17.67,0,0,17.67,7.5,6.66,0

88,21:45-22:00,6.63,48.5,0,0,0,97.01,87.5,263.38,31,3.82,31,39.77,3.9,3.86,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7.5,0,0,22.5,0,0,0,0,0,17.67,0,0,17.67,7.5,6.66,0

89,22:00-22:15,6.63,48.5,0,0,0,97.01,87.5,263.38,0,3.82,31,39.77,3.9,3.71,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7.5,0,0,22.5,0,0,0,0,0,18,0,0,18,7.5,6.66,0

90,22:15-22:30,6.63,48.5,0,0,0,97.01,87.5,263.38,0,3.82,31,39.77,3.9,3.71,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7.5,0,0,22.5,0,0,0,0,0,17.67,0,0,17.67,7.5,6.66,0

91,22:30-22:45,6.63,48.5,0,0,0,97.01,87.5,263.38,18.88,3.82,18.88,39.77,3.9,3.71,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7.5,0,0,22.5,0,0,0,0,0,17.67,0,0,17.67,7.5,6.66,0

92,22:45-23:00,6.63,48.5,0,0,0,97.01,87.5,263.38,18.88,3.82,18.88,39.77,3.9,3.71,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7.5,0,0,22.5,0,0,0,0,0,17.33,0,0,17.33,7.5,6.66,0

93,23:00-23:15,6.63,48.5,0,0,0,97.01,87.5,263.38,18.88,3.73,18.88,39.77,3.74,3.71,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7.5,0,0,22.5,0,0,0,0,0,17,0,0,17,7.5,6.66,0

94,23:15-23:30,6.63,48.5,0,0,0,97.01,87.5,263.38,18.88,3.73,18.88,39.77,3.74,3.71,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7.5,0,0,22.5,0,0,0,0,0,16.67,0,0,16.67,7.5,6.66,0

95,23:30-23:45,6.63,48.5,0,0,0,97.01,87.5,263.38,18.88,3.73,18.88,39.77,3.74,3.71,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7.5,0,0,22.5,0,0,0,0,0,17,0,0,17,7.5,6.66,0

96,23:45-24:00,6.63,48.5,0,0,0,97.01,87.5,263.38,18.88,3.73,18.88,39.77,3.74,3.71,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7.5,0,0,22.5,0,0,0,0,0,17,0,0,17,7.5,6.66,0

