Column1,Time,GNA/NR/2025/01/20/9333,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/01/6528,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/01/20/4698,GNA/NR/2025/01/20/4168,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/20/2470,GNA/NR/2025/01/01/7459,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/6775,NR/01102023/19072037/LT-05,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/8738,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/20/9046,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,GNA/NR/2025/01/20/5216,GNA/NR/2025/01/01/8058,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02
64,15:45-16:00,0,0.99,8.65,1.29,100.18,0,0,20.19,48.08,0,23.08,26.99,26.99,19.23,23.08,28.85,23.08,70.13,48.08,31.73,59.46,0,0,0,0,0,0,26.92,54.77,50,25,25,60,183.23,12.21,50,140,36.65,32.86,9.67,81.26,26.33,26.34,9.67,32.86,28.99,10.33,19,22.71,166.28,10.03,271.89,10.28,10.03,1.34

65,16:00-16:15,0,1.03,8.65,1.29,100.18,0,0,20.19,48.08,0,23.08,26.99,26.99,19.23,23.08,28.85,23.08,70.13,48.08,31.73,59.46,0.69,0,0,0,0,0,26.92,48.18,45,22,20,52,142.36,17.01,40,123,28.47,33,11.67,69.95,30,30,11.67,33,34.99,12.33,11,22.71,200.84,8.91,271.89,9.13,8.91,1.34

66,16:15-16:30,0,1.03,8.65,1.29,100.18,0,0,20.19,48.08,0,23.08,26.99,26.99,19.23,23.08,28.85,23.08,70.13,48.08,31.73,59.46,0.69,0,0,0,0,0,26.92,41.59,38,18,17,45,127.12,16.61,33,105,25.42,33,12,58.19,31,31,12,33,36,13,5,22.71,200.84,7.73,271.89,7.93,7.73,1.34

67,16:30-16:45,0,1.03,8.65,1.29,100.18,0,0,20.19,48.08,0,23.08,26.99,26.99,19.23,23.08,28.85,23.08,65.98,48.08,31.73,63.06,0.69,0,0,0,0,0,26.92,34.99,29,13,13,37,96.3,17.41,27,88,19.26,33,12.17,46.03,31.67,31.66,12.17,33,36.49,13.33,1,23.21,200.84,6.41,271.89,6.57,6.41,1.34

68,16:45-17:00,0,1.03,8.65,1.29,100.18,0,0,20.19,48.08,0,23.08,26.99,26.99,19.23,23.08,28.85,23.08,74.47,48.08,31.73,86.74,0.69,0,0,0,0,0,26.92,28.4,23,9,10,30,82.87,17.01,20,70,16.58,33,12.5,33.74,32.33,32.34,12.5,33,37.5,13.33,0,23.21,248.92,5.03,271.89,5.16,5.03,1.34

69,17:00-17:15,0,1.03,14.42,1.29,100.18,0,0,20.19,48.08,0,36.54,26.12,32,19.23,43.27,28.85,36.54,82.96,48.08,31.73,86.74,0.69,0,0,0,0,0,26.92,22.71,19,7,7,22,65.57,16.61,13,53,13.11,22.4,12.83,22.47,33.67,33.66,12.83,26.94,38.51,13.67,0,23.72,261.07,3.49,271.89,3.58,3.49,1.34

70,17:15-17:30,0,1.03,14.42,1.29,100.18,0,0,20.19,48.08,0,36.54,26.12,32,19.23,43.27,28.85,36.54,91.44,48.08,31.73,86.74,0.69,0,0,0,0,0,26.92,17.01,13,5,3,15,50.17,16.41,7,35,10.03,11.27,13.33,13.65,34.33,34.34,13.33,13.49,40.01,14.33,0,23.72,261.07,2.23,271.89,2.29,2.23,1.34

71,17:30-17:45,0,1.03,14.42,1.29,100.18,0,0,20.19,48.08,0,36.54,26.12,32,19.23,43.27,28.85,36.54,99.92,48.08,31.73,86.74,0,0,0,0,0,0,26.92,11.32,9,3,1,7,30.49,16.01,3,18,6.1,3.43,14,7.51,36.33,36.34,14,4.14,42,15,0,24.72,261.07,1.26,271.89,1.29,1.26,1.34

72,17:45-18:00,0,1.03,14.42,1.29,100.18,0,0,20.19,48.08,0,36.54,32,32,19.23,43.27,28.85,36.54,115.01,48.08,31.73,86.74,0,0,0,0,0,0,26.92,6.26,7,2,0,3,19.31,15.61,1,7,3.86,1.08,14.83,2.73,37.67,37.66,14.83,0.93,44.51,15.67,0,25.23,261.07,0.55,271.89,0.57,0.55,1.34

73,18:00-18:15,30.77,0.99,14.42,1.29,100.18,7.69,5.77,20.19,48.08,96.16,36.54,31,31,19.23,43.27,28.85,36.54,115.01,48.08,31.73,86.74,0.77,50,90.39,50,30,9.62,26.92,3.52,5,1,0,1,6.56,15.21,0,2,1.31,0,15.83,0,45,45,15.83,0,47.51,16.33,0,25.73,261.07,0.14,271.89,0.14,0.14,1.34

74,18:15-18:30,30.77,0.99,14.42,1.29,100.18,7.69,5.77,20.19,48.08,96.16,36.54,31,31,19.23,43.27,28.85,36.54,115.01,48.08,31.73,86.74,0.77,50,90.39,50,30,9.62,26.92,1.56,2,1,0,0,1.13,14.81,0,0,0.23,0,16.5,0,46.67,46.66,16.5,0,49.5,16,0,25.73,261.07,0,271.89,0,0,1.34

75,18:30-18:45,30.77,0.99,14.42,1.29,100.18,7.69,5.77,20.19,48.08,96.16,36.54,31,31,19.23,43.27,28.85,36.54,115.01,48.08,31.73,86.74,0.77,50,90.39,50,30,9.62,26.92,0.39,0,0,0,0,0,14.41,0,0,0,0,16.83,0,48.33,48.34,16.83,0,50.51,16,0,25.73,261.07,0,271.89,0,0,1.34

76,18:45-19:00,30.77,0.99,14.42,1.29,100.18,7.69,5.77,20.19,48.08,96.16,36.54,31,31,19.23,43.27,28.85,36.54,115.01,48.08,31.73,86.74,0.77,50,90.39,50,30,9.62,26.92,0,0,0,0,0,0,14.01,0,0,0,0,17.33,0,49,49,17.33,0,52.01,16.33,0,25.73,261.07,0,271.89,0,0,1.34

77,19:00-19:15,30.77,0.95,14.42,1.29,100.18,7.69,5.77,20.19,48.08,96.16,36.54,31,31,19.23,43.27,28.85,36.54,115.01,48.08,31.73,86.74,0.77,50,90.39,50,30,9.62,26.92,0,0,0,0,0,0,13.61,0,0,0,0,24,0,51.67,51.66,24,0,72,17.33,0,25.73,261.07,0,271.89,0,0,1.34

78,19:15-19:30,30.77,0.95,14.42,1.29,100.18,7.69,5.77,20.19,48.08,96.16,36.54,31,31,19.23,43.27,28.85,36.54,115.01,48.08,31.73,86.74,0.77,50,90.39,50,30,9.62,26.92,0,0,0,0,0,0,13.61,0,0,0,0,24.83,0,52.33,52.34,24.83,0,74.51,18,0,25.73,261.07,0,271.89,0,0,1.34

79,19:30-19:45,30.77,0.95,14.42,1.29,100.18,7.69,5.77,20.19,48.08,96.16,36.54,31,31,19.23,43.27,28.85,36.54,115.01,48.08,31.73,86.74,0,50,90.39,50,30,9.62,26.92,0,0,0,0,0,0,13.61,0,0,0,0,25.33,0,53.33,53.34,25.33,0,76.01,18.33,0,25.23,261.07,0,271.89,0,0,1.34

80,19:45-20:00,30.77,0.95,14.42,1.29,100.18,7.69,5.77,20.19,48.08,96.16,36.54,31.14,31.14,19.23,43.27,28.85,36.54,115.01,48.08,31.73,86.74,0,50,90.39,50,30,9.62,26.92,0,0,0,0,0,0,13.61,0,0,0,0,26.17,0,53.67,53.66,26.17,0,78.49,19,0,25.23,261.07,0,271.89,0,0,1.34

81,20:00-20:15,0,0.95,8.65,1.29,100.18,0,0,20.19,48.08,0,34.62,32,19.31,19.23,34.62,28.85,34.62,115.01,48.08,31.73,86.74,0.77,50,0,50,30,0,26.92,0,0,0,0,0,0,15.61,0,0,0,0,26.33,0,53.33,53.34,26.33,0,79.01,19.67,0,25.23,261.07,0,271.89,0,0,1.34

82,20:15-20:30,0,0.95,8.65,1.29,100.18,0,0,20.19,48.08,0,34.62,32,25.35,19.23,34.62,28.85,34.62,65.98,48.08,31.73,86.74,0.77,50,0,50,30,0,26.92,0,0,0,0,0,0,15.41,0,0,0,0,27.33,0,53,53,27.33,0,82.01,20,0,25.23,261.07,0,271.89,0,0,1.34

83,20:30-20:45,0,0.95,8.65,1.29,100.18,0,0,20.19,48.08,0,34.62,32,25.35,19.23,34.62,28.85,34.62,65.98,48.08,31.73,86.74,0.77,50,0,50,30,0,26.92,0,0,0,0,0,0,15.21,0,0,0,0,28.17,0,54,54,28.17,0,84.49,20.67,0,25.23,261.07,0,271.89,0,0,1.34

84,20:45-21:00,0,0.95,8.65,1.29,100.18,0,0,20.19,48.08,0,34.62,32,25.35,19.23,34.62,28.85,34.62,65.98,48.08,31.73,86.74,0.77,50,0,50,30,0,26.92,0,0,0,0,0,0,15.01,0,0,0,0,28,0,55.67,55.66,28,0,84,21,0,25.23,261.07,0,271.89,0,0,1.34

85,21:00-21:15,0,0.95,8.65,1.29,100.18,0,0,20.19,48.08,0,28.85,32,26.12,19.23,28.85,28.85,28.85,65.98,48.08,31.73,74.55,0.77,50,0,50,30,0,26.92,0,0,0,0,0,0,14.81,0,0,0,0,23.33,0,46,46,23.33,0,70.01,15,0,25.23,261.07,0,271.89,0,0,1.3

86,21:15-21:30,0,0.95,8.65,1.29,100.18,0,0,20.19,48.08,0,28.85,32,26.12,19.23,28.85,28.85,28.85,65.98,48.08,31.73,86.74,0.77,50,0,50,30,0,26.92,0,0,0,0,0,0,14.61,0,0,0,0,22.5,0,45.33,45.34,22.5,0,67.5,15,0,25.23,261.07,0,271.89,0,0,1.3

87,21:30-21:45,0,0.95,8.65,1.29,100.18,0,0,20.19,48.08,0,28.85,26.99,26.99,19.23,28.85,28.85,28.85,70.13,48.08,31.73,86.74,0,50,0,50,30,0,26.92,0,0,0,0,0,0,14.41,0,0,0,0,17.5,0,44.67,44.66,17.5,0,52.5,15,0,24.72,261.07,0,271.89,0,0,1.3

88,21:45-22:00,0,0.95,8.65,1.29,100.18,0,0,20.19,48.08,0,28.85,26.99,26.99,19.23,28.85,28.85,28.85,70.13,48.08,31.73,86.74,0,50,0,50,30,0,26.92,0,0,0,0,0,0,14.21,0,0,0,0,16.67,0,44,44,16.67,0,49.99,14.67,0,24.72,261.07,0,271.89,0,0,1.3

89,22:00-22:15,0,0.95,8.65,1.29,100.18,0,0,20.19,48.08,0,25.96,26.99,26.99,19.23,25.96,28.85,25.96,70.13,48.08,31.73,74.55,0.77,0,0,50,30,0,26.92,0,0,0,0,0,0,14.01,0,0,0,0,16.33,0,43.33,43.34,16.33,0,49.01,14,0,24.72,226.5,0,271.89,0,0,1.3

90,22:15-22:30,0,0.95,8.65,1.29,100.18,0,0,20.19,48.08,0,25.96,26.99,26.99,19.23,25.96,28.85,25.96,70.13,48.08,31.73,74.55,0.77,0,0,50,30,0,26.92,0,0,0,0,0,0,13.81,0,0,0,0,15.83,0,42.67,42.66,15.83,0,47.51,13.33,0,24.72,226.5,0,271.89,0,0,1.3

91,22:30-22:45,0,0.95,8.65,1.29,100.18,0,0,20.19,48.08,0,25.96,26.99,26.99,19.23,25.96,28.85,25.96,70.13,48.08,31.73,74.55,0.77,0,0,50,30,0,26.92,0,0,0,0,0,0,13.61,0,0,0,0,15.83,0,41.67,41.66,15.83,0,47.51,13.33,0,24.72,226.5,0,271.89,0,0,1.3

92,22:45-23:00,0,0.95,8.65,1.29,100.18,0,0,20.19,48.08,0,25.96,26.99,26.99,19.23,25.96,28.85,25.96,70.13,48.08,31.73,74.55,0.77,0,0,50,30,0,26.92,0,0,0,0,0,0,13.41,0,0,0,0,15.83,0,41,41,15.83,0,47.51,13.33,0,24.72,226.5,0,271.89,0,0,1.3

93,23:00-23:15,0,0.95,8.65,1.29,100.18,0,0,20.19,48.08,0,23.08,26.99,26.99,19.23,23.08,28.85,23.08,70.13,48.08,31.73,59.46,0.77,0,0,50,30,0,26.92,0,0,0,0,0,0,13.21,0,0,0,0,15.83,0,40.33,40.34,15.83,0,47.51,13.33,0,24.72,201.59,0,271.89,0,0,1.3

94,23:15-23:30,0,0.95,8.65,1.29,100.18,0,0,20.19,48.08,0,23.08,26.99,26.99,19.23,23.08,28.85,23.08,70.13,48.08,31.73,59.46,0.77,0,0,50,30,0,26.92,0,0,0,0,0,0,13.01,0,0,0,0,15.83,0,39.67,39.66,15.83,0,47.51,13.33,0,24.72,201.59,0,271.89,0,0,1.3

95,23:30-23:45,0,0.95,8.65,1.29,100.18,0,0,20.19,48.08,0,23.08,26.99,26.99,19.23,23.08,28.85,23.08,70.13,48.08,31.73,59.46,0,0,0,50,30,0,26.92,0,0,0,0,0,0,13.01,0,0,0,0,15.83,0,39.33,39.34,15.83,0,47.51,13.33,0,24.72,141.36,0,271.89,0,0,1.3

96,23:45-24:00,0,0.95,8.65,1.29,100.18,0,0,20.19,48.08,0,23.08,26.99,26.99,19.23,23.08,28.85,23.08,70.13,48.08,31.73,59.46,0,0,0,50,30,0,26.92,0,0,0,0,0,0,13.01,0,0,0,0,15.83,0,38.33,38.34,15.83,0,47.51,13.33,0,24.72,141.36,0,271.89,0,0,1.3

