Block,Time,KHSTPP-II,NAPP,NLCTS2EXP,RIHAND1,SEWA2,TEHRI,AURY_CRF,AURY_LF,DADRI_CRF,BRBCL,KGSU1AND2,KKNP,NTPL,RSTPSU1TO6,ANTA_RF,JHAJJAR,KGSU3AND4,KUDGI,TALA,UNCHAHAR1,UNCHAHAR3,ANTA_CRF,DADRI_RF,NLCIIST2,RAPPB,RSTPSU7,TANDA2,TelanganaSTPP,ANTA_GF,AURY_RF,BSIUL,FSTPP I & II,KISHANGANGA,KOLDAM,NJPC,NLCIIST1,RIHAND2,SIMHST1,DADRI_GF,DADRI_LF,DULHASTI,KHSTPP-I,NNTPP,RAMPUR,RIHAND3,TALST2,UNCHAHAR2,UNCHAHAR4,URI2,CHAMERA2,DADRT2,KOTESHWR,MAPS,PARBATI3,RAPPC,SALAL,SIMHST2,SINGRAULI,TANAKPUR,VALLURNTECL,ANTA_LF,AURY_GF,CHAMERA1,CHAMERA3,DHAULIGNGA,KKNPPU2,NLCEXP,PARBATI2,SASAN,SINGRAULI_HYDRO,URI
60,14:45-15:00,148.3,51.2,0,96.98,18.88,0,0,0,0,20,0,0,0,0,50.83,480.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,6.52,15.29,8.56,0,0,0,124.53,0,0,0,39.62,45.83,0,0,130.75,0,44.97,3.18,38.05,0,688.87,10.41,0,4.29,68.93,40.09,0,150.25,0.25,0,0,0,0,0,10.93,0,0,9,407.25,1,46.37

61,15:00-15:15,148.3,51.2,0,97.18,18.88,0,0,0,0,20,0,0,0,0,50.83,480.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,6.52,15.29,8.56,0,27.63,0,124.53,0,0,0,39.62,45.83,0,1.09,130.75,0,44.97,3.18,38.05,0,688.87,10.41,0,4.29,68.93,40.09,0,150.25,0.25,0,0,0,0,0,10.93,0,0,9,407.25,1,46.37

62,15:15-15:30,148.3,51.2,0,97.18,18.88,0,0,0,0,20,0,0,0,0,50.83,480.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,6.52,15.29,8.56,0,55.26,0,124.53,0,0,0,39.62,45.83,0,2.18,130.75,0,44.97,3.18,38.05,0,688.87,10.41,0,4.29,68.93,40.09,0,150.25,0.25,0,0,0,0,0,10.93,0,0,9,407.25,1,46.37

63,15:30-15:45,148.3,51.2,0,97.18,18.88,0,0,0,0,20,0,0,0,0,50.83,480.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,6.52,15.29,8.56,0,82.89,0,124.53,0,0,0,39.62,45.83,0,3.27,130.75,0,44.97,3.18,38.05,0,688.87,10.41,0,4.29,68.93,40.09,0,150.25,0.25,0,0,0,0,0,10.93,0,0,9,407.25,1,46.37

64,15:45-16:00,148.3,51.2,0,97.18,18.88,0,0,0,0,20,0,0,0,0,50.83,550.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,6.52,15.29,8.56,0,89.5,0,124.53,0,0,0,39.62,45.83,0,3.53,130.75,0,44.97,3.18,38.05,0,688.87,10.41,0,4.29,68.93,40.09,0,150.25,0.25,0,0,0,0,0,10.93,0,0,9,407.25,1,46.37

65,16:00-16:15,148.3,51.2,0,97.18,18.88,12.34,0,0,0,20,0,0,0,0,50.83,550.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,6.52,15.29,8.56,0,89.5,0,124.53,0,0,0,39.62,45.83,0,3.53,130.75,0,44.97,3.18,38.05,0,688.87,10.41,0,4.29,68.93,40.09,0,150.25,0.25,0,0,0,0,0,10.93,0,0,9,407.25,1,46.37

66,16:15-16:30,148.3,51.2,0,97.18,18.88,12.34,0,0,0,20,0,0,0,0,50.83,550.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,6.52,15.29,8.56,0,89.5,0,124.53,0,0,0,39.62,45.83,0,3.53,130.75,0,44.97,3.18,38.05,4.11,688.87,10.41,0,4.29,68.93,40.09,0,150.25,0.25,0,0,0,0,0,10.93,0,0,9,407.25,1,46.37

67,16:30-16:45,148.3,51.2,0,97.18,18.88,25.96,0,0,0,20,0,0,0,0,50.83,600.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,13.04,15.29,8.56,0,89.5,0,124.53,0,0,0,39.62,45.83,0,3.53,130.75,0,44.97,3.18,38.05,16.25,688.87,10.41,0,4.29,68.93,40.09,0,150.25,0.25,0,0,0,0,0,10.93,0,0,9,407.25,1,46.37

68,16:45-17:00,148.3,51.2,0,88.98,18.88,25.96,0,0,0,20,0,0,0,0,50.83,600.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,13.04,15.29,8.56,0,89.5,0,124.53,0,0,0,39.62,45.83,0,3.53,130.75,0,44.97,2.21,38.05,16.25,688.87,10.41,0,4.29,68.93,40.09,0,150.25,0.25,0,0,0,13.59,0,10.93,0,0,9,407.25,1,46.37

69,17:00-17:15,148.3,51.2,0,92.98,18.88,25.96,0,0,0,20,0,0,0,0,50.83,419.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,13.04,15.29,8.56,1.92,89.5,0,124.53,0,0,0,39.62,45.83,0,3.53,130.75,0,44.97,2.21,38.05,16.25,688.87,10.41,0,4.29,68.93,40.09,0,150.25,0.25,0,0,0,28.1,0,10.93,0,0,9,407.25,1,46.37

70,17:15-17:30,148.3,51.2,0,97.18,18.88,38.94,0,0,0,20,0,0,0,0,50.83,419.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,13.04,15.29,8.56,3.85,89.5,0,124.53,0,0,0,39.62,45.83,0,3.53,130.75,0,44.46,2.21,38.05,16.25,688.87,10.41,0,4.29,68.93,40.09,0,150.25,0.25,0,0,0,28.1,0,10.93,0,0,9,407.25,1,46.37

71,17:30-17:45,148.3,51.2,0,97.18,18.88,38.94,0,0,0,20,0,0,0,0,51.35,419.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,6.52,15.29,8.56,5.26,89.5,0,124.53,0,0,0,39.62,45.83,0,3.53,130.75,0,44.46,2.21,38.05,32.49,688.87,10.41,0,4.29,68.93,40.09,0,150.25,0.25,0,0,0,42.15,0,10.93,0,0,9,407.25,1,46.37

72,17:45-18:00,148.3,51.2,0,97.18,18.88,38.94,0,0,0,20,0,0,0,0,51.35,419.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,6.52,15.29,8.56,5.26,89.5,0,124.53,0,0,0,39.62,45.83,0,3.53,130.75,0,44.46,2.21,38.05,32.49,688.87,10.41,0,4.29,68.93,40.09,0,150.25,0.25,0,0,0,42.15,0,10.93,0,0,9,407.25,1,46.37

73,18:00-18:15,148.3,51.2,0,97.18,18.88,38.94,0,0,0,20,0,0,0,0,51.35,419.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,6.52,15.29,8.56,7.2,89.5,0,124.53,0,0,0,59.43,45.83,0,3.53,130.75,0,44.47,2.28,38.05,32.49,688.87,10.41,0,16.86,68.93,40.09,0,150.25,0.25,0,0,0,42.15,11.65,10.93,0,0,9,407.25,1,46.37

74,18:15-18:30,148.3,51.2,0,97.18,18.88,38.94,0,0,0,20,0,0,0,0,51.35,419.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,6.52,15.29,8.56,9.52,110.53,0,124.53,0,0,0,59.43,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,10.41,0,24.51,68.93,40.09,0,150.25,0.25,0,0,0,42.15,23.3,21.86,0,0,14.98,407.25,1,49.68

75,18:30-18:45,148.3,51.2,0,97.18,20.07,38.94,0,0,0,20,0,0,0,0,51.87,419.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,19.56,15.29,8.61,9.52,110.53,0,113.13,0,0,0,59.43,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,11.57,0,39.84,68.93,40.09,0,150.25,0.25,0,0,0,42.15,34.98,43.72,0,0,28.47,407.25,1,49.68

76,18:45-19:00,148.3,51.2,0,97.18,20.07,38.94,0,0,0,20,0,0,0,0,51.87,419.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,19.56,15.29,8.61,9.52,110.53,0,113.13,0,0,0,59.43,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,11.57,0,39.84,68.93,40.09,0,150.25,0.25,0,0,0,42.15,34.98,43.72,0,0,28.47,407.25,1,49.68

77,19:00-19:15,148.3,51.2,0,97.18,20.07,38.94,0,0,0,20,0,0,0,0,51.87,419.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,19.56,15.29,8.61,9.52,110.53,0,112.13,0,0,0,59.43,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,11.57,0,39.84,68.93,40.09,0,150.25,0.25,0,0,0,42.15,34.98,43.72,0,0,28.47,407.25,1,49.68

78,19:15-19:30,148.3,51.2,0,97.18,20.07,38.94,0,0,0,20,0,0,0,0,51.87,419.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,19.56,15.29,8.61,9.52,110.53,0,113.13,0,0,0,59.43,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,11.57,0,39.84,68.93,40.09,0,150.25,0.25,0,0,0,42.15,34.98,43.72,0,0,28.47,407.25,1,46.37

79,19:30-19:45,148.3,51.2,0,90.98,20.07,38.94,0,0,0,20,0,0,0,0,51.87,419.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,19.56,15.29,8.61,9.52,110.53,0,107.13,0,0,0,59.43,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,11.57,0,39.84,68.93,40.09,0,150.25,0.25,0,0,0,42.15,34.98,43.72,0,0,28.47,407.25,1,46.37

80,19:45-20:00,148.3,51.2,0,90.98,20.07,38.94,0,0,0,20,0,0,0,0,51.87,419.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,19.56,15.29,8.61,9.52,110.53,0,107.13,0,0,0,59.43,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,11.57,0,39.84,68.93,40.09,0,150.25,0.25,0,0,0,42.15,34.98,43.72,0,0,28.47,407.25,1,46.37

81,20:00-20:15,148.3,51.2,0,97.18,20.07,38.94,0,0,0,20,0,0,0,0,51.87,419.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,19.56,15.29,8.61,9.52,110.53,0,123.13,0,0,0,59.43,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,11.57,0,39.84,68.93,40.09,0,150.25,0.25,0,0,0,42.15,34.98,43.72,0,0,28.47,407.25,1,46.37

82,20:15-20:30,148.3,51.2,0,97.18,20.07,38.94,0,0,0,20,0,0,0,0,51.87,419.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,19.56,15.29,8.61,9.52,110.53,0,107.13,0,0,0,59.43,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,11.57,0,39.84,68.93,40.09,0,150.25,0.25,0,0,0,42.15,34.98,43.72,0,0,28.47,407.25,1,46.37

83,20:30-20:45,148.3,51.2,0,97.18,18.88,38.94,0,0,0,20,0,0,0,0,52.14,419.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,3.3,15.29,8.61,9.52,110.53,0,107.13,0,0,0,59.43,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,10.41,0,9.19,68.93,40.09,0,150.25,0.25,0,0,0,42.15,34.98,43.72,0,0,14.98,407.25,1,46.37

84,20:45-21:00,148.3,51.2,0,90.98,18.88,38.94,0,0,0,20,0,0,0,0,52.14,409.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,3.3,15.29,8.61,9.52,110.53,0,124.53,0,0,0,59.43,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,10.41,0,7.67,68.93,40.09,0,150.25,0.25,0,0,0,42.15,34.98,21.86,0,0,14.98,407.25,1,46.37

85,21:00-21:15,148.3,51.2,0,97.18,18.88,38.94,0,0,0,20,0,0,0,0,52.66,409.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,3.3,15.29,8.61,9.52,110.53,0,124.53,0,0,0,59.43,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,10.41,0,7.67,68.93,40.09,0,150.25,0.25,0,0,0,42.15,34.98,21.86,0,0,14.98,407.25,1,46.37

86,21:15-21:30,148.3,51.2,0,97.18,18.88,38.94,0,0,0,20,0,0,0,0,52.66,409.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,6.52,15.29,8.61,9.52,110.53,0,124.53,0,0,0,59.43,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,10.41,0,9.19,68.93,40.09,0,150.25,0.25,0,0,0,42.15,34.98,21.86,0,0,14.98,407.25,1,46.37

87,21:30-21:45,148.3,51.2,0,97.18,20.07,38.94,0,0,0,20,0,0,0,0,52.66,409.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,19.56,15.29,8.61,9.52,110.53,0,124.53,0,0,0,59.43,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,11.57,0,39.84,68.93,40.09,0,150.25,0.25,0,0,0,42.15,34.98,43.72,0,0,28.47,407.25,1,46.37

88,21:45-22:00,148.3,51.2,0,97.18,20.07,38.94,0,0,0,20,0,0,0,0,52.66,409.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,19.56,15.29,8.61,9.52,110.53,0,124.53,0,0,0,59.43,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,11.57,0,39.84,68.93,40.09,0,150.25,0.25,0,0,0,42.15,34.98,43.72,0,0,28.47,407.25,1,46.37

89,22:00-22:15,148.3,51.2,0,97.18,20.07,38.94,0,0,0,20,0,0,0,0,53.05,409.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,19.56,15.29,8.61,9.52,110.53,0,124.53,0,0,0,59.43,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,11.57,0,39.84,68.93,40.09,0,150.25,0.25,0,0,0,42.15,34.98,43.72,0,0,28.47,407.25,1,46.37

90,22:15-22:30,148.3,51.2,0,97.18,20.07,38.94,0,0,0,20,0,0,0,0,53.05,409.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,19.56,15.29,8.61,9.52,110.53,0,124.53,0,0,0,59.43,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,11.57,0,39.84,68.93,40.09,0,150.25,0.25,0,0,0,42.15,34.98,43.72,0,0,28.47,407.25,1,46.37

91,22:30-22:45,148.3,51.2,0,97.18,18.88,38.94,0,0,0,20,0,0,0,0,53.05,409.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,6.52,15.29,8.56,9.52,110.53,0,124.53,0,0,0,39.62,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,10.41,0,33.71,68.93,40.09,0,150.25,0.25,0,0,0,42.15,23.3,21.86,0,0,14.98,407.25,1,46.37

92,22:45-23:00,148.3,51.2,0,97.18,18.88,38.94,0,0,0,20,0,0,0,0,53.05,409.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,6.52,15.29,8.56,7.2,110.53,0,124.53,0,0,0,39.62,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,10.41,0,24.51,68.93,40.09,0,150.25,0.25,0,0,0,42.15,23.3,10.93,0,0,11.24,407.25,1,46.37

93,23:00-23:15,148.3,51.2,0,97.18,18.88,38.94,0,0,0,20,0,0,0,0,53.05,409.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,6.52,15.29,8.56,7.14,110.53,0,124.53,0,0,0,39.62,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,10.41,0,16.86,68.93,40.09,0,150.25,0.25,0,0,0,42.15,23.3,10.93,0,0,11.24,407.25,1,46.37

94,23:15-23:30,148.3,51.2,0,97.18,18.88,25.96,0,0,0,20,0,0,0,0,53.05,409.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,6.52,15.29,8.56,4.76,110.53,0,124.53,0,0,0,39.62,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,10.41,0,16.86,68.93,40.09,0,150.25,0.25,0,0,0,42.15,23.3,10.93,0,0,11.24,407.25,1,46.37

95,23:30-23:45,148.3,51.2,0,97.18,18.88,25.96,0,0,0,20,0,0,0,0,53.05,499.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,6.52,15.29,8.56,2.38,110.53,0,113.13,0,0,0,39.62,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,10.41,0,16.86,68.93,40.09,0,150.25,0.25,0,0,0,28.1,23.3,0,0,0,11.24,407.25,1,46.37

96,23:45-24:00,148.3,51.2,0,97.18,18.88,25.96,0,0,0,20,0,0,0,0,53.05,499.51,0,0,0,21.63,27.67,0,74.38,0,0,0,5.65,0,0,85.35,6.52,15.29,8.56,0,110.53,0,113.13,0,0,0,39.62,45.83,0,4.3,130.75,0,44.47,2.28,38.05,48.74,688.87,10.41,0,16.86,68.93,40.09,0,150.25,0.25,0,0,0,28.1,23.3,0,0,0,11.24,407.25,1,46.37

