Block,Time,WR/01102023/29112042/L_NR_2019_05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/06022042/L_NR_2012_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/26122029/SH-06,WR/01102023/16072048/L_NR_2022_08,NR/01102023/23072042/L_NR_2012_04,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/19072037/LT-05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_02,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/08032047/L_NR_2021_14,NR/01042024/30042024/PTC/OA/32001,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01102023/14082046/L_NR_2021_16,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/31072024/LT_MEJA_DELHI,NR/30092023/31122025/SH-07
74,18:15-18:30,0,2.040000,28.870000,61.67,26.34,0,2.5,76.310000,0,79,0,16.92,1,0.000000,25.630000,23.66,0.000000,1.714064,12.5,0.720000,0.730000,2.470000,0,41.500000,61.67,26.33,2,261.290000,1,0,272.120000,9.460000,4.36,48.120000,0.720000,2.300000,0,100.260000,16.010000,25.630000

75,18:30-18:45,0,2.040000,28.870000,61.33,25.5,0,1.07,63.110000,0,76.5,0,16.88,1,0.000000,25.630000,23.34,0.000000,0.282431,5.37,0.180000,0.190000,2.470000,0,45.740000,61.33,25.5,1,261.290000,0,0,272.120000,9.460000,1.89,48.120000,0.180000,2.300000,0,100.260000,16.010000,25.630000

76,18:45-19:00,0,2.040000,28.870000,61,24.66,0,0.42,63.110000,0,74,0,17,0,0.000000,25.630000,23,0.000000,0,2.09,0.000000,0.000000,2.470000,0,49.980000,61,24.67,0.5,261.290000,0,0,272.120000,9.460000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,25.630000

77,19:00-19:15,0,2.040000,28.870000,66.67,27.5,0,0,63.110000,0,82.5,0,16.84,0,0.000000,25.630000,22.34,0.000000,0,0,0.000000,0.000000,2.470000,0,54.220000,66.67,27.5,0,261.290000,0,0,272.120000,9.560000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,25.630000

78,19:15-19:30,0,2.040000,28.870000,66.67,27.34,0,0,63.110000,0,82,0,16.56,0,0.000000,25.630000,21.66,0.000000,0,0,0.000000,0.000000,2.470000,0,57.720000,66.67,27.33,0,261.290000,0,0,272.120000,9.560000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,25.630000

79,19:30-19:45,0,2.040000,29.830000,66.67,27.16,0,0,63.110000,0,81.5,0,20.1,0,0.000000,25.630000,21,0.000000,0,0,0.000000,0.000000,2.470000,0,57.720000,66.67,27.17,0,261.290000,0,0,272.120000,9.560000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,25.630000

80,19:45-20:00,0,2.040000,29.830000,66.33,26.66,0,0,63.110000,0,80,0,19.37,0,0.000000,25.630000,20.66,0.000000,0,0,0.000000,0.000000,2.470000,0,57.720000,66.33,26.67,0,261.290000,0,0,272.120000,9.560000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,25.630000

81,20:00-20:15,0,2.130000,29.830000,66,26.16,0,0,63.110000,0,78.5,0,18.67,0,0.000000,25.630000,20.34,0.000000,0,0,0.000000,0.000000,1.780000,0,57.720000,66,26.17,0,261.290000,0,0,272.120000,9.740000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,25.630000

82,20:15-20:30,0,2.130000,29.830000,65.33,25.84,0,0,63.110000,0,77.5,0,17.9,0,0.000000,25.630000,19.66,0.000000,0,0,0.000000,0.000000,1.780000,0,57.720000,65.33,25.83,0,261.290000,0,0,272.120000,9.740000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,25.630000

83,20:30-20:45,0,2.130000,29.830000,64,25.5,0,0,63.110000,0,76.5,0,13.16,0,0.000000,25.630000,19.66,0.000000,0,0,0.000000,0.000000,2.240000,0,57.720000,64,25.5,0,261.290000,0,0,272.120000,9.740000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,25.630000

84,20:45-21:00,0,2.130000,29.830000,63.33,25.34,0,0,63.110000,0,76,0,12.72,0,0.000000,25.630000,19.34,0.000000,0,0,0.000000,0.000000,2.240000,0,57.720000,63.33,25.33,0,261.290000,0,0,272.120000,9.740000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,25.630000

85,21:00-21:15,0,2.130000,29.830000,62.33,25.16,0,0,63.110000,0,75.5,0,12.12,0,0.000000,25.630000,19.34,0.000000,0,0,0.000000,0.000000,2.470000,0,57.720000,62.33,25.17,0,261.290000,0,0,272.120000,9.830000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,25.630000

86,21:15-21:30,0,2.130000,29.830000,62,25,0,0,63.110000,0,75,0,11.54,0,0.000000,25.630000,19,0.000000,0,0,0.000000,0.000000,2.470000,0,57.720000,62,25,0,261.290000,0,0,272.120000,9.830000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,25.630000

87,21:30-21:45,0,2.130000,29.830000,61.67,24.84,0,0,63.110000,0,74.5,0,10.87,0,0.000000,25.630000,18.66,0.000000,0,0,0.000000,0.000000,2.470000,0,57.720000,61.67,24.83,0,261.290000,0,0,272.120000,9.830000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,25.630000

88,21:45-22:00,0,2.130000,29.830000,61,24.5,0,0,63.110000,0,73.5,0,10.3,0,0.000000,25.630000,18,0.000000,0,0,0.000000,0.000000,2.470000,0,57.720000,61,24.5,0,261.290000,0,0,272.120000,9.830000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,25.630000

89,22:00-22:15,0,2.040000,29.830000,60.33,24.34,0,0,63.110000,0,73,0,8.01,0,0.000000,30.800000,17.66,0.000000,0,0,0.000000,0.000000,2.470000,0,57.720000,60.33,24.33,0,261.290000,0,0,272.120000,9.920000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,24.760000

90,22:15-22:30,0,2.040000,29.830000,59.33,24.16,0,0,63.110000,0,72.5,0,8.01,0,0.000000,30.800000,17.34,0.000000,0,0,0.000000,0.000000,2.470000,0,57.720000,59.33,24.17,0,261.290000,0,0,272.120000,9.920000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,22.130000

91,22:30-22:45,0,2.040000,29.830000,58.67,23.66,0,0,63.110000,0,71,0,8.01,0,0.000000,30.800000,17,0.000000,0,0,0.000000,0.000000,2.470000,0,57.720000,58.67,23.67,0,261.290000,0,0,272.120000,9.920000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,22.130000

92,22:45-23:00,0,2.040000,29.830000,57.67,23.5,0,0,63.110000,0,70.5,0,8.01,0,0.000000,30.800000,16.66,0.000000,0,0,0.000000,0.000000,2.470000,0,57.720000,57.67,23.5,0,261.290000,0,0,272.120000,9.920000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,22.130000

93,23:00-23:15,0,1.940000,28.870000,56.33,23.34,0,0,63.110000,0,70,0,8.01,0,0.000000,30.800000,16.34,0.000000,0,0,0.000000,0.000000,2.470000,0,57.720000,56.33,23.33,0,261.290000,0,0,272.120000,9.920000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,22.130000

94,23:15-23:30,0,1.940000,28.870000,53.67,23.16,0,0,63.110000,0,69.5,0,8.01,0,0.000000,30.800000,16,0.000000,0,0,0.000000,0.000000,2.470000,0,57.720000,53.67,23.17,0,261.290000,0,0,272.120000,9.920000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,22.130000

95,23:30-23:45,0,1.940000,28.870000,52.67,23,0,0,63.110000,0,69,0,7.01,0,0.000000,30.800000,15.66,0.000000,0,0,0.000000,0.000000,2.470000,0,57.720000,52.67,23,0,261.290000,0,0,272.120000,9.920000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,22.130000

96,23:45-24:00,0,1.940000,28.870000,51.67,22.84,0,0,63.110000,0,68.5,0,7.01,0,0.000000,30.800000,15,0.000000,0,0,0.000000,0.000000,2.470000,0,57.720000,51.67,22.83,0,261.290000,0,0,272.120000,9.920000,0,48.120000,0.000000,2.300000,0,100.260000,16.010000,22.130000

