Column1,Time,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2020_06,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/8510,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8456,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,GNA/WR/2025/04/01/4420,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/4565,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/6490,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/6216,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/7960,GNA/NR/2025/04/01/1831,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/1333,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,GNA/SR/2025/04/01/2597,NR/01102023/22052037/LT-59
70,17:15-17:30,23,22.33,12,67,67,32.63,20.83,0,2.41,58.39,3.27,26.73,66.93,16,28,22,20.83,12,16.61,62.51,26.59,13.39,27.64,53,50,100.27,2.89,48.12,3.31,26.94,9.62,4.29,6.73,2.52,9.62,3.46,4.29,2.89,9.62,36.58,1.92,272.15,27,2.89,127.86,27.25,70.19,0,3.34

71,17:30-17:45,17,22.33,8,66,66,25.91,20.67,0,2.41,68.9,3.27,17.38,50.62,7,19,15,20.67,7,10,61.99,16.36,10.12,18.88,35,50,100.27,2.89,48.12,2.31,26.94,9.62,2.99,6.73,2.52,9.62,3.46,2.99,2.89,9.62,36.58,1.92,272.15,27,2.89,163.17,27.25,70.19,0,3.34

72,17:45-18:00,9,22.33,4,64.33,64.33,18.73,20.33,0,2.41,68.9,3.27,10.1,36.39,1,13,7,20.33,5,10,61.01,8.86,7.28,11.44,18,50,100.27,2.89,48.12,1.37,26.94,9.62,1.77,6.73,2.52,9.62,3.46,1.77,2.89,9.62,36.58,1.92,272.15,27,2.89,163.17,28.26,70.19,0,3.34

73,18:00-18:15,5,22.33,2,55,55,12.99,20.17,0,2.41,68.9,3.27,0,23.2,0,8,3,20.17,5,10,60.49,0,4.64,6,7,50,91.99,2.89,48.12,0.67,26.93,9.62,0.87,6.64,2.52,9.62,3.3,0.87,2.89,9.62,36.58,1.92,272.15,27,2.89,163.17,28.26,78.67,0,3.34

74,18:15-18:30,2,22.33,1,54,54,8.24,20,0,2.41,68.9,3.27,0,14.35,0,5,1,20,3,10,60,0,2.87,2.1,4,50,91.99,2.89,48.12,0.21,26.93,9.62,0.27,6.64,2.52,9.62,3.3,0.27,2.89,9.62,36.58,1.92,272.15,27,2.89,163.17,28.26,87.16,0,3.34

75,18:30-18:45,1,26,0,53.33,53.33,4.57,19.67,0,2.41,68.9,3.27,0,9.53,0,2,0,19.67,1,10.4,58.99,0,1.91,0,1,50,91.99,2.89,48.12,0.03,26.93,9.62,0.05,6.64,2.52,9.62,3.3,0.05,2.89,9.62,36.58,1.92,272.15,27,2.89,192.05,27.76,95.65,0,3.34

76,18:45-19:00,0,25.67,0,53,53,2.23,19.5,0,2.41,68.9,3.27,0,3.05,0,1,0,19.5,1,10.8,58.5,0,0.61,0,0,50,91.99,2.89,48.12,0.03,26.93,9.62,0.04,6.64,2.52,9.62,3.3,0.04,2.89,9.62,36.58,1.92,272.15,27,2.89,220.92,27.76,104.14,0,3.34

77,19:00-19:15,0,25.33,0,52.67,52.67,0,23,0,7.68,68.9,3.27,0,0,0,0,0,23,0,15.01,69,0,0,0,0,50,91.99,2.89,48.12,0,26.93,9.62,0,6.64,2.52,9.62,3.38,0,2.89,9.62,36.58,1.92,272.15,27,2.89,220.92,27.76,112.63,0,3.11

78,19:15-19:30,0,26,0,52,52,0,23.67,0,7.68,68.9,3.27,0,0,0,0,0,23.67,0,15.21,70.99,0,0,0,0,50,91.99,2.89,48.12,0,24.58,9.62,0,6.64,2.52,9.62,3.38,0,2.89,9.62,36.58,1.92,272.15,27,2.89,220.92,27.76,115.09,0,3.11

79,19:30-19:45,0,26.33,0,63.67,63.66,0,24,0,7.68,86.82,5.78,0,0,0,0,0,24,0,16.41,72,0,0,0,0,50,91.99,2.89,48.12,0,24.58,9.62,0,6.64,2.52,9.62,3.38,0,2.89,9.62,36.58,1.92,272.15,27,2.89,220.92,27.76,115.09,0,3.11

80,19:45-20:00,0,26.67,0,63,63,0,24.17,0,7.68,86.82,5.78,0,0,0,0,0,24.17,0,17.01,72.49,0,0,0,0,50,91.99,2.89,48.12,0,24.58,9.62,0,6.64,2.52,9.62,3.38,0,2.89,9.62,36.58,1.92,272.15,27,2.89,220.92,27.76,115.09,0,3.11

81,20:00-20:15,0,26.67,0,62.67,62.66,0,24.67,0,7.68,86.82,5.78,0,0,0,0,0,24.67,0,13.01,73.99,0,0,0,0,50,91.99,2.89,48.12,0,26.09,9.62,0,6.64,2.33,9.62,3.3,0,2.89,9.62,36.58,1.92,272.15,29.5,2.89,220.92,28.77,115.09,0,2.95

82,20:15-20:30,0,26.67,0,62.67,62.66,0,25.33,0,7.68,86.82,5.78,0,0,0,0,0,25.33,0,12.81,76.01,0,0,0,0,50,91.99,2.89,48.12,0,26.09,9.62,0,6.64,2.33,9.62,3.3,0,2.89,9.62,36.58,1.92,272.15,29.5,2.89,220.92,28.77,115.09,0,2.95

83,20:30-20:45,0,26.67,0,61.67,61.67,0,21.67,0,7.68,86.82,5.78,0,0,0,0,0,21.67,0,9,64.99,0,0,0,0,50,91.99,2.89,48.12,0,26.94,9.62,0,6.64,2.33,9.62,3.3,0,2.89,9.62,36.58,1.92,272.15,26.94,2.89,220.92,28.77,115.09,0,2.95

84,20:45-21:00,0,26.67,0,61.67,61.67,0,21.67,0,7.68,86.82,5.78,0,0,0,0,0,21.67,0,10,64.99,0,0,0,0,50,91.99,2.89,48.12,0,26.94,9.62,0,6.64,2.33,9.62,3.3,0,2.89,9.62,36.58,1.92,272.15,26.94,2.89,220.92,28.77,115.09,0,2.95

85,21:00-21:15,0,26.67,0,61.67,61.67,0,21.67,0,7.68,86.82,5.78,0,0,0,0,0,21.67,0,8,64.99,0,0,0,0,50,91.99,2.89,48.12,0,26.94,9.62,0,6.64,2.15,9.62,3.22,0,2.89,9.62,36.58,1.92,272.15,26.94,2.89,220.92,28.77,115.09,0,2.95

86,21:15-21:30,0,26.67,0,61.67,61.67,0,21.67,0,7.68,86.82,5.78,0,0,0,0,0,21.67,0,8,64.99,0,0,0,0,50,91.99,2.89,48.12,0,26.94,9.62,0,6.64,2.15,9.62,3.22,0,2.89,9.62,36.58,1.92,272.15,26.94,2.89,220.92,28.77,115.09,0,2.95

87,21:30-21:45,0,26.67,0,61.67,61.67,0,22,0,7.68,86.82,5.78,0,0,0,0,0,22,0,8,66,0,0,0,0,50,91.99,2.89,48.12,0,26.94,9.62,0,6.64,2.66,9.62,3.22,0,2.89,9.62,36.58,1.92,272.15,26.94,2.89,220.92,29.78,115.09,0,2.95

88,21:45-22:00,0,26.67,0,62,62,0,22.5,0,7.68,86.82,5.78,0,0,0,0,0,22.5,0,8,67.5,0,0,0,0,50,91.99,2.89,48.12,0,26.94,9.62,0,6.64,2.66,9.62,3.22,0,2.89,9.62,36.58,1.92,272.15,26.94,2.89,220.92,29.78,115.09,0,2.95

89,22:00-22:15,0,26.67,0,62.33,62.33,0,22.67,0,7.68,86.82,5.78,0,0,0,0,0,22.67,0,8,67.99,0,0,0,0,50,91.99,2.89,48.12,0,26.94,9.62,0,6.64,2.66,9.62,3.22,0,2.89,9.62,36.58,1.92,272.15,26.94,2.89,220.92,29.78,115.09,0,1.94

90,22:15-22:30,0,27.67,0,63,63,0,23,0,7.62,68.9,3.27,0,0,0,0,0,23,0,8,69,0,0,0,0,50,91.99,2.89,48.12,0,26.94,9.62,0,6.64,2.66,9.62,3.22,0,2.89,9.62,36.58,1.92,272.15,26.94,2.89,163.17,29.78,115.09,0,2.87

91,22:30-22:45,0,30,0,63.33,63.33,0,24.17,0,7.62,68.9,3.27,0,0,0,0,0,24.17,0,8,72.49,0,0,0,0,50,91.99,2.89,48.12,0,25.47,9.62,0,6.64,2.66,9.62,3.22,0,2.89,9.62,36.58,1.92,272.15,25.47,2.89,163.17,29.78,115.09,0,2.87

92,22:45-23:00,0,30.67,0,63.33,63.33,0,24.67,0,7.62,68.9,3.27,0,0,0,0,0,24.67,0,8,73.99,0,0,0,0,50,91.99,2.89,48.12,0,25.47,9.62,0,6.64,2.66,9.62,3.22,0,2.89,9.62,36.58,1.92,272.15,25.47,2.89,163.17,29.78,115.09,0,2.87

93,23:00-23:15,0,31.67,0,71.67,71.67,0,30,0,7.62,68.9,3.27,0,0,0,0,0,30,0,8,90,0,0,0,0,50,91.99,2.89,48.12,0,25.47,9.62,0,6.64,2.66,9.62,3.15,0,2.89,9.62,36.58,1.92,272.15,25.47,2.89,163.17,30.28,115.09,0,2.87

94,23:15-23:30,0,31,0,72,72,0,30.17,0,7.62,68.9,3.27,0,0,0,0,0,30.17,0,8,90.49,0,0,0,0,50,91.99,2.89,48.12,0,25.47,9.62,0,6.64,2.66,9.62,3.15,0,2.89,9.62,36.58,1.92,272.15,25.47,2.89,163.17,30.28,115.09,0,2.87

95,23:30-23:45,0,31.67,0,70.67,70.67,0,30.33,0,7.62,68.9,3.27,0,0,0,0,0,30.33,0,8,91.01,0,0,0,0,50,91.99,2.89,48.12,0,25.47,9.62,0,6.64,2.66,9.62,3.15,0,2.89,9.62,36.58,1.92,272.15,25.47,2.89,163.17,30.28,115.09,0,2.87

96,23:45-24:00,0,31,0,70,70,0,30.67,0,7.62,68.9,3.27,0,0,0,0,0,30.67,0,8,91.99,0,0,0,0,50,91.99,2.89,48.12,0,25.47,9.62,0,6.64,2.66,9.62,3.15,0,2.89,9.62,36.58,1.92,272.15,25.47,2.89,163.17,30.28,115.09,0,2.87

