Time,Block,NR/2023/13635/A,NR/2023/15829/D,NR/2023/15303/F,NR/2023/15831/D,NR/2023/12592/A,NR/2023/14737/A,NR/2023/15296/F,NR/2023/12053/A,NR/2023/13862/A,NR/2023/12167/A,NR/2023/15846/C,NR/2023/15309/F,NR/2023/15851/C,NR/2023/14746/A,NR/2023/14895/A,NR/2023/12052/A,NR/2023/12431/A,NR/2023/15694/F,NR/2023/15306/F,NR/2023/12347/A,ER/2023/9800/C,NR/2023/15835/C,NR/2023/12168/A,NR/2023/12422/A,NR/2023/15057/F,NR/2023/15854/C,NR/2023/15858/C,NR/2023/14745/A,SR/2023/7997/C,NR/2023/12591/A,NR/2023/14898/A,NR/2023/15832/D,NR/2023/12148/A,NR/2023/15839/C,NR/2023/15859/C,NR/2023/15402/F,NR/2023/15304/F,Total
61,15:00-15:15,15.790000,12.580000,0.910000,38.710000,85.140000,38.710000,0.970000,0.000000,23.160000,24.190000,19.170000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,143.570000,0.930000,106.450000,0.000000,29.030000,46.640000,0.000000,0.920000,17.42,0.000000,24.190000,0.00,42.570000,70.160000,5.5,22.260000,0.000000,0.000000,6.770000,0.580000,1057.04

62,15:15-15:30,15.790000,12.580000,0.910000,38.710000,85.140000,38.710000,0.970000,0.000000,23.160000,24.190000,19.170000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,143.570000,0.930000,106.450000,0.000000,29.030000,46.640000,0.000000,0.920000,17.42,0.000000,24.190000,0.00,42.570000,70.160000,5.54,22.260000,0.000000,0.000000,6.770000,0.580000,1057.08

63,15:30-15:45,15.790000,12.580000,0.910000,38.710000,85.140000,38.710000,0.970000,0.000000,23.160000,24.190000,19.170000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,143.570000,0.930000,106.450000,0.000000,29.030000,46.640000,0.000000,0.920000,17.42,0.000000,24.190000,0.00,42.570000,70.160000,6.18,22.260000,0.000000,0.000000,6.770000,0.580000,1057.72

64,15:45-16:00,15.790000,12.580000,0.910000,38.710000,85.140000,38.710000,0.970000,0.000000,23.160000,24.190000,19.170000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,143.570000,0.930000,106.450000,0.000000,29.030000,46.640000,0.000000,0.920000,17.42,0.000000,24.190000,0.00,42.570000,70.160000,5.09,22.260000,0.000000,0.000000,6.770000,0.580000,1056.63

65,16:00-16:15,15.790000,12.580000,0.910000,38.710000,85.140000,38.710000,0.970000,0.000000,23.160000,24.190000,16.400000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,143.570000,0.930000,106.450000,0.000000,29.030000,46.640000,0.000000,0.820000,17.42,0.000000,24.190000,0.00,42.570000,70.160000,3.46,22.260000,0.000000,0.000000,6.770000,0.580000,1052.13

66,16:15-16:30,15.790000,12.580000,0.910000,38.710000,85.140000,38.710000,0.970000,0.000000,23.160000,24.190000,16.400000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,143.570000,0.930000,106.450000,0.000000,29.030000,46.640000,0.000000,0.820000,17.42,0.000000,24.190000,0.00,42.570000,70.160000,3.2,22.260000,0.000000,0.000000,6.770000,0.580000,1051.87

67,16:30-16:45,15.790000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,0.000000,23.160000,24.190000,16.400000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,143.570000,0.930000,106.450000,0.000000,29.030000,46.640000,0.000000,0.820000,17.42,0.000000,24.190000,0.00,42.570000,70.160000,3.64,22.260000,0.000000,0.000000,6.770000,0.580000,1001.02

68,16:45-17:00,15.790000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,0.000000,23.160000,24.190000,16.400000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,143.570000,0.930000,106.450000,0.000000,29.030000,46.640000,0.000000,0.820000,17.42,0.000000,24.190000,0.00,42.570000,70.160000,1.6,22.260000,0.000000,0.000000,6.770000,0.580000,998.98

69,17:00-17:15,15.790000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,0.000000,0.000000,24.190000,16.400000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,143.570000,0.930000,48.380000,0.000000,0.000000,46.640000,0.000000,0.820000,0,0.000000,24.190000,0.00,42.570000,70.160000,1.35,22.260000,0.000000,0.000000,0.000000,0.580000,864.28

70,17:15-17:30,15.790000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,0.000000,0.000000,24.190000,16.400000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,143.570000,0.930000,48.380000,0.000000,0.000000,46.640000,0.000000,0.820000,0,0.000000,24.190000,0.00,42.570000,70.160000,2.18,22.260000,0.000000,0.000000,0.000000,0.580000,865.11

71,17:30-17:45,15.790000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,0.000000,0.000000,24.190000,16.400000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,143.570000,0.930000,48.380000,0.000000,0.000000,46.640000,0.000000,0.820000,0,0.000000,24.190000,0.00,42.570000,70.160000,1.63,22.260000,0.000000,0.000000,0.000000,0.580000,864.56

72,17:45-18:00,15.790000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,0.000000,0.000000,24.190000,16.400000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,143.570000,0.930000,48.380000,0.000000,0.000000,46.640000,0.000000,0.820000,0,0.000000,24.190000,0.00,42.570000,70.160000,1.3,22.260000,0.000000,0.000000,0.000000,0.580000,864.23

73,18:00-18:15,15.610000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,0.000000,24.190000,16.400000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,141.900000,0.930000,48.380000,0.000000,0.000000,46.640000,0.000000,0.870000,0,0.000000,0.000000,0.00,42.570000,70.160000,0.86,22.260000,0.000000,0.000000,0.000000,0.580000,874.31

74,18:15-18:30,15.610000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,0.000000,24.190000,16.400000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,141.900000,0.930000,48.380000,0.000000,0.000000,46.640000,0.000000,0.870000,0,0.000000,0.000000,0.00,42.570000,70.160000,0.42,22.260000,0.000000,0.000000,0.000000,0.580000,873.87

75,18:30-18:45,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,0.000000,24.190000,16.400000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,193.540000,0.930000,48.380000,0.000000,0.000000,46.640000,0.000000,0.870000,0,0.000000,0.000000,0.00,42.570000,70.160000,0.2,22.260000,0.000000,0.000000,0.000000,0.580000,930.97

76,18:45-19:00,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,0.000000,24.190000,16.400000,4.840000,9.080000,0.000000,95.800000,63.140000,108.870000,193.540000,0.930000,48.380000,0.000000,0.000000,46.640000,0.000000,0.870000,0,0.000000,0.000000,0.00,42.570000,70.160000,0,22.260000,0.000000,0.000000,0.000000,0.580000,931.78

77,19:00-19:15,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,0.000000,24.190000,19.170000,4.840000,9.080000,0.000000,95.800000,63.140000,108.870000,193.540000,0.930000,48.380000,0.000000,0.000000,46.640000,0.000000,0.920000,0,0.000000,0.000000,0.00,42.570000,70.160000,0,22.260000,44.510000,0.000000,0.000000,0.580000,979.11

78,19:15-19:30,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,0.000000,24.190000,19.170000,4.840000,9.080000,0.000000,95.800000,63.140000,108.870000,193.540000,0.930000,48.380000,0.000000,0.000000,46.640000,0.000000,0.920000,0,0.000000,0.000000,0.00,42.570000,70.160000,0,22.260000,77.420000,0.000000,0.000000,0.580000,1012.02

79,19:30-19:45,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,0.000000,24.190000,19.170000,4.840000,9.080000,0.000000,95.800000,63.140000,108.870000,193.540000,0.930000,48.380000,0.000000,0.000000,46.640000,0.000000,0.920000,0,0.000000,0.000000,0.00,42.570000,70.160000,0,22.260000,115.160000,0.000000,0.000000,0.580000,1049.76

80,19:45-20:00,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,0.000000,24.190000,19.170000,4.840000,9.080000,0.000000,95.800000,63.140000,108.870000,193.540000,0.930000,48.380000,0.000000,0.000000,46.640000,0.000000,0.920000,0,0.000000,0.000000,0.00,42.570000,70.160000,0,22.260000,138.380000,0.000000,0.000000,0.580000,1072.98

81,20:00-20:15,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,0.000000,24.190000,19.170000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,193.540000,0.930000,48.380000,0.000000,0.000000,46.640000,0.000000,0.920000,0,32.900000,0.000000,0.00,42.570000,70.160000,0,22.260000,138.380000,63.870000,0.000000,0.580000,1168.74

82,20:15-20:30,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,0.000000,24.190000,19.170000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,193.540000,0.930000,48.380000,0.000000,0.000000,46.640000,0.000000,0.920000,0,32.900000,0.000000,0.00,42.570000,70.160000,0,22.260000,138.380000,63.870000,0.000000,0.580000,1168.74

83,20:30-20:45,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,0.000000,24.190000,19.170000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,193.540000,0.930000,48.380000,0.000000,0.000000,46.640000,0.000000,0.920000,0,32.900000,0.000000,0.00,42.570000,70.160000,0,22.260000,138.380000,63.870000,0.000000,0.580000,1168.74

84,20:45-21:00,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,0.000000,24.190000,19.170000,4.840000,8.070000,0.000000,95.800000,63.140000,108.870000,193.540000,0.930000,48.380000,0.000000,0.000000,46.640000,0.000000,0.920000,0,32.900000,0.000000,0.00,42.570000,70.160000,0,22.260000,138.380000,63.870000,0.000000,0.580000,1168.74

85,21:00-21:15,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,0.000000,24.190000,19.170000,4.840000,7.060000,0.000000,95.800000,63.140000,108.870000,193.540000,0.930000,91.930000,0.000000,0.000000,46.640000,0.000000,0.920000,0,32.900000,0.000000,0.00,42.570000,70.160000,0,22.260000,138.380000,63.870000,0.000000,0.580000,1211.28

86,21:15-21:30,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,0.000000,24.190000,19.170000,4.840000,7.060000,0.000000,95.800000,63.140000,108.870000,193.540000,0.930000,91.930000,0.000000,0.000000,46.640000,0.000000,0.920000,0,32.900000,0.000000,0.00,42.570000,70.160000,0,22.260000,138.380000,63.870000,0.000000,0.580000,1211.28

87,21:30-21:45,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,0.000000,24.190000,19.170000,4.840000,7.060000,0.000000,95.800000,63.140000,108.870000,193.540000,0.930000,91.930000,0.000000,0.000000,46.640000,0.000000,0.920000,0,32.900000,0.000000,0.00,42.570000,70.160000,0,22.260000,138.380000,63.870000,0.000000,0.580000,1211.28

88,21:45-22:00,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,0.000000,24.190000,19.170000,4.840000,5.040000,0.000000,95.800000,63.140000,108.870000,193.540000,0.930000,91.930000,0.000000,0.000000,46.640000,0.000000,0.920000,0,32.900000,0.000000,0.00,42.570000,70.160000,0,22.260000,138.380000,63.870000,0.000000,0.580000,1209.26

89,22:00-22:15,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,23.160000,24.190000,19.170000,4.840000,5.040000,77.900000,95.800000,63.140000,108.870000,193.540000,0.930000,91.930000,0.000000,0.000000,46.640000,33.390000,0.920000,0,32.900000,0.000000,0.00,42.570000,70.160000,0,22.260000,138.380000,60.000000,0.000000,0.580000,1339.84

90,22:15-22:30,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,23.160000,24.190000,19.170000,4.840000,5.040000,77.900000,95.800000,63.140000,108.870000,193.540000,0.930000,91.930000,0.000000,0.000000,46.640000,33.390000,0.920000,0,32.900000,0.000000,0.00,42.570000,70.160000,0,22.260000,138.380000,60.000000,0.000000,0.580000,1339.84

91,22:30-22:45,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,23.160000,24.190000,19.170000,4.840000,5.040000,77.900000,95.800000,63.140000,108.870000,193.540000,0.930000,91.930000,0.000000,0.000000,46.640000,33.390000,0.920000,0,32.900000,0.000000,0.00,42.570000,70.160000,0,22.260000,138.380000,60.000000,0.000000,0.580000,1339.84

92,22:45-23:00,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,23.160000,24.190000,19.170000,4.840000,5.040000,77.900000,95.800000,63.140000,108.870000,193.540000,0.930000,91.930000,0.000000,0.000000,46.640000,33.390000,0.920000,0,32.900000,0.000000,0.00,42.570000,70.160000,0,22.260000,138.380000,60.000000,0.000000,0.580000,1339.84

93,23:00-23:15,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,23.160000,24.190000,19.170000,4.840000,5.040000,77.900000,95.800000,63.140000,108.870000,193.540000,0.930000,91.930000,0.000000,0.000000,46.640000,33.390000,0.870000,0,32.900000,0.000000,0.00,42.570000,70.160000,0,22.260000,138.380000,60.000000,0.000000,0.580000,1339.79

94,23:15-23:30,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,23.160000,24.190000,19.170000,4.840000,5.040000,77.900000,95.800000,63.140000,108.870000,193.540000,0.930000,91.930000,0.000000,0.000000,46.640000,33.390000,0.870000,0,32.900000,0.000000,0.00,42.570000,70.160000,0,22.260000,138.380000,60.000000,0.000000,0.580000,1339.79

95,23:30-23:45,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,23.160000,24.190000,19.170000,4.840000,5.040000,77.900000,95.800000,63.140000,108.870000,193.540000,0.930000,91.930000,0.000000,0.000000,46.640000,33.390000,0.870000,0,32.900000,0.000000,0.00,42.570000,70.160000,0,22.260000,138.380000,60.000000,0.000000,0.580000,1339.79

96,23:45-24:00,21.290000,0.000000,0.910000,0.000000,85.140000,38.710000,0.970000,36.510000,23.160000,24.190000,19.170000,4.840000,5.040000,77.900000,95.800000,63.140000,108.870000,193.540000,0.930000,91.930000,0.000000,0.000000,46.640000,33.390000,0.870000,0,32.900000,0.000000,0.00,42.570000,70.160000,0,22.260000,138.380000,60.000000,0.000000,0.580000,1339.79

