Block,Time,L_NR_2012_04,SH-06,SH-07,L_NR_2012_01,L_NR_2023_04,LT-31,LT-36,L_NR_2012_07,L_NR_2012_02,LT-59,L_NR_2019_19,LT_MEJA_Delhi,LT-05,L_NR_2019_11,L_NR_2020_02,LT-35,L_NR_2019_07,L_NR_2022_09,L_NR_2022_08,L_NR_2021_17,L_NR_2020_06,L_NR_2022_10,L_NR_2019_05,L_NR_2021_12,L_NR_2018_61,L_NR_2019_06,L_NR_2021_13,L_NR_2020_07,L_NR_2020_05,L_NR_2021_14,L_NR_2021_16,L_NR_2021_15
92,22:45-23:00,272.110000,0.000000,0.000000,101.350000,0.000000,0.000000,0.000000,86.020000,261.810000,6.140000,0.000000,0.000000,116.140000,8.190000,7.540000,0.000000,0,75.1,23.54,0,35.13,75.1,0,0,26.15,0,0,35.12,105.39,0,0,0

93,23:00-23:15,272.110000,0.000000,0.000000,101.350000,0.000000,0.000000,0.000000,86.020000,261.810000,6.140000,0.000000,0.000000,116.140000,7.900000,7.440000,0.000000,0,75.64,23.44,0,35.05,75.64,0,0,25.29,0,0,35.05,105.15,0,0,0

94,23:15-23:30,272.110000,0.000000,0.000000,101.350000,0.000000,0.000000,0.000000,86.020000,261.810000,6.140000,0.000000,0.000000,116.140000,7.900000,7.440000,0.000000,0,75.14,23.12,0,35.1,75.14,0,0,30.06,0,0,35.09,105.29,0,0,0

95,23:30-23:45,272.110000,0.000000,0.000000,101.350000,0.000000,0.000000,0.000000,86.020000,261.810000,6.140000,0.000000,0.000000,116.140000,7.900000,7.440000,0.000000,0,74.2,22.87,0,35.08,74.2,0,0,30.47,0,0,35.07,105.24,0,0,0

96,23:45-24:00,272.110000,0.000000,0.000000,101.350000,0.000000,0.000000,0.000000,86.020000,261.810000,6.140000,0.000000,0.000000,116.140000,7.900000,7.440000,0.000000,0,74.02,22.48,0,35.18,74.02,0,0,30.66,0,0,35.17,105.53,0,0,0

