Column1,Time,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,GNA/WR/2025/01/01/9606,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/01/01/6528,GNA/WR/2024/11/01/4200,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/01/3514,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/02/1250,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/01/01/3945,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/6775,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/5531,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/7459,NR/30092023/26122029/SH-06,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/8058,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/3925,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024
72,17:45-18:00,1.61,9.17,0,11.21,4.61,0,3,1.59,0,18.66,27.49,9.17,0,0,0,0.84,99.59,14.34,0,0.92,0,18.67,8.67,0,0,0,19.12,114.33,0,47.8,0.84,0.86,21.99,1.52,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.21,1.46

73,18:00-18:15,0.91,9.17,0,12.21,0.62,0,2,0,0,17.66,27.49,9.17,0,0,30,0.42,99.59,14.34,50,0.12,0,17.67,7.33,0,0,50,19.12,114.33,0,47.8,0.42,0.44,21.99,1.52,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.14,1.46

74,18:15-18:30,0.4,9.17,0,12.81,0,0,0,0,0,18.34,27.49,9.17,0,0,30,0.15,99.59,14.34,50,0,0,18.33,7.33,0,0,50,19.12,114.33,0,47.8,0.15,0.15,21.99,1.52,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.14,1.46

75,18:30-18:45,0,9.17,0,14.01,0,0,0,0,0,19,27.49,9.17,0,0,30,0.06,99.59,14.34,50,0,0,19,7.33,0,0,50,19.12,114.33,0,47.8,0.06,0.06,21.99,1.52,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.14,1.46

76,18:45-19:00,0,9,0,15.01,0,0,0,0,0,19.66,27,9,0,0,30,0,99.59,14.34,50,0,0,19.67,7.33,0,0,50,19.12,114.33,0,47.8,0,0,21.99,1.52,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.14,1.46

77,19:00-19:15,0,9.17,0,16.01,0,0,0,0,0,21.34,27.49,9.17,0,0,30,0,99.59,14.34,50,0,0,21.33,8,0,0,50,19.12,114.33,0,47.8,0,0,21.99,1.52,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.55

78,19:15-19:30,0,9.33,0,17.21,0,0,0,0,0,24.34,28.01,9.33,0,0,30,0,99.59,14.34,50,0,0,24.33,8.33,0,0,50,19.12,114.33,0,47.8,0,0,21.99,1.52,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.55

79,19:30-19:45,0,9.83,0,14.2,0,0,0,0,0,27.66,29.51,9.83,0,0,30,0,99.59,14.34,50,0,0,27.67,8.67,0,0,50,19.12,114.33,0,47.8,0,0,21.99,1.52,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.55

80,19:45-20:00,0,10.17,0,14.6,0,0,0,0,0,32,30.49,10.17,0,0,30,0,99.59,14.34,50,0,0,32,8.67,0,0,50,19.12,114.33,0,47.8,0,0,21.99,1.52,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.55

81,20:00-20:15,0,11,0,15,0,0,0,0,0,36,33,11,0,0,30,0,99.59,14.34,50,0,0,36,9.33,0,0,50,19.12,114.33,0,47.8,0,0,21.99,1.47,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.46

82,20:15-20:30,0,11.83,0,15.4,0,0,0,0,0,38,35.51,11.83,0,0,30,0,99.59,14.34,50,0,0,38,9.67,0,0,50,19.12,114.33,0,47.8,0,0,21.99,1.47,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.46

83,20:30-20:45,0,12.67,0,17.01,0,0,0,0,0,41.66,37.99,12.67,0,0,30,0,99.59,14.34,50,0,0,41.67,10.33,0,0,50,19.12,114.33,0,47.8,0,0,21.99,1.47,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.46

84,20:45-21:00,0,13.5,0,16.81,0,0,0,0,0,41.66,40.5,13.5,0,0,30,0,99.59,14.34,50,0,0,41.67,10.33,0,0,50,19.12,114.33,0,47.8,0,0,21.99,1.47,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.46

85,21:00-21:15,0,14,0,16.61,0,0,0,0,0,41.66,42,14,0,0,30,0,99.59,14.34,50,0,0,41.67,11,0,0,50,19.12,114.33,0,47.8,0,0,21.99,1.47,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.46

86,21:15-21:30,0,14.17,0,16.41,0,0,0,0,0,41.34,42.49,14.17,0,0,30,0,99.59,14.34,50,0,0,41.33,11,0,0,50,19.12,105.89,0,47.8,0,0,21.99,1.47,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.46

87,21:30-21:45,0,16,0,15.81,0,0,0,0,0,40,48,16,0,0,30,0,99.59,14.34,50,0,0,40,13.67,0,0,50,19.12,97.45,0,47.8,0,0,21.99,1.47,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.46

88,21:45-22:00,0,15.83,0,15.01,0,0,0,0,0,38,47.51,15.83,0,0,30,0,99.59,14.34,50,0,0,38,13.67,0,0,50,19.12,89.02,0,47.8,0,0,21.99,1.47,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.46

89,22:00-22:15,0,15.67,0,14.41,0,0,0,0,0,37.34,46.99,15.67,0,0,30,0,99.59,14.34,50,0,0,37.33,13.33,0,0,0,19.12,69.71,0,47.8,0,0,21.99,1.47,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.46

90,22:15-22:30,0,15.17,0,13.41,0,0,0,0,0,35.66,45.49,15.17,0,0,30,0,99.59,14.34,50,0,0,35.67,13.33,0,0,0,19.12,69.71,0,47.8,0,0,21.99,1.47,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.46

91,22:30-22:45,0,14.83,0,13.01,0,0,0,0,0,33.66,44.51,14.83,0,0,30,0,99.59,14.34,50,0,0,33.67,13,0,0,0,19.12,69.71,0,47.8,0,0,21.99,1.47,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.46

92,22:45-23:00,0,14.5,0,12.61,0,0,0,0,0,32,43.5,14.5,0,0,30,0,99.59,14.34,50,0,0,32,12.67,0,0,0,19.12,69.71,0,47.8,0,0,21.99,1.47,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.46

93,23:00-23:15,0,13.33,0,12.41,0,0,0,0,0,30,40.01,13.33,0,0,30,0,99.59,8.6,50,0,0,30,10,0,0,0,19.12,69.71,0,47.8,0,0,21.99,1.47,36.32,94.94,132.68,28.68,63.68,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.46

94,23:15-23:30,0,13,0,12.21,0,0,0,0,0,28.66,39,13,0,0,30,0,99.59,8.6,50,0,0,28.67,9.67,0,0,0,19.12,69.71,0,47.8,0,0,21.99,1.47,36.32,94.94,132.68,28.68,63.68,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.46

95,23:30-23:45,0,12.83,0,12.21,0,0,0,0,0,26.66,38.51,12.83,0,0,30,0,99.59,8.6,50,0,0,26.67,9.33,0,0,0,19.12,69.71,0,47.8,0,0,21.99,1.47,36.32,94.94,114.71,28.68,63.68,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.46

96,23:45-24:00,0,12.5,0,12.41,0,0,0,0,0,25,37.5,12.5,0,0,30,0,99.59,8.6,50,0,0,25,9,0,0,0,19.12,69.71,0,47.8,0,0,21.99,1.47,36.32,94.94,95.59,28.68,63.68,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.46

