Column1,Time,GNA/NR/2024/12/26/3604,GNA/NR/2024/12/01/1899,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/12/01/1766,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/12/01/2197,GNA/NR/2024/12/01/1475,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,NR/30092023/26122029/SH-06,GNA/NR/2024/12/01/3428,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,GNA/SR/2024/12/01/6968,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/12/26/3210,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/1599,GNA/NR/2024/12/01/7739,NR/01102023/19072037/LT-05,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,GNARE/NR/2024/12/20/3668,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05
78,19:15-19:30,144.3,13.47,130.59,28.86,25.73,78.88,28.86,38.48,50,150,0,13.47,100.22,0,1.65,0.69,1.22,0,150,0,0,0,135.3,1.53,0,0,66,0,28.33,85,67,0,33,28.34,0,67,5,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,144.3,13.47,130.59,28.86,25.73,78.88,28.86,38.48,50,150,0,13.47,100.22,0,1.65,0.69,1.22,0,150,0,0,0,135.3,1.53,0,0,66,0,30.17,90.5,67.34,0,34,30.16,0,67.33,5,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,144.3,13.47,130.59,28.86,26.24,78.88,28.86,38.48,50,150,0,13.47,100.22,0,1.65,0.69,1.22,0,150,0,0,0,135.3,1.53,0,0,66,0,32,96,67.34,0,34.66,32,0,67.33,5,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,144.3,13.47,130.59,28.86,26.24,78.88,28.86,26.23,50,250,0,13.47,100.22,0,1.74,0.69,1.22,0,150,0,0,0,135.3,1.53,0,0,66,0,32.67,98,68,0,38,32.66,0,68,5,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,144.3,13.47,130.59,28.86,26.24,78.88,28.86,26.23,50,250,0,13.47,100.22,0,1.74,0.69,1.22,0,150,0,0,0,135.3,1.53,0,0,66,0,33.17,99.5,68.34,0,40,33.16,0,68.33,5,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,144.3,13.47,111.38,28.86,26.24,70.07,28.86,26.23,50,250,0,13.47,100.22,0,1.74,0.69,1.22,0,150,0,0,0,135.3,1.53,0,0,66,0,33.33,100,75,0,40.66,33.34,0,75,5,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,144.3,13.47,111.38,28.86,26.24,70.07,28.86,26.23,50,250,0,13.47,100.22,0,1.74,0.69,1.22,0,150,0,0,0,135.3,1.53,0,0,66,0,33.67,101,75.66,0,40.66,33.66,0,75.67,5,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,144.3,13.47,130.59,28.86,25.73,69.26,28.86,26.23,50,250,0,13.47,100.22,0,1.65,0.69,1.14,0,150,0,0,0,135.3,1.48,0,0,66,0,33.67,101,76.66,0,41,33.66,0,76.67,5,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,144.3,13.47,130.59,28.86,25.73,69.26,28.86,26.23,50,250,0,13.47,100.22,0,1.65,0.69,1.14,0,150,0,0,0,135.3,1.48,0,0,66,0,34,102,77.34,0,41.34,34,0,77.33,5,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,144.3,13.47,130.59,22.3,25.73,69.26,22.3,26.23,50,250,0,13.47,100.22,0,1.65,0.69,1.14,0,150,0,0,0,135.3,1.48,0,0,66,0,34.33,103,78.34,0,41.34,34.34,0,78.33,5,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,144.3,13.47,130.59,22.3,25.73,69.26,22.3,26.23,50,250,0,13.47,100.22,0,1.65,0.69,1.14,0,150,0,0,0,135.3,1.48,0,0,66,0,34.5,103.5,79.34,0,41.34,34.5,0,79.33,5,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,144.3,13.47,111.38,22.3,25.23,74.58,22.3,26.23,50,250,0,13.47,100.22,0,1.65,0.69,1.14,0,150,0,0,0,115.44,1.48,142.69,47.56,66,0,34.17,102.5,80,0,43,34.16,0,80,5,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,144.3,8.74,111.38,22.3,25.23,74.58,22.3,26.23,50,250,0,8.74,100.22,0,1.65,0.69,1.14,0,150,0,0,0,96.2,1.48,142.69,47.56,70.15,0,33.5,100.5,80,0,44,33.5,0,80,5,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,144.3,8.74,111.38,22.3,25.23,74.58,22.3,26.23,50,250,0,8.74,100.22,0,1.65,0.69,1.14,0,150,0,0,0,96.2,1.48,142.69,47.56,70.15,0,32.67,98,80,0,44.34,32.66,0,80,5,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,144.3,8.74,111.38,22.3,25.23,74.58,22.3,26.23,50,250,0,8.74,100.22,0,1.65,0.69,1.14,0,150,0,0,0,96.2,1.48,142.69,47.56,70.15,0,32.17,96.5,80,0,45,32.16,0,80,5,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,144.3,8.74,101.32,22.3,25.23,74.58,22.3,26.23,50,250,0,8.74,100.22,0,1.65,0.69,1.14,0,150,0,0,0,96.2,1.48,142.69,47.56,70.15,0,31.83,95.5,80,0,45,31.84,0,80,5,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,144.3,8.74,94.58,22.3,25.23,74.58,22.3,26.23,50,250,0,8.74,100.22,0,1.65,0.69,1.14,0,150,0,0,0,96.2,1.48,142.69,47.56,70.15,0,31.83,95.5,80,0,44.34,31.84,0,80,5,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,144.3,8.74,94.58,22.3,25.23,62.82,22.3,26.23,50,250,0,8.74,100.22,0,1.65,0.69,1.14,0,150,0,0,0,74.81,1.48,142.69,47.56,70.15,0,31.83,95.5,80,0,44,31.84,0,80,5,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,144.3,8.74,94.58,22.3,25.23,62.82,22.3,26.23,50,250,0,8.74,100.22,0,1.65,0.69,1.14,0,150,0,0,0,74.81,1.48,142.69,47.56,70.15,0,31.83,95.5,80,0,44,31.84,0,80,5,0,0,0,0,0,0,0,0,0,0

