Column1,Time,SR/01102023/07102043/L_NR_2018_61,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/10/01/1564,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/10/01/9989,GNA/NR/2024/10/01/5097,GNA/NR/2024/10/01/8106,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/10/01/4766,GNA/NR/2024/10/01/7496,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/4083,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/01/2732,GNA/NR/2024/10/01/3642,NR/01102023/19072037/LT-05,GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/9582,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19
77,19:00-19:15,12.61,273.25,32,73.45,96.64,4.97,193.28,32.86,12.45,31.29,96.64,94.67,8.58,0,39.62,171.05,39.62,115.54,39.62,12.45,0,252.23,0,7,6.92,32,0,88.06,0,28,0,8.34,0,8.17,0,0.23,0,0.05,0,24.5,0,8.16,0,28,0,0

78,19:15-19:30,12.01,273.25,32,73.45,96.64,4.97,193.28,32.86,12.45,31.29,96.64,94.67,8.58,0,39.62,171.05,39.62,115.54,39.62,12.45,0,252.23,0,7,6.92,32,0,88.06,0,28,0,8.66,0,8.67,0,0,0,0,0,26,0,8.66,0,28,0,0

79,19:30-19:45,11.81,273.25,32,73.45,96.64,4.97,193.28,32.86,12.45,31.29,96.64,94.67,8.58,0,39.62,171.05,39.62,115.54,39.62,12.45,0,252.23,0,7,6.92,32,0,88.06,0,33.67,0,11,0,11,0,0,0,0,0,33,0,11,0,33.67,0,0

80,19:45-20:00,11.41,273.25,32,73.45,96.64,4.97,193.28,32.86,12.45,31.29,96.64,94.67,8.58,0,39.62,171.05,39.62,115.54,39.62,12.45,0,252.23,0,7,6.92,32,0,88.06,0,34.33,0,11,0,11.67,0,0,0,0,0,35,0,11.66,0,34.33,0,0

81,20:00-20:15,9.4,273.25,32,73.45,96.64,4.97,193.28,32.86,12.45,31.29,96.64,94.67,8.48,0,39.62,171.05,39.62,115.54,39.62,12.45,0,252.23,0,6.84,6.76,32,0,88.06,0,35,0,11.66,0,12.17,0,0,0,0,0,36.5,0,12.16,0,35,0,0

82,20:15-20:30,9,273.25,32,73.45,96.64,4.97,193.28,32.86,12.45,31.29,96.64,42.97,8.48,0,39.62,171.05,39.62,115.54,39.62,12.45,0,252.23,0,6.84,6.76,32,0,88.06,0,35.67,0,11.66,0,12.83,0,0,0,0,0,38.5,0,12.84,0,35.67,0,0

83,20:30-20:45,8.6,273.25,32,73.45,96.64,4.97,193.28,32.86,12.45,31.29,96.64,31.5,8.48,0,39.62,171.05,39.62,115.54,39.62,12.45,0,252.23,0,6.84,6.76,32,0,88.06,0,36.67,0,12,0,13.5,0,0,0,0,0,40.5,0,13.5,0,36.67,0,0

84,20:45-21:00,8.2,273.25,32,73.45,96.64,4.97,193.28,32.86,12.45,31.29,96.64,31.5,8.48,0,37.33,171.05,37.33,115.54,37.33,12.45,0,252.23,0,6.84,6.76,32,0,88.06,0,36.33,0,12,0,13.83,0,0,0,0,0,41.5,0,13.84,0,36.33,0,0

85,21:00-21:15,7.8,273.25,32,73.45,96.64,4.83,193.28,32.86,12.45,31.29,96.64,31.5,8.4,0,37.33,171.05,37.33,115.54,37.33,12.45,0,252.23,0,6.61,6.61,32,0,88.06,0,36.33,0,12.34,0,14.17,0,0,0,0,0,42.5,0,14.16,0,36.33,0,0

86,21:15-21:30,7.4,273.25,32,73.45,96.64,4.83,193.28,32.86,12.45,31.29,96.64,31.5,8.4,0,37.33,171.05,37.33,115.54,37.33,12.45,0,252.23,0,6.61,6.61,32,0,88.06,0,35.67,0,12.34,0,14.33,0,0,0,0,0,43,0,14.34,0,35.67,0,0

87,21:30-21:45,7,273.25,32,73.45,96.64,4.83,193.28,32.86,12.45,31.29,96.64,31.5,8.4,0,37.33,171.05,37.33,115.54,37.33,12.45,0,252.23,0,6.61,6.61,32,0,88.06,0,40.67,0,10.66,0,14.67,0,0,0,0,0,44,0,14.66,0,40.67,0,0

88,21:45-22:00,7,273.25,32,73.45,96.64,4.83,193.28,32.86,12.45,31.29,96.64,31.5,8.4,0,37.33,171.05,37.33,115.54,37.33,12.45,0,252.23,0,6.61,6.61,32,0,88.06,0,40.33,0,10.66,0,14.67,0,0,0,0,0,44,0,14.66,0,40.33,0,0

89,22:00-22:15,7,273.25,32,73.45,96.64,4.7,193.28,32.86,12.45,31.29,96.64,31.5,8.3,54.36,37.33,171.05,37.33,115.54,37.33,12.45,0,252.23,0,6.38,6.38,32,0,88.06,0,40,0,10.66,0,12.5,0,0,0,0,0,37.5,0,12.5,0,40,0,0

90,22:15-22:30,7,273.25,32,73.45,96.64,4.7,193.28,32.86,12.45,31.29,96.64,31.5,8.3,54.36,37.33,171.05,37.33,115.54,37.33,12.45,0,252.23,0,6.38,6.38,32,0,88.06,0,39.67,0,10.66,0,12.5,0,0,0,0,0,37.5,0,12.5,0,39.67,0,0

91,22:30-22:45,7,273.25,32,73.45,96.64,4.7,193.28,32.86,12.45,31.29,96.64,31.5,8.3,54.36,37.33,171.05,37.33,115.54,37.33,12.45,0,252.23,0,6.38,6.38,32,0,88.06,0,45,0,15,0,15,0,0,0,0,0,45,0,15,0,45,0,0

92,22:45-23:00,7,273.25,32,73.45,96.64,4.7,193.28,32.86,12.45,31.29,96.64,31.5,8.3,54.36,37.33,171.05,37.33,115.54,37.33,12.45,0,252.23,0,6.38,6.38,32,0,88.06,0,45.67,0,15.66,0,15,0,0,0,0,0,45,0,15,0,45.67,0,0

93,23:00-23:15,7,273.25,32,73.45,96.64,4.55,193.28,32.86,12.45,31.29,96.64,31.5,8.12,54.36,37.33,171.05,37.33,115.54,37.33,12.45,0,252.23,0,6.22,5.99,32,0,88.06,0,46.33,0,16.34,0,15,0,0,0,0,0,45,0,15,0,46.33,0,0

94,23:15-23:30,7,273.25,32,73.45,96.64,4.55,193.28,32.86,12.45,31.29,96.64,31.5,8.12,54.36,37.33,171.05,37.33,115.54,37.33,12.45,0,252.23,0,6.22,5.99,32,0,88.06,0,46.67,0,17,0,15,0,0,0,0,0,45,0,15,0,46.67,0,0

95,23:30-23:45,7,273.25,32,73.45,96.64,4.55,193.28,32.86,12.45,31.29,96.64,31.5,8.12,54.36,37.33,171.05,37.33,115.54,37.33,12.45,0,252.23,0,6.22,5.99,32,0,88.06,0,46.67,0,17.34,0,15,0,0,0,0,0,45,0,15,0,46.67,0,0

96,23:45-24:00,7,273.25,32,73.45,96.64,4.55,193.28,32.86,12.45,31.29,96.64,31.5,8.12,54.36,37.33,171.05,37.33,115.54,37.33,12.45,0,252.23,0,6.22,5.99,32,0,88.06,0,46.67,0,17.66,0,15,0,0,0,0,0,45,0,15,0,46.67,0,0

