Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2024/09/24/6792,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/22052037/LT-59,NR/22102023/11042047/L_NR_2021_16,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/09/24/5398,GNA/NR/2024/09/01/7119,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/24/2277,NR/01102023/19072037/LT-05,GNA/NR/2024/09/24/4602,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,GNA/NR/2024/09/01/9821,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/09/01/6566,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/7908,GNA/NR/2024/09/01/2171,NR/01102023/31052040/LT-31,GNA/NR/2024/09/16/2535,GNA/NR/2024/09/01/8090,NR/01082024/30092024/LT_MEJA_DELHI,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61
79,19:30-19:45,0,15,0,0,18.17,0,0,54.5,46.67,0,0,0,0,0,0,0,0,0,0,0,0,0,24.78,32,87.29,220.64,30.28,0,0,106.19,193.54,91.41,1.35,0,273.62,24.19,10.26,96.77,21.77,2.42,0,0,0,7.96,18.16,46.67,43.02

80,19:45-20:00,0,15,0,0,18.67,0,0,56,48.33,0,0,0,0,0,0,0,0,0,0,0,0,0,24.78,32,87.29,220.64,30.28,0,0,106.19,193.54,91.41,1.35,0,273.62,24.19,10.26,96.77,21.77,2.42,0,0,0,7.96,18.66,48.33,43.02

81,20:00-20:15,0,14,0,0,15,0,0,45,46.67,0,0,0,0,0,0,0,0,0,0,0,0,0,24.78,32,87.29,220.64,31.29,0,0,106.19,193.54,91.41,1.35,0,273.62,24.19,10.26,96.77,21.77,2.42,0,0,0,7.96,15,46.67,43.02

82,20:15-20:30,0,14,0,0,15.5,0,0,46.5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,24.78,32,87.29,220.64,31.29,0,0,106.19,193.54,91.41,1.35,0,273.62,24.19,10.26,96.77,21.77,2.42,0,0,0,7.96,15.5,47,43.02

83,20:30-20:45,0,14,0,0,14,0,0,42,38.33,0,30,0,0,0,0,0,0,0,0,0,0,0,24.78,32,87.29,220.64,31.29,0,31.17,106.19,193.54,91.41,1.35,0,273.62,24.19,10.26,96.77,21.77,2.42,0,0,0,7.96,14,38.33,43.02

84,20:45-21:00,0,14,0,0,13.83,0,0,41.5,38.33,0,30,0,0,0,0,0,0,0,0,0,0,7.21,24.78,32,87.29,220.64,31.29,0,31.17,106.19,193.54,91.41,1.35,0,273.62,24.19,10.26,96.77,21.77,2.42,0,0,0,7.96,13.84,38.33,43.02

85,21:00-21:15,0,13.34,0,0,13.83,0,0,41.5,38.33,0,30,0,0,0,0,0,0,0,0,0,0,24.48,17.5,32,87.29,220.64,30.78,0,31.17,106.19,193.54,91.41,1.35,0,273.62,24.19,10.16,96.77,21.77,2.42,0,0,0,7.96,13.84,38.33,43.02

86,21:15-21:30,0,13.34,0,0,13.83,0,0,41.5,38,0,30,0,0,0,0,0,0,0,0,0,0,24.39,17.5,32,87.29,220.64,30.78,0,31.17,106.19,193.54,91.41,1.35,0,273.62,24.19,10.16,96.77,21.77,2.42,0,0,0,7.96,13.84,38,43.02

87,21:30-21:45,0,17,0,0,15.83,0,0,47.5,43,0,30,0,0,0,0,0,0,0,0,0,0,48.38,17.5,32,87.29,220.64,30.78,0,33.87,106.19,193.54,91.41,1.35,0,273.62,24.19,10.16,96.77,21.77,2.42,0,0,0,7.96,15.84,43,43.02

88,21:45-22:00,0,17,0,0,15.5,0,0,46.5,43.33,0,30,0,0,0,0,0,0,0,0,0,0,48.38,17.5,32,87.29,220.64,29.77,0,33.87,106.19,193.54,91.41,1.35,0,273.62,24.19,10.16,96.77,21.77,2.42,0,0,0,7.96,15.5,43.33,43.02

89,22:00-22:15,0,16,0,0,14.83,0,0,44.5,42.67,0,30,0,0,0,0,0,0,0,0,0,0,48.38,17.5,32,87.29,220.64,31.29,0,33.87,106.19,193.54,91.41,1.35,0,273.62,24.19,10.16,96.77,21.77,2.42,0,163.3,0,7.96,14.84,42.67,43.02

90,22:15-22:30,0,16,0,0,15.5,0,0,46.5,42.33,0,30,0,0,0,0,0,0,0,0,0,0,48.38,17.5,32,87.29,220.64,31.29,0,33.87,106.19,193.54,91.41,1.35,0,273.62,24.19,10.16,96.77,21.77,2.42,0,163.3,0,7.96,15.5,42.33,43.02

91,22:30-22:45,0,16.34,0,0,15.5,0,0,46.5,42,0,30,0,0,0,0,0,0,0,0,0,0,48.38,17.5,32,87.29,220.64,31.29,0,33.87,109.98,193.54,91.41,1.35,0,273.62,24.19,10.16,96.77,21.77,2.42,0,163.3,0,7.96,15.5,42,43.02

92,22:45-23:00,0,16,0,0,15.67,0,0,47,41.67,0,30,0,0,0,0,0,0,0,0,0,0,48.38,17.5,32,87.29,220.64,30.28,0,33.87,109.98,193.54,91.41,1.35,0,273.62,24.19,10.16,96.77,21.77,2.42,0,163.3,0,7.96,15.66,41.67,43.02

93,23:00-23:15,0,16.34,0,0,15.67,0,0,47,41.33,0,30,0,0,0,0,0,0,0,0,0,0,48.38,17.5,32,87.29,220.64,30.28,0,33.87,112.81,193.54,91.41,1.35,0,273.62,24.19,10.07,96.77,21.77,2.42,0,163.3,0,7.96,15.66,41.33,43.02

94,23:15-23:30,0,15.34,0,0,15.5,0,0,46.5,40.67,0,30,0,0,0,0,0,0,0,0,0,0,48.38,17.5,32,87.29,220.64,30.28,0,33.87,112.81,193.54,91.41,1.35,0,273.62,24.19,10.07,96.77,21.77,2.42,0,163.3,0,7.96,15.5,40.67,42.62

95,23:30-23:45,0,15.66,0,0,15.33,0,0,46,40.67,0,30,0,0,0,0,0,0,0,0,0,0,48.38,17.5,32,87.29,220.64,30.28,0,33.87,112.81,193.54,91.41,1.35,0,273.62,24.19,10.07,96.77,21.77,2.42,0,163.3,0,7.96,15.34,40.67,42.02

96,23:45-24:00,0,15.66,0,0,15.17,0,0,45.5,40,0,30,0,0,0,0,0,0,0,0,0,0,48.38,17.5,32,87.29,220.64,30.28,0,33.87,112.81,193.54,91.41,1.35,0,273.62,24.19,10.07,96.77,21.77,2.42,0,163.3,0,7.96,15.16,40,43.02

