Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/22052037/LT-59,L_NR_2019_19,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/4125,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/6187,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/1196,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/5784,GNA/NR/2025/06/07/5932,GNA/NR/2025/08/01/6209,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/8128,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/2952,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/1044
69,17:00-17:15,2,19.1,33,30,95.52,30,27.64,13.01,33,21.25,15,12,33,63.75,0,60.54,28.33,21.25,60.55,0,21.86,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,4.25,100.56,9.91,130.61,10.29,271.49,6.66,29.77,87.07,5.5,18.76,5.5,70.4,0,5.92

70,17:15-17:30,0,16.28,27.56,23,81.4,24,22.84,13.01,28,21.25,12,8,33,63.75,0,59.87,27.33,21.25,59.88,0,17.99,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,3.48,100.56,9.91,130.61,10.29,271.49,6.66,29.77,87.07,4.5,18.76,4.5,70.4,0,5.92

71,17:30-17:45,0,13.58,20.26,20,67.92,16,18.04,12.01,20,21.25,10,7,26.47,63.75,0,50,33.33,21.25,50,0,14.33,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,2.75,100.56,9.91,130.61,10.29,271.49,6.66,29.27,87.07,3.55,18.76,3.55,70.4,0,5.92

72,17:45-18:00,0,11.06,12.02,15,55.28,13,12.98,11.61,15,21.25,7,7,16.58,63.75,0,50.34,33.33,21.25,50.33,0,10.64,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,2.17,100.56,9.91,130.61,10.29,271.49,6.66,29.27,87.07,2.81,18.76,2.81,70.4,0,5.92

73,18:00-18:15,0,8.63,0,10,43.16,9,10.32,11,10,21.25,5,5,0,63.75,0,51,32.67,21.25,51,0,6.99,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,1.58,100.56,9.91,130.61,10.76,271.49,6.66,29.27,87.07,2.05,18.76,2.05,78.92,0,5.92

74,18:15-18:30,0,6.39,0,7,31.95,7,7.56,9.8,7,21.8,3,3,0,65.38,0,51.66,31.67,21.8,51.67,0,3.46,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,1.18,100.56,9.91,130.61,10.76,271.49,6.66,28.25,87.07,1.52,18.76,1.52,87.44,0,5.92

75,18:30-18:45,0,4.18,0,3,20.89,4,3.38,9.6,3,27.17,2,1,0,81.49,0,52.34,36,27.17,52.33,0,0.32,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,10.76,271.49,8.54,28.25,87.07,0,18.76,0,95.95,0,5.92

76,18:45-19:00,0,2.48,0,1,12.38,2,1.65,9,2,27.33,0,1,0,82.01,0,53.34,35.33,27.33,53.33,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,10.76,271.49,8.54,29.27,87.07,0,18.76,0,104.47,0,5.92

77,19:00-19:15,0,1.02,0,0,5.1,1,0.94,7.8,1,27,0,0,0,81,0,54,30,27,54,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,10.29,271.49,8.54,29.27,87.07,0,18.57,0,112.99,0,5.92

78,19:15-19:30,0,0,0,0,0.01,0,0,7.2,0,26.83,0,0,0,80.51,0,55,30,26.83,55,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,10.29,271.49,8.54,29.27,87.07,0,18.57,0,115.83,0,5.92

79,19:30-19:45,0,0,0,0,0,0,0,5,0,20,0,0,0,60,0,60,29.67,20,60,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,10.29,271.49,8.54,29.27,87.07,0,18.57,0,115.83,0,5.92

80,19:45-20:00,0,0,0,0,0,0,0,5,0,20,0,0,0,60,0,59.34,29.33,20,59.33,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,10.29,271.49,8.54,29.27,87.07,0,18.57,0,115.83,0,5.92

81,20:00-20:15,0,0,0,0,0,0,0,5,0,20,0,0,0,60,0,71.66,26.67,20,71.67,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,10.29,271.49,8.54,29.27,87.07,0,18.29,0,115.83,0,5.92

82,20:15-20:30,0,0,0,0,0,0,0,5,0,20.33,0,0,0,61.01,0,71,25.67,20.33,71,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,10.29,271.49,8.54,29.27,87.07,0,18.29,0,115.83,0,5.92

83,20:30-20:45,0,0,0,0,0,0,0,5,0,19.32,0,0,0,57.94,0,61.66,19.29,19.32,61.67,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,10.29,271.49,8.54,27.25,87.07,0,18.29,0,115.83,0,5.92

84,20:45-21:00,0,0,0,0,0,0,0,5,0,19.79,0,0,0,59.38,0,61.34,19.1,19.79,61.33,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,10.29,271.49,8.54,27.25,87.07,0,18.29,0,115.83,0,5.92

85,21:00-21:15,0,0,0,0,0,0,0,5,0,19.1,0,0,0,57.32,0,53.6,19,19.1,53.6,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,9.83,271.49,8.54,26.75,87.07,0,18.29,0,115.83,0,5.92

86,21:15-21:30,0,0,0,0,0,0,0,5,0,19.1,0,0,0,57.32,0,52.51,18.94,19.1,52.5,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,9.83,271.49,8.54,26.24,87.07,0,18.29,0,115.83,0,5.92

87,21:30-21:45,0,0,0,0,0,0,0,5,0,18.8,0,0,0,56.41,0,56.66,25,18.8,56.67,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,9.83,271.49,8.54,26.24,87.07,0,18.29,0,115.83,0,5.92

88,21:45-22:00,0,0,0,0,0,0,0,5,0,18.95,0,0,0,56.87,0,55,24.33,18.95,55,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,9.83,271.49,8.54,26.24,87.07,0,18.29,0,115.83,0,5.92

89,22:00-22:15,0,0,0,0,0,0,0,5,0,18.35,0,0,0,55.06,0,61.66,23.33,18.35,61.67,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,9.36,271.49,8.54,26.24,87.07,0,18.29,0,115.83,0,5.92

90,22:15-22:30,0,0,0,0,0,0,0,5,0,17.6,0,0,0,52.79,0,61.66,21.67,17.6,61.67,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,9.36,271.49,8.54,26.24,87.07,0,18.29,0,115.83,0,5.92

91,22:30-22:45,0,0,0,0,0,0,0,5,0,18.35,0,0,0,55.06,0,61.66,21,18.35,61.67,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,9.36,271.49,8.54,27.25,87.07,0,18.29,0,115.83,0,5.92

92,22:45-23:00,0,0,0,0,0,0,0,5,0,18.95,0,0,0,56.87,0,61.66,20,18.95,61.67,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,9.36,271.49,8.54,26.25,87.07,0,18.29,0,115.83,0,5.92

93,23:00-23:15,0,0,0,0,0,0,0,5,0,18.35,0,0,0,55.06,0,61.66,19.33,18.35,61.67,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,8.89,271.49,8.54,26.25,87.07,0,18.11,0,115.83,0,5.92

94,23:15-23:30,0,0,0,0,0,0,0,5,0,18.35,0,0,0,55.06,0,61.66,20.2,18.35,61.67,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,8.89,271.49,8.54,26.25,87.07,0,18.11,0,115.83,0,5.92

95,23:30-23:45,0,0,0,0,0,0,0,5,0,18.35,0,0,0,55.06,0,61.66,26.67,18.35,61.67,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,8.89,271.49,8.54,25.73,87.07,0,18.11,0,115.83,0,5.92

96,23:45-24:00,0,0,0,0,0,0,0,5,0,18.35,0,0,0,55.06,0,63.23,26,18.35,63.23,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,0,0,0,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,8.89,271.49,8.54,25.73,87.07,0,18.11,0,115.83,0,5.92

