Block,Time,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/03112023/30112023/IEX-231101-05680,NR/01112023/30112023/HP-10,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01112023/30112023/HP-09,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/02112023/15112023/D20231102NR21539,NR/01102023/30042040/GNA_LT_35,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02012046/L_NR_2021_17
70,17:15-17:30,0.000000,2.550000,261.450000,74.090000,48.310000,223.850000,48.310000,30.920000,117.880000,271.740000,0.560000,0.580000,2.170000,0.000000,29.950000,0.000000,0.000000,2.000000,48.310000,0.560000,2.36,0,5.4,4.88,15,1,5,11.67,1,5,11.13,18,144.93,8,11.67,0.496077,3,7,4,11.82,3,0

71,17:30-17:45,0.000000,2.550000,261.450000,74.090000,48.310000,223.850000,48.310000,30.920000,117.880000,271.740000,0.210000,0.210000,2.170000,0.000000,29.950000,0.000000,0.000000,2.000000,48.310000,0.210000,1.05,0,3,4.88,15,0,5,11.67,0.1,5,9.78,14,144.93,5,11.67,0.262629,2,6,3,5.25,0,0

72,17:45-18:00,0.000000,2.550000,261.450000,74.090000,48.310000,223.850000,48.310000,30.920000,117.880000,271.740000,0.040000,0.040000,2.170000,0.000000,29.950000,0.000000,0.000000,2.000000,48.310000,0.040000,0.26,0,0.9,4.88,15,0,5,11.67,0,5,8.06,4,144.93,1,11.67,0,0,1,1,1.32,0,0

73,18:00-18:15,0.000000,2.550000,261.450000,74.090000,48.310000,93.630000,48.310000,30.920000,117.880000,271.740000,0.000000,0.000000,1.560000,0.000000,29.950000,0.000000,0.000000,2.000000,48.310000,0.000000,0,0,0.3,6,15,0,5,11.67,0,5,7.21,0,144.93,0,11.67,0,0,0,0,0,0,0

74,18:15-18:30,0.000000,2.550000,261.450000,74.090000,48.310000,93.630000,48.310000,30.920000,117.880000,271.740000,0.000000,0.000000,1.560000,0.000000,29.950000,0.000000,0.000000,2.000000,48.310000,0.000000,0,0,0,6,15,0,5,11.67,0,5,7.21,0,144.93,0,11.67,0,0,0,0,0,0,0

75,18:30-18:45,0.000000,2.550000,261.450000,74.090000,48.310000,93.630000,48.310000,30.920000,117.880000,271.740000,0.000000,0.000000,2.020000,0.000000,29.950000,0.000000,0.000000,2.000000,48.310000,0.000000,0,0,0,6,15,0,5,11.67,0,5,7.21,0,144.93,0,11.67,0,0,0,0,0,0,0

76,18:45-19:00,0.000000,2.550000,261.450000,74.090000,48.310000,93.630000,48.310000,30.920000,117.880000,271.740000,0.000000,0.000000,2.020000,0.000000,28.990000,0.000000,0.000000,2.000000,48.310000,0.000000,0,0,0,6,15,0,5,18.65,0,5,7.21,0,144.93,0,18.65,0,0,0,0,0,0,0

77,19:00-19:15,0.000000,2.550000,261.450000,74.090000,48.310000,93.630000,48.310000,10.520000,117.880000,271.740000,0.000000,0.000000,2.020000,0.000000,28.990000,0.000000,10.520000,2.000000,48.310000,0.000000,0,0,0,6,15,0,5,18.29,0,5,6.81,0,144.93,0,18.29,0,0,0,0,0,0,0

78,19:15-19:30,0.000000,2.550000,261.450000,74.090000,48.310000,93.630000,48.310000,10.520000,117.880000,271.740000,0.000000,0.000000,2.020000,0.000000,28.990000,0.000000,10.520000,2.000000,48.310000,0.000000,0,0,0,6,15,0,5,17.97,0,5,6.81,0,144.93,0,17.97,0,0,0,0,0,0,0

79,19:30-19:45,0.000000,2.550000,261.450000,74.090000,48.310000,93.630000,48.310000,26.080000,117.880000,271.740000,0.000000,0.000000,2.020000,0.000000,28.990000,0.000000,26.080000,2.000000,48.310000,0.000000,0,0,0,6,15,0,5,17.21,0,5,6.81,0,144.93,0,17.21,0,0,0,0,0,0,0

80,19:45-20:00,0.000000,2.550000,261.450000,74.090000,48.310000,93.630000,48.310000,26.080000,117.880000,271.740000,0.000000,0.000000,2.020000,0.000000,28.990000,0.000000,26.080000,2.000000,48.310000,0.000000,0,0,0,6,15,0,5,16.62,0,5,6.81,0,144.93,0,16.62,0,0,0,0,0,0,0

81,20:00-20:15,0.000000,2.510000,261.450000,74.090000,48.310000,93.630000,48.310000,26.080000,117.880000,271.740000,0.000000,0.000000,1.940000,0.000000,28.990000,0.000000,26.080000,1.920000,48.310000,0.000000,0,0,0,6,15,0,5,15.95,0,5,6.81,0,144.93,0,15.95,0,0,0,0,0,0,0

82,20:15-20:30,0.000000,2.510000,261.450000,74.090000,48.310000,93.630000,48.310000,26.080000,117.880000,271.740000,0.000000,0.000000,1.940000,0.000000,28.990000,0.000000,26.080000,1.920000,48.310000,0.000000,0,0,0,6,15,0,5,15.25,0,5,6.81,0,144.93,0,15.25,0,0,0,0,0,0,0

83,20:30-20:45,0.000000,2.510000,261.450000,74.090000,48.310000,93.630000,48.310000,26.080000,117.880000,271.740000,0.000000,0.000000,1.940000,0.000000,28.990000,0.000000,26.080000,1.920000,48.310000,0.000000,0,0,0,6,15,0,5,14.5,0,5,6.81,0,144.93,0,14.5,0,0,0,0,0,0,0

84,20:45-21:00,0.000000,2.510000,261.450000,74.090000,48.310000,93.630000,48.310000,26.080000,67.630000,271.740000,0.000000,0.000000,1.940000,0.000000,28.990000,0.000000,26.080000,1.920000,48.310000,0.000000,0,0,0,6,15,0,5,14,0,5,6.81,0,144.93,0,14,0,0,0,0,0,0,0

85,21:00-21:15,0.000000,2.510000,261.450000,74.090000,48.310000,93.630000,48.310000,26.080000,67.630000,271.740000,0.000000,0.000000,1.940000,0.000000,28.990000,0.000000,26.080000,1.920000,48.310000,0.000000,0,0,0,6,15,0,5,14,0,5,6.81,0,144.93,0,14,0,0,0,0,0,0,0

86,21:15-21:30,0.000000,2.510000,261.450000,74.090000,48.310000,93.630000,48.310000,26.080000,67.630000,271.740000,0.000000,0.000000,1.940000,0.000000,28.990000,0.000000,26.080000,1.920000,48.310000,0.000000,0,0,0,6,15,0,5,14,0,5,6.81,0,144.93,0,14,0,0,0,0,0,0,0

87,21:30-21:45,0.000000,2.510000,261.450000,74.090000,48.310000,93.630000,48.310000,26.080000,67.630000,271.740000,0.000000,0.000000,1.940000,0.000000,28.990000,0.000000,26.080000,1.920000,48.310000,0.000000,0,0,0,6,15,0,5,14,0,5,6.81,0,144.93,0,14,0,0,0,0,0,0,0

88,21:45-22:00,0.000000,2.510000,261.450000,74.090000,48.310000,93.630000,48.310000,26.080000,67.630000,271.740000,0.000000,0.000000,1.940000,0.000000,28.990000,0.000000,26.080000,1.920000,48.310000,0.000000,0,0,0,6,15,0,5,14,0,5,6.81,0,144.93,0,14,0,0,0,0,0,0,0

89,22:00-22:15,0.000000,2.510000,261.450000,74.090000,48.310000,93.630000,48.310000,26.080000,67.630000,271.740000,0.000000,0.000000,1.860000,38.280000,28.020000,0.000000,26.080000,1.920000,48.310000,0.000000,0,0,0,6,15,0,5,14,0,5,6.81,0,144.93,0,14,0,0,0,0,0,0,0

90,22:15-22:30,0.000000,2.510000,261.450000,74.090000,48.310000,93.630000,48.310000,26.080000,67.630000,271.740000,0.000000,0.000000,1.860000,38.280000,28.020000,0.000000,26.080000,1.920000,48.310000,0.000000,0,0,0,6,15,0,5,14,0,5,6.81,0,144.93,0,14,0,0,0,0,0,0,0

91,22:30-22:45,0.000000,2.510000,261.450000,74.090000,48.310000,93.630000,48.310000,26.080000,67.630000,271.740000,0.000000,0.000000,1.860000,38.280000,28.020000,0.000000,26.080000,1.920000,48.310000,0.000000,0,0,0,6,15,0,5,14,0,5,6.81,0,144.93,0,14,0,0,0,0,0,0,0

92,22:45-23:00,0.000000,2.510000,261.450000,74.090000,48.310000,93.630000,48.310000,26.080000,67.630000,271.740000,0.000000,0.000000,1.860000,38.280000,28.020000,0.000000,26.080000,1.920000,48.310000,0.000000,0,0,0,6,15,0,5,14,0,5,6.81,0,144.93,0,14,0,0,0,0,0,0,0

93,23:00-23:15,0.000000,2.510000,261.450000,74.090000,48.310000,93.630000,48.310000,26.080000,67.630000,271.740000,0.000000,0.000000,1.860000,38.280000,27.050000,0.000000,26.080000,1.850000,48.310000,0.000000,0,0,0,6,15,0,5,14,0,5,6.81,0,144.93,0,14,0,0,0,0,0,0,0

94,23:15-23:30,0.000000,2.510000,261.450000,74.090000,48.310000,93.630000,48.310000,26.080000,67.630000,271.740000,0.000000,0.000000,1.860000,38.280000,27.050000,0.000000,26.080000,1.850000,48.310000,0.000000,0,0,0,6,15,0,5,14,0,5,6.81,0,144.93,0,14,0,0,0,0,0,0,0

95,23:30-23:45,0.000000,2.510000,215.380000,59.080000,48.310000,93.630000,48.310000,26.080000,67.630000,271.740000,0.000000,0.000000,1.860000,38.280000,27.050000,0.000000,26.080000,1.850000,48.310000,0.000000,0,0,0,6,15,0,5,14,0,5,6.81,0,144.93,0,14,0,0,0,0,0,0,0

96,23:45-24:00,0.000000,2.510000,215.380000,59.080000,48.310000,93.630000,48.310000,26.080000,67.630000,271.740000,0.000000,0.000000,1.860000,38.280000,27.050000,0.000000,26.080000,1.850000,48.310000,0.000000,0,0,0,6,15,0,5,14,0,5,6.81,0,144.93,0,14,0,0,0,0,0,0,0

