Block,Time,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01042024/31072024/LT_MEJA_DELHI,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/30092023/31122025/SH-07,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01062024/30062024/IEPL01,NR/01102023/30042040/GNA_LT_36,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01062024/30062024/R2,NR/01102023/22052037/LT-59,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16
53,13:00-13:15,0.000000,15.590000,57.600000,48.240000,24.120000,0.000000,15.590000,22.950000,29.010000,0.000000,15.610000,0.000000,0.000000,24.120000,24.120000,22.950000,24.120000,272.830000,186.630000,5.100000,5.530000,100.520000,66.190000,25.230000,0.000000,15.980000,0.000000,11.420000,24.120000,5.120000,43.01,84,44.5,0,38.34,80,31.4,35.83,80,47,230,196,31.4,35.84,0,46,31.4,107.5,92.56,102.515846,93

54,13:15-13:30,0.000000,15.590000,57.600000,48.240000,24.120000,0.000000,15.590000,22.950000,29.010000,0.000000,15.610000,0.000000,0.000000,24.120000,24.120000,22.950000,24.120000,272.830000,210.750000,5.100000,5.530000,100.520000,66.190000,25.740000,0.000000,15.980000,0.000000,11.420000,24.120000,5.120000,43.01,82,44.5,0,38.34,80,31.23,35.83,80,47,230,193,31.23,35.84,0,46,31.24,107.5,92.56,99.836521,93

55,13:30-13:45,0.000000,15.590000,57.600000,48.240000,24.120000,0.000000,15.590000,22.950000,29.010000,0.000000,15.610000,0.000000,0.000000,24.120000,24.120000,22.950000,24.120000,272.830000,247.060000,5.100000,5.530000,100.520000,66.190000,25.740000,0.000000,15.980000,0.000000,11.420000,24.120000,5.120000,43.01,81,44.5,0,38.34,80,31.23,35.83,80,47,230,189,31.23,35.84,0,46,31.24,107.5,92.46,94.175838,93

56,13:45-14:00,0.000000,15.390000,68.050000,48.240000,24.120000,0.000000,15.390000,22.950000,29.010000,0.000000,15.610000,0.000000,0.000000,24.120000,24.120000,22.950000,24.120000,272.830000,247.060000,5.100000,5.530000,100.520000,66.190000,25.740000,0.000000,15.780000,0.000000,11.420000,24.120000,5.120000,43.01,81,44.5,0,38.34,80,31.4,35.83,80,47,230,189,31.4,35.84,0,46,31.4,107.5,92.51,94.321983,93

57,14:00-14:15,0.000000,15.060000,87.030000,48.240000,24.120000,0.000000,15.060000,22.950000,29.010000,0.000000,15.610000,0.000000,0.000000,24.120000,24.120000,22.950000,24.120000,272.830000,256.780000,5.290000,5.680000,100.520000,66.190000,26.750000,0.000000,15.440000,0.000000,11.420000,24.120000,5.280000,43.01,81,42.23,0,38.34,80,31.4,35.83,80,47,230,189,31.4,35.84,0,46,31.4,107.5,92.36,93.893291,93

58,14:15-14:30,0.000000,14.550000,87.030000,48.240000,24.120000,0.000000,14.550000,22.950000,29.010000,0.000000,15.610000,0.000000,0.000000,24.120000,24.120000,22.950000,24.120000,272.830000,261.970000,5.290000,5.680000,100.520000,66.190000,26.750000,0.000000,14.930000,0.000000,11.420000,24.120000,5.280000,43.01,81,41.67,0,38.34,80,31.4,35.83,80,45,230,189,31.4,35.84,0,46,31.4,107.5,92,92.880019,90

59,14:30-14:45,0.000000,13.910000,87.030000,48.240000,24.120000,0.000000,13.910000,22.950000,29.010000,0.000000,15.610000,0.000000,0.000000,24.120000,24.120000,22.950000,24.120000,272.830000,261.970000,5.290000,5.680000,100.520000,66.190000,27.760000,0.000000,14.260000,0.000000,11.420000,24.120000,5.280000,43.01,78,40.35,0,38.34,80,31.4,38.33,80,43,229.03,182,31.4,38.34,0,45.8,31.4,115,91.3,88.203379,85

60,14:45-15:00,0.000000,13.320000,87.030000,48.240000,24.120000,0.000000,13.320000,22.950000,29.010000,0.000000,15.610000,0.000000,0.000000,24.120000,24.120000,22.950000,24.120000,272.830000,261.970000,5.290000,5.680000,100.520000,115.360000,28.260000,0.000000,13.660000,0.000000,11.420000,24.120000,5.280000,43.01,75,39.04,0,38.34,80,31.4,38.33,80,40,221.06,175,31.4,38.34,0,44.21,31.4,115,89.4,83.331879,80

61,15:00-15:15,0.000000,12.730000,68.050000,48.240000,24.120000,0.000000,12.730000,30.880000,29.010000,0.000000,15.610000,0.000000,0.000000,24.120000,24.120000,18.380000,24.120000,272.830000,231.670000,5.470000,5.980000,100.520000,85.100000,28.260000,0.000000,13.050000,0.000000,11.510000,24.120000,5.630000,43.01,70,37.37,0,38.34,80,31.4,38.33,80,38,210.01,165,31.4,38.34,0,42,31.4,115,85.59,84.617955,77

62,15:15-15:30,0.000000,11.990000,87.030000,48.240000,24.120000,0.000000,11.990000,30.880000,29.010000,0.000000,15.610000,0.000000,0.000000,24.120000,24.120000,18.380000,24.120000,272.830000,256.780000,5.470000,5.980000,100.520000,115.360000,28.260000,0.000000,12.290000,0.000000,11.510000,24.120000,5.630000,43.01,66,35.27,0,38.34,80,31.5,38.33,80,36,198.49,154,31.5,38.34,0,39.7,31.5,115,80.57,78.226547,71

63,15:30-15:45,0.000000,10.930000,87.030000,48.240000,24.120000,0.000000,10.930000,30.880000,29.010000,0.000000,15.610000,0.000000,0.000000,24.120000,24.120000,18.380000,24.120000,272.830000,256.780000,5.470000,5.980000,100.520000,115.360000,28.260000,0.000000,11.200000,0.000000,11.510000,24.120000,5.630000,40.01,60,33.14,0,38.34,80,31.5,38.33,80,33,186.2,140,31.5,38.34,0,37.24,31.5,115,75.16,72.322289,65

64,15:45-16:00,0.000000,10.140000,87.030000,48.240000,24.120000,0.000000,10.140000,30.880000,29.010000,0.000000,15.610000,0.000000,0.000000,24.120000,24.120000,18.380000,24.120000,272.830000,256.780000,5.470000,5.980000,100.520000,115.360000,28.770000,0.000000,10.400000,0.000000,11.510000,24.120000,5.630000,40.01,55,31.58,0,38.34,80,31.83,38.33,80,30,173.72,130,31.83,38.34,0,34.74,31.84,115,69.46,66.905181,60

65,16:00-16:15,0.000000,9.120000,87.030000,48.240000,24.120000,48.240000,9.120000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,18.380000,24.120000,272.830000,256.780000,5.470000,5.980000,100.520000,115.360000,28.770000,38.600000,9.350000,0.000000,11.690000,24.120000,5.630000,42.01,48,29.24,0,38.34,80,32,38.33,80,27,159.53,112,32,38.34,0,31.91,32,115,63.52,60.874264,53

66,16:15-16:30,0.000000,8.110000,87.030000,48.240000,24.120000,48.240000,8.110000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,13.460000,24.120000,272.830000,256.780000,5.470000,5.980000,100.520000,115.360000,28.770000,38.600000,8.320000,0.000000,11.690000,24.120000,5.630000,42.01,43,25.55,0,38.34,80,32.33,38.33,80,23,144.91,100,32.33,38.34,0,28.98,32.34,115,57.27,53.761874,47

67,16:30-16:45,0.000000,7.110000,87.030000,48.240000,24.120000,48.240000,7.110000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,13.460000,24.120000,272.830000,256.780000,5.470000,5.980000,100.520000,115.360000,28.770000,38.600000,7.290000,0.000000,11.690000,24.120000,5.630000,42.01,37,22.05,0,38.34,80,33,38.33,80,20,129.44,88,20.87,38.34,0,25.89,33,115,50.71,47.263293,40

68,16:45-17:00,0.000000,5.980000,87.030000,48.240000,24.120000,48.240000,5.980000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,9.600000,24.120000,272.830000,256.780000,5.470000,5.980000,100.520000,115.360000,27.760000,38.600000,6.130000,0.000000,11.690000,24.120000,5.630000,42.01,33,20.02,0,38.34,80,31,38.33,80,18,114.13,77,10.97,38.34,0,22.82,33,115,43.4,40.608824,35

69,17:00-17:15,0.000000,4.710000,87.030000,48.240000,24.120000,48.240000,4.710000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,9.600000,24.120000,272.830000,256.780000,5.570000,6.370000,100.520000,115.360000,27.760000,38.600000,4.830000,0.000000,11.890000,24.120000,5.660000,42.01,28,16.56,0,38.34,80,20,38.33,80,15,96.01,67,4.08,38.34,0,19.2,33,115,36,34.119986,30

70,17:15-17:30,0.000000,3.590000,87.030000,48.240000,24.120000,48.240000,3.590000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,9.600000,24.120000,272.830000,256.780000,5.570000,6.370000,100.520000,115.360000,27.760000,38.600000,3.680000,0.000000,11.890000,24.120000,5.660000,42.01,22,13,0,38.34,80,10,38.33,80,12,79.21,53,0.58,38.34,0,15.84,31.94,115,29.2,27.816265,25

71,17:30-17:45,0.000000,2.480000,87.030000,48.240000,24.120000,48.240000,2.480000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,13.460000,24.120000,272.830000,256.780000,5.570000,6.910000,100.520000,115.360000,27.760000,38.600000,2.550000,0.000000,11.890000,24.120000,6.990000,42.01,16,10,0,38.34,80,3,38.33,80,10,64.24,39,0,38.34,0,12.85,23.68,115,22.41,21.522287,20

72,17:45-18:00,0.000000,1.900000,87.030000,48.240000,24.120000,48.240000,1.900000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,14.430000,24.120000,272.830000,256.780000,5.570000,6.910000,100.520000,115.360000,27.760000,38.600000,1.950000,0.000000,11.890000,24.120000,6.990000,42.01,12,8,0,38.34,80,0,38.33,80,7,49.21,28,0,38.34,0,9.84,15.34,115,15.85,15.520599,13

73,18:00-18:15,0.000000,1.390000,87.030000,48.240000,24.120000,48.240000,1.390000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,9.600000,24.120000,272.830000,256.780000,5.570000,6.910000,100.520000,66.190000,27.260000,38.600000,1.430000,0.000000,12.160000,24.120000,6.990000,28.01,6,5,0,38.34,80,0,38.33,80,5,37.07,14,0,38.34,0,7.41,0,115,10.01,10.288608,10

74,18:15-18:30,0.000000,0.970000,87.030000,48.240000,24.120000,48.240000,0.970000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,0.000000,24.120000,272.830000,256.780000,5.570000,6.910000,100.520000,66.190000,27.260000,38.600000,0.990000,0.000000,12.160000,24.120000,6.990000,26.01,3,4,0,38.34,80,0,38.33,80,2,26.18,7,0,38.34,0,5.24,0,115,5.41,6.099118,5

75,18:30-18:45,0.000000,0.620000,87.030000,48.240000,24.120000,48.240000,0.620000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,9.600000,24.120000,272.830000,256.780000,5.570000,6.680000,100.520000,115.360000,27.260000,38.600000,0.640000,0.000000,12.160000,24.120000,6.750000,24.01,1,3,0,38.34,80,0,38.33,80,1,17.85,4,0,38.34,0,3.57,0,115,2.35,2.416264,1

76,18:45-19:00,0.000000,0.350000,87.030000,48.240000,24.120000,48.240000,0.350000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,9.600000,24.120000,272.830000,256.780000,5.570000,6.680000,100.520000,115.360000,27.260000,38.600000,0.360000,0.000000,12.160000,24.120000,6.750000,23.81,0,2,0,38.34,80,0,38.33,80,0,10.22,1,0,38.34,0,2.04,0,115,0,0.555351,0

77,19:00-19:15,0.000000,0.100000,87.030000,48.240000,24.120000,48.240000,0.100000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,9.600000,24.120000,272.830000,256.780000,5.750000,8.440000,100.520000,115.360000,27.760000,38.600000,0.100000,0.000000,12.440000,24.120000,8.690000,36.02,0,1,0,38.34,80,0,36.33,80,0,6.72,1,0,36.34,0,1.34,0,109,0,0,0

78,19:15-19:30,0.000000,0.010000,87.030000,48.240000,24.120000,48.240000,0.010000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,9.600000,24.120000,272.830000,256.780000,5.750000,8.440000,100.520000,115.360000,27.760000,38.600000,0.010000,0.000000,12.440000,24.120000,8.690000,34.22,0,0.5,0,38.34,80,0,33.5,80,0,3.92,0,0,33.5,0,0.78,0,100.5,0,0,0

79,19:30-19:45,0.000000,0.000000,87.030000,48.240000,24.120000,48.240000,0.000000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,0.000000,24.120000,272.830000,256.780000,5.750000,8.440000,100.520000,115.360000,27.760000,38.600000,0.000000,0.000000,12.440000,24.120000,8.690000,33.22,0,0,0,37.66,79.67,0,30.83,79.67,0,0,0,0,30.84,0,0,0,92.5,0,0,0

80,19:45-20:00,0.000000,0.000000,87.030000,48.240000,24.120000,48.240000,0.000000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,0.000000,24.120000,272.830000,256.780000,5.750000,8.440000,100.520000,115.360000,26.750000,38.600000,0.000000,0.000000,12.440000,24.120000,8.690000,32.42,0,0,0,36.66,75.67,0,27.83,75.67,0,0,0,0,27.84,0,0,0,83.5,0,0,0

81,20:00-20:15,0.000000,0.000000,87.030000,48.240000,24.120000,48.240000,0.000000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,30.880000,24.120000,272.830000,256.780000,5.930000,8.440000,100.520000,115.360000,29.770000,38.600000,0.000000,0.000000,12.710000,24.120000,9.160000,26.01,0,0,0,35.66,72.33,0,25.5,72.33,0,0,0,0,25.5,0,0,0,76.5,0,0,0

82,20:15-20:30,0.000000,0.000000,87.030000,48.240000,24.120000,48.240000,0.000000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,30.880000,24.120000,272.830000,256.780000,5.930000,8.440000,100.520000,115.360000,29.770000,38.600000,0.000000,0.000000,12.710000,24.120000,9.160000,25.61,0,0,0,34,71,0,23.33,71,0,0,0,0,23.34,0,0,0,70,0,0,0

83,20:30-20:45,0.000000,0.000000,87.030000,48.240000,24.120000,48.240000,0.000000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,30.880000,24.120000,272.830000,256.780000,5.930000,8.440000,100.520000,115.360000,29.770000,38.600000,0.000000,0.000000,12.710000,24.120000,9.160000,25.21,0,0,0,32.66,69,0,21.33,69,0,0,0,0,21.34,0,0,0,64,0,0,0

84,20:45-21:00,0.000000,0.000000,87.030000,48.240000,24.120000,48.240000,0.000000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,30.880000,24.120000,272.830000,256.780000,5.930000,8.440000,100.520000,115.360000,29.770000,38.600000,0.000000,0.000000,12.710000,24.120000,9.160000,24.61,0,0,0,31.66,66.33,0,21,66.33,0,0,0,0,21,0,0,0,63,0,0,0

85,21:00-21:15,0.000000,0.000000,87.030000,48.240000,24.120000,48.240000,0.000000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,30.880000,24.120000,272.830000,256.780000,6.490000,8.060000,100.520000,115.360000,29.270000,38.600000,0.000000,0.000000,12.710000,24.120000,9.160000,21.01,0,0,0,28.34,66.33,0,30.83,66.33,0,0,0,0,30.84,0,0,0,92.5,0,0,0

86,21:15-21:30,0.000000,0.000000,87.030000,48.240000,24.120000,48.240000,0.000000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,30.880000,24.120000,272.830000,256.780000,6.490000,8.060000,100.520000,115.360000,28.250000,38.600000,0.000000,0.000000,12.710000,24.120000,9.160000,20.8,0,0,0,26.66,64.33,0,29,64.33,0,0,0,0,29,0,0,0,87,0,0,0

87,21:30-21:45,0.000000,0.000000,87.030000,48.240000,24.120000,48.240000,0.000000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,30.880000,24.120000,272.830000,256.780000,6.490000,9.060000,100.520000,115.360000,28.250000,38.600000,0.000000,0.000000,12.710000,24.120000,9.160000,20.6,0,0,0,25,62,0,27.5,62,0,0,0,0,27.5,0,0,0,82.5,0,0,0

88,21:45-22:00,0.000000,0.000000,87.030000,48.240000,24.120000,48.240000,0.000000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,30.880000,24.120000,272.830000,256.780000,6.490000,9.060000,100.520000,115.360000,27.750000,38.600000,0.000000,0.000000,12.710000,24.120000,9.160000,20.6,0,0,0,23.34,62.67,0,25.83,62.67,0,0,0,0,25.84,0,0,0,77.5,0,0,0

89,22:00-22:15,0.000000,0.000000,87.030000,48.240000,24.120000,48.240000,0.000000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,30.880000,24.120000,272.830000,256.780000,6.310000,9.060000,100.520000,115.360000,29.280000,38.600000,0.000000,0.000000,12.710000,24.120000,8.930000,26.01,0,0,0,26,67.33,0,23.67,67.33,0,0,0,0,23.66,0,0,0,71,0,0,0

90,22:15-22:30,0.000000,0.000000,87.030000,48.240000,24.120000,48.240000,0.000000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,30.880000,24.120000,272.830000,256.780000,6.310000,9.060000,100.520000,115.360000,28.770000,38.600000,0.000000,0.000000,12.710000,24.120000,8.930000,25.61,0,0,0,25,66.67,0,23.33,66.67,0,0,0,0,23.34,0,0,0,70,0,0,0

91,22:30-22:45,0.000000,0.000000,87.030000,48.240000,24.120000,48.240000,0.000000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,30.880000,24.120000,272.830000,256.780000,6.310000,8.830000,100.520000,115.360000,28.770000,38.600000,0.000000,0.000000,12.710000,24.120000,8.930000,25.21,0,0,0,24.34,66.33,0,23.33,66.33,0,0,0,0,23.34,0,0,0,70,0,0,0

92,22:45-23:00,0.000000,0.000000,87.030000,48.240000,24.120000,48.240000,0.000000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,30.880000,24.120000,272.830000,256.780000,6.310000,8.830000,100.520000,115.360000,28.770000,38.600000,0.000000,0.000000,12.710000,24.120000,8.930000,25.01,0,0,0,23.66,66,0,22.5,66,0,0,0,0,22.5,0,0,0,67.5,0,0,0

93,23:00-23:15,0.000000,0.000000,87.030000,48.240000,24.120000,48.240000,0.000000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,30.880000,24.120000,272.830000,256.780000,7.140000,8.830000,100.520000,115.360000,28.770000,38.600000,0.000000,0.000000,12.710000,24.120000,8.930000,24.81,0,0,0,22.66,65.67,0,22.33,65.67,0,0,0,0,22.34,0,0,0,67,0,0,0

94,23:15-23:30,0.000000,0.000000,87.030000,48.240000,24.120000,48.240000,0.000000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,30.880000,24.120000,272.830000,256.780000,7.140000,8.830000,100.520000,115.360000,28.770000,38.600000,0.000000,0.000000,12.710000,24.120000,8.930000,24.61,0,0,0,22.34,65,0,22,65,0,0,0,0,22,0,0,0,66,0,0,0

95,23:30-23:45,0.000000,0.000000,87.030000,48.240000,24.120000,48.240000,0.000000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,30.880000,24.120000,272.830000,256.780000,7.140000,8.830000,100.520000,115.360000,28.770000,38.600000,0.000000,0.000000,12.710000,24.120000,8.930000,24.41,0,0,0,22.34,65,0,21.83,65,0,0,0,0,21.84,0,0,0,65.5,0,0,0

96,23:45-24:00,0.000000,0.000000,87.030000,48.240000,24.120000,48.240000,0.000000,30.880000,29.010000,24.120000,15.610000,48.240000,0.000000,24.120000,24.120000,30.880000,24.120000,272.830000,256.780000,7.140000,8.830000,100.520000,115.360000,28.770000,38.600000,0.000000,0.000000,12.710000,24.120000,8.930000,24.21,0,0,0,22.34,64.33,0,21.5,64.33,0,0,0,0,21.5,0,0,0,64.5,0,0,0

