Column1,Time,GNA/SR/2024/12/01/6968,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNA/NR/2024/12/01/1766,GNA/NR/2024/12/01/2197,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1475,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/1899,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/12/01/1599,GNA/WR/2024/10/15/7089,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/12/01/7739,GNA/WR/2024/11/01/4200,NR/30092023/26122029/SH-06,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08
84,20:45-21:00,150,1.71,0.77,1.92,0,0,0,0,0,26,0,0,78,0,0,0,0,0,34.62,34.62,8.66,34.62,0,70.13,8.66,135.25,0,1.22,74.81,25.24,0,86.75,0,250,261.1,0,50,0,26,55.33,0,7.2,55.34,21.67

85,21:00-21:15,150,1.71,0.77,1.92,0,0,0,0,0,26.5,0,0,79.5,0,0,0,0,0,31.74,31.74,8.66,31.74,0,70.13,8.66,135.25,0,1.22,74.81,25.24,0,86.75,0,250,261.1,0,50,0,26.5,47.67,0,7.2,47.66,21.67

86,21:15-21:30,150,1.71,0.77,1.92,0,0,0,0,0,27,0,0,81,0,0,0,0,0,31.74,31.74,8.66,31.74,0,70.13,8.66,135.25,0,1.22,74.81,24.73,0,86.75,0,250,261.1,0,50,0,27,49,0,7.4,49,21.33

87,21:30-21:45,150,1.71,0.77,1.92,0,0,0,0,0,26.67,0,0,79.99,0,0,0,0,0,31.74,31.74,8.66,31.74,0,70.13,8.66,135.25,0,1.22,74.81,24.23,0,86.75,0,250,261.1,0,50,0,26.67,50.67,0,7.4,50.66,28.33

88,21:45-22:00,150,1.71,0.77,1.92,0,0,0,0,0,26.67,0,0,79.99,0,0,0,0,0,31.74,31.74,8.66,31.74,0,70.13,8.66,135.25,0,1.22,74.81,24.23,0,86.75,0,250,261.1,0,50,0,26.67,50.67,0,7.4,50.66,27.67

89,22:00-22:15,150,1.66,0.69,1.84,0,0,0,0,0,22.33,0,0,67.01,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,115.17,0,1.22,74.81,24.23,0,74.56,95.13,250,219.8,31.71,50,0,22.33,33.33,0,7.4,33.34,22

90,22:15-22:30,150,1.66,0.69,1.84,0,0,0,0,0,21.83,0,0,65.51,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,94.98,0,1.22,74.81,24.23,0,74.56,95.13,250,219.8,31.71,50,0,21.83,33.33,0,7.6,33.34,21.33

91,22:30-22:45,150,1.66,0.69,1.84,0,0,0,0,0,21.5,0,0,64.5,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,74.78,0,1.22,74.81,24.23,0,74.56,95.13,250,219.8,31.71,50,0,21.5,33.67,0,8,33.66,20

92,22:45-23:00,150,1.66,0.69,1.84,0,0,0,0,0,21.17,0,0,63.49,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,74.78,0,1.22,74.81,24.23,0,74.56,95.13,250,219.8,31.71,50,0,21.17,34,0,8.2,34,19.67

93,23:00-23:15,150,1.66,0.69,1.84,0,0,0,0,0,27.33,0,0,82.01,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,74.78,0,1.14,74.81,24.23,0,74.56,95.13,250,219.8,31.71,50,0,27.33,35,0,8,35,23

94,23:15-23:30,150,1.66,0.69,1.84,0,0,0,0,0,27.67,0,0,82.99,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,74.78,0,1.14,74.81,24.23,0,74.56,95.13,250,219.8,31.71,50,0,27.67,36,0,8.2,36,22.33

95,23:30-23:45,150,1.66,0.69,1.84,0,0,0,0,0,28,0,0,84,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,74.78,0,1.14,74.81,24.23,0,74.56,95.13,250,219.8,31.71,50,0,28,37,0,8.4,37,21.67

96,23:45-24:00,150,1.66,0.69,1.84,0,0,0,0,0,28.5,0,0,85.5,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,74.78,0,1.14,74.81,24.23,0,74.56,95.13,250,219.8,31.71,50,0,28.5,37.67,0,8.8,37.66,21

