Block,Time Block,KOTESHWR,SINGRAULI,SINGRAULI_HYDRO,SIMHST2,DULHASTI,DADRT2,CHAMERA1,JHAJJAR,CHAMERA3,BSIUL,KGSU1AND2,CHAMERA2,DHAULIGNGA,FSTPP I & II,BRBCL,KUDGI,NLCEXP,NLCIIST1,MAPS,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NAPP,NTPL,PARBATI3,RAPPB,RIHAND1,RAMPUR,RAPPC,TALA,TANDA2,TALST2,TANAKPUR,TEHRI,KOLDAM,RIHAND2,RSTPSU1TO6,RSTPSU7,SALAL,RIHAND3,KKNPPU2,KISHANGANGA,KKNP,KHSTPP-I,KHSTPP-II,KGSU3AND4,UNCHAHAR2,TelanganaSTPP,URI,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,URI2,ANTA_LF,VALLURNTECL,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,SASAN,SIMHST1,SEWA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,8.55,134.65,0,0,31.77,327.25,0,202.48,0,0,0,2.31,8.78,17.28,14.46,0,0,0,0,41.99,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,24.65,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

62,15:15-15:30,8.55,134.65,0,0,31.77,327.25,0,202.48,0,0,0,2.31,8.78,20.05,14.46,0,0,0,0,59.34,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,24.65,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

63,15:30-15:45,8.55,134.65,0,0,31.77,327.25,0,202.48,0,0,0,2.31,8.78,20.05,14.46,0,0,0,0,59.34,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,24.65,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

64,15:45-16:00,8.55,134.65,0,0,31.77,327.25,0,202.48,0,0,0,2.31,8.78,20.05,14.46,0,0,0,0,59.34,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,24.65,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

65,16:00-16:15,8.55,134.65,0,0,31.77,327.25,0,202.48,0,0,0,2.31,8.78,20.05,14.46,0,0,0,0,59.34,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

66,16:15-16:30,8.55,134.65,0,0,31.77,327.25,0,202.48,0,0,0,2.31,8.78,20.05,14.46,0,0,0,0,59.34,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,14.39,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

67,16:30-16:45,8.55,134.65,0,0,31.77,327.25,0,202.48,0,0,0,2.31,8.78,20.05,14.46,0,0,0,0,59.34,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,12.59,14.39,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,252.68,0,0,0,0,0,0,0

68,16:45-17:00,8.55,134.65,0,0,31.77,327.25,0,289.24,0,0,0,2.31,8.78,20.05,14.46,0,0,0,0,59.34,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,12.59,14.88,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,252.68,0,0,0,0,0,0,0

69,17:00-17:15,8.55,134.65,0,0,31.77,327.25,0,370.21,0,1.06,0,2.31,8.78,20.05,14.46,0,0,0,0,59.34,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,14.88,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,252.68,0,0,0,0,0,0,0

70,17:15-17:30,8.55,134.65,0,0,31.77,329.27,0,455.31,9.33,6.29,0,5.14,17.57,20.05,14.46,0,0,0,0,77.59,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,14.88,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,252.68,0,0,0,0,0,0,0

71,17:30-17:45,8.55,134.65,0,0,31.77,329.27,0,455.31,18.66,6.29,0,7.71,26.49,20.05,14.46,0,0,0,0,95.85,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,28.79,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,252.68,0,0,0,0,0,0,0

72,17:45-18:00,9.51,134.65,0,0,48.13,329.27,11.42,455.31,29.46,18.86,0,39.32,36.29,20.05,14.46,0,0,0,0,135.29,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,12.59,45.01,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,252.68,0,0,0,0,0,0,0

73,18:00-18:15,9.51,134.65,0,0,48.13,329.27,27.09,455.31,29.46,18.86,0,39.32,36.29,20.05,14.46,0,0,0,0,135.29,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,12.59,45.01,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,252.68,0,2.57,0,0,0,0,0

74,18:15-18:30,9.51,134.65,0,0,48.13,329.27,40.63,455.31,29.46,18.86,0,39.32,36.29,20.05,14.46,0,0,0,0,135.29,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,10.86,60,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,5.32,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,252.68,0,6.93,0,0,0,0,0

75,18:30-18:45,9.51,134.65,0,0,48.13,329.27,40.63,455.31,29.46,18.86,0,39.32,36.29,20.05,14.46,0,0,0,0,135.29,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,10.86,60,0,55.27,0,0,24.65,57.6,0,0,0,43.89,142.96,0,40.87,0,39.38,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,252.68,0,15.24,0,0,0,0,0

76,18:45-19:00,9.51,134.65,0,0,48.13,329.27,40.63,455.31,29.46,18.86,0,39.32,36.29,20.05,14.46,0,0,0,0,135.29,0,0,0,40.26,0,2.46,0,88.69,0,49.92,0,0,0,10.86,60,0,55.27,0,0,76.52,57.6,0,0,0,43.89,142.96,0,40.87,0,39.38,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,252.68,0,15.24,0,0,0,0,0

77,19:00-19:15,9.51,134.65,0,0,48.13,329.27,40.63,455.31,29.46,18.86,0,39.32,36.29,20.05,14.46,0,0,0,0,135.29,0,0,0,40.26,0,4.91,0,88.69,0,49.92,0,0,0,11.11,60,0,55.27,0,0,76.52,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,252.68,0,15.24,0,0,0,0,0

78,19:15-19:30,9.51,134.65,0,0,48.13,329.27,40.63,455.31,29.46,18.86,0,39.32,36.29,20.05,14.46,0,0,0,0,135.29,0,0,0,40.26,0,31.91,0,88.69,0,49.92,0,0,0,11.11,60,0,55.27,0,0,76.52,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,252.68,0,15.24,0,0,0,0,0

79,19:30-19:45,9.51,134.65,0,0,48.13,329.27,40.63,455.31,29.46,18.86,0,39.32,36.29,20.05,14.46,0,0,0,0,135.29,0,0,0,40.26,0,47.25,0,88.69,0,49.92,0,0,0,11.11,60,0,55.27,0,0,76.52,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,252.68,0,15.24,0,0,0,0,0

80,19:45-20:00,8.55,134.65,0,0,47.65,329.27,40.63,455.31,29.46,18.86,0,39.32,26.49,20.05,14.46,0,0,0,0,95.85,0,0,0,40.26,0,47.25,0,88.69,0,49.92,0,0,0,8.64,60,0,55.27,0,0,24.65,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,252.68,0,15.24,0,0,0,0,0

81,20:00-20:15,8.55,134.65,0,0,31.77,329.27,40.63,455.31,14.73,6.29,0,21.84,17.57,20.05,14.46,0,0,0,0,77.59,0,0,0,40.26,0,47.25,0,88.69,0,49.92,0,0,0,8.03,60,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,39.38,18.71,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,245.64,0,11.57,0,0,0,0,0

82,20:15-20:30,8.55,134.65,0,0,31.77,329.27,13.54,455.31,9.33,1.06,0,8.99,17.57,20.05,14.46,0,0,0,0,59.34,0,0,0,40.26,0,47.25,0,88.69,0,49.92,0,0,0,8.03,60,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,39.38,18.71,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,245.64,0,8.52,0,0,0,0,0

83,20:30-20:45,8.55,134.65,0,0,31.77,329.27,13.54,455.31,9.33,0,0,8.99,8.78,20.05,14.46,0,0,0,0,38.35,0,0,0,40.26,0,31.91,0,88.69,0,49.92,0,0,0,8.03,44.04,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,18.71,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,245.64,0,7.71,0,0,0,0,0

84,20:45-21:00,8.55,134.65,0,0,31.77,329.27,13.54,455.31,9.33,0,0,8.99,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,4.91,0,88.69,0,49.92,0,0,0,8.03,44.04,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,18.71,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,245.64,0,7.71,0,0,0,0,0

85,21:00-21:15,8.55,134.65,0,0,31.77,329.27,13.54,455.31,9.33,0,0,8.99,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,2.46,0,88.69,0,49.92,0,0,0,8.03,44.04,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,245.64,0,7.71,0,0,0,0,0

86,21:15-21:30,8.55,134.65,0,0,31.77,329.27,11.42,455.31,9.33,0,0,8.99,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.03,44.04,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,245.64,0,7.71,0,0,0,0,0

87,21:30-21:45,8.55,134.65,0,0,31.77,329.27,11.42,455.31,9.33,0,0,8.99,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,44.04,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,5.32,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,245.64,0,7.71,0,0,0,0,0

88,21:45-22:00,8.55,134.65,0,0,31.77,327.65,0,370.21,9.33,0,0,8.99,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,44.04,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,39.38,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,245.64,0,7.71,0,0,0,0,0

89,22:00-22:15,8.55,134.65,0,0,31.77,327.65,0,283.45,9.33,0,0,2.57,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,30.01,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,39.38,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,245.64,0,7.71,0,0,0,0,0

90,22:15-22:30,8.55,134.65,0,0,31.77,327.65,0,283.45,9.33,0,0,2.57,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,30.01,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,4.25,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,245.64,0,7.71,0,0,0,0,0

91,22:30-22:45,8.55,134.65,0,0,31.77,327.65,0,283.45,0,0,0,2.57,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,30.01,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,245.64,0,2.57,0,0,0,0,0

92,22:45-23:00,8.55,134.65,0,0,31.77,327.65,0,283.45,0,0,0,2.57,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,30.01,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,245.64,0,0,0,0,0,0,0

93,23:00-23:15,8.55,134.65,0,0,31.77,327.65,0,283.45,0,0,0,2.57,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,30.01,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,238.59,0,0,0,0,0,0,0

94,23:15-23:30,8.55,134.65,0,0,31.77,327.65,0,283.45,0,0,0,2.57,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,30.01,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,238.59,0,0,0,0,0,0,0

95,23:30-23:45,8.55,134.65,0,0,31.77,327.65,0,283.45,0,0,0,2.57,8.78,20.05,14.46,0,0,0,0,38.35,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,30.01,0,67.4,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,238.59,0,0,0,0,0,0,0

96,23:45-24:00,8.55,134.65,0,0,31.77,327.65,0,283.45,0,0,0,2.57,8.78,20.05,14.46,0,0,0,0,38.35,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,30.01,0,81.14,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,238.59,0,0,0,0,0,0,0

