Block,Time,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07)
88,21:45-22:00,24.710000,0.000000,101.410000,58.090000,272.310000,210.270000,2.570000,0.000000,24.710000,2.790000,30.010000,0.000000,0.000000,2.470000,118.510000,0,0,0,0,7,9.09,0,27.26,0,0,23.34,7.21,0,23.34,0,0,9.08,0,0

89,22:00-22:15,24.710000,0.000000,101.410000,58.090000,272.310000,210.270000,2.570000,0.000000,24.710000,2.790000,30.010000,0.000000,0.000000,2.470000,118.510000,0,0,0,0,7,8.84,0,26.51,0,0,22.67,7.21,0,22.67,0,0,8.83,0,0

90,22:15-22:30,24.710000,0.000000,101.410000,58.090000,252.700000,210.270000,2.570000,0.000000,24.710000,2.790000,29.050000,0.000000,0.000000,2.470000,118.510000,0,0,0,0,7,8.67,0,26.01,0,0,22.75,7.21,0,22.75,0,0,8.67,0,0

91,22:30-22:45,24.710000,0.000000,101.410000,53.020000,233.340000,210.270000,2.570000,0.000000,24.710000,2.790000,28.080000,0.000000,0.000000,2.470000,118.510000,0,0,0,0,7,8.5,0,25.51,0,0,22.34,7.21,0,22.34,0,0,8.51,0,0

92,22:45-23:00,24.710000,0.000000,101.410000,53.020000,213.970000,210.270000,2.570000,0.000000,24.710000,2.790000,28.080000,0.000000,0.000000,2.470000,118.510000,0,0,0,0,7,8.47,0,25.42,0,0,22.08,7.21,0,22.08,0,0,8.49,0,0

93,23:00-23:15,24.710000,0.000000,101.410000,53.020000,195.580000,210.270000,2.490000,0.000000,24.710000,2.790000,27.110000,0.000000,0.000000,2.470000,118.510000,0,0,0,0,7,8.38,0,25.12,0,0,21.67,7.21,0,21.67,0,0,8.37,0,0

94,23:15-23:30,24.710000,0.000000,101.410000,53.020000,182.990000,210.270000,2.490000,0.000000,24.710000,2.790000,27.110000,0.000000,0.000000,2.470000,118.510000,0,0,0,0,7,8.31,0,24.92,0,0,21.08,7.21,0,21.08,0,0,8.31,0,0

95,23:30-23:45,24.710000,0.000000,101.410000,53.020000,132.840000,210.270000,2.490000,0.000000,24.710000,2.790000,27.110000,0.000000,0.000000,2.470000,118.510000,0,0,0,0,7,8.25,0,24.76,0,0,20.67,7.21,0,20.67,0,0,8.26,0,0

96,23:45-24:00,24.710000,0.000000,101.410000,53.020000,132.840000,210.270000,2.490000,0.000000,24.710000,2.790000,27.110000,0.000000,0.000000,2.470000,118.510000,0,0,0,0,7,8,0,24,0,0,20.17,7.21,0,20.17,0,0,8,0,0

