Time,Block,NR/2023/11154/F,NR/2023/11341/F,NR/2023/11102/F,NR/2023/11099/F,NR/2023/10486/A,NR/2023/11781/C,NR/2023/11096/F,NR/2023/10181/A,NR/2023/11100/F,NR/2023/11097/F,NR/2023/11771/D,NR/2023/11785/C,NR/2023/10182/A,NR/2023/11792/C,NR/2023/11368/F,NR/2023/11786/C,NR/2023/11095/F,NR/2023/11343/F,NR/2023/11166/F,NR/2023/11369/F,NR/2023/11221/F,NR/2023/11791/C,NR/2023/10197/A,NR/2023/11104/F,NR/2023/11367/F,NR/2023/11775/D,NR/2023/11773/D,NER/2023/775/C,NR/2023/11776/D,Total
80,19:45-20:00,9.630000,115.550000,0.690000,0.410000,20.560000,30.570000,0.660000,99.660000,0.660000,0.410000,0.000000,0.000000,49.830000,0.000000,0.360000,14.440000,2.890000,48.140000,14.440000,0.720000,17.330000,10.570000,49.830000,0.520000,0.340000,0,0,0.000000,0,488.21

81,20:00-20:15,9.630000,115.550000,0.710000,0.420000,20.560000,30.570000,0.620000,99.660000,0.620000,0.420000,0.000000,0.000000,49.830000,0.000000,0.400000,4.810000,2.890000,48.140000,14.440000,0.720000,17.330000,10.480000,49.830000,0.530000,0.340000,0,0,0.000000,0,478.5

82,20:15-20:30,9.630000,115.550000,0.710000,0.420000,20.560000,30.570000,0.620000,99.660000,0.620000,0.420000,0.000000,0.000000,49.830000,0.000000,0.400000,0.000000,2.890000,48.140000,14.440000,0.720000,17.330000,10.480000,49.830000,0.530000,0.340000,0,0,0.000000,0,473.69

83,20:30-20:45,9.630000,115.550000,0.710000,0.420000,20.560000,30.570000,0.620000,99.660000,0.620000,0.420000,0.000000,0.000000,49.830000,0.000000,0.400000,0.000000,2.890000,48.140000,14.440000,0.720000,17.330000,10.480000,49.830000,0.530000,0.340000,0,0,0.000000,0,473.69

84,20:45-21:00,9.630000,115.550000,0.710000,0.420000,20.560000,30.570000,0.620000,99.660000,0.620000,0.420000,0.000000,0.000000,49.830000,0.000000,0.400000,9.630000,2.890000,48.140000,14.440000,0.720000,17.330000,10.480000,49.830000,0.530000,0.340000,0,0,0.000000,0,483.32

85,21:00-21:15,9.630000,115.550000,0.710000,0.420000,20.560000,30.570000,0.620000,99.660000,0.620000,0.420000,0.000000,0.000000,49.830000,0.000000,0.400000,14.440000,2.890000,48.140000,14.440000,0.720000,17.330000,10.480000,49.830000,0.530000,0.340000,0,0,0.000000,0,488.13

86,21:15-21:30,9.630000,115.550000,0.710000,0.420000,20.560000,30.570000,0.620000,99.660000,0.620000,0.420000,0.000000,0.000000,49.830000,0.000000,0.400000,24.070000,2.890000,48.140000,14.440000,0.720000,17.330000,10.480000,49.830000,0.530000,0.340000,0,0,0.000000,0,497.76

87,21:30-21:45,9.630000,115.550000,0.710000,0.420000,20.560000,30.570000,0.620000,99.660000,0.620000,0.420000,0.000000,0.000000,49.830000,0.000000,0.400000,38.520000,2.890000,48.140000,14.440000,0.720000,17.330000,10.480000,49.830000,0.530000,0.340000,0,0,0.000000,0,512.21

88,21:45-22:00,9.630000,115.550000,0.710000,0.420000,20.560000,30.570000,0.620000,99.660000,0.620000,0.420000,0.000000,0.000000,49.830000,8.670000,0.400000,43.330000,2.890000,48.140000,14.440000,0.720000,17.330000,10.480000,49.830000,0.530000,0.340000,0,0,0.000000,0,525.69

89,22:00-22:15,9.630000,115.550000,0.710000,0.420000,20.560000,29.550000,0.620000,99.660000,0.620000,0.420000,0.000000,40.440000,49.830000,25.040000,0.400000,14.440000,2.890000,48.140000,14.440000,0.720000,17.330000,10.480000,49.830000,0.530000,0.340000,0,0,0.000000,0,552.59

90,22:15-22:30,9.630000,115.550000,0.710000,0.420000,20.560000,29.550000,0.620000,99.660000,0.620000,0.420000,0.000000,40.440000,49.830000,21.180000,0.400000,19.260000,2.890000,48.140000,14.440000,0.720000,17.330000,10.480000,49.830000,0.530000,0.340000,0,0,0.000000,0,553.55

91,22:30-22:45,9.630000,115.550000,0.710000,0.420000,20.560000,29.550000,0.620000,99.660000,0.620000,0.420000,0.000000,40.440000,49.830000,52.000000,0.400000,28.890000,2.890000,48.140000,14.440000,0.720000,17.330000,10.480000,49.830000,0.530000,0.340000,0,0,0.000000,0,594

92,22:45-23:00,9.630000,115.550000,0.710000,0.420000,20.560000,29.550000,0.620000,99.660000,0.620000,0.420000,0.000000,40.440000,49.830000,59.700000,0.400000,28.890000,2.890000,48.140000,14.440000,0.720000,17.330000,10.480000,49.830000,0.530000,0.340000,0,0,0.000000,0,601.7

93,23:00-23:15,9.630000,115.550000,0.710000,0.420000,20.560000,29.550000,0.620000,99.660000,0.620000,0.420000,0.000000,40.440000,49.830000,74.140000,0.400000,28.890000,2.890000,48.140000,14.440000,0.720000,17.330000,10.480000,49.830000,0.530000,0.340000,0,0,0.000000,0,616.14

94,23:15-23:30,9.630000,115.550000,0.710000,0.420000,20.560000,29.550000,0.620000,99.660000,0.620000,0.420000,0.000000,40.440000,49.830000,96.290000,0.400000,28.890000,2.890000,48.140000,14.440000,0.720000,17.330000,10.480000,49.830000,0.530000,0.340000,0,0,0.000000,0,638.29

95,23:30-23:45,9.630000,115.550000,0.710000,0.420000,20.560000,29.550000,0.620000,99.660000,0.620000,0.420000,0.000000,40.440000,49.830000,86.660000,0.400000,28.890000,2.890000,48.140000,14.440000,0.720000,17.330000,10.480000,49.830000,0.530000,0.340000,0,0,0.000000,0,628.66

96,23:45-24:00,9.630000,115.550000,0.710000,0.420000,20.560000,29.550000,0.620000,99.660000,0.620000,0.420000,0.000000,40.440000,49.830000,82.810000,0.400000,28.890000,2.890000,48.140000,14.440000,0.720000,17.330000,10.480000,49.830000,0.530000,0.340000,0,0,0.000000,0,624.81

