Column1,Time,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/10/15/7089,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/5428,NR/30092023/26122029/SH-06,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/1868,GNA/NR/2024/11/01/9061,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/11/01/5474,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12
77,19:00-19:15,5.19,5.21,13.33,15.62,0,13.33,5.34,50,0,150,82.07,31.28,2.23,26.87,0,70.39,2.95,273,76.55,3.87,3.07,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0,83.2,0,0,0,0,0,0,0,7,0,0,0,0,0

78,19:15-19:30,5.77,5.79,13.33,17.36,0,13.33,5.63,50,0,150,53.1,31.28,2.23,26.87,0,70.39,2.95,273,76.55,3.87,3.07,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0,83.2,0,0,0,0,0,0,0,7,0,0,0,0,0

79,19:30-19:45,6.39,6.4,13.33,19.19,0,13.33,6.71,50,0,150,53.1,31.28,2.23,26.87,0,70.39,2.95,273,57.64,3.87,3.07,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0,65.65,0,0,0,0,0,0,0,7,0,0,0,0,0

80,19:45-20:00,6.94,6.94,13.33,20.82,0,13.33,7.91,50,0,150,53.1,31.28,2.23,26.87,0,70.39,2.95,273,57.64,3.87,3.07,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0,65.65,0,0,0,0,0,0,0,7,0,0,0,0,0

81,20:00-20:15,7.5,7.5,13.33,22.5,0,13.33,5.34,50,0,200,53.1,31.28,2.23,26.87,0,70.39,2.8,273,57.64,3.87,3.07,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0,82.32,0,0,0,0,0,0,0,7,0,0,0,0,0

82,20:15-20:30,7.5,7.5,13.33,22.5,0,13.33,5.34,50,0,200,53.1,31.28,2.23,26.87,0,70.39,2.8,273,57.64,3.87,3.07,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0,82.32,0,0,0,0,0,0,0,7,0,0,0,0,0

83,20:30-20:45,7.5,7.5,13.33,22.5,0,13.33,5.34,50,0,200,53.1,31.28,2.23,26.87,0,70.39,2.8,231.72,57.64,3.87,3.07,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0,65.65,0,0,0,0,0,0,0,7,0,0,0,0,0

84,20:45-21:00,7.5,7.5,13.33,22.5,0,13.33,5.34,50,0,200,53.1,31.28,2.23,26.87,0,70.39,2.8,193.1,57.64,3.87,3.07,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0,65.65,0,0,0,0,0,0,0,7,0,0,0,0,0

85,21:00-21:15,22.6,22.61,50.12,67.82,0,50.12,5.34,50,0,200,53.1,28.76,2.23,26.87,0,70.39,2.8,165.52,57.64,3.87,2.92,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,0,95.57,0,0,0,0,0,0,0,7,0,0,0,0,0

86,21:15-21:30,22.95,22.95,50.88,68.86,0,50.88,5.34,50,0,200,53.1,28.76,2.23,26.87,0,70.39,2.8,165.52,57.64,3.87,2.92,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,0,95.57,0,0,0,0,0,0,0,7,0,0,0,0,0

87,21:30-21:45,18.44,18.45,41.59,55.35,0,41.59,13.55,50,0,200,53.1,28.76,2.23,26.87,0,70.39,2.95,165.52,57.64,3.87,2.92,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,0,112.23,0,0,0,0,0,0,0,7,0,0,0,0,0

88,21:45-22:00,18.79,18.8,42.21,56.4,0,42.21,13.8,50,0,200,53.1,28.76,2.23,26.87,0,70.39,2.95,165.52,68.1,3.87,2.92,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,0,112.23,0,0,0,0,0,0,0,7,0,0,0,0,0

89,22:00-22:15,18.22,18.23,41.19,54.69,0,41.19,13.4,50,0,200,53.1,28.76,2.23,26.87,0,70.39,2.8,165.52,68.1,3.87,2.92,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0,112.23,285.39,0,0,0,0,0,0,7,0,0,0,0,0

90,22:15-22:30,17.65,17.65,40.17,52.96,0,40.17,12.99,50,0,200,53.1,28.76,2.23,26.87,0,70.39,2.8,165.52,68.1,3.87,2.92,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0,112.23,285.39,0,0,0,0,0,0,7,0,0,0,0,0

91,22:30-22:45,12.75,12.75,39.09,38.25,0,39.09,9.23,50,0,200,67.58,27.75,2.23,26.87,0,70.39,2.8,165.52,68.1,3.87,2.92,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0,112.23,285.39,0,0,0,0,0,0,7,0,0,0,0,0

92,22:45-23:00,12.42,12.43,37.85,37.28,0,37.85,8.73,50,0,200,77.24,27.75,2.23,26.87,0,70.39,2.8,165.52,68.1,3.87,2.92,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0,112.23,285.39,0,0,0,0,0,0,7,0,0,0,0,0

93,23:00-23:15,12.23,12.23,37.1,36.69,0,37.1,8.43,50,0,200,77.24,27.75,2.23,26.87,0,70.39,2.64,165.52,68.1,3.78,2.76,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0,112.23,285.39,0,0,0,0,0,0,7,0,0,0,0,0

94,23:15-23:30,12.05,12.06,36.35,36.17,0,36.35,8.14,50,0,200,77.24,27.25,2.23,26.87,0,70.39,2.64,165.52,68.1,3.78,2.76,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0,112.23,285.39,0,0,0,0,0,0,7,0,0,0,0,0

95,23:30-23:45,11.81,11.82,35.46,35.46,0,35.46,7.79,50,0,200,86.9,27.25,2.23,26.87,0,70.39,2.64,165.52,68.1,3.78,2.76,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0,112.23,285.39,0,0,0,0,0,0,7,0,0,0,0,0

96,23:45-24:00,11.61,11.6,34.65,34.81,0,34.65,7.47,50,0,200,77.24,27.25,2.23,26.87,0,70.39,2.64,193.1,68.1,3.78,2.76,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0,112.23,285.39,0,0,0,0,0,0,7,0,0,0,0,0

