Time,Block,NR/2023/16929/C,NR/2023/16855/D,NR/2023/13253/A,NR/2023/13383/A,NR/2023/13387/A,NR/2023/13385/A,NR/2023/16520/F,NR/2023/13242/A,NR/2023/16291/F,NR/2023/16933/C,NR/2023/16921/D,NR/2023/13519/A,NR/2023/16185/A,NR/2023/16191/A,NR/2023/15770/A,NR/2023/16073/A,NR/2023/13376/A,NR/2023/16854/D,NR/2023/13908/A,NR/2023/16291/F/II,NR/2023/13165/A,NR/2023/13148/A,ER/2023/10728/C,NR/2023/13150/A,NR/2023/16943/C,NR/2023/13254/A,ER/2023/10737/C,NR/2023/16077/A,NR/2023/16931/C,NR/2023/16437/F,NR/2023/13636/A,NR/2023/16932/C,Total
71,17:30-17:45,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.820000,9.720000,0.14,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,0,19.690000,0.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1069.35

72,17:45-18:00,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.820000,9.720000,0,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,0,19.690000,0.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1069.21

73,18:00-18:15,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.820000,9.910000,0,0.000000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,0.000000,63.260000,0,19.690000,36.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1117.75

74,18:15-18:30,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.820000,9.910000,0,0.000000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,0.000000,63.260000,0,19.690000,36.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1117.75

75,18:30-18:45,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.820000,9.910000,0,0.000000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1217.75

76,18:45-19:00,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.820000,9.910000,0,0.000000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1217.75

77,19:00-19:15,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,48.510000,0.000000,0.820000,10.100000,0,0.000000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1266.45

78,19:15-19:30,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,48.510000,0.000000,0.820000,10.100000,0,0.000000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1266.45

79,19:30-19:45,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,48.510000,0.000000,0.820000,10.100000,0,0.000000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1266.45

80,19:45-20:00,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,48.510000,0.000000,0.820000,10.100000,0,0.000000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1266.45

81,20:00-20:15,10.090000,67.910000,48.510000,0.000000,100.420000,30.720000,38.810000,29.690000,0.780000,10.190000,0,0.000000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1267

82,20:15-20:30,10.090000,67.910000,48.510000,0.000000,100.420000,30.720000,38.810000,29.690000,0.780000,10.190000,0,0.000000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1267

83,20:30-20:45,10.090000,67.910000,48.510000,0.000000,100.420000,30.720000,38.810000,29.690000,0.780000,10.190000,0,0.000000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1267

84,20:45-21:00,10.090000,67.910000,48.510000,0.000000,100.420000,30.720000,38.810000,29.690000,0.780000,10.190000,0,0.000000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1267

85,21:00-21:15,10.090000,67.910000,48.510000,0.000000,100.420000,30.720000,38.810000,29.690000,0.780000,10.100000,0,58.640000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1325.55

86,21:15-21:30,10.090000,67.910000,48.510000,0.000000,100.420000,30.720000,38.810000,29.690000,0.780000,10.100000,0,58.640000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1325.55

87,21:30-21:45,10.090000,67.910000,48.510000,0.000000,100.420000,30.720000,38.810000,29.690000,0.780000,10.100000,0,58.640000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1325.55

88,21:45-22:00,10.090000,67.910000,48.510000,0.000000,100.420000,30.720000,38.810000,29.690000,0.780000,10.100000,0,58.640000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1325.55

89,22:00-22:15,10.090000,67.910000,48.510000,46.280000,100.420000,30.720000,38.810000,29.690000,0.780000,10.000000,0,58.640000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1479.71

90,22:15-22:30,7.060000,67.910000,48.510000,46.280000,100.420000,30.720000,38.810000,29.690000,0.780000,10.000000,0,58.640000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1476.68

91,22:30-22:45,7.060000,67.910000,48.510000,46.280000,100.420000,30.720000,38.810000,29.690000,0.780000,10.000000,0,58.640000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1476.68

92,22:45-23:00,7.060000,67.910000,48.510000,46.280000,100.420000,30.720000,38.810000,29.690000,0.780000,10.000000,0,58.640000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1476.68

93,23:00-23:15,7.060000,67.910000,48.510000,46.280000,100.420000,30.720000,38.810000,29.690000,0.780000,9.910000,0,58.640000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1476.59

94,23:15-23:30,7.060000,67.910000,48.510000,46.280000,100.420000,30.720000,38.810000,29.690000,0.780000,9.910000,0,58.640000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1476.59

95,23:30-23:45,7.060000,67.910000,48.510000,46.280000,100.420000,30.720000,38.810000,29.690000,0.780000,9.910000,0,58.640000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1476.59

96,23:45-24:00,7.060000,67.910000,48.510000,46.280000,100.420000,30.720000,38.810000,29.690000,0.780000,9.910000,0,58.640000,77.620000,142.620000,63.060000,0.000000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,100.000000,63.260000,0,19.690000,36.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1476.59

