Time,Block,NR/2024/19043/A/15041,NR/2024/18936/A/14967,NR/2024/18935/A/14966,NR/2024/18996/A/15540,NR/2024/19075/A/15028,NR/2024/19024/A/15091,NR/2024/19121/A/15317,NR/2024/18977/A/14977,NR/2024/18978/A/14978,NR/2024/19441/C,NR/2024/19172/A/15668,NR/2024/18934/A/14965,NR/2024/18855/A/15319,NR/2024/19444/C,NR/2024/19337/A/15083,NR/2024/19030/A/15049,NR/2024/19454/C,NR/2024/19143/A/15062,NR/2024/19245/A/15086,NR/2024/18919/A/15519,NR/2024/18986/A/14996,NR/2024/19290/A/15667,NR/2024/19445/C,NR/2024/19462/C,NR/2024/18976/A/14976,NR/2024/19115/A/15066,NR/2024/19440/C,Total
83,20:30-20:45,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,167.240000,116.000000,0.000000,66.890000,0.000000,1.930000,0.000000,0.000000,2.000000,1.930000,0.000000,0.680000,67.670000,0.000000,0.000000,0.000000,0.000000,0,429.17

84,20:45-21:00,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,167.240000,116.000000,0.000000,66.890000,0.000000,1.930000,0.000000,0.000000,2.000000,1.930000,0.000000,0.680000,67.670000,0.000000,0.000000,0.000000,0.000000,0,429.17

85,21:00-21:15,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,167.240000,116.000000,0.000000,66.890000,0.000000,1.930000,0.000000,72.500000,2.000000,1.930000,0.000000,0.680000,67.670000,0.000000,0.000000,0.000000,0.000000,0,501.67

86,21:15-21:30,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,167.240000,116.000000,0.000000,66.890000,0.000000,1.930000,0.000000,72.500000,2.000000,1.930000,0.000000,0.680000,67.670000,0.000000,0.000000,0.000000,0.000000,0,501.67

87,21:30-21:45,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,150.130000,116.000000,0.000000,66.890000,0.000000,1.930000,0.000000,72.500000,2.000000,1.930000,0.000000,0.680000,67.670000,0.000000,0.000000,0.000000,0.000000,0,484.56

88,21:45-22:00,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,150.130000,116.000000,0.000000,66.890000,0.000000,1.930000,0.000000,72.500000,2.000000,1.930000,0.000000,0.680000,67.670000,0.000000,0.000000,0.000000,0.000000,0,484.56

89,22:00-22:15,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,105.080000,116.000000,0.000000,66.890000,20.300000,1.930000,0.000000,72.500000,2.000000,1.930000,9.670000,0.680000,67.670000,29.000000,44.470000,0.000000,0.000000,0,542.95

90,22:15-22:30,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,105.080000,116.000000,0.000000,66.890000,20.300000,1.930000,0.000000,72.500000,2.000000,1.930000,9.670000,0.680000,67.670000,29.000000,44.470000,0.000000,0.000000,0,542.95

91,22:30-22:45,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,52.590000,116.000000,0.000000,66.890000,20.300000,1.930000,0.000000,72.500000,2.000000,1.930000,9.670000,0.680000,67.670000,29.000000,44.470000,0.000000,0.000000,0,490.46

92,22:45-23:00,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,52.590000,116.000000,0.000000,66.890000,20.300000,1.930000,0.000000,72.500000,2.000000,1.930000,9.670000,0.680000,67.670000,29.000000,44.470000,0.000000,0.000000,0,490.46

93,23:00-23:15,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,52.590000,116.000000,0.000000,66.890000,20.300000,1.930000,0.000000,72.500000,2.000000,1.930000,9.670000,0.630000,67.670000,29.000000,51.240000,0.000000,0.000000,0,497.18

94,23:15-23:30,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,52.590000,116.000000,0.000000,66.890000,20.300000,1.930000,0.000000,72.500000,2.000000,1.930000,9.670000,0.630000,67.670000,29.000000,51.240000,0.000000,0.000000,0,497.18

95,23:30-23:45,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,52.590000,116.000000,0.000000,66.890000,20.300000,1.930000,0.000000,72.500000,2.000000,1.930000,9.670000,0.630000,67.670000,29.000000,51.240000,0.000000,0.000000,0,497.18

96,23:45-24:00,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,52.590000,116.000000,0.000000,66.890000,20.300000,1.930000,0.000000,72.500000,2.000000,1.930000,9.670000,0.630000,67.670000,29.000000,51.240000,0.000000,0.000000,0,497.18

