Block,Time,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/15122023/15122023/HPX-TAMCTG-141223-05389,NR/01122023/15122023/HP-15,NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/30092023/31122025/SH-07,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/31052040/LT-31,NR/08122023/15122023/HP-19,NR/15122023/15122023/DD20231215NR21789,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07
70,17:15-17:30,1.800000,86.380000,95.760000,0.000000,0.340000,269.320000,29.690000,1.310000,110.120000,0.340000,23.940000,259.130000,1.370000,47.88,29.690000,95.760000,0.340000,230.480000,57.460000,6.81,0.000000,100.300000,0.58,0,0,3,6.25,16.65,14.22,1.469683,18.75,0,5,0,1,14.22,1,3.33,0.35,6.25,3,7

71,17:30-17:45,1.800000,86.380000,95.760000,0.000000,0.100000,269.320000,29.690000,1.310000,110.120000,0.100000,24.900000,259.130000,1.370000,47.88,29.690000,95.760000,0.100000,230.480000,57.460000,11.27,0.000000,100.300000,0,0,0,1,7.33,5.77,15.18,0,22,0,6.77,0,0,15.18,1,1.15,0,7.34,1,1

72,17:45-18:00,1.800000,86.380000,95.760000,0.000000,0.010000,269.320000,29.690000,1.310000,110.120000,0.010000,24.900000,259.130000,1.370000,47.88,29.690000,95.760000,0.010000,230.480000,57.460000,11.54,0.000000,100.300000,0,0,0,0,9.32,0.83,16.55,0,27.97,0,7.77,0,0,16.55,0,0.17,0,9.32,0,1

73,18:00-18:15,1.800000,86.380000,95.760000,0.000000,0.000000,269.320000,30.160000,1.240000,110.120000,0.000000,24.900000,259.130000,1.370000,47.88,30.160000,95.760000,0.000000,127.340000,38.300000,11.6,0.000000,100.300000,0,0,0,0,9.06,0,17.92,0,27.18,0,8.16,0,0,17.92,0,0,0,9.06,0,1

74,18:15-18:30,1.800000,86.380000,95.760000,0.000000,0.000000,269.320000,30.160000,1.240000,110.120000,0.000000,24.900000,259.130000,1.370000,47.88,30.160000,95.760000,0.000000,127.340000,38.300000,11.99,0.000000,100.300000,0,0,0,0,8.88,0,19.55,0,26.63,0,8.53,0,0,19.55,0,0,0,8.87,0,1

75,18:30-18:45,1.800000,86.380000,95.760000,0.000000,0.000000,269.320000,30.160000,1.240000,110.120000,0.000000,24.900000,259.130000,1.370000,47.88,30.160000,95.760000,0.000000,127.340000,38.300000,12.45,0.000000,100.300000,0,0,0,0,8.79,0,18.92,0,26.38,0,8.88,0,0,18.92,0,0,0,8.79,0,1

76,18:45-19:00,1.800000,86.380000,95.760000,0.000000,0.000000,269.320000,30.160000,1.240000,110.120000,0.000000,24.900000,259.130000,1.370000,47.88,30.160000,95.760000,0.000000,127.340000,38.300000,12.9,0.000000,100.300000,0,0,0,0,8.62,0,20.15,0,25.87,0,9.2,0,0,20.15,0,0,0,8.63,0,0

77,19:00-19:15,1.800000,86.380000,0.000000,0.000000,0.000000,269.320000,30.640000,1.240000,110.120000,0.000000,24.900000,259.130000,1.290000,47.88,30.640000,95.760000,0.000000,127.340000,0.000000,13.06,0.000000,100.300000,0,0,0,0,7.59,0,18.55,0,22.77,0,8.51,0,0,18.55,0,0,0,7.6,0,0

78,19:15-19:30,1.800000,86.380000,0.000000,0.000000,0.000000,269.320000,30.640000,1.240000,110.120000,0.000000,24.900000,259.130000,1.290000,47.88,30.640000,95.760000,0.000000,127.340000,0.000000,13.53,0.000000,100.300000,0,0,0,0,7.86,0,17.87,0,23.57,0,7.77,0,0,17.87,0,0,0,7.85,0,0

79,19:30-19:45,1.800000,86.380000,0.000000,0.000000,0.000000,269.320000,30.640000,1.240000,101.350000,0.000000,24.900000,259.130000,1.290000,47.88,30.640000,95.760000,0.000000,127.340000,0.000000,13.83,0.000000,100.300000,0,0,0,0,8.15,0,19.89,0,24.44,0,7.34,0,0,19.89,0,0,0,8.14,0,0

80,19:45-20:00,1.800000,86.380000,0.000000,0.000000,0.000000,269.320000,30.640000,1.240000,101.350000,0.000000,24.900000,259.130000,1.290000,47.88,30.640000,95.760000,0.000000,127.340000,0.000000,13.78,0.000000,100.300000,0,0,0,0,8.22,0,21.88,0,24.66,0,7.34,0,0,21.88,0,0,0,8.21,0,0

81,20:00-20:15,1.750000,86.380000,0.000000,0.000000,0.000000,269.320000,30.640000,1.160000,101.350000,0.000000,24.900000,259.130000,1.220000,47.88,30.640000,95.760000,0.000000,127.340000,0.000000,15.51,0.000000,100.300000,0,0,0,0,10.35,0,29.6,0,31.04,0,7.34,0,0,29.6,0,0,0,10.34,0,0

82,20:15-20:30,1.750000,86.380000,0.000000,0.000000,0.000000,269.320000,30.640000,1.160000,101.350000,0.000000,24.900000,259.130000,1.220000,47.88,30.640000,95.760000,0.000000,127.340000,0.000000,15.45,0.000000,100.300000,0,0,0,0,10.75,0,29.19,0,32.24,0,7.34,0,0,29.19,0,0,0,10.75,0,0

83,20:30-20:45,1.750000,73.220000,0.000000,0.000000,0.000000,269.320000,25.850000,1.160000,84.460000,0.000000,24.900000,259.130000,1.220000,47.88,25.850000,95.760000,0.000000,127.340000,0.000000,18.18,0.000000,100.300000,0,0,0,0,11.16,0,29.48,0,33.47,0,7.74,0,0,29.48,0,0,0,11.15,0,0

84,20:45-21:00,1.750000,73.220000,0.000000,0.000000,0.000000,269.320000,25.850000,1.160000,65.690000,0.000000,24.900000,259.130000,1.220000,47.88,25.850000,95.760000,0.000000,127.340000,0.000000,18.83,0.000000,100.300000,0,0,0,0,11.71,0,29.79,0,35.12,0,8.22,0,0,29.79,0,0,0,11.7,0,0

85,21:00-21:15,1.750000,73.220000,0.000000,0.000000,0.000000,269.320000,25.850000,1.160000,65.690000,0.000000,24.900000,259.130000,1.220000,47.88,25.850000,95.760000,0.000000,127.340000,0.000000,19.03,0.000000,100.300000,0,0,0,0,11.98,0,30.56,0,35.92,0,11.99,0,0,30.56,0,0,0,11.97,0,0

86,21:15-21:30,1.750000,73.220000,0.000000,0.000000,0.000000,269.320000,25.850000,1.160000,65.690000,0.000000,24.900000,259.130000,1.220000,47.88,25.850000,95.760000,0.000000,127.340000,0.000000,19.55,0.000000,100.300000,0,0,0,0,12.52,0,31.18,0,37.56,0,12.11,0,0,31.18,0,0,0,12.51,0,0

87,21:30-21:45,1.750000,73.220000,0.000000,0.000000,0.000000,269.320000,25.850000,1.160000,65.690000,0.000000,24.900000,222.620000,1.220000,47.88,25.850000,95.760000,0.000000,127.340000,0.000000,24.74,0.000000,100.300000,0,0,0,0,15.16,0,38.21,0,45.49,0,12.3,0,0,38.21,0,0,0,15.18,0,0

88,21:45-22:00,1.750000,73.220000,0.000000,0.000000,0.000000,269.320000,25.850000,1.160000,65.690000,0.000000,24.900000,222.620000,1.220000,47.88,25.850000,95.760000,0.000000,127.340000,0.000000,24.42,0.000000,100.300000,0,0,0,0,14.81,0,38.88,0,44.44,0,12.57,0,0,38.88,0,0,0,14.82,0,0

89,22:00-22:15,1.750000,73.220000,0.000000,57.030000,0.000000,269.320000,25.850000,1.080000,65.690000,0.000000,23.940000,222.620000,1.220000,47.88,25.850000,95.760000,0.000000,127.340000,0.000000,24.23,0.000000,100.300000,0,0,0,0,14.48,0,41.89,0,43.44,0,12.36,0,0,41.89,0,0,0,14.48,0,0

90,22:15-22:30,1.750000,73.220000,0.000000,57.030000,0.000000,269.320000,25.850000,1.080000,65.690000,0.000000,23.940000,222.620000,1.220000,47.88,25.850000,95.760000,0.000000,127.340000,0.000000,24.1,0.000000,100.300000,0,0,0,0,14.11,0,42.07,0,42.33,0,12.2,0,0,42.07,0,0,0,14.11,0,0

91,22:30-22:45,1.750000,73.220000,0.000000,57.030000,0.000000,229.820000,25.850000,1.080000,65.690000,0.000000,23.940000,222.620000,1.220000,47.88,25.850000,95.760000,0.000000,127.340000,0.000000,31.08,0.000000,100.300000,0,0,0,0,15.61,0,41.21,0,46.83,0,12.09,0,0,41.21,0,0,0,15.6,0,0

92,22:45-23:00,1.750000,73.220000,0.000000,57.030000,0.000000,191.520000,25.850000,1.080000,69.820000,0.000000,23.940000,222.620000,1.220000,47.88,25.850000,95.760000,0.000000,127.340000,0.000000,31.04,0.000000,100.300000,0,0,0,0,15.5,0,39.95,0,46.49,0,11.94,0,0,39.95,0,0,0,15.49,0,0

93,23:00-23:15,1.750000,73.220000,0.000000,57.030000,0.000000,148.120000,25.850000,1.080000,69.820000,0.000000,23.940000,196.110000,1.220000,47.88,25.850000,95.760000,0.000000,127.340000,0.000000,30.88,0.000000,100.300000,0,0,0,0,15.31,0,38.36,0,45.94,0,11.82,0,0,38.36,0,0,0,15.32,0,0

94,23:15-23:30,1.750000,73.220000,0.000000,57.030000,0.000000,148.120000,25.850000,1.080000,69.820000,0.000000,23.940000,172.170000,1.220000,47.88,25.850000,95.760000,0.000000,127.340000,0.000000,30.83,0.000000,100.300000,0,0,0,0,14.94,0,37.54,0,44.83,0,11.69,0,0,37.54,0,0,0,14.95,0,0

95,23:30-23:45,1.750000,73.220000,0.000000,57.030000,0.000000,148.120000,25.850000,1.080000,69.820000,0.000000,23.940000,172.170000,1.220000,47.88,25.850000,95.760000,0.000000,127.340000,0.000000,30.73,0.000000,100.300000,0,0,0,0,14.59,0,36.21,0,43.78,0,11.55,0,0,36.21,0,0,0,14.59,0,0

96,23:45-24:00,1.750000,73.220000,0.000000,57.030000,0.000000,148.120000,25.850000,1.080000,69.820000,0.000000,23.940000,172.170000,1.220000,47.88,25.850000,95.760000,0.000000,127.340000,0.000000,30.39,0.000000,100.300000,0,0,0,0,14.09,0,35.19,0,42.28,0,11.4,0,0,35.19,0,0,0,14.1,0,0

