Block,Time Block,NJPC,MAPS,NAPP,NLCEXP,KUDGI,KISHANGANGA,KHSTPP-I,JHAJJAR,KGSU1AND2,KGSU3AND4,FSTPP I & II,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KOTESHWR,DULHASTI,DADRT2,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,BRBCL,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,RIHAND2,NLCIIST1,SALAL,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,RSTPSU1TO6,NNTPP,RAPPC,NTPL,RSTPSU7,PARBATI3,RIHAND3,RAPPB,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,VALLURNTECL,TelanganaSTPP,SINGRAULI_HYDRO,SEWA2,SASAN,SIMHST2,SIMHST1,SINGRAULI,TALST2,TANAKPUR,TANDA2,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,0,40.34,0,0,0,24.59,347.1,0,0,11.55,90.02,0,0,0,8.55,0,304.53,0,6.28,0,0,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,92.13,0,68.31,0,61.42,0,0,0,0,49.16,0,0,0,119.82,0,25.68,34.05,9.71,11.54,0,30.46,16.95,0,0,0.68,0,403.57,0,0,89.34,0,1.48,0,0,0,0,0,0,0

62,15:15-15:30,0,0,40.34,0,0,0,24.59,347.1,0,0,11.55,90.02,0,0,0,8.55,0,304.53,0,6.28,0,0,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,92.13,0,68.31,0,61.42,0,0,0,0,49.16,0,0,0,119.82,0,25.68,34.05,9.71,11.54,0,30.46,16.95,0,0,0.68,9.5,403.57,0,0,89.34,0,1.48,0,0,0,0,0,0,0

63,15:30-15:45,0,0,40.34,0,0,0,24.59,347.1,0,0,11.55,78.61,0,0,0,8.55,0,304.53,0,6.28,0,0,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,92.13,0,68.31,0,61.42,0,0,0,0,49.16,0,0,0,119.82,0,25.66,34.05,20.15,11.49,0,30.46,16.95,0,0,0.68,9.5,403.57,0,0,89.34,0,1.48,0,0,0,0,0,0,0

64,15:45-16:00,0,0,40.34,0,0,0,28.01,347.1,0,0,11.55,78.61,0,0,0,8.55,0,304.53,0,6.28,0,0,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,92.13,0,12.88,0,61.42,0,0,0,0,49.16,0,0,0,119.82,0,25.66,34.05,21.01,11.49,0,30.46,16.95,0,0,0.68,9.5,403.57,0,0,89.34,0,1.48,0,0,0,0,0,0,0

65,16:00-16:15,0,0,40.34,0,0,0,30.41,347.1,0,0,14.05,94.77,0,0,0,8.55,0,362.35,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,92.13,0,2.25,0,61.42,0,0,0,0,49.16,0,0,0,119.82,0,25.64,34.05,31.51,11.44,0,30.46,16.95,0,0,0.68,9.5,403.57,0,0,89.34,0,1.48,0,0,0,0,0,0,0

66,16:15-16:30,0,0,40.34,0,0,0,30.41,347.1,0,0,14.05,95.41,0,0,0,8.55,0,371.99,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,92.13,0,2.25,0,61.42,0,0,0,0,49.16,0,0,0,119.82,0,26.46,34.05,31.51,11.44,0,30.46,16.95,0,0,0.68,9.5,403.57,0,0,89.34,0,1.48,0,0,0,0,0,0,0

67,16:30-16:45,0,0,40.34,0,0,0,30.41,345.56,0,0,14.05,95.41,0,0,0,8.55,15.88,418.55,0,6.28,0,0,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,92.13,0,2.25,0,61.42,0,0,0,0,49.16,0,0,3.44,119.82,0,31.3,34.05,31.51,13.19,0,30.46,18.92,0,0,0.68,9.5,403.57,0,0,89.34,0,1.48,0,0,0,0,0,0,0

68,16:45-17:00,0,0,40.34,0,0,0,38.73,345.56,0,0,15.27,123.48,0,0,0,8.55,15.88,464.09,0,6.28,9.33,3.22,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,111.84,0,2.25,0,74.09,0,0,0,0,49.16,0,0,3.44,119.82,0,31.88,34.05,31.51,11.99,0,30.46,18.91,0,0,0.68,9.5,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

69,17:00-17:15,0,0,40.34,0,0,0,43.94,345.56,0,0,15.27,139.85,0,0,0,8.55,15.88,509.6,0,6.28,9.33,12.69,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,2.25,0,81.78,0,0,0,0,49.16,0,0,15.71,119.82,0,30.58,34.05,31.51,11.99,0,30.46,18.82,0,0,0.68,15.24,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

70,17:15-17:30,22.54,0,40.34,0,0,0,44.17,414.23,0,0,15.27,142.43,0,0,0,8.55,15.88,577.01,0,6.28,9.33,12.69,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,2.25,0,88.66,0,0,0,0,49.16,0,0,15.71,119.82,0,33.36,34.05,31.51,15.95,0,30.46,20.81,0,0,0.68,15.24,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

71,17:30-17:45,45.08,0,40.34,0,0,0,44.17,438.3,0,0,15.27,142.43,0,0,0,8.55,15.88,569.3,0,6.28,9.33,25.38,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,2.25,0,88.66,0,0,0,0,49.16,0,0,3.44,119.82,0,33.36,34.05,31.51,15.95,0,30.46,20.81,0,0,0.68,15.24,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

72,17:45-18:00,67.62,0,40.34,0,0,0,44.17,441.91,0,0,15.27,142.43,0,0,0,8.55,15.88,501.2,12.72,6.28,9.33,25.38,7.63,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,2.25,0,88.66,0,0,0,0,49.16,0,0,3.44,119.82,0,33.36,34.05,31.51,15.95,0,30.46,20.81,0,0,0.68,15.24,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

73,18:00-18:15,90.16,0,40.34,0,0,0,44.17,462.14,0,0,15.27,142.43,0,0,0,17.11,31.76,501.2,23.68,12.57,18.65,38.08,15.27,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,2.25,0,88.66,0,0,0,0,49.16,0,0,3.44,119.82,0,37.82,34.05,31.51,18.45,0,30.46,23.45,0,0,0.68,15.24,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

74,18:15-18:30,112.7,0,40.34,0,0,0,44.17,462.3,0,0,15.27,142.43,0,0,0,37.63,47.64,552.7,40.62,18.85,28.01,38.08,17.61,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,2.25,0,88.66,0,0,0,0,49.16,0,0,3.44,119.82,0,40.85,38.31,41.16,18.72,0,30.46,25.35,0,0,0.68,15.24,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

75,18:30-18:45,135.26,0,40.34,0,0,0,44.17,462.3,0,0,15.27,142.43,0,0,0,37.63,47.64,552.7,40.62,18.85,28.01,38.08,35.22,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,2.25,0,88.66,0,0,0,0,49.16,0,0,3.44,119.82,0,40.85,38.31,41.16,18.72,0,30.46,25.35,0,0,0.68,15.24,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

76,18:45-19:00,135.26,0,40.34,0,0,0,44.17,462.3,0,0,15.27,142.43,0,0,0,37.63,47.64,552.7,40.62,18.85,28.01,38.08,35.22,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,2.25,0,88.66,0,0,0,0,49.16,0,0,3.44,119.82,0,40.85,38.31,41.16,18.72,0,30.46,25.35,0,0,0.68,15.24,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

77,19:00-19:15,135.26,0,40.34,0,0,0,44.17,462.3,0,0,15.27,142.43,0,0,0,37.63,47.64,552.7,40.62,18.85,28.01,38.08,35.22,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,2.25,0,88.66,0,0,0,0,49.16,0,0,3.68,119.82,0,40.85,38.31,41.16,18.72,0,30.46,25.35,0,0,0.68,15.24,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

78,19:15-19:30,135.26,0,40.34,0,0,0,44.17,462.3,0,0,15.27,142.43,0,0,0,37.63,47.64,552.7,40.62,18.85,28.01,38.08,35.22,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,2.25,0,88.66,0,0,0,0,49.16,0,0,15.94,119.82,0,40.85,34.05,41.16,18.72,0,30.46,25.35,0,0,0.68,15.24,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

79,19:30-19:45,112.7,0,40.34,0,0,0,44.17,509.79,0,0,14.07,142.43,0,0,0,37.63,47.64,552.7,40.62,18.85,28.01,38.08,26.42,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,14.56,0,88.66,0,0,0,0,49.16,0,0,15.94,119.82,0,40.85,34.05,41.16,18.72,0,30.46,25.35,0,0,0.68,15.24,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

80,19:45-20:00,90.16,0,40.34,0,0,0,44.17,509.79,0,0,14.07,142.43,0,0,0,37.63,47.64,552.7,40.62,18.85,28.01,38.08,17.61,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,68.31,0,88.66,0,0,0,0,49.16,0,0,15.94,119.82,0,40.85,34.05,41.16,18.72,0,30.46,25.35,0,0,0.68,15.24,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

81,20:00-20:15,67.62,0,40.34,0,0,0,44.17,509.79,0,0,14.07,142.43,0,0,0,17.58,31.76,552.7,40.62,12.57,18.65,38.08,17.61,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,68.31,0,88.66,0,0,0,0,49.16,0,0,15.94,119.82,0,40.85,34.05,41.16,18.72,0,30.46,25.35,0,0,0.68,15.24,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

82,20:15-20:30,67.62,0,40.34,0,0,0,44.17,535.82,0,0,14.07,142.43,0,0,0,8.55,31.76,552.7,40.62,12.57,9.33,38.08,15.27,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,68.31,0,88.66,0,0,0,0,49.16,0,0,15.94,119.82,0,40.85,34.05,41.16,18.72,0,30.46,25.35,0,0,0.68,15.24,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

83,20:30-20:45,45.08,0,40.34,0,0,0,44.17,535.82,0,0,14.07,142.43,0,0,0,8.55,31.76,552.7,40.62,6.28,9.33,12.69,7.63,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,14.56,0,88.66,0,0,0,0,49.16,0,0,15.94,119.82,0,40.85,34.05,41.16,19.8,0,30.46,25.35,0,0,0.68,15.24,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

84,20:45-21:00,45.08,0,40.34,0,0,0,44.17,535.82,0,0,14.07,142.43,0,0,0,8.55,31.76,552.7,40.62,6.28,9.33,12.69,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,12.32,0,88.66,0,0,0,0,49.16,0,0,3.44,119.82,0,40.85,34.05,31.51,20.09,0,30.46,25.35,0,0,0.68,15.24,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

85,21:00-21:15,36.97,0,40.34,0,0,0,44.17,535.82,0,0,14.07,142.43,0,0,0,8.55,15.88,600.89,40.62,6.28,9.33,12.69,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,12.32,0,88.66,0,0,0,0,49.16,0,0,3.44,119.82,0,40.85,33.52,31.51,19.75,0,30.46,25.35,0,0,0.68,15.24,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

86,21:15-21:30,18.25,0,40.34,0,0,0,44.17,535.82,0,0,14.07,142.43,0,0,0,8.55,15.88,658.34,40.62,6.28,9.33,12.69,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,12.32,0,88.66,0,0,0,0,49.16,0,0,3.44,119.82,0,40.85,33.52,30.23,19.75,0,30.46,25.35,0,0,0.68,15.24,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

87,21:30-21:45,18.25,0,40.34,0,0,0,44.17,539.22,0,0,14.07,142.43,0,0,0,8.55,15.88,658.34,40.62,6.28,9.33,12.69,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,12.32,0,88.66,0,0,0,0,49.16,0,0,15.71,119.82,0,40.85,33.52,30.23,19.75,0,30.46,25.35,0,0,0.68,10.15,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

88,21:45-22:00,0,0,40.34,0,0,0,44.17,539.26,0,0,14.07,142.43,0,0,0,8.55,15.88,658.34,27.08,6.28,9.33,12.69,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,12.32,0,88.66,0,0,0,0,49.16,0,0,15.71,119.82,0,40.85,33.52,20.15,19.75,0,30.46,25.35,0,0,0.68,10.15,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

89,22:00-22:15,0,0,40.34,0,0,0,44.17,539.26,0,0,14.07,142.43,0,0,0,8.55,15.88,658.34,27.08,6.28,9.33,12.69,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,12.32,0,88.66,0,0,0,0,49.16,0,0,15.71,119.82,0,40.85,33.52,20.15,19.75,0,30.46,25.35,0,0,0.68,10.15,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

90,22:15-22:30,0,0,40.34,0,0,0,44.17,539.26,0,0,14.07,142.43,0,0,0,8.55,15.88,658.34,27.08,6.28,9.33,12.69,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,25.76,0,88.66,0,0,0,0,49.16,0,0,15.71,119.82,0,40.85,33.52,20.15,19.75,0,30.46,25.35,0,0,0.68,5.08,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

91,22:30-22:45,0,0,40.34,0,0,0,44.17,539.26,0,0,14.07,142.43,0,0,0,8.55,15.88,658.34,27.08,6.28,9.33,12.69,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,25.76,0,88.66,0,0,0,0,49.16,0,0,15.71,119.82,0,40.85,33.52,20.15,19.75,0,30.46,25.35,0,0,0.68,5.08,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

92,22:45-23:00,0,0,40.34,0,0,0,44.17,539.26,0,0,14.07,142.43,0,0,0,8.55,15.88,658.34,27.08,6.28,9.33,12.69,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,25.76,0,88.66,0,0,0,0,49.16,0,0,15.71,119.82,0,40.85,33.52,20.15,19.75,0,30.46,25.35,0,0,0.68,5.08,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

93,23:00-23:15,0,0,40.34,0,0,0,44.17,539.26,0,0,14.07,142.43,0,0,0,8.55,15.88,658.34,11.42,12.57,9.33,12.69,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,25.76,0,88.66,0,0,0,0,49.16,0,0,0,119.82,0,40.85,33.52,20.15,20.09,0,30.46,25.35,0,0,0.68,0,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

94,23:15-23:30,0,0,40.34,0,0,0,44.17,539.26,0,0,14.07,142.43,0,0,0,8.55,15.88,658.34,11.42,12.57,9.33,12.69,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,25.76,0,88.66,0,0,0,0,49.16,0,0,0,119.82,0,40.85,33.52,20.15,20.09,0,30.46,25.35,0,0,0.68,0,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

95,23:30-23:45,0,0,40.34,0,0,0,44.17,535.82,0,0,14.07,142.43,0,0,0,8.55,15.88,643.49,11.42,12.57,9.33,12.69,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,25.76,0,88.66,0,0,0,0,49.16,0,0,0,119.82,0,40.85,33.52,10.08,20.09,0,30.46,25.35,0,0,0.68,0,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

96,23:45-24:00,0,0,40.34,0,0,0,44.17,535.82,0,0,14.07,142.43,0,0,0,8.55,15.88,643.49,0,12.57,0,12.69,0,19.27,0,0,0,0,0,0,0,0,0,0,0,0,114.45,0,25.76,0,88.66,0,0,0,0,49.16,0,0,0,119.82,0,40.85,33.52,10.08,20.09,0,30.46,25.35,0,0,0.68,0,403.57,0,0,98.58,0,1.48,0,0,0,0,0,0,0

