Block,Time Block,NAPP,RIHAND2,NTPL,PARBATI3,RIHAND1,PARBATI2,RAPPB,NLCEXP,RAPPD,NLCIIST1,RAMPUR,NJPC,NLCIIST2,RAPPC,NLCTS2EXP,NNTPP,KOLDAM,KISHANGANGA,KUDGI,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KGSU3AND4,KGSU1AND2,FSTPP I & II,DADRT2,DULHASTI,CHAMERA1,BRBCL,JHAJJAR,CHAMERA3,CHAMERA2,DHAULIGNGA,BSIUL,KHSTPP-I,TANDA2,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TALST2,TANAKPUR,UNCHAHAR3,URI2,TelanganaSTPP,UNCHAHAR2,TEHRI,URI,ANTA_GF,ANTA_CRF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,SASAN,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,TALA,RSTPSU7,SINGRAULI,SALAL,SEWA2,RIHAND3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
56,13:45-14:00,24.65,92.39,0,0,61.82,0,0,0,28.84,0,0,0,0,66.41,0,0,0,8.3,0,0,10.03,96.44,0,0,0,0,10.7,284.75,57.21,0,19.23,115.36,11.22,15.64,0,12.54,28.02,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,124.66,38.55,0,90.78,0,0,0,0,0

57,14:00-14:15,24.65,92.39,0,0,61.82,0,0,0,28.84,0,0,0,0,66.41,0,0,0,8.3,0,0,10.03,93.93,0,0,0,0,10.7,284.75,57.21,0,19.23,115.36,11.22,15.64,0,12.54,28.11,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,122.57,38.55,0,90.78,0,0,0,0,0

58,14:15-14:30,24.65,92.39,0,0,61.82,0,0,0,28.84,0,0,0,0,66.41,0,0,0,8.3,0,0,10.03,93.93,0,0,0,0,10.7,284.75,57.21,0,19.23,115.36,11.22,15.64,0,12.54,28.11,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,122.57,38.55,0,90.78,0,0,0,0,0

59,14:30-14:45,24.65,92.39,0,0,61.82,0,0,0,28.84,0,0,0,0,66.41,0,0,0,8.3,0,0,10.03,93.93,0,0,0,0,10.7,284.75,57.21,0,19.23,115.36,11.22,15.64,0,12.54,28.11,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,122.57,38.55,0,90.78,0,0,0,0,0

60,14:45-15:00,24.65,92.39,0,0,61.82,0,0,0,28.84,0,0,0,0,66.41,0,0,0,8.3,0,0,10.03,93.93,0,0,0,0,10.7,284.75,57.21,0,19.23,134.59,11.22,15.64,0,12.54,28.11,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,122.57,38.55,0,90.78,0,0,0,0,0

61,15:00-15:15,24.65,92.39,0,0,61.82,0,0,0,28.84,0,0,0,0,66.41,0,0,0,8.3,0,0,10.03,113.62,0,0,0,0,12.3,284.75,57.21,0,19.23,134.59,11.22,15.64,0,12.54,28.11,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,122.57,38.55,0,90.78,0,0,0,0,0

62,15:15-15:30,24.65,92.39,0,0,61.82,0,0,0,28.84,0,0,0,0,66.41,0,0,0,8.3,0,0,10.03,113.62,0,0,0,0,12.3,284.75,57.21,0,19.23,134.59,11.22,15.64,0,12.54,28.11,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,122.57,38.55,0,90.78,0,0,0,0,0

63,15:30-15:45,24.65,92.39,0,0,61.82,0,0,0,28.84,0,0,0,0,66.41,0,0,0,8.3,0,0,10.03,113.62,0,0,0,0,12.3,284.75,57.21,0,19.23,134.17,11.22,15.64,0,12.54,28.11,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,122.57,38.55,0,90.78,0,0,0,0,0

64,15:45-16:00,24.65,92.39,0,0,61.82,0,0,0,28.84,0,1.06,26.6,0,66.41,0,0,0,8.3,0,0,10.03,113.62,0,0,0,0,12.3,284.75,57.21,13.51,19.23,134.17,11.22,15.64,0,12.54,28.11,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,122.57,38.55,0,90.78,0,0,0,0,0

65,16:00-16:15,24.65,119.25,0,0,92.36,3.62,0,0,28.84,0,2.11,53.2,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,17.24,327.05,57.21,13.51,19.23,134.17,11.22,31.28,0,6.27,37.73,2.05,11.86,0,0.82,0,1.97,16.72,0,0,23.8,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.15,51.39,5.65,121.97,0,0,0,0,0

66,16:15-16:30,24.65,119.78,0,0,92.36,7.23,0,0,28.84,0,3.16,79.79,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,17.24,327.05,57.21,27.02,19.23,134.17,22.43,31.28,0,6.27,37.73,2.87,11.86,0,0.82,0,1.97,16.72,0,0,23.8,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.15,51.39,11.23,125.75,0,0,0,0,0

67,16:30-16:45,24.65,119.78,0,4.12,92.36,7.23,0,0,28.84,0,3.16,79.79,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,17.24,327.05,57.21,27.02,19.23,134.17,22.43,31.28,0,6.27,37.73,3.03,11.86,0,0.82,0,8.01,16.72,9.27,0,23.8,11.35,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.15,51.39,11.23,125.75,0,0,0,0,0

68,16:45-17:00,24.65,119.78,0,4.12,92.36,7.23,0,0,28.84,0,3.16,79.79,0,66.41,0,0,1.93,8.3,0,0,10.03,142.59,0,0,0,0,17.24,327.05,57.21,40.53,19.23,134.17,22.43,31.28,0,6.27,37.73,3.03,11.86,0,0.82,0,8.01,16.72,18.54,0,23.8,11.35,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.15,51.39,11.23,125.75,0,0,0,0,0

69,17:00-17:15,24.65,119.78,0,16.23,92.36,7.23,0,0,28.84,0,3.16,79.79,0,66.41,0,0,3.96,8.3,0,0,10.03,142.59,0,0,0,0,17.24,327.05,57.21,40.53,19.23,134.17,22.43,31.28,0,6.27,43.78,3.03,11.86,0,0.82,0,8.01,16.72,27.81,0,23.8,11.35,50.34,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.15,51.39,12.12,125.75,0,0,0,0,0

70,17:15-17:30,24.65,119.78,0,16.23,92.36,10.85,0,0,28.84,0,4.23,106.41,0,66.41,0,0,5.89,8.3,0,0,10.03,142.59,0,0,0,0,17.24,327.05,57.21,40.53,19.23,105.32,22.43,31.28,0,6.27,43.78,3.03,11.86,0,0.82,0,8.01,16.72,27.81,0,23.8,22.68,50.34,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.15,51.39,18.17,125.75,0,0,0,0,0

71,17:30-17:45,24.65,119.78,0,18.88,92.36,14.44,0,0,28.84,0,4.23,106.41,0,66.41,0,0,9.22,8.3,0,0,10.03,142.59,0,0,0,0,17.24,327.05,57.21,40.53,19.23,105.75,22.43,31.28,0,6.27,43.78,3.03,11.86,0,0.82,0,8.01,14.63,18.54,0,23.8,22.68,50.34,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.15,38.55,18.17,125.75,0,0,0,0,0

72,17:45-18:00,24.65,119.78,0,18.88,92.36,14.44,0,0,28.84,0,4.23,106.41,0,66.41,0,0,9.22,8.3,0,0,10.03,142.59,0,0,0,0,19.08,369.34,57.21,40.53,19.23,104.38,22.43,46.93,0,6.27,43.78,3.03,16.05,0,0.82,0,8.01,20,18.54,0,32.48,22.68,50.34,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.15,38.55,18.17,125.75,0,0,0,0,0

73,18:00-18:15,24.65,119.78,0,18.88,92.36,14.44,0,0,28.84,0,4.23,106.41,0,66.41,0,0,9.22,8.3,0,0,10.03,142.59,0,0,0,0,20,397.39,57.21,40.53,19.23,104.38,22.43,46.93,10.53,12.54,43.78,3.03,16.05,0,0.82,0,1.11,20,18.54,0,32.48,34.03,50.34,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.15,51.39,18.17,125.75,0,0,0,0,0

74,18:15-18:30,24.65,119.78,0,23.6,92.36,21.67,0,0,28.84,0,4.23,106.41,0,66.41,0,0,9.22,8.3,0,0,10.03,142.59,0,0,0,0,20,397.39,57.21,40.53,19.23,104.38,22.43,46.93,21.04,12.54,43.78,1.87,15.89,0,0.79,0,1.11,19.74,18.54,0,32.47,34.03,50.34,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.15,51.39,18.17,125.75,0,0,0,0,0

75,18:30-18:45,24.65,119.78,0,57.54,92.36,42.62,0,0,28.84,0,5.29,133,0,66.41,0,0,9.22,8.35,0,0,22.28,142.59,0,0,0,0,20,397.39,57.91,40.53,19.23,184.72,33.68,48.45,42.09,18.81,43.78,1.87,15.89,0,1.22,0,1.11,19.74,18.54,0,32.47,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.15,51.39,19.32,125.75,0,0,0,0,0

76,18:45-19:00,24.65,119.78,0,57.54,92.36,42.62,0,0,28.84,0,5.29,133,0,66.41,0,0,9.22,8.35,0,0,22.28,142.59,0,0,0,0,20,397.39,57.91,40.53,19.23,271.26,33.68,48.45,42.09,18.81,43.78,1.87,15.89,0,1.74,0,1.11,19.74,18.54,0,32.47,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.15,76.32,19.32,125.75,0,0,0,0,0

77,19:00-19:15,24.65,119.78,0,57.54,92.36,42.62,0,0,28.84,0,5.29,133,0,66.41,0,0,9.22,8.35,0,0,22.28,142.59,0,0,0,0,20,464.69,57.91,40.53,19.23,282.07,33.68,48.45,42.09,18.81,43.78,1.87,20.19,0,1.83,0,1.11,25.61,27.81,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.15,76.32,19.32,125.75,0,0,0,0,0

78,19:15-19:30,24.65,119.78,0,57.54,92.36,42.62,0,0,28.84,0,5.29,133,0,66.41,0,0,9.22,8.35,0,0,22.28,142.59,0,0,0,0,20,532,57.91,40.53,19.23,282.07,33.68,48.45,42.09,18.81,43.78,1.87,20.19,0,1.83,0,1.11,25.61,27.81,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.15,76.32,19.32,125.75,0,0,0,0,0

79,19:30-19:45,24.65,119.78,0,57.54,92.36,42.62,0,0,28.84,0,5.29,133,0,66.41,0,0,9.22,8.35,0,0,22.28,142.59,0,0,0,0,20,599.3,57.91,40.53,19.23,282.07,33.68,48.45,42.09,18.81,43.78,1.87,20.19,0,1.83,0,1.11,25.61,27.81,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.15,76.32,19.32,125.75,0,0,0,0,0

80,19:45-20:00,24.65,119.78,0,57.54,92.36,42.62,0,0,28.84,0,5.29,133,0,66.41,0,0,9.22,8.35,0,0,22.28,142.59,0,0,0,0,20,656.03,57.91,40.53,19.23,282.07,33.68,48.45,42.09,18.81,43.78,1.87,20.19,0,1.83,0,1.11,25.61,27.81,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.15,76.32,19.32,125.75,0,0,0,0,0

81,20:00-20:15,24.65,119.78,0,57.54,92.36,42.62,0,0,28.84,0,5.29,133,0,66.41,0,0,9.22,8.35,0,0,22.28,142.59,0,0,0,0,20,656.03,57.91,40.53,19.23,282.07,33.68,48.45,42.09,18.81,43.78,1.87,20.19,0,1.83,0,1.11,25.61,38.15,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.15,76.32,19.32,125.75,0,0,0,0,0

82,20:15-20:30,24.65,119.78,0,57.54,92.36,42.62,0,0,28.84,0,5.29,133,0,66.41,0,0,9.22,8.35,0,0,22.28,142.59,0,0,0,0,20,656.03,57.91,40.53,19.23,282.07,33.68,48.45,42.09,18.81,43.78,1.87,20.19,0,1.83,0,1.11,25.61,38.15,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.15,51.39,19.32,125.75,0,0,0,0,0

83,20:30-20:45,24.65,119.78,0,23.6,92.36,21.67,0,0,28.84,0,5.29,133,0,66.41,0,0,9.22,8.3,0,0,10.03,142.59,0,0,0,0,20,656.03,57.21,40.53,19.23,282.07,33.68,46.93,21.04,12.54,43.78,1.87,20.19,0,1.83,0,1.11,25.61,38.15,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,143.61,51.39,18.17,125.75,0,0,0,0,0

84,20:45-21:00,24.65,119.78,0,22.13,92.36,21.67,0,0,28.84,0,5.29,133,0,66.41,0,0,9.22,8.3,0,0,10.03,142.59,0,0,0,0,20,656.03,57.21,40.53,19.23,282.07,33.68,46.93,21.04,12.54,43.78,1.87,20.19,0,1.83,0,1.11,25.61,38.15,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,144.55,51.39,18.17,125.75,0,0,0,0,0

85,21:00-21:15,24.65,119.78,0,22.13,92.36,21.67,0,0,28.84,0,5.29,133,0,66.41,0,0,9.22,8.3,0,0,10.03,142.59,0,0,0,0,20,656.03,57.21,40.53,19.23,291.68,33.68,46.93,31.57,12.54,43.78,1.87,20.19,0,1.83,0,1.11,25.61,38.15,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.34,51.39,18.17,125.75,0,0,0,0,0

86,21:15-21:30,24.65,119.78,0,23.6,92.36,21.67,0,0,28.84,0,5.29,133,0,66.41,0,0,9.22,8.3,0,0,10.03,142.59,0,0,0,0,20,656.03,57.21,40.53,19.23,362.93,33.68,46.93,31.57,12.54,43.78,1.87,20.19,0,1.83,0,1.11,25.61,38.15,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.34,51.39,18.17,125.75,0,0,0,0,0

87,21:30-21:45,24.65,119.78,0,57.54,92.36,42.62,0,0,28.84,0,6.25,159.6,0,66.41,0,0,9.22,8.35,0,0,22.28,142.59,0,0,0,0,20,656.03,57.91,40.53,19.23,362.93,33.68,48.45,42.09,18.81,43.78,1.87,20.19,0,1.83,0,1.11,25.61,38.15,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.34,51.39,19.32,125.75,0,0,0,0,0

88,21:45-22:00,24.65,119.78,0,57.54,92.36,42.62,0,0,28.84,0,6.25,159.6,0,66.41,0,0,9.22,8.35,0,0,22.28,142.59,0,0,0,0,20,656.03,57.91,40.53,19.1,362.93,33.68,48.45,42.09,18.81,43.78,1.87,20.19,0,1.83,0,1.11,25.61,38.15,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.34,51.39,19.32,125.75,0,0,0,0,0

89,22:00-22:15,24.65,119.78,0,57.54,92.36,42.62,0,0,28.84,0,6.25,159.6,0,66.41,0,0,9.22,8.35,0,0,22.28,142.59,0,0,0,0,20,656.03,57.91,40.53,19.23,362.93,33.68,48.45,42.09,18.81,43.78,1.87,20.19,0,1.83,0,0,25.61,38.15,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.34,38.55,19.32,125.75,0,0,0,0,0

90,22:15-22:30,24.65,119.78,0,57.54,92.36,42.62,0,0,28.84,0,6.25,159.6,0,66.41,0,0,9.22,8.35,0,0,22.28,142.59,0,0,0,0,20,656.03,57.91,40.53,19.23,362.93,33.68,48.45,42.09,18.81,43.78,1.87,20.19,0,1.83,0,0,25.61,38.15,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.34,38.55,19.32,125.75,0,0,0,0,0

91,22:30-22:45,24.65,119.78,0,35.41,92.36,18.06,0,0,28.84,0,5.29,133,0,66.41,0,0,9.22,8.3,0,0,10.03,142.59,0,0,0,0,20,659.7,57.21,40.53,19.23,362.93,33.68,46.93,21.04,18.81,43.78,1.87,20.19,0,1.83,0,0,25.61,38.15,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.34,38.55,18.17,125.75,0,0,0,0,0

92,22:45-23:00,24.65,119.78,0,35.41,92.36,18.06,0,0,28.84,0,4.23,106.41,0,66.41,0,0,9.22,8.3,0,0,10.03,142.59,0,0,0,0,20,659.7,57.21,40.53,18.82,362.93,33.68,46.93,10.53,18.81,43.78,1.87,20.19,0,1.83,0,0,25.61,38.15,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.34,38.55,18.17,125.75,0,0,0,0,0

93,23:00-23:15,24.65,119.78,0,35.41,92.36,18.06,0,0,28.84,0,2.87,72.15,0,66.41,0,0,9.22,8.3,0,0,10.03,142.59,0,0,0,0,20,659.7,57.21,40.53,18.42,362.93,33.68,46.93,10.53,18.81,43.78,1.87,20.19,0,1.83,0,0,25.61,36.63,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.34,38.55,18.17,125.75,0,0,0,0,0

94,23:15-23:30,24.65,119.78,0,35.41,92.36,18.06,0,0,28.84,0,2.87,72.15,0,66.41,0,0,9.22,8.3,0,0,10.03,142.59,0,0,0,0,20,659.7,57.21,40.53,17.39,362.93,33.68,46.93,10.53,18.81,43.78,1.87,20.19,0,1.83,0,0,25.61,36.63,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.34,38.55,18.17,125.75,0,0,0,0,0

95,23:30-23:45,24.65,119.78,0,35.41,92.36,18.06,0,0,28.84,0,2.87,72.15,0,66.41,0,0,9.22,8.3,0,0,10.03,142.59,0,0,0,0,20,659.7,57.21,40.53,15.96,362.93,33.68,46.93,10.53,18.81,43.78,1.87,20.19,0,1.83,0,0,25.61,36.63,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.34,38.55,18.17,125.75,0,0,0,0,0

96,23:45-24:00,24.65,119.78,0,35.41,92.36,18.06,0,0,28.84,0,2.87,72.15,0,66.41,0,0,6.91,8.3,0,0,10.03,142.59,0,0,0,0,20,659.7,57.21,40.53,15.45,362.93,33.68,46.93,10.53,18.81,43.78,1.87,20.19,0,1.83,0,0,25.61,36.63,0,42.08,34.03,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,138.34,38.55,18.17,125.75,0,0,0,0,0

