Block,Time,SEWA2,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI2,UNCHAHAR3,TEHRI,SINGRAULI_HYDRO,URI,SALAL,RAPPB,RAPPC,RIHAND2,RIHAND3,BSIUL,CHAMERA1,CHAMERA3,DADRT2,DULHASTI,JHAJJAR,KOLDAM,KOTESHWR,NJPC,CHAMERA2,NAPP,RIHAND1,KISHANGANGA,PARBATI3,RAMPUR,DHAULIGNGA,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
34,08:15-08:30,15.804048,124.5,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,81.34,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,30.957,345.375

35,08:30-08:45,15.804048,124.5,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,81.34,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

36,08:45:09:00,15.804048,124.5,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,81.34,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

37,09:00:09:15,15.804048,124.5,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,81.34,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

38,09:15-09:30,15.804048,124.5,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,81.34,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

39,09:30-09:45,15.804048,125.25,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,67.332,0,0,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

40,09:45-10:00,15.804048,125.25,11.7852,0,19.985,42.392196,0,31.6122,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,67.332,0,0,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

41,10:00-10:15,15.804048,125.25,11.7852,0,19.985,42.392196,0,32.41932,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,67.332,0,0,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

42,10:15-10:30,15.804048,125.25,11.7852,0,19.985,42.392196,0,32.41932,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,67.332,0,0,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

43,10:30-10:45,15.804048,125.25,11.7852,0,19.985,42.392196,0,32.41932,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,67.332,0,0,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

44,10:45-11:00,15.804048,125.25,11.7852,0,19.985,42.392196,0,32.41932,26.39091,65.52,0.99476,51.888,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,67.332,0,0,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

45,11:00-11:15,15.804048,125.25,11.7852,0,19.985,42.392196,0,31.897383,26.39091,65.52,0.99476,51.888,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,67.332,0,0,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

46,11:15-11:30,15.804048,125.25,11.7852,0,19.985,42.392196,0,31.897383,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,67.332,0,0,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

47,11:30-11:45,15.804048,125.25,11.7852,0,19.985,42.392196,0,31.897383,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,67.332,0,0,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

48,11:45-12:00,15.804048,125.25,11.7852,0,19.985,42.392196,0,31.897383,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,31.5,0,9.45,0,67.332,0,0,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

49,12:00-12:15,15.804048,125.25,11.7852,0,19.985,42.392196,0,31.897383,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,30.45,0,9.45,0,67.332,0,0,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

50,12:15-12:30,15.804048,125.25,11.7852,0,19.985,42.392196,0,31.897383,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,30.45,0,9.45,0,67.332,0,0,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

51,12:30-12:45,15.804048,125.25,11.7852,0,19.985,42.392196,0,31.897383,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,30.45,0,9.45,0,67.332,0,0,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

52,12:45-13:00,15.804048,125.25,11.7852,0,19.985,42.392196,0,31.897383,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,30.45,0,9.45,0,67.332,0,0,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

53,13:00-13:15,15.804048,135.75,11.7852,0,19.985,42.392196,0,31.897383,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,30.45,0,9.45,0,67.332,0,0,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

54,13:15-13:30,15.804048,137.25,11.7852,0,19.985,42.392196,0,31.897383,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,30.45,0,9.45,0,67.332,0,0,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

55,13:30-13:45,15.804048,138.75,11.7852,0,19.985,42.392196,0,31.897383,26.39091,65.52,0.99476,46.92,81.921,0,50.76,118.125,123.665624,0,42.66,29.062808,686.779958,49.436556,653.1525,0,35.496,152.9405,0,39.8364,92,0,0,0,36.5917,0,30.45,0,9.45,0,67.332,0,0,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,34.79931,345.375

