Block,Time,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01112023/30112023/HP-09,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01112023/30112023/HP-10,NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/03112023/30112023/IEX-231101-05680,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/02112023/15112023/D20231102NR21539,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,SR/01112023/30112023/KSEB_BYPL-NOV23,SR/01102023/07102043/L_NR_2018_61,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13
68,16:45-17:00,3.840000,118.340000,0.000000,2.330000,0.000000,101.260000,48.340000,231.420000,3.930000,0.000000,48.340000,2.160000,261.620000,31.900000,74.130000,48.340000,3.840000,30.940000,2.700000,271.910000,12,6.67,6.66,145.02,7.41,14.67,14.67,15.92,0,8,6.66,12.88,0,20,47.38,9.459504,8,28,4,20,14.06,9.48

69,17:00-17:15,2.870000,118.340000,0.000000,2.330000,0.000000,101.260000,48.340000,231.420000,2.950000,0.000000,48.340000,2.160000,261.620000,31.900000,74.130000,48.340000,2.870000,29.970000,2.700000,271.910000,9,6.67,6.66,145.02,7.41,14.67,14.67,8.81,0,6,6.66,0.6,0,10,30.85,5.274744,5,21,3,20,4.85,6.17

70,17:15-17:30,1.960000,118.340000,0.000000,2.330000,0.000000,101.260000,48.340000,231.420000,2.010000,0.000000,48.340000,2.160000,261.620000,31.900000,74.130000,48.340000,1.960000,29.970000,2.700000,271.910000,4.5,6.67,6.66,145.02,7.41,14.67,14.67,6,0,5,6.66,1,0,4,18.75,0.798024,3,10.5,3,20,1,3.75

71,17:30-17:45,1.170000,118.340000,0.000000,2.330000,29.990000,101.260000,48.340000,231.420000,1.200000,0.000000,48.340000,2.160000,261.620000,31.900000,74.130000,48.340000,1.170000,30.940000,2.700000,271.910000,3,6.67,6.66,145.02,7.41,14.67,14.67,3.33,0,3,6.66,0,0,0,6.65,0.087588,2,7,1,20,0.1,1.33

72,17:45-18:00,0.560000,118.340000,0.000000,2.330000,29.990000,101.260000,48.340000,231.420000,0.570000,0.000000,48.340000,2.160000,261.620000,31.900000,74.130000,48.340000,0.560000,30.940000,2.700000,271.910000,1.5,6.67,6.66,145.02,7.41,18.85,18.85,1,0,0,6.66,0,0,0,3.33,0,1,3.5,0,20,0,0.66

73,18:00-18:15,0.160000,118.340000,0.000000,2.330000,30.470000,101.260000,48.340000,49.320000,0.170000,0.000000,48.340000,2.000000,261.620000,31.900000,74.130000,48.340000,0.160000,30.940000,2.700000,271.910000,0,6.67,10.09,145.02,7.21,19.14,19.14,0.33,0,0,6.66,0,0,0,0,0,0,0,0,20,0,0

74,18:15-18:30,0.000000,118.340000,0.000000,2.330000,30.470000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,2.000000,261.620000,30.940000,74.130000,48.340000,0.000000,30.940000,2.700000,271.910000,0,6.67,10.04,145.02,7.21,19.43,19.43,0,0,0,6.66,0,0,0,0,0,0,0,0,20,0,0

75,18:30-18:45,0.000000,118.340000,0.000000,2.330000,30.470000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,2.000000,261.620000,30.940000,74.130000,48.340000,0.000000,30.940000,2.700000,271.910000,0,6.67,10.25,145.02,7.21,19.63,19.63,0,0,0,6.66,0,0,0,0,0,0,0,0,20,0,0

76,18:45-19:00,0.000000,118.340000,0.000000,2.330000,30.470000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,2.000000,261.620000,30.940000,74.130000,48.340000,0.000000,30.940000,2.700000,271.910000,0,7.33,10.44,145.02,7.21,19.91,19.91,0,0,0,7.34,0,0,0,0,0,0,0,0,22,0,0

77,19:00-19:15,0.000000,118.340000,0.000000,2.180000,9.270000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,2.000000,261.620000,30.940000,74.130000,48.340000,0.000000,9.270000,2.700000,271.910000,0,7.33,10.23,145.02,7.41,20.18,20.18,0,0,0,7.34,0,0,0,0,0,0,0,0,22,0,0

78,19:15-19:30,0.000000,118.340000,0.000000,2.180000,9.270000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,2.000000,261.620000,29.970000,74.130000,48.340000,0.000000,9.270000,2.700000,271.910000,0,7.33,9.91,145.02,7.41,20.44,20.44,0,0,0,7.34,0,0,0,0,0,0,0,0,22,0,0

79,19:30-19:45,0.000000,118.340000,0.000000,2.180000,9.270000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,2.000000,261.620000,29.970000,74.130000,48.340000,0.000000,9.270000,2.700000,271.910000,0,10.04,9.66,145.02,7.41,27.42,27.42,0,0,0,10.05,0,0,0,0,0,0,0,0,30.12,0,0

80,19:45-20:00,0.000000,118.340000,0.000000,2.180000,9.270000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,2.000000,261.620000,29.970000,74.130000,48.340000,0.000000,9.270000,2.700000,271.910000,0,9.93,9.55,145.02,7.41,26.86,26.86,0,0,0,9.94,0,0,0,0,0,0,0,0,29.81,0,0

81,20:00-20:15,0.000000,118.340000,0.000000,2.180000,18.270000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,2.000000,261.620000,29.000000,74.130000,48.340000,0.000000,18.270000,2.650000,271.910000,0,9.34,9.33,145.02,7.41,26.89,26.89,0,0,0,9.32,0,0,0,0,0,0,0,0,28.01,0,0

82,20:15-20:30,0.000000,118.340000,0.000000,2.180000,18.270000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,2.000000,261.620000,29.970000,74.130000,48.340000,0.000000,18.270000,2.650000,271.910000,0,8.68,9.08,145.02,7.41,27.09,27.09,0,0,0,8.68,0,0,0,0,0,0,0,0,26.04,0,0

83,20:30-20:45,0.000000,118.340000,0.000000,2.180000,30.940000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,2.000000,261.620000,30.940000,74.130000,48.340000,0.000000,17.780000,2.650000,271.910000,0,8.04,8.89,145.02,7.41,32.75,32.75,0,0,0,8.04,0,0,0,0,0,0,0,0,24.11,0,0

84,20:45-21:00,0.000000,118.340000,0.000000,2.180000,30.940000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,2.000000,261.620000,30.940000,74.130000,48.340000,0.000000,17.780000,2.650000,271.910000,0,7.71,7.46,145.02,7.41,32.08,32.08,0,0,0,7.71,0,0,0,0,0,0,0,0,23.12,0,0

85,21:00-21:15,0.000000,118.340000,0.000000,2.180000,30.940000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,1.920000,261.620000,30.940000,74.130000,48.340000,0.000000,25.540000,2.650000,271.910000,0,7.54,7.16,145.02,7.41,31.75,31.75,0,0,0,7.55,0,0,0,0,0,0,0,0,22.62,0,0

86,21:15-21:30,0.000000,118.340000,0.000000,2.180000,30.940000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,1.920000,261.620000,30.940000,74.130000,48.340000,0.000000,25.540000,2.650000,271.910000,0,7.33,6.99,145.02,7.41,31.08,31.08,0,0,0,7.34,0,0,0,0,0,0,0,0,22,0,0

87,21:30-21:45,0.000000,118.340000,0.000000,2.180000,26.090000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,1.920000,261.620000,30.940000,74.130000,48.340000,0.000000,26.090000,2.650000,271.910000,0,7.33,6.9,145.02,7.41,30.08,30.08,0,0,0,7.34,0,0,0,0,0,0,0,0,22,0,0

88,21:45-22:00,0.000000,118.340000,0.000000,2.180000,26.090000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,1.920000,261.620000,30.940000,74.130000,48.340000,0.000000,26.090000,2.650000,271.910000,0,7.33,6.79,145.02,7.41,21.99,21.99,0,0,0,7.34,0,0,0,0,0,0,0,0,22,0,0

89,22:00-22:15,0.000000,118.340000,76.850000,2.100000,26.090000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,1.920000,261.620000,29.970000,74.130000,48.340000,0.000000,26.090000,2.650000,271.910000,0,7.33,6.77,145.02,7.41,21.66,21.66,0,0,0,7.34,0,0,0,0,0,0,0,0,22,0,0

90,22:15-22:30,0.000000,118.340000,76.850000,2.100000,26.090000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,1.920000,261.620000,29.970000,74.130000,48.340000,0.000000,26.090000,2.650000,271.910000,0,7.33,6.73,145.02,7.41,21.48,21.48,0,0,0,7.34,0,0,0,0,0,0,0,0,22,0,0

91,22:30-22:45,0.000000,118.340000,76.850000,2.100000,26.090000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,1.920000,261.620000,29.000000,74.130000,48.340000,0.000000,26.090000,2.650000,271.910000,0,7.33,6.8,145.02,7.41,20.78,20.78,0,0,0,7.34,0,0,0,0,0,0,0,0,22,0,0

92,22:45-23:00,0.000000,118.340000,76.850000,2.100000,26.090000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,1.920000,261.620000,29.000000,74.130000,48.340000,0.000000,26.090000,2.650000,271.910000,0,7.33,7.05,145.02,7.41,20.4,20.4,0,0,0,7.34,0,0,0,0,0,0,0,0,22,0,0

93,23:00-23:15,0.000000,96.680000,76.850000,2.100000,26.090000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,1.920000,261.620000,28.040000,74.130000,48.340000,0.000000,26.090000,2.650000,271.910000,0,7.33,7.3,145.02,7.41,19.9,19.9,0,0,0,7.34,0,0,0,0,0,0,0,0,22,0,0

94,23:15-23:30,0.000000,96.680000,76.850000,2.100000,26.090000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,1.920000,261.620000,28.040000,74.130000,48.340000,0.000000,26.090000,2.650000,271.910000,0,7.33,7.56,145.02,7.41,19.38,19.38,0,0,0,7.34,0,0,0,0,0,0,0,0,22,0,0

95,23:30-23:45,0.000000,87.980000,76.850000,2.100000,26.090000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,1.920000,261.620000,28.040000,74.130000,48.340000,0.000000,26.090000,2.650000,271.910000,0,7.33,7.66,145.02,7.41,19,19,0,0,0,7.34,0,0,0,0,0,0,0,0,22,0,0

96,23:45-24:00,0.000000,79.280000,76.850000,2.100000,26.090000,101.260000,48.340000,49.320000,0.000000,0.000000,48.340000,1.920000,261.620000,28.040000,74.130000,48.340000,0.000000,26.090000,2.650000,271.910000,0,7.33,7.45,145.02,7.41,19,19,0,0,0,7.34,0,0,0,0,0,0,0,0,22,0,0

