Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,GNA/WR/2024/10/15/7089,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/01/9072,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/01/9582,GNA/NR/2024/10/16/4393,NR/01102023/22052037/LT-59,GNA/NR/2024/10/16/2350,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/01/8106,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05
84,20:45-21:00,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,200,86.93,272.51,3.06,0,32,0,39.52,5.06,39.52,12.41,0,2.95,0,39.52,12.41,85.68,31.28,2.69,0,66.12

85,21:00-21:15,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,200,86.93,272.51,3.06,0,32,0,37.23,4.97,37.23,12.41,0,2.8,0,37.23,12.41,85.68,31.28,2.69,0,66.12

86,21:15-21:30,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,200,86.93,272.51,2.91,0,32,0,37.23,4.97,37.23,12.41,0,2.8,0,37.23,12.41,85.68,31.28,2.69,0,66.12

87,21:30-21:45,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,200,86.93,272.51,2.91,0,0,0,37.23,4.97,37.23,12.41,0,2.8,0,37.23,12.41,85.68,31.28,2.69,0,70.27

88,21:45-22:00,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,200,86.93,272.51,2.91,0,0,0,37.23,4.97,37.23,12.41,0,2.8,0,37.23,12.41,85.68,31.28,2.69,0,70.27

89,22:00-22:15,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,200,86.93,272.51,2.91,0,0,0,37.23,4.97,37.23,12.41,95.13,2.63,31.71,37.23,12.41,85.68,31.28,2.69,0,70.27

90,22:15-22:30,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,200,86.93,272.51,2.91,0,0,0,37.23,4.97,37.23,12.41,95.13,2.63,31.71,37.23,12.41,85.68,31.28,2.69,0,70.27

91,22:30-22:45,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,200,86.93,272.51,2.91,0,0,0,37.23,4.97,37.23,12.41,95.13,2.63,31.71,37.23,12.41,85.68,31.28,2.69,0,70.27

92,22:45-23:00,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,200,86.93,272.51,2.91,0,0,0,37.23,4.97,37.23,12.41,95.13,2.63,31.71,37.23,12.41,85.68,30.78,2.69,0,70.27

93,23:00-23:15,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,200,86.93,272.51,2.83,0,0,0,37.23,4.88,37.23,12.41,95.13,2.63,31.71,37.23,12.41,85.68,30.28,2.69,0,70.27

94,23:15-23:30,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,200,86.93,272.51,2.83,0,0,0,37.23,4.88,37.23,12.41,95.13,2.63,31.71,37.23,12.41,85.68,30.28,2.69,0,70.27

95,23:30-23:45,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,200,86.93,272.51,2.83,0,0,0,37.23,4.88,37.23,12.41,95.13,2.63,31.71,37.23,12.41,85.68,30.28,2.69,0,70.27

96,23:45-24:00,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,192.76,86.93,272.51,2.83,0,0,0,37.23,4.88,37.23,12.41,91.69,2.63,30.56,37.23,12.41,85.68,30.28,2.69,0,70.27

