Column1,Time,NR/26072023/25122043/L_NR_2023_10,GNARE/SR/2025/01/13/4532,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,GNA/NR/2025/06/01/7782,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/2868,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/16/8791,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/20/3628,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/01/7786,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/01/2569,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8964,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/01/7762,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/8456,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/9257,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/26122029/SH-06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07)
62,15:15-15:30,48,44.82,63,170.22,52,29,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,102.88,20.85,20.54,11.92,41.07,74.63,34.04,26,0,8.33,0,6,100.68,53.39,70.46,10.6,7.5,31.29,67.19,9.69,4.02,7.03,9.69,20.54,8.63,3.24,26.97,20.54,15.08,26.97,33,8.33,67.72,25.01,33,33

63,15:30-15:45,46,45.02,52,156.52,50,25,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,102.88,20.85,20.54,11.92,41.07,69.36,31.3,25,0,8.5,0,6,100.68,53.39,70.46,10.6,6.84,31.29,67.19,8.84,3.96,7.03,8.84,20.54,8.63,3.24,26.97,20.54,15.08,26.97,33,8.5,62.13,25.5,33,33

64,15:45-16:00,43,44.82,46,147.42,47,23,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,102.88,20.85,20.54,11.92,41.07,64.43,29.48,23,0,8.67,0,6,100.68,53.39,70.46,10.6,6.03,31.29,67.19,7.79,3.96,7.03,7.79,20.54,8.63,3.24,26.97,20.54,15.08,26.97,33,8.67,57.99,25.99,33,33

65,16:00-16:15,40,44.82,42,135.96,43,21,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,84.19,20.85,20.54,11.92,41.07,59.73,27.19,22,0,8.83,0,6,100.68,53.39,70.46,10.6,5.43,31.29,56.65,7.04,4.02,7.59,7.04,20.54,8.63,5.81,26.97,20.54,15.72,26.97,33,8.83,52.78,26.51,33,30

66,16:15-16:30,36,45.02,37,123.83,43,18,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,84.19,20.85,20.54,11.92,41.07,55.22,24.77,22,0,9.5,0,6,100.68,53.39,70.46,10.6,4.85,31.29,56.65,6.28,4.02,7.59,6.28,20.54,8.63,5.81,26.97,20.54,15.72,26.97,33,9.5,46.58,28.5,33,20

67,16:30-16:45,31,45.02,28,111.33,37,12,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,84.19,20.85,20.54,11.92,41.07,50.86,22.27,18,0,10,0,1.67,100.68,53.39,70.46,10.6,4.27,31.29,56.65,5.53,4.02,7.59,5.53,20.54,8.63,5.81,26.97,20.54,15.72,26.97,33,10,40.65,30,33,10

68,16:45-17:00,28,44.82,26,91.75,30,11,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,84.19,20.85,20.54,11.92,41.07,46.54,18.35,15,0,10.83,0,1.67,100.68,53.39,70.46,10.6,3.69,31.29,56.65,4.78,4.02,7.59,4.78,20.54,8.63,5.81,26.97,20.54,15.72,26.97,33,10.83,35.71,32.51,33,5

69,17:00-17:15,25,44.82,15,81.05,25,8,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,19.33,164.29,15.32,84.19,20.85,20.54,11.92,41.07,35.77,16.21,12,0,10.33,0,1.67,100.68,53.39,70.46,10.6,3.1,31.29,56.65,4.01,4.02,8.62,4.01,20.54,8.63,5.81,26.97,20.54,16.47,26.97,33,10.33,31.02,31.01,33,2

70,17:15-17:30,21,45.02,13,67.89,20,7,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,19.33,164.29,15.32,84.19,20.85,20.54,11.92,41.07,31.82,13.58,10,0,10.17,0,1.67,100.68,53.39,70.46,10.6,2.51,31.29,56.65,3.26,4.02,8.62,3.26,20.54,8.63,5.81,26.97,20.54,16.47,26.97,33,10.17,18.53,30.49,33,0

71,17:30-17:45,18,44.82,12,65.03,15,6,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,19.33,164.29,15.32,108.35,20.85,20.54,11.92,41.07,27.78,13.01,7,0,9.83,0,1.67,100.68,53.39,70.46,10.6,1.93,31.29,80.81,2.49,4.02,8.62,2.49,20.54,8.63,5.81,26.97,20.54,19.24,26.97,32.9,9.83,18.53,29.51,26.36,0

72,17:45-18:00,13,45.02,9,52.04,9,5,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,19.33,164.29,15.32,130.75,20.85,20.54,11.92,41.07,23.07,10.41,4,0,9.5,0,1.67,100.68,53.39,70.46,10.6,1.34,31.29,87.17,1.74,4.02,8.62,1.74,20.54,8.63,5.81,26.97,20.54,19.24,26.97,22.69,9.5,18.53,28.5,18.35,0

73,18:00-18:15,10,44.82,8,37.5,3,4,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,164.29,0,130.75,20.85,20.54,11.92,41.07,17.89,7.5,2,0,13,0,1.67,100.68,53.39,70.46,10.6,0.93,31.29,87.17,1.19,3.96,9.37,1.19,20.54,8.6,5.81,26.56,20.54,18.78,29,0,13,17.54,39,0,0

74,18:15-18:30,9,44.82,5,25,2,3,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,164.29,0,130.75,20.85,20.54,11.92,41.07,12.42,5,1,0,13.67,0,1.67,100.68,53.39,70.46,10.6,0.37,31.29,87.17,0.48,3.96,9.37,0.48,20.54,8.6,5.81,26.56,20.54,18.78,29,0,13.67,6.21,40.99,0,0

75,18:30-18:45,6,44.82,2,1.45,1,1,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,164.29,0,130.75,20.85,20.54,11.92,41.07,7.56,0.29,0,0,13.67,0,1.67,100.68,53.39,70.46,10.6,0,31.29,70.09,0,7.09,7.5,0,20.54,15.33,10.34,26.56,20.54,18.78,29,0,13.67,3.2,40.99,0,0

76,18:45-19:00,4,44.82,1,1.45,0,1,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,164.29,0,118.35,20.85,20.54,11.92,41.07,3.59,0.29,0,0,13.67,0,1.67,100.68,53.39,70.46,10.6,0,31.29,67.19,0,7.09,7.5,0,20.54,15.33,10.34,26.56,20.54,18.78,29,0,13.67,1.09,40.99,0,0

77,19:00-19:15,2,44.82,0,1.45,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,164.29,0,130.75,20.85,20.54,11.92,41.07,0,0.29,0,0,13.67,0,1.67,100.68,53.39,78.98,10.6,0,31.29,87.17,0,7.09,7.96,0,20.54,15.33,10.34,25.55,20.54,18.78,29,0,13.67,0,40.99,0,0

78,19:15-19:30,1,44.82,0,1.45,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,164.29,0,130.75,20.85,20.54,11.92,41.07,0,0.29,0,0,13.33,0,1.67,100.68,53.39,87.51,10.6,0,31.29,87.17,0,7.09,7.96,0,20.54,15.33,10.34,25.55,20.54,18.78,29,0,13.33,0,40.01,0,0

79,19:30-19:45,0,45.02,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,164.29,0,130.75,20.85,20.54,11.92,41.07,0,0,0,0,13,0,1.67,100.68,53.39,96.03,10.6,0,31.29,87.17,0,7.09,7.96,0,20.54,15.33,10.34,19.48,20.54,18.78,29,0,13,0,39,0,0

80,19:45-20:00,0,45.02,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,164.29,0,130.75,20.85,20.54,11.92,41.07,0,0,0,0,12.67,0,1.67,100.68,53.39,104.55,10.6,0,31.29,87.17,0,7.09,7.96,0,20.54,15.33,10.34,19.48,20.54,18.78,29,0,12.67,0,37.99,0,0

81,20:00-20:15,0,44.82,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,0,0,130.75,20.85,20.54,11.92,41.07,0,0,0,0,11,0,1,100.68,53.39,113.08,10.6,0,31.29,87.17,0,7.09,7.96,0,20.54,15.33,10.34,0,20.54,18.31,29,0,11,0,33,0,0

82,20:15-20:30,0,44.82,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,0,0,130.75,20.85,20.54,11.92,41.07,0,0,0,0,10.5,0,1,100.68,53.39,115.92,10.6,0,31.29,87.17,0,7.09,7.96,0,20.54,15.33,10.34,0,20.54,18.31,29,0,10.5,0,31.5,0,0

83,20:30-20:45,0,44.82,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,0,0,130.75,20.85,20.54,11.92,41.07,0,0,0,0,8.67,0,1,100.68,53.39,115.92,10.6,0,31.29,87.17,0,7.09,7.96,0,20.54,15.33,10.34,0,20.54,18.31,29,0,8.67,0,25.99,0,0

84,20:45-21:00,0,44.82,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,0,0,130.75,20.85,20.54,11.92,41.07,0,0,0,0,7.5,0,1,100.68,53.39,115.92,10.6,0,31.29,87.17,0,7.09,7.96,0,20.54,15.33,10.34,0,20.54,18.31,29,0,7.5,0,22.5,0,0

85,21:00-21:15,0,44.82,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,0,0,130.75,20.85,20.54,11.92,41.07,0,0,0,0,10,0,1,100.68,53.39,115.92,10.6,0,31.29,87.17,0,7.09,7.68,0,20.54,15.33,10.34,29,20.54,18.31,29,0,10,0,30,0,0

86,21:15-21:30,0,44.82,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,0,0,130.75,20.85,20.54,11.92,41.07,0,0,0,0,10.16,0,1,100.68,53.39,115.92,10.6,0,30.78,87.17,0,7.09,7.68,0,20.54,15.33,10.34,29,20.54,18.31,29,0,10.17,0,30.5,0,0

87,21:30-21:45,0,43.01,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,0,0,130.75,20.85,20.54,11.92,41.07,0,0,0,0,10.34,0,1,100.68,53.39,115.92,10.6,0,30.28,87.17,0,7.09,7.68,0,20.54,15.33,10.34,29,20.54,18.31,29,0,10.33,0,31,0,0

88,21:45-22:00,0,43.01,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,0,0,130.75,20.85,20.54,11.92,41.07,0,0,0,0,10.5,0,1,100.68,53.39,115.92,10.6,0,30.28,87.17,0,7.09,7.68,0,20.54,15.33,10.34,29,20.54,18.31,29,0,10.5,0,31.5,0,0

89,22:00-22:15,0,43.01,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,0,0,130.75,20.85,20.54,11.92,41.07,0,0,0,0,10.66,0,1,100.68,53.39,115.92,10.6,0,29.27,87.17,0,7.09,7.68,0,20.54,15.33,10.34,29,20.54,18.31,29,0,10.67,0,32,0,0

90,22:15-22:30,0,43.01,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,0,0,130.75,20.85,20.54,11.92,41.07,0,0,0,0,10.84,0,1,100.68,53.39,115.92,10.6,0,29.27,87.17,0,7.09,7.68,0,20.54,15.33,10.34,29,20.54,18.31,29,0,10.83,0,32.5,0,0

91,22:30-22:45,0,42.01,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,0,0,130.75,20.85,20.54,11.92,41.07,0,0,0,0,7.5,0,1,100.68,0,115.92,10.6,0,29.27,87.17,0,7.09,7.68,0,20.54,15.33,10.34,29,20.54,18.31,29,0,7.5,0,22.5,0,0

92,22:45-23:00,0,41.41,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,0,0,130.75,20.85,20.54,11.92,41.07,0,0,0,0,7.5,0,1,100.68,0,115.92,10.6,0,29.27,87.17,0,7.09,7.68,0,20.54,15.33,10.34,29,20.54,18.31,29,0,7.5,0,22.5,0,0

93,23:00-23:15,0,40.81,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,0,0,130.75,20.85,20.54,11.92,41.07,0,0,0,0,7.5,0,1,100.68,0,115.92,10.6,0,29.27,87.17,0,7.09,7.5,0,20.54,15.33,10.34,29,20.54,18.31,29,0,7.5,0,22.5,0,0

94,23:15-23:30,0,40.61,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,0,0,130.75,20.85,20.54,11.92,41.07,0,0,0,0,7.5,0,1,100.68,0,115.92,10.6,0,29.27,87.17,0,7.09,7.5,0,20.54,15.33,10.34,29,20.54,18.31,29,0,7.5,0,22.5,0,0

95,23:30-23:45,0,40.41,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,0,0,0,130.75,20.85,20.54,11.92,41.07,0,0,0,0,7.5,0,1,100.68,0,115.92,10.6,0,29.27,87.17,0,7.09,7.5,0,20.54,15.33,10.34,29,20.54,18.31,29,0,7.5,0,22.5,0,0

96,23:45-24:00,0,40.41,0,0,0,0,0,12.18,10.71,41.07,-0,41.07,29.06,273.25,0,0,0,130.75,20.85,20.54,11.92,41.07,0,0,0,0,7.5,0,1,100.68,0,115.92,10.6,0,28.77,87.17,0,7.09,7.5,0,20.54,15.33,10.34,29,20.54,18.31,29,0,7.5,0,22.5,0,0

