Block,Time Block,RIHAND2,RIHAND1,RSTPSU7,RSTPSU1TO6,RAPPD,RIHAND3,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,CHAMERA3,CHAMERA2,CHAMERA1,BSIUL,BRBCL,KKNP,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,KHSTPP-II,KHSTPP-I,TelanganaSTPP,ANTA_GF,UNCHAHAR2,URI,ANTA_CRF,UNCHAHAR1,VALLURNTECL,ANTA_RF,AURY_CRF,UNCHAHAR4,URI2,ANTA_LF,UNCHAHAR3,KGSU1AND2,KGSU3AND4,NNTPP,NAPP,KUDGI,NLCEXP,MAPS,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,RAMPUR,NTPL,PARBATI3,PARBATI2,RAPPC,RAPPB,SIMHST1,SINGRAULI_HYDRO,SIMHST2,SALAL,SEWA2,SINGRAULI,SASAN,TANDA2,TEHRI,TALST2,TANAKPUR,TALA,KKNPPU2,KOTESHWR,KOLDAM,JHAJJAR,KISHANGANGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,120.34,93.92,0,0,20.92,126.34,0,10.15,57.48,95.28,33.84,47.15,0,12.6,19.32,0,0,0,0,0,0,0,0,84.5,28.03,0,0,23.91,49.06,0,13.12,0,0,0,1.07,36.8,0,16.37,0,0,0,25.14,0,0,0,0,176.38,0,0,6.8,0,48.92,39.2,65.57,0,0,1.04,0,77.45,0,145.23,399.38,3.96,0,0,1.73,0,0,10.08,0,208.64,8.34,0,0,0,0,0

55,13:30-13:45,120.34,93.92,0,0,20.92,126.34,0,10.15,57.48,95.28,33.84,47.15,13.57,12.6,14.49,0,0,0,0,0,0,0,0,97.88,28.03,0,0,23.91,49.06,0,13.12,0,0,0,1.07,36.8,0,16.37,0,0,0,25.14,0,0,0,0,176.38,0,0,6.8,0,37.06,39.2,65.57,0,0,1.04,0,77.45,0,145.23,399.38,3.96,0,0,1.73,0,0,10.08,0,208.64,8.34,0,0,0,0,0

56,13:45-14:00,120.34,93.92,0,0,20.92,126.34,0,10.15,57.48,95.28,33.84,47.15,13.57,12.6,14.49,0,0,0,0,0,0,0,0,97.88,28.03,0,0,23.91,49.06,0,13.12,0,0,0,1.07,36.8,0,16.37,0,0,0,25.14,0,0,0,0,176.38,0,0,6.8,0,37.06,39.2,65.57,0,0,1.04,0,77.45,0,145.23,399.38,3.96,0,0,1.73,0,0,10.08,0,208.64,8.34,0,0,0,0,0

57,14:00-14:15,120.34,93.92,0,0,20.92,126.34,0,10.15,57.48,95.28,33.84,47.15,13.57,12.6,14.49,0,0,0,0,0,0,0,0,143.26,32.56,0,0,23.91,49.06,0,13.12,0,0,0,2.14,36.8,0,16.37,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,37.06,39.2,65.57,0,0,1.04,0,77.45,0,145.23,399.38,4.85,0,0,1.73,0,0,10.08,0,208.64,8.34,0,0,0,0,0

58,14:15-14:30,120.34,93.92,0,0,20.92,126.34,0,12.94,57.48,95.28,33.84,47.15,27.14,12.6,14.49,0,0,0,0,0,0,0,0,143.26,37.91,0,0,23.91,49.06,0,13.12,0,0,0,2.14,36.8,0,16.37,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,37.06,39.2,65.57,0,0,1.04,0,77.45,0,145.23,399.38,5.33,0,0,1.73,0,0,10.08,0,208.64,8.34,0,0,0,0,0

59,14:30-14:45,120.34,93.92,0,0,20.92,126.34,0,12.94,57.48,143.58,33.84,47.15,27.14,12.6,14.49,0,0,0,0,0,0,0,0,143.26,37.91,0,0,31.75,49.06,0,15.13,0,0,0,2.14,36.8,0,19.64,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,37.06,39.2,65.57,0,0,1.04,0,77.45,6.09,145.23,399.38,5.33,0,0,1.73,0,0,10.08,0,216.36,8.34,0,0,0,0,0

60,14:45-15:00,120.34,93.92,0,0,20.92,126.34,0,15.46,57.48,191.88,33.84,47.15,40.72,12.6,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,31.75,49.06,0,15.13,0,0,0,2.14,36.8,0,19.64,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,37.06,39.2,65.57,0,0,1.04,0,77.45,12.18,145.23,399.38,5.33,0,0,1.73,0,0,10.08,0,216.36,8.34,0,0,0,0,0

61,15:00-15:15,120.34,93.92,0,0,20.92,100.54,0,15.46,57.48,240.18,33.84,47.15,40.72,12.6,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,37.41,49.06,0,17.94,0,0,0,2.14,36.8,0,23.16,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,22.24,39.2,65.57,0,0,1.04,0,77.45,18.26,145.23,399.38,5.33,0,0,3.59,0,0,10.08,2.32,216.36,8.34,0,0,0,0,0

62,15:15-15:30,120.34,93.92,0,0,20.92,100.54,0,15.46,57.48,240.18,33.84,47.15,40.72,12.6,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,37.41,49.06,0,17.94,0,0,0,2.14,36.8,0,23.16,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,22.24,39.2,65.57,0,0,1.04,0,77.45,18.26,145.23,399.38,5.33,0,0,3.59,0,0,10.08,4.21,293.64,8.34,0,0,0,0,0

63,15:30-15:45,120.34,93.92,0,0,20.92,113.93,0,15.46,57.48,88.03,33.84,47.15,40.72,12.6,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,37.41,49.06,0,17.94,0,0,0,2.14,36.8,0,23.16,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,22.24,39.2,65.57,0,0,1.04,0,77.45,18.26,145.23,399.38,5.33,0,0,5.45,0,0,10.08,4.21,330.3,8.34,0,0,0,0,0

64,15:45-16:00,120.34,93.92,0,0,20.92,125.49,0,15.46,57.48,190.19,33.84,47.15,40.72,12.6,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,37.41,49.06,0,17.94,0,0,0,2.14,36.8,0,23.16,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,22.24,39.2,65.57,0,0,1.04,0,77.45,18.26,145.23,399.38,5.33,0,0,5.45,0,0,10.08,6.95,349.62,8.34,0,0,0,0,0

65,16:00-16:15,120.34,93.92,0,0,20.92,120.18,0,15.46,57.48,195.02,33.84,47.15,40.72,12.6,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,37.41,49.06,0,17.94,0,0,0,2.14,36.8,0,23.16,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,22.24,39.2,65.57,0,0,1.04,0,77.45,18.26,145.23,399.38,5.33,0,0,5.45,0,0,10.08,9.26,349.62,8.34,0,0,0,0,0

66,16:15-16:30,120.34,93.92,0,0,20.92,111.08,0,15.46,57.48,197.91,33.84,47.15,40.72,12.6,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,37.41,49.06,0,17.94,0,0,0,2.14,36.8,0,23.16,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,22.24,39.2,65.57,0,0,1.04,0,77.45,18.26,145.23,399.38,5.33,9.46,0,5.45,0,0,10.08,9.26,349.62,8.34,0,0,0,0,0

67,16:30-16:45,120.34,93.92,0,0,20.92,124.92,10.58,18.12,57.48,207.57,33.84,47.15,40.72,12.6,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,37.41,49.06,0,18.9,0,0,0,2.14,36.8,0,23.16,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,22.24,39.2,65.57,0,0,1.04,0,77.45,18.26,145.23,399.38,5.33,9.46,0,5.45,0,0,10.08,9.26,407.68,8.34,0,0,0,0,0

68,16:45-17:00,120.34,93.92,0,0,20.92,126.34,10.58,18.12,57.48,200.81,33.84,47.15,40.72,12.6,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,37.41,49.06,0,18.9,0,0,0,2.14,36.8,0,23.16,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,22.24,39.2,65.57,0,0,1.04,0,77.45,18.26,145.23,399.38,5.33,18.91,0,5.45,0,0,10.08,9.26,407.68,8.34,0,0,0,0,0

69,17:00-17:15,120.34,93.92,0,0,20.92,92.53,10.58,16.34,57.48,151.55,33.84,47.15,40.72,12.6,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,37.32,49.06,0,18.38,0,0,0,2.14,36.8,0,23.22,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,22.24,39.2,65.57,0,0,1.04,0,77.45,18.26,145.23,399.38,5.33,18.91,0,3.59,0,0,10.08,9.26,361.31,8.34,0,0,0,0,0

70,17:15-17:30,120.34,93.92,0,0,20.92,92.53,10.58,15.61,57.48,95.25,33.84,47.15,40.72,6.3,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,28.47,49.06,0,14.14,0,0,0,2.14,36.8,0,17.86,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,22.24,39.2,65.57,0,0,1.04,0,77.45,18.26,145.23,399.38,5.33,29.77,0,3.59,0,0,10.08,9.26,353.54,8.34,0,0,0,0,0

71,17:30-17:45,120.34,93.92,0,0,20.92,92.53,21.14,15.61,57.48,95.25,33.84,47.15,40.72,6.3,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,28.47,49.06,0,14.14,0,0,0,2.14,36.8,0,17.86,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,32.61,39.2,65.57,0,0,1.04,0,77.45,18.26,145.23,399.38,5.33,29.77,0,3.59,0,0,10.08,9.26,353.54,5.55,0,0,0,0,0

72,17:45-18:00,120.34,93.92,0,0,20.92,92.53,21.14,15.61,57.48,95.25,33.84,47.15,40.72,6.3,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,28.47,49.06,0,14.14,0,0,0,2.14,36.8,0,17.86,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,32.61,39.2,65.57,0,0,1.04,0,77.45,18.26,145.23,399.38,5.33,29.77,0,3.59,0,0,10.08,9.26,353.54,5.55,0,0,0,0,0

73,18:00-18:15,120.34,93.92,0,0,20.92,92.53,21.14,15.61,57.48,95.25,33.84,47.15,40.72,6.3,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,28.47,51.19,0,14.14,0,0,0,2.14,36.8,0,17.86,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,32.61,39.2,65.57,0,0,1.04,0,77.45,18.26,145.23,399.38,5.33,29.77,0,1.73,0,0,10.08,9.26,353.54,5.55,0,0,0,0,0

74,18:15-18:30,120.34,93.92,0,0,20.92,92.53,21.14,15.61,57.48,95.25,33.84,47.15,40.72,6.3,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,28.47,51.19,0,14.14,0,0,0,2.14,36.8,0,17.86,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,35.58,39.2,65.57,0,0,1.04,0,77.45,18.26,145.23,399.38,5.33,29.77,0,1.73,0,0,10.08,9.26,353.54,5.55,0,0,0,0,0

75,18:30-18:45,120.34,93.92,0,0,20.92,92.53,31.71,17.58,57.48,95.25,33.81,47.15,40.72,12.6,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,42.51,51.19,0,21.19,0,0,0,1.64,36.8,0,26.74,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,29.64,43.55,65.57,0,0,1.04,0,77.45,18.26,145.23,399.38,5.33,29.77,0,1.73,0,0,20.14,9.26,446.32,5.55,0,0,0,0,0

76,18:45-19:00,120.34,93.92,0,0,20.92,92.53,42.29,17.58,58.18,95.25,35.59,49.31,41.67,19.76,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,42.51,51.19,0,21.19,0,0,0,1.64,38.79,0,26.74,0,0,0,25.14,0,0,0,0,176.38,0,0,6.91,0,76.15,43.55,65.57,0,0,1.04,0,77.45,19.41,145.23,399.38,5.33,29.77,0,1.73,0,0,33.58,9.26,533.26,5.55,0,0,0,0,0

77,19:00-19:15,120.34,93.92,0,0,20.92,92.53,42.29,17.58,58.18,165.28,35.59,49.31,41.67,19.76,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,0,0,1.64,38.79,0,26.74,0,0,0,25.14,0,0,0,0,176.38,0,0,6.91,0,76.15,43.55,65.57,0,0,1.04,0,76.32,19.41,145.23,399.38,5.33,29.77,0,2.97,0,0,33.58,9.26,421.61,5.55,0,0,0,0,0

78,19:15-19:30,120.34,93.92,0,0,20.92,92.53,42.29,17.58,58.18,303.34,35.59,49.31,41.67,19.76,14.49,0,0,0,0,0,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,0,0,1.64,38.79,0,26.74,0,0,0,25.14,0,0,0,0,176.38,0,0,6.91,0,76.15,43.55,65.57,0,0,1.04,0,76.32,19.41,145.23,399.38,5.33,29.77,0,2.97,0,0,33.58,9.26,423.76,5.55,0,0,0,0,0

79,19:30-19:45,120.34,93.92,0,0,20.92,92.53,42.29,17.58,58.18,370.96,35.59,49.31,41.67,19.76,14.49,0,0,0,23.4,19.31,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,11.36,0,1.64,38.79,0,26.74,0,0,0,25.14,0,0,0,0,176.38,0,0,6.91,0,76.15,43.55,65.57,0,0,1.04,0,76.32,19.41,145.23,399.38,5.33,29.77,0,2.97,0,0,33.58,9.26,423.76,8.38,0,0,0,0,0

80,19:45-20:00,120.34,93.92,0,0,20.92,92.53,42.29,17.58,58.18,440.04,35.59,49.31,41.67,19.76,14.49,0,0,0,23.4,19.31,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,11.36,0,1.64,38.79,0,26.74,0,0,0,25.14,0,0,0,0,176.38,0,0,6.91,0,76.15,43.55,65.57,0,0,1.04,0,76.32,19.41,145.23,399.38,5.33,29.77,0,2.97,0,0,33.58,9.26,423.76,8.38,0,0,0,0,0

81,20:00-20:15,120.34,93.92,0,0,20.92,92.53,42.29,17.58,58.18,443.32,35.59,49.31,41.67,19.76,14.49,0,0,0,86.19,19.31,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,11.36,0,1.64,38.79,0,26.74,0,0,0,25.14,0,0,0,0,176.38,0,0,6.91,0,76.15,43.55,65.57,0,0,1.04,0,76.32,19.41,145.23,399.38,5.33,29.77,0,2.97,0,0,33.58,9.26,423.76,8.38,0,0,0,0,0

82,20:15-20:30,120.34,93.92,0,0,20.92,92.53,42.29,17.58,58.18,443.32,35.59,49.31,41.67,19.76,14.49,0,0,0,86.19,19.31,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,11.36,0,1.64,38.79,0,26.74,0,0,0,25.14,0,0,0,0,176.38,0,0,6.91,0,76.15,43.55,65.57,0,0,1.04,0,76.32,19.41,145.23,399.38,5.33,29.77,0,2.97,0,0,33.58,9.26,423.76,8.38,0,0,0,0,0

83,20:30-20:45,120.34,93.92,0,0,20.92,91.91,42.29,17.58,57.48,443.32,33.84,47.15,40.72,12.6,17.24,0,0,0,86.19,19.31,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,11.36,0,1.64,36.8,0,26.74,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,13.34,43.55,65.57,0,0,1.04,0,76.32,18.26,145.23,399.38,5.33,29.77,0,2.97,0,0,30.22,9.26,423.76,8.38,0,0,0,0,0

84,20:45-21:00,120.34,93.92,0,0,20.92,91.91,42.29,17.58,57.48,443.32,33.84,47.15,40.72,12.6,17.41,0,0,0,86.19,19.31,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,11.36,0,1.64,36.8,0,26.74,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,11.86,43.55,65.57,0,0,1.04,0,76.32,18.26,145.23,399.38,5.33,29.77,0,2.97,0,0,30.22,9.26,423.76,8.38,0,0,0,0,0

85,21:00-21:15,120.34,93.92,0,0,20.92,91.91,42.29,17.58,57.48,443.32,33.84,47.15,40.72,12.6,17.41,0,0,0,86.19,19.31,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,11.51,0,1.64,36.8,0,26.74,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,14.83,43.55,65.57,0,0,1.04,0,76.32,18.26,145.23,399.38,5.33,29.77,0,2.97,0,0,30.22,9.26,423.76,8.38,0,0,0,0,0

86,21:15-21:30,120.34,93.92,0,0,20.92,91.91,42.29,17.58,58.18,443.32,35.59,49.31,41.67,19.76,17.41,0,0,0,86.19,19.31,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,11.51,0,1.64,38.79,0,26.74,0,0,0,25.14,0,0,0,0,176.38,0,0,6.91,0,76.15,50.81,65.57,0,0,1.04,0,76.32,19.41,145.23,399.38,5.33,29.77,0,2.97,0,0,33.58,9.26,423.76,8.38,0,0,0,0,0

87,21:30-21:45,120.34,93.92,0,0,20.92,91.91,42.29,17.58,58.18,443.32,35.59,49.31,41.67,19.76,17.41,0,0,0,86.19,19.31,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,11.51,0,1.64,38.79,0,26.74,0,0,0,25.14,0,0,0,0,176.38,0,0,6.91,0,76.15,50.81,65.57,0,0,1.04,0,76.32,19.41,145.23,399.38,5.33,29.77,0,2.97,0,0,33.58,9.26,423.76,8.38,0,0,0,0,0

88,21:45-22:00,120.34,93.92,0,0,20.92,91.91,42.29,17.58,58.18,443.32,35.59,49.31,41.67,19.76,17.41,0,0,0,86.19,19.31,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,11.51,0,1.64,38.79,0,26.74,0,0,0,25.14,0,0,0,0,176.38,0,0,6.91,0,76.15,50.81,65.57,0,0,1.04,0,76.32,19.41,145.23,399.38,5.33,29.77,0,2.97,0,0,33.58,9.26,423.76,8.38,0,0,0,0,0

89,22:00-22:15,120.34,93.92,0,0,20.92,91.91,42.29,17.58,58.18,443.32,35.59,49.31,41.67,19.76,19.32,0,0,0,86.19,63.71,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,41,0,1.64,38.79,0,26.74,0,0,0,25.14,0,0,0,0,176.38,0,0,6.91,0,76.15,50.81,65.57,0,0,1.04,0,76.32,19.41,145.23,399.38,5.33,29.77,0,1.73,0,0,33.58,9.26,423.76,8.38,0,0,0,0,0

90,22:15-22:30,120.34,93.92,0,0,20.92,91.91,42.29,17.58,58.18,443.32,35.59,49.31,41.67,19.76,19.32,0,0,0,86.19,72.44,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,45.38,0,1.64,38.79,0,26.74,0,0,0,25.14,0,0,0,0,176.38,0,0,6.91,0,76.15,50.81,65.57,0,0,1.04,0,76.32,19.41,145.23,399.38,5.33,29.77,0,1.73,0,0,33.58,9.26,423.76,8.38,0,0,0,0,0

91,22:30-22:45,120.34,93.92,0,0,20.92,91.91,42.29,17.58,57.48,443.32,33.84,47.15,40.72,18.89,19.32,0,0,0,86.19,72.44,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,45.38,0,1.64,36.8,0,26.74,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,41.5,29.04,65.57,0,0,1.04,0,76.32,18.26,145.23,399.38,5.33,29.77,0,1.73,0,0,20.14,9.26,423.76,8.38,0,0,0,0,0

92,22:45-23:00,120.34,93.92,0,0,20.92,91.91,42.29,17.58,57.48,443.32,33.84,47.15,40.72,18.89,19.32,0,0,0,86.19,72.44,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,45.38,0,1.64,36.8,0,26.74,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,41.5,29.04,65.57,0,0,1.04,0,76.32,18.26,145.23,399.38,5.33,29.77,0,1.73,0,0,10.08,9.26,423.76,8.38,0,0,0,0,0

93,23:00-23:15,120.34,93.92,0,0,20.92,91.91,21.14,17.58,57.48,443.32,33.84,47.15,40.72,18.89,19.32,0,0,0,86.19,72.44,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,45.48,0,1.64,36.8,0,26.74,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,41.5,29.04,65.57,0,0,1.04,0,76.32,18.26,145.23,399.38,5.33,29.77,0,0.49,0.85,0,10.08,9.26,423.76,8.38,0,0,0,0,0

94,23:15-23:30,120.34,93.92,0,0,20.92,91.91,21.14,17.58,57.48,443.32,33.84,47.15,40.72,18.89,19.32,0,0,0,86.19,72.44,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,45.48,0,1.64,36.8,0,26.74,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,41.5,29.04,65.57,0,0,1.04,0,76.32,18.26,145.23,399.38,5.33,29.77,0,0.49,0.85,0,10.08,9.26,423.76,8.38,0,0,0,0,0

95,23:30-23:45,120.34,93.92,0,0,0,91.91,21.14,17.58,57.48,443.32,33.84,47.15,40.72,18.89,19.32,0,0,0,86.19,72.44,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,45.48,0,1.64,36.8,0,26.74,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,41.5,29.04,65.57,0,0,1.04,0,76.32,18.26,145.23,399.38,5.33,29.77,0,0.49,0.85,0,10.08,9.26,423.76,8.38,0,0,0,0,0

96,23:45-24:00,120.34,93.92,0,0,0,91.91,21.14,17.58,57.48,443.32,33.84,47.15,40.72,18.89,19.32,0,0,0,86.19,72.44,0,0,0,143.26,43.98,0,0,42.51,49.06,0,21.19,0,45.48,0,1.64,36.8,0,26.74,0,0,0,25.14,0,0,0,0,174.74,0,0,6.74,0,41.5,29.04,65.57,0,0,1.04,0,76.32,18.26,145.23,399.38,5.33,29.77,0,0.49,0.85,0,10.08,9.26,423.76,8.38,0,0,0,0,0

