Time,Block,NR/2023/13242/A,NR/2023/16073/A,NR/2023/17172/C,NR/2023/16185/A,NR/2023/13148/A,NR/2023/17174/C,NR/2023/13165/A,NR/2023/17170/C,NR/2023/13387/A,NR/2023/16191/A,NR/2023/17168/C,NR/2023/13383/A,NR/2023/13385/A,NR/2023/13254/A,NR/2023/13150/A,NR/2023/13253/A,NR/2023/16993/F,NR/2023/17177/C,NR/2023/15770/A,ER/2023/10970/C,NR/2023/17178/C,ER/2023/10972/C,NR/2023/17159/D,NR/2023/17173/C,NR/2023/16077/A,NR/2023/17175/C,NR/2023/16291/F,Total
85,21:00-21:15,29.370000,0.000000,0.000000,38.390000,36.210000,0,22.070000,47.980000,99.330000,77.740000,10.090000,0.000000,49.660000,19.470000,62.570000,47.980000,157.500000,191.940000,62.380000,0.000000,321.500000,0.000000,0,0.000000,0.000000,11.910000,0.770000,1286.86

86,21:15-21:30,29.370000,0.000000,0.000000,38.390000,36.210000,0,22.070000,47.980000,99.330000,77.740000,10.090000,0.000000,49.660000,19.470000,62.570000,47.980000,157.500000,191.940000,62.380000,0.000000,321.500000,0.000000,0,0.000000,0.000000,11.910000,0.770000,1286.86

87,21:30-21:45,29.370000,0.000000,0.000000,38.390000,36.210000,0,22.070000,47.980000,99.330000,77.740000,10.090000,0.000000,49.660000,19.470000,62.570000,47.980000,157.500000,191.940000,62.380000,0.000000,321.500000,0.000000,0,0.000000,0.000000,11.910000,0.770000,1286.86

88,21:45-22:00,29.370000,0.000000,0.000000,38.390000,36.210000,0,22.070000,47.980000,99.330000,77.740000,10.090000,0.000000,49.660000,19.470000,62.570000,47.980000,157.500000,191.940000,62.380000,0.000000,321.500000,0.000000,0,0.000000,0.000000,11.910000,0.770000,1286.86

89,22:00-22:15,29.370000,0.000000,0.000000,38.390000,36.210000,0,22.070000,47.980000,99.330000,77.740000,7.060000,50.380000,49.660000,19.470000,62.570000,47.980000,157.500000,191.940000,62.380000,0.000000,321.500000,0.000000,0,0.000000,117.560000,11.820000,0.770000,1451.68

90,22:15-22:30,29.370000,0.000000,0.000000,38.390000,36.210000,0,22.070000,47.980000,99.330000,77.740000,7.060000,50.380000,49.660000,19.470000,62.570000,47.980000,157.500000,191.940000,62.380000,0.000000,321.500000,0.000000,0,0.000000,117.560000,11.820000,0.770000,1451.68

91,22:30-22:45,29.370000,0.000000,0.000000,38.390000,36.210000,0,22.070000,47.980000,99.330000,77.740000,7.060000,50.380000,49.660000,19.470000,62.570000,47.980000,157.500000,191.940000,62.380000,0.000000,321.500000,0.000000,0,0.000000,117.560000,11.820000,0.770000,1451.68

92,22:45-23:00,29.370000,0.000000,0.000000,38.390000,36.210000,0,22.070000,47.980000,99.330000,77.740000,7.060000,50.380000,49.660000,19.470000,62.570000,47.980000,157.500000,191.940000,62.380000,0.000000,321.500000,0.000000,0,0.000000,117.560000,11.820000,0.770000,1451.68

93,23:00-23:15,29.370000,0.000000,0.000000,38.390000,36.210000,0,22.070000,47.980000,99.330000,77.740000,6.060000,50.380000,49.660000,19.470000,62.570000,47.980000,157.500000,191.940000,62.380000,0.000000,321.500000,0.000000,0,0.000000,117.560000,11.730000,0.770000,1450.59

94,23:15-23:30,29.370000,0.000000,0.000000,38.390000,36.210000,0,22.070000,47.980000,99.330000,77.740000,6.060000,50.380000,49.660000,19.470000,62.570000,47.980000,157.500000,191.940000,62.380000,0.000000,321.500000,0.000000,0,0.000000,117.560000,11.730000,0.770000,1450.59

95,23:30-23:45,29.370000,0.000000,0.000000,38.390000,36.210000,0,22.070000,47.980000,99.330000,77.740000,6.060000,50.380000,49.660000,19.470000,62.570000,47.980000,157.500000,191.940000,62.380000,0.000000,321.500000,0.000000,0,0.000000,117.560000,11.730000,0.770000,1450.59

96,23:45-24:00,29.370000,0.000000,0.000000,38.390000,36.210000,0,22.070000,47.980000,99.330000,77.740000,6.060000,50.380000,49.660000,19.470000,62.570000,47.980000,157.500000,191.940000,62.380000,0.000000,321.500000,0.000000,0,0.000000,117.560000,11.730000,0.770000,1450.59

