Block,Time Block,TEHRI,UNCHAHAR1,VALLURNTECL,ANTA_GF,UNCHAHAR4,URI2,ANTA_CRF,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,ANTA_LF,URI,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,AURY_GF,KOLDAM,KISHANGANGA,KUDGI,KHSTPP-I,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,RAPPB,NLCEXP,NLCIIST1,NJPC,NLCIIST2,RIHAND1,RAMPUR,NLCTS2EXP,RAPPC,NNTPP,NAPP,NTPL,PARBATI3,RIHAND2,TANDA2,SASAN,SIMHST1,SINGRAULI_HYDRO,TALST2,RSTPSU1TO6,SIMHST2,RSTPSU7,TANAKPUR,SALAL,SEWA2,SINGRAULI,TALA,RIHAND3,JHAJJAR,KGSU1AND2,KGSU3AND4,DADRT2,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,FSTPP I & II,BRBCL,DULHASTI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,13.88,0,0,0,6.92,0,0,0,28.63,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,77.01,0,98.95,5.04,120.6,349.11,0,0,182.24,0,0,9.39,10.99,8.84,13.87,14.55,15.99,0,0,0,0,0

62,15:15-15:30,0,13.88,0,0,0,6.92,0,0,0,28.63,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,77.01,0,98.95,5.04,120.6,349.11,0,0,182.24,0,0,9.39,10.99,8.84,13.87,14.55,15.99,0,0,0,0,0

63,15:30-15:45,0,13.88,0,0,0,7.31,0,0,0,28.63,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,16.92,0,98.95,5.04,120.6,349.11,0,0,182.24,0,0,9.39,10.99,8.84,13.87,14.55,15.99,0,0,0,0,0

64,15:45-16:00,0,13.88,0,0,0,7.31,0,0,0,28.63,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,0,98.95,5.04,120.6,349.11,0,0,182.24,0,0,9.39,10.99,8.84,13.87,14.55,15.99,0,0,0,0,0

65,16:00-16:15,0,16.04,0,0,0,7.31,0,0,0,33.26,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,0,98.95,5.04,120.6,349.11,0,0,182.24,0,0,9.39,10.99,8.84,13.87,14.55,15.99,0,0,0,0,0

66,16:15-16:30,0,16.04,0,0,0,7.31,0,0,0,33.26,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,0,98.95,5.04,120.6,349.11,0,0,182.24,0,0,9.39,10.99,8.84,13.87,14.55,31.97,0,0,0,0,0

67,16:30-16:45,0,16.04,0,0,0,7.31,0,0,0,33.26,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,0,98.95,4.91,120.6,349.11,0,0,182.24,0,0,9.39,10.99,8.84,13.87,14.55,31.97,0,0,0,0,0

68,16:45-17:00,0,16.04,0,0,0,7.31,0,0,0,33.26,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,0,98.95,4.91,120.6,349.11,0,0,182.24,0,0,9.39,10.99,8.84,13.87,14.55,31.97,0,0,0,0,0

69,17:00-17:15,14.48,16.04,0,0,0,7.31,0,0,0,33.26,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,0,98.95,4.47,120.6,349.11,0,0,182.24,0,0,9.39,10.99,8.84,13.87,14.55,31.97,0,0,0,0,0

70,17:15-17:30,14.48,16.04,0,0,0,7.31,0,0,0,33.26,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,0,98.95,4.34,120.6,349.11,0,0,182.24,0,0,9.39,10.99,8.84,13.87,14.55,31.97,0,0,0,0,0

71,17:30-17:45,28.98,16.04,0,0,0,7.31,0,0,0,33.26,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,0,98.95,4.05,120.6,437.76,0,0,182.24,0,1.07,9.39,10.99,8.84,13.87,14.55,31.97,0,0,0,0,0

72,17:45-18:00,45.29,16.04,0,0,0,7.31,0,0,0,33.26,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,90.76,0,67.19,0,0,50.1,0,40.2,0,3.08,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,0,98.95,4.05,120.6,557.42,0,0,182.24,13.63,6.33,9.39,10.99,17.68,13.87,14.55,31.97,0,0,0,0,0

73,18:00-18:15,45.29,19.95,0,0,0,7.31,0,0,0,41.13,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,113.45,0,67.19,0,0,50.1,0,40.2,0,4.94,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,2.59,98.95,3.65,120.6,634.75,0,0,182.24,27.26,6.33,18.78,25.55,26.66,13.87,14.55,31.97,0,0,0,0,0

74,18:15-18:30,60.38,19.95,0,0,0,7.31,0,0,0,41.13,0,43.92,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,19.13,143.87,0,0,0,0,0,136.14,0,67.19,0,0,50.1,0,40.2,0,32.11,115.21,0,392.89,0,0,0,0,0,0,12.67,2.26,6.98,98.95,3.65,120.6,634.75,0,0,182.24,40.89,18.98,29.65,39.57,36.52,13.87,14.55,47.95,0,0,0,0,0

75,18:30-18:45,60.38,19.95,0,0,0,7.31,0,0,0,41.13,0,43.92,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,19.13,143.87,0,0,0,0,0,136.14,0,67.19,0,0,50.1,0,40.2,0,47.54,115.21,0,392.89,0,0,0,0,0,0,12.67,2.26,15.34,98.95,3.65,120.6,634.75,0,0,182.24,40.89,18.98,29.65,39.57,36.52,13.87,14.55,47.95,0,0,0,0,0

76,18:45-19:00,60.38,19.95,0,0,0,7.31,0,0,0,41.13,0,8.57,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,19.13,143.87,0,0,0,0,0,136.14,0,67.19,0,0,50.1,0,40.2,0,47.54,115.21,0,392.89,0,0,0,0,0,0,12.67,2.26,15.34,98.95,3.65,120.6,634.75,0,0,182.24,40.89,18.98,29.65,39.57,36.52,13.87,14.55,47.95,0,0,0,0,0

77,19:00-19:15,60.38,19.95,0,0,0,7.31,0,0,0,41.13,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,19.13,143.87,0,0,0,0,0,136.14,0,67.19,0,0,50.1,0,40.2,0,47.54,115.21,0,392.89,0,0,0,0,0,0,12.67,25.36,15.34,98.95,3.65,120.6,634.75,0,0,217.65,40.89,18.98,29.65,39.57,36.52,13.87,14.55,47.95,0,0,0,0,0

78,19:15-19:30,60.38,19.95,0,0,0,7.31,0,0,0,41.13,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,19.13,143.87,0,0,0,0,0,136.14,0,67.19,0,0,50.1,0,40.2,0,47.54,115.21,0,392.89,0,0,0,0,0,0,12.55,77.01,15.34,98.95,4.08,120.6,634.75,0,0,218.77,40.89,18.98,29.65,39.57,36.52,13.87,14.55,47.95,0,0,0,0,0

79,19:30-19:45,60.38,19.95,0,0,0,7.31,0,0,0,41.13,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,19.13,143.87,0,0,0,0,0,136.14,0,67.19,0,0,50.1,0,40.2,0,47.54,115.21,0,392.89,0,0,0,0,0,0,12.55,77.01,15.34,98.95,4.08,120.6,634.75,0,0,218.77,40.89,18.98,29.65,39.57,36.52,13.87,14.55,47.95,0,0,0,0,0

80,19:45-20:00,60.38,19.95,0,0,0,7.31,0,0,0,41.13,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,19.13,143.87,0,0,0,0,0,136.14,0,67.19,0,0,50.1,0,40.2,0,6.17,115.21,0,392.89,0,0,0,0,0,0,12.55,77.01,15.34,98.95,4.22,120.6,634.75,0,0,218.77,40.89,18.98,29.65,39.57,36.52,13.87,14.55,47.95,0,0,0,0,0

81,20:00-20:15,60.38,19.95,0,0,0,7.31,0,0,0,41.13,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,19.13,143.87,0,0,0,0,0,136.14,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,12.55,77.01,11.64,98.95,4.36,120.6,634.75,0,0,251.75,40.89,18.98,29.65,39.57,36.52,13.87,14.55,47.95,0,0,0,0,0

82,20:15-20:30,60.38,19.95,0,0,0,7.31,0,0,0,41.13,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,9.57,143.87,0,0,0,0,0,113.45,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,25.36,8.58,98.95,4.36,120.6,634.75,0,0,280.85,40.89,6.33,28.16,38.33,26.66,13.87,14.55,31.97,0,0,0,0,0

83,20:30-20:45,60.38,19.95,0,0,0,7.31,0,0,0,41.13,0,43.92,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,113.45,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,7.76,98.95,4.36,120.6,634.75,0,0,329.17,40.89,6.33,18.78,38.33,17.68,13.87,14.55,31.97,0,0,0,0,0

84,20:45-21:00,60.38,19.95,0,0,0,7.31,0,0,0,41.13,0,43.92,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,113.45,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,7.76,98.95,4.36,120.6,634.75,0,0,329.17,40.89,6.33,18.78,38.33,17.68,13.87,14.55,31.97,0,0,0,0,0

85,21:00-21:15,60.38,19.95,0,0,0,7.31,0,0,0,41.13,0,8.57,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,90.76,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,7.76,98.95,4.66,120.6,634.75,0,0,329.17,40.89,0,18.78,38.33,17.68,13.87,14.55,31.97,0,0,0,0,0

86,21:15-21:30,60.38,19.95,0,0,0,7.31,0,0,0,41.13,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,90.76,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,7.76,98.95,4.66,120.6,634.75,0,0,329.17,40.89,0,18.78,38.33,17.68,13.87,14.55,31.97,0,0,0,0,0

87,21:30-21:45,60.38,19.95,0,0,0,7.31,0,0,0,41.13,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,90.76,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,7.76,98.95,4.66,120.6,634.75,0,0,329.17,27.26,0,18.78,38.33,17.68,13.87,14.55,31.97,0,0,0,0,0

88,21:45-22:00,60.38,19.95,0,0,0,7.31,0,0,0,41.13,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,90.76,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,7.76,98.95,4.93,120.6,634.75,0,0,329.17,27.26,0,18.78,38.33,17.68,13.87,14.55,31.97,0,0,0,0,0

89,22:00-22:15,59.16,19.95,0,0,0,7.31,0,0,0,41.13,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,90.76,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,7.76,98.95,4.93,120.6,634.75,0,0,329.17,26.98,0,18.78,38.33,17.68,13.87,14.55,31.97,0,0,0,0,0

90,22:15-22:30,45.29,19.95,0,0,0,7.31,0,0,0,41.13,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,90.76,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,7.76,98.95,5.23,120.6,634.75,0,0,329.17,26.98,0,18.78,38.33,17.68,13.87,14.55,31.97,0,0,0,0,0

91,22:30-22:45,45.29,19.95,0,0,0,7.31,0,0,0,41.13,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,2.59,98.95,5.23,120.6,634.75,0,0,329.17,26.98,0,9.39,38.33,17.68,13.87,14.55,31.97,0,0,0,0,0

92,22:45-23:00,45.29,19.95,0,0,0,7.31,0,0,0,41.13,0,43.92,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,0,98.95,5.23,120.6,634.75,0,0,329.17,26.98,0,9.39,38.33,17.68,13.87,14.55,31.97,0,0,0,0,0

93,23:00-23:15,45.29,19.95,0,0,0,7.31,0,0,0,41.13,0,43.92,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,0,98.95,5.23,120.6,634.75,0,0,329.17,11.5,0,9.39,38.33,17.68,13.87,14.55,31.97,0,0,0,0,0

94,23:15-23:30,45.29,19.95,0,0,0,7.31,0,0,0,41.13,0,8.57,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,0,98.95,5.23,120.6,634.75,0,0,329.17,11.5,0,9.39,25.55,17.68,13.87,14.55,31.97,0,0,0,0,0

95,23:30-23:45,45.29,19.95,0,0,0,7.31,0,0,0,41.13,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,0,98.95,5.23,120.6,634.75,0,0,329.17,11.5,0,9.39,25.55,17.68,13.87,14.55,31.97,0,0,0,0,0

96,23:45-24:00,45.29,19.95,0,0,0,7.31,0,0,0,41.13,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,0,98.95,5.23,120.6,634.75,0,0,329.17,11.5,0,9.39,25.55,17.68,13.87,14.55,31.97,0,0,0,0,0

