Time,Block,NR/2023/16185/A,NR/2023/16993/F,NR/2023/17319/C,NR/2023/13150/A,NR/2023/13253/A,NR/2023/16073/A,NR/2023/17317/C,NR/2023/17316/C,NR/2023/13387/A,NR/2023/16291/F,NR/2023/17308/D,NR/2023/17329/C,NR/2023/17330/C,NR/2023/16077/A,NR/2023/16191/A,NR/2023/17335/C,NR/2023/17324/C,NR/2023/13168/A,NR/2023/13254/A,NR/2023/13385/A,NR/2023/13148/A,NR/2023/13383/A,NR/2023/15770/A,NR/2023/13165/A,NR/2023/17309/D,NR/2023/17334/C,Total
89,22:00-22:15,38.390000,106.060000,191.940000,62.570000,47.980000,0.000000,9.710000,153.550000,99.330000,0.770000,0.000000,279.270000,10.090000,85.320000,41.750000,52.780000,86.370000,34.550000,19.470000,49.660000,36.210000,36.560000,0.000000,22.070000,0,0,1464.4

90,22:15-22:30,38.390000,106.060000,191.940000,62.570000,47.980000,0.000000,9.710000,153.550000,99.330000,0.770000,0.000000,287.910000,7.060000,85.320000,41.750000,52.780000,86.370000,34.550000,19.470000,49.660000,36.210000,36.560000,0.000000,22.070000,0,0,1470.01

91,22:30-22:45,38.390000,106.060000,191.940000,62.570000,47.980000,0.000000,9.710000,153.550000,99.330000,0.770000,0.000000,287.910000,7.060000,85.320000,41.750000,52.780000,86.370000,34.550000,19.470000,49.660000,36.210000,36.560000,0.000000,22.070000,0,0,1470.01

92,22:45-23:00,38.390000,106.060000,191.940000,62.570000,47.980000,0.000000,9.710000,153.550000,99.330000,0.770000,0.000000,335.900000,7.060000,85.320000,41.750000,52.780000,86.370000,34.550000,19.470000,49.660000,36.210000,36.560000,0.000000,22.070000,0,0,1518

93,23:00-23:15,38.390000,106.060000,191.940000,62.570000,47.980000,0.000000,9.620000,153.550000,99.330000,0.770000,0.000000,335.900000,6.060000,85.320000,41.750000,52.780000,86.370000,34.550000,19.470000,49.660000,36.210000,36.560000,0.000000,22.070000,0,0,1516.91

94,23:15-23:30,38.390000,106.060000,191.940000,62.570000,47.980000,0.000000,9.620000,153.550000,99.330000,0.770000,0.000000,335.900000,6.060000,85.320000,41.750000,52.780000,86.370000,34.550000,19.470000,49.660000,36.210000,36.560000,0.000000,22.070000,0,0,1516.91

95,23:30-23:45,38.390000,106.060000,191.940000,62.570000,47.980000,0.000000,9.620000,153.550000,99.330000,0.770000,0.000000,335.900000,6.060000,85.320000,41.750000,52.780000,86.370000,34.550000,19.470000,49.660000,36.210000,36.560000,0.000000,22.070000,0,0,1516.91

96,23:45-24:00,38.390000,106.060000,191.940000,62.570000,47.980000,0.000000,9.620000,153.550000,99.330000,0.770000,0.000000,335.900000,6.060000,85.320000,41.750000,52.780000,86.370000,34.550000,19.470000,49.660000,36.210000,36.560000,0.000000,22.070000,0,0,1516.91

